nbr_projets,inv_approuve,prime_approuvee,nbr_emploi,gouv_ar,gouv_fr,delegation_ar,delegation_fr,secteur_act_ar,secteur_act_ar_1,mois_ar,mois_fr,annee_doa,feuille
1,73800,10843.0,1,المنستير,MOUNASTIR,طبلبة,TBOLBA,الخدمات,SERVICE,نوفمبر,nov.,2017,SQL Results
1,126000,48886.0,13,صفاقس,SFAXE,صفاقس المدينة,SFAXE MEDINA,الصيد البحري,PECHE,نوفمبر,nov.,2017,SQL Results
1,60000,6672.0,1,المهدية,MAHDIA,الشابة,CHEBBA,الخدمات,SERVICE,سبتمبر,sept.,2017,SQL Results
2,220122,92972.0,3,قفصة,GAFSA,قفصة الجنوبية,GAFSA SUD,الفلاحي,AGRICULTURE,جوان,juin,2018,SQL Results
1,1654000,529109.0,10,المهدية,MAHDIA,الجم,EL JEM,التحويل الأولي,PREMIERE TRANSFORMATION,ديسمبر,déc.,2017,SQL Results
2,173315,95322.0,2,القصرين,KASSERINE,تا لة,TELA,الفلاحي,AGRICULTURE,نوفمبر,nov.,2017,SQL Results
1,65350,21781.0,1,سيدي بوزيد,SIDI BOUZIDE,جلمة,JELMA,الخدمات,SERVICE,ديسمبر,déc.,2017,SQL Results
1,22915,7638.33333333333,1,جندوبة,JENDOUBA,جندوبة الشما لية,JENDOUBA NORD,الخدمات,SERVICE,ماي,mai,2018,SQL Results
1,310000,154450.0,1,بنزرت,BIZERTE,الغزالة,GZELA,الفلاحي,AGRICULTURE,مارس,mars,2018,SQL Results
2,134000,43311.6666666667,2,القيروان,KAIROUAN,القيروان الشما لية,KAIROUAN NORD,الخدمات,SERVICE,مارس,mars,2018,SQL Results
1,53507,6759.0,1,صفاقس,SFAXE,المحرس,MAHRES,الخدمات,SERVICE,فيفري,févr.,2018,SQL Results
1,67000,8290.0,2,بنزرت,BIZERTE,بنزرت الشما لية,BIZETE NORD,الخدمات,SERVICE,جويلية,juill.,2018,SQL Results
1,197000,56603.0,2,سيدي بوزيد,SIDI BOUZIDE,السعيدة,ASSAIDA,الفلاحي,AGRICULTURE,ماي,mai,2018,SQL Results
1,53000,7321.0,1,المهدية,MAHDIA,ملولش,MLOULECH,الخدمات,SERVICE,جويلية,juill.,2018,SQL Results
1,199000,57912.0,1,سليانة,SILIANA,قعفور,GAAFOUR,الفلاحي,AGRICULTURE,ماي,mai,2018,SQL Results
1,163000,69638.0,2,القيروان,KAIROUAN,السبيخة,SBIKHA,الفلاحي,AGRICULTURE,أفريل,avr.,2018,SQL Results
3,227916,64623.6666666667,3,جندوبة,JENDOUBA,جندوبة,JENDOUBA,الخدمات,SERVICE,سبتمبر,sept.,2018,SQL Results
1,86263,28754.3333333333,1,سيدي بوزيد,SIDI BOUZIDE,سيدي بوزيد الغربية,SIDI BOUZID OUST,الخدمات,SERVICE,سبتمبر,sept.,2018,SQL Results
1,63000,19733.3333333333,1,القيروان,KAIROUAN,سيدي علي نصرالله,SIDI ALI NASR ALLAH,الخدمات,SERVICE,نوفمبر,nov.,2018,SQL Results
3,215137,87414.0,4,سيدي بوزيد,SIDI BOUZIDE,سوق الجديد,SOUK EJDID,الفلاحي,AGRICULTURE,سبتمبر,sept.,2018,SQL Results
2,121313,66722.0,2,قفصة,GAFSA,القطار,ALKATAR,الفلاحي,AGRICULTURE,نوفمبر,nov.,2018,SQL Results
2,162912,82110.0,2,قفصة,GAFSA,قفصة الشما لية,GAFSSA NORD,الفلاحي,AGRICULTURE,نوفمبر,nov.,2017,SQL Results
1,43500,14500.0,1,قفصة,GAFSA,القصر,EL KSSAR,الخدمات,SERVICE,جوان,juin,2018,SQL Results
1,101738,33152.3333333333,1,توزر,TOZEUR,حزوة,HIZWA,الخدمات,SERVICE,مارس,mars,2018,SQL Results
6,435000,129098.333333333,4,القيروان,KAIROUAN,الشبيكة,CHBIKA,الخدمات,SERVICE,سبتمبر,sept.,2017,SQL Results
1,77000,21823.0,1,القيروان,KAIROUAN,السبيخة,SBIKHA,الخدمات,SERVICE,سبتمبر,sept.,2017,SQL Results
1,62000,6805.0,1,المهدية,MAHDIA,الجم,EL JEM,الخدمات,SERVICE,ديسمبر,déc.,2017,SQL Results
1,51149,6460.0,1,صفاقس,SFAXE,طينة,TINA,الخدمات,SERVICE,فيفري,févr.,2018,SQL Results
1,1329000,519000.0,3,المنستير,MOUNASTIR,بني حسان,BENI HASSEN,التحويل الأولي,PREMIERE TRANSFORMATION,ديسمبر,déc.,2017,SQL Results
1,80510,11957.0,3,نابل,NABEUL,قليبية,KLIBYA,الخدمات,SERVICE,ديسمبر,déc.,2017,SQL Results
1,80000,43617.0,1,سوسة,SOUSSE,سيدي الهاني,SIDI ELHANI,الفلاحي,AGRICULTURE,جويلية,juill.,2018,SQL Results
1,197400,52720.0,1,صفاقس,SFAXE,بئر علي بن خليفة,BIR ALI KHELIFFA,الفلاحي,AGRICULTURE,مارس,mars,2018,SQL Results
1,42592,6389.0,1,نابل,NABEUL,منزل بوزلفة,MANZEL BOUZALFA,الخدمات,SERVICE,فيفري,févr.,2018,SQL Results
1,74000,24184.0,1,القيروان,KAIROUAN,عين جلولة,AIN JALOULA,الخدمات,SERVICE,مارس,mars,2018,SQL Results
1,54000,8097.0,1,المنستير,MOUNASTIR,المنستير,MOUNASTIR,الخدمات,SERVICE,أفريل,avr.,2018,SQL Results
1,50000,23736.0,1,سوسة,SOUSSE,القلعة الصغرى,KALAA SOUGRA,الفلاحي,AGRICULTURE,أفريل,avr.,2018,SQL Results
1,63510,21170.0,1,سيدي بوزيد,SIDI BOUZIDE,سيدي علي بن عون,SIDI ALI BEN OUN,الخدمات,SERVICE,أفريل,avr.,2018,SQL Results
2,215542,94765.0,2,زغوان,ZAGHOUANE,بئر مشارقة,BIR MCHARGA,الفلاحي,AGRICULTURE,ماي,mai,2018,SQL Results
1,95200,52359.0,1,قابس,GABES,الحامة,HAMMA,الفلاحي,AGRICULTURE,جويلية,juill.,2018,SQL Results
1,30030,9909.0,1,قابس,GABES,مارث,MARETH,الخدمات,SERVICE,ماي,mai,2018,SQL Results
1,88634,48068.0,2,القيروان,KAIROUAN,حاجب العيون,HAJEB LAYOUN,الخدمات,SERVICE,جويلية,juill.,2018,SQL Results
4,309190,170056.0,4,سيدي بوزيد,SIDI BOUZIDE,سيدي علي بن عون,SIDI ALI BEN OUN,الفلاحي,AGRICULTURE,جويلية,juill.,2018,SQL Results
1,83079,20427.0,1,جندوبة,JENDOUBA,واد مليز,WAD MLIZ,الفلاحي,AGRICULTURE,نوفمبر,nov.,2018,SQL Results
1,5940,1782.0,1,القصرين,KASSERINE,القصرين الشما لية,KASSERIN NORD,الفلاحي,AGRICULTURE,نوفمبر,nov.,2018,SQL Results
2,211982,51004.0,2,القصرين,KASSERINE,سبيبة,SBIBA,الفلاحي,AGRICULTURE,ديسمبر,déc.,2018,SQL Results
2,101444,13951.0,2,قابس,GABES,غنوش,GANOUCH,الخدمات,SERVICE,نوفمبر,nov.,2017,SQL Results
2,209800,108306.0,3,المنستير,MOUNASTIR,الوردانين,WIRDANIN,الخدمات,SERVICE,أكتوبر,oct.,2017,SQL Results
1,66500,36575.0,1,منــوبة,MANOUBA,المرناقية,MOURNAGIA,الفلاحي,AGRICULTURE,أكتوبر,oct.,2017,SQL Results
1,60100,33055.0,1,صفاقس,SFAXE,منزل شاكر,MANZEL CHAKKER,الفلاحي,AGRICULTURE,نوفمبر,nov.,2017,SQL Results
1,100000,28239.0,6,صفاقس,SFAXE,قرقنة,KAREKNA,الصيد البحري,PECHE,نوفمبر,nov.,2017,SQL Results
2,124834,16045.0,2,صفاقس,SFAXE,صفاقس المدينة,SFAXE MEDINA,الخدمات,SERVICE,أوت,août,2017,SQL Results
2,187000,59971.0,2,القيروان,KAIROUAN,عين جلولة,AIN JALOULA,الخدمات,SERVICE,فيفري,févr.,2018,SQL Results
1,69856,35121.0,1,مدنين,MEDENINE,مدنين الشما لية,MEDNI NORD,الفلاحي,AGRICULTURE,أكتوبر,oct.,2017,SQL Results
1,103895,34000.0,1,الكاف,KEF,الكاف الشرقية,KEF EST,الخدمات,SERVICE,مارس,mars,2018,SQL Results
1,130000,17621.0,2,بنزرت,BIZERTE,راس الجبل,RAS JBEL,الخدمات,SERVICE,مارس,mars,2018,SQL Results
1,85900,12882.0,1,المنستير,MOUNASTIR,المكنين,MEKNIN,الخدمات,SERVICE,ماي,mai,2018,SQL Results
1,50944,7642.0,1,تــونس,TUNIS,حلق الوادي,LA GOULETTE,الخدمات,SERVICE,جويلية,juill.,2018,SQL Results
1,157999,61131.0,1,قابس,GABES,مارث,MARETH,الفلاحي,AGRICULTURE,جويلية,juill.,2018,SQL Results
1,88500,28929.3333333333,1,القيروان,KAIROUAN,القيروان الشما لية,KAIROUAN NORD,الخدمات,SERVICE,أوت,août,2018,SQL Results
1,78899,19726.0,1,صفاقس,SFAXE,العامرة,EL AMRA,الخدمات,SERVICE,نوفمبر,nov.,2018,SQL Results
1,47300,24805.0,1,المنستير,MOUNASTIR,المكنين,MEKNIN,الفلاحي,AGRICULTURE,نوفمبر,nov.,2018,SQL Results
1,178500,53550.0,1,باجة,BEJA,باجة الجنوبية,BEJA SUD,الفلاحي,AGRICULTURE,أوت,août,2018,SQL Results
1,66227,36425.0,1,سليانة,SILIANA,برقو,BERGOU,الفلاحي,AGRICULTURE,نوفمبر,nov.,2018,SQL Results
1,102000,33924.6666666667,1,القيروان,KAIROUAN,السبيخة,SBIKHA,الخدمات,SERVICE,ديسمبر,déc.,2018,SQL Results
1,51400,17132.0,1,سيدي بوزيد,SIDI BOUZIDE,جلمة,JELMA,الخدمات,SERVICE,نوفمبر,nov.,2017,SQL Results
1,25773,3866.0,1,قابس,GABES,قابس الجنوبية,GABES SUD,الخدمات,SERVICE,أكتوبر,oct.,2017,SQL Results
1,56500,6750.0,1,المنستير,MOUNASTIR,البقا لطة,BKALTA,الفلاحي,AGRICULTURE,ديسمبر,déc.,2017,SQL Results
1,2686000,525838.0,5,المهدية,MAHDIA,بو مرداس,BOU MERDES,التحويل الأولي,PREMIERE TRANSFORMATION,فيفري,févr.,2018,SQL Results
1,105000,31047.0,1,سليانة,SILIANA,سليانة الشما لية,SILIANA NORD,الخدمات,SERVICE,ديسمبر,déc.,2017,SQL Results
1,46213,13500.0,1,سيدي بوزيد,SIDI BOUZIDE,جلمة,JELMA,الفلاحي,AGRICULTURE,ديسمبر,déc.,2017,SQL Results
1,4000000,758880.0,47,منــوبة,MANOUBA,الجديدة,ALJADIDA,الفلاحي,AGRICULTURE,فيفري,févr.,2018,SQL Results
1,72000,39600.0,1,قابس,GABES,منزل الحبيب,MANZE EL HABIB,الفلاحي,AGRICULTURE,أفريل,avr.,2018,SQL Results
1,660000,149225.0,13,المهدية,MAHDIA,الشابة,CHEBBA,الصيد البحري,PECHE,مارس,mars,2018,SQL Results
1,84000,36850.0,2,أريانة,ARIANA,رواد,RAWED,الفلاحي,AGRICULTURE,جويلية,juill.,2018,SQL Results
1,364000,97515.0,3,سيدي بوزيد,SIDI BOUZIDE,المكناسي,EL MEKNASSI,الفلاحي,AGRICULTURE,أكتوبر,oct.,2018,SQL Results
1,47000,15159.0,1,القيروان,KAIROUAN,الوسلاتية,WESLATIYA,الخدمات,SERVICE,ماي,mai,2018,SQL Results
1,77200,19367.0,1,المهدية,MAHDIA,السواسي,ESSWASSI,الخدمات,SERVICE,سبتمبر,sept.,2018,SQL Results
1,128356,42785.3333333333,1,قبلي,KEBELLI,قبلي الجنوبية,KEBELLI SUD,الخدمات,SERVICE,ديسمبر,déc.,2018,SQL Results
1,1022000,292058.333333333,15,القيروان,KAIROUAN,حفوز,HAFOUZ,الخدمات,SERVICE,نوفمبر,nov.,2018,SQL Results
1,56460,14148.0,1,صفاقس,SFAXE,منزل شاكر,MANZEL CHAKKER,الخدمات,SERVICE,سبتمبر,sept.,2018,SQL Results
1,113591,62475.0,1,قبلي,KEBELLI,قبلي الشما لية,KEBELLI NORD,الفلاحي,AGRICULTURE,أكتوبر,oct.,2018,SQL Results
1,71000,35500.0,1,الكاف,KEF,الجريصة,JERISSA,الفلاحي,AGRICULTURE,ديسمبر,déc.,2018,SQL Results
8,662000,272440.0,9,القيروان,KAIROUAN,السبيخة,SBIKHA,الفلاحي,AGRICULTURE,نوفمبر,nov.,2017,SQL Results
1,71000,10104.0,1,سوسة,SOUSSE,كندار,KENDRA,الخدمات,SERVICE,ديسمبر,déc.,2017,SQL Results
2,476212,168775.666666667,4,قابس,GABES,الحامة,HAMMA,الفلاحي,AGRICULTURE,ديسمبر,déc.,2017,SQL Results
2,177000,86911.0,2,القيروان,KAIROUAN,حفوز,HAFOUZ,الفلاحي,AGRICULTURE,أكتوبر,oct.,2017,SQL Results
5,423621,140761.333333333,5,توزر,TOZEUR,توزر,TOZEUR,الخدمات,SERVICE,مارس,mars,2018,SQL Results
2,275244,68782.0,2,نابل,NABEUL,قربة,KOURBA,الفلاحي,AGRICULTURE,أكتوبر,oct.,2017,SQL Results
4,286000,38083.0,4,المهدية,MAHDIA,المهدية,MAHDIA,الخدمات,SERVICE,سبتمبر,sept.,2017,SQL Results
1,287000,83528.0,3,توزر,TOZEUR,دقاش,DGECH,التحويل الأولي,PREMIERE TRANSFORMATION,ديسمبر,déc.,2017,SQL Results
1,72790,40047.0,1,مدنين,MEDENINE,بني خداش,BENI KHEDECH,الخدمات,SERVICE,سبتمبر,sept.,2017,SQL Results
1,276000,79651.6666666667,2,قبلي,KEBELLI,سوق الأحد,SOUK LAHAD,الفلاحي,AGRICULTURE,أكتوبر,oct.,2017,SQL Results
9,859000,392951.0,10,القيروان,KAIROUAN,حاجب العيون,HAJEB LAYOUN,الفلاحي,AGRICULTURE,فيفري,févr.,2018,SQL Results
1,91268,33976.0,2,القصرين,KASSERINE,حيدرة,HIDRA,الفلاحي,AGRICULTURE,فيفري,févr.,2018,SQL Results
2,145000,41784.0,2,المهدية,MAHDIA,السواسي,ESSWASSI,الخدمات,SERVICE,ديسمبر,déc.,2017,SQL Results
7,483197,241381.0,7,مدنين,MEDENINE,سيدي مخلوف,SID MAKHLOUF,الفلاحي,AGRICULTURE,جانفي,janv.,2018,SQL Results
3,327236,73832.3333333333,3,قبلي,KEBELLI,قبلي الشما لية,KEBELLI NORD,التحويل الأولي,PREMIERE TRANSFORMATION,ديسمبر,déc.,2017,SQL Results
5,370800,83517.0,3,المنستير,MOUNASTIR,طبلبة,TBOLBA,الصيد البحري,PECHE,نوفمبر,nov.,2017,SQL Results
6,707000,243508.0,8,القيروان,KAIROUAN,القيروان الجنوبية,KAIROUAN SUD,الفلاحي,AGRICULTURE,ديسمبر,déc.,2017,SQL Results
5,483810,256749.0,5,القصرين,KASSERINE,سبيطلة,SBITLA,الفلاحي,AGRICULTURE,نوفمبر,nov.,2017,SQL Results
8,477719,211133.0,8,القصرين,KASSERINE,ماجل با لعباس,MAJEL BELABBES,الفلاحي,AGRICULTURE,جانفي,janv.,2018,SQL Results
2,122230,40110.0,3,قفصة,GAFSA,قفصة الجنوبية,GAFSA SUD,الخدمات,SERVICE,فيفري,févr.,2018,SQL Results
3,328690,168970.0,3,باجة,BEJA,تستور,TASTOUR,الفلاحي,AGRICULTURE,ديسمبر,déc.,2017,SQL Results
5,569064,145068.333333333,5,قبلي,KEBELLI,سوق الأحد,SOUK LAHAD,التحويل الأولي,PREMIERE TRANSFORMATION,أفريل,avr.,2018,SQL Results
4,281637,91742.0,4,قابس,GABES,منزل الحبيب,MANZE EL HABIB,الخدمات,SERVICE,أفريل,avr.,2018,SQL Results
2,103214,32631.0,2,قابس,GABES,مطماطة الجديدة,MATMATA ELJADIDA,الخدمات,SERVICE,فيفري,févr.,2018,SQL Results
2,157067,86388.0,2,سيدي بوزيد,SIDI BOUZIDE,سيدي بوزيد الشرقية,SIDI BOUZID EST,الفلاحي,AGRICULTURE,مارس,mars,2018,SQL Results
20,1902963,713911.0,28,قفصة,GAFSA,قفصة الشما لية,GAFSSA NORD,الفلاحي,AGRICULTURE,أفريل,avr.,2018,SQL Results
2,1863000,314965.0,5,بنزرت,BIZERTE,العا لية,ELALIYA,الفلاحي,AGRICULTURE,مارس,mars,2018,SQL Results
9,687766,355456.0,9,مدنين,MEDENINE,جرجيس,JERJIS,الفلاحي,AGRICULTURE,أفريل,avr.,2018,SQL Results
5,526626,184863.0,7,قفصة,GAFSA,قفصة الجنوبية,GAFSA SUD,الفلاحي,AGRICULTURE,أفريل,avr.,2018,SQL Results
2,148000,78208.0,2,المهدية,MAHDIA,ملولش,MLOULECH,الفلاحي,AGRICULTURE,ماي,mai,2018,SQL Results
2,210939,69882.3333333333,2,توزر,TOZEUR,نفطة,NAFTA,الخدمات,SERVICE,جوان,juin,2018,SQL Results
4,330211,114269.666666667,4,قبلي,KEBELLI,الفوار,ELFAWAR,التحويل الأولي,PREMIERE TRANSFORMATION,أفريل,avr.,2018,SQL Results
1,67435,22478.3333333333,1,سيدي بوزيد,SIDI BOUZIDE,سبا لة أولاد عسكر,SEBELET AWLED ASKAR,الخدمات,SERVICE,مارس,mars,2018,SQL Results
1,111650,37157.3333333333,1,قبلي,KEBELLI,الفوار,ELFAWAR,الخدمات,SERVICE,جوان,juin,2018,SQL Results
6,329497,180512.0,5,مدنين,MEDENINE,مدنين الشما لية,MEDNI NORD,الفلاحي,AGRICULTURE,أفريل,avr.,2018,SQL Results
4,284000,132624.0,4,تطاوين,TATAWINE,رمادة,REMEDA,الفلاحي,AGRICULTURE,جويلية,juill.,2018,SQL Results
1,70361,23453.6666666667,1,سيدي بوزيد,SIDI BOUZIDE,سيدي علي بن عون,SIDI ALI BEN OUN,الخدمات,SERVICE,جويلية,juill.,2018,SQL Results
1,22383,6654.0,1,صفاقس,SFAXE,عقارب,AGAREB,الخدمات,SERVICE,جويلية,juill.,2018,SQL Results
6,730194,316185.0,11,قفصة,GAFSA,سيدي عيش,SIDI ICH,الفلاحي,AGRICULTURE,سبتمبر,sept.,2018,SQL Results
15,1578790,709611.0,15,القصرين,KASSERINE,سبيطلة,SBITLA,الفلاحي,AGRICULTURE,سبتمبر,sept.,2018,SQL Results
23,1641622,676951.0,26,القصرين,KASSERINE,فوسانة,FOUSENA,الفلاحي,AGRICULTURE,جوان,juin,2018,SQL Results
1,77000,25665.0,1,القيروان,KAIROUAN,عين جلولة,AIN JALOULA,الخدمات,SERVICE,ماي,mai,2018,SQL Results
4,502000,225126.0,10,بنزرت,BIZERTE,الغزالة,GZELA,الفلاحي,AGRICULTURE,أكتوبر,oct.,2018,SQL Results
4,281700,141361.0,5,تطاوين,TATAWINE,تطاوين الشما لية,TATAWIN NORD,الفلاحي,AGRICULTURE,ماي,mai,2018,SQL Results
2,74130,40772.0,1,مدنين,MEDENINE,مدنين الشما لية,MEDNI NORD,الفلاحي,AGRICULTURE,جوان,juin,2018,SQL Results
1,51200,7451.0,1,المنستير,MOUNASTIR,الساحلين,SAHLIN,الخدمات,SERVICE,جويلية,juill.,2018,SQL Results
3,354250,136846.0,3,نابل,NABEUL,قربة,KOURBA,الفلاحي,AGRICULTURE,أكتوبر,oct.,2018,SQL Results
5,533124,197436.0,6,سيدي بوزيد,SIDI BOUZIDE,سبا لة أولاد عسكر,SEBELET AWLED ASKAR,الفلاحي,AGRICULTURE,ديسمبر,déc.,2018,SQL Results
5,262181,109898.0,5,قفصة,GAFSA,السند,ESNAD,الفلاحي,AGRICULTURE,نوفمبر,nov.,2018,SQL Results
1,52906,13271.0,1,سليانة,SILIANA,برقو,BERGOU,الفلاحي,AGRICULTURE,ديسمبر,déc.,2018,SQL Results
3,209000,114004.0,3,القيروان,KAIROUAN,سيدي عمر بوحجلة,SIDI OMOR BOUHAJLA,الفلاحي,AGRICULTURE,أكتوبر,oct.,2018,SQL Results
3,426000,161620.0,3,صفاقس,SFAXE,منزل شاكر,MANZEL CHAKKER,الفلاحي,AGRICULTURE,سبتمبر,sept.,2018,SQL Results
1,317000,153908.0,0,باجة,BEJA,باجة الجنوبية,BEJA SUD,الفلاحي,AGRICULTURE,سبتمبر,sept.,2018,SQL Results
4,218896,72235.0,4,قابس,GABES,مارث,MARETH,الخدمات,SERVICE,سبتمبر,sept.,2018,SQL Results
11,849029,393130.0,10,مدنين,MEDENINE,بن قردان,BEN GERDAN,الفلاحي,AGRICULTURE,سبتمبر,sept.,2018,SQL Results
12,881586,477053.0,12,سيدي بوزيد,SIDI BOUZIDE,سيدي علي بن عون,SIDI ALI BEN OUN,الفلاحي,AGRICULTURE,سبتمبر,sept.,2018,SQL Results
4,417288,135018.0,6,قابس,GABES,الحامة,HAMMA,الخدمات,SERVICE,سبتمبر,sept.,2018,SQL Results
2,170996,65306.0,2,جندوبة,JENDOUBA,جندوبة,JENDOUBA,الفلاحي,AGRICULTURE,سبتمبر,sept.,2018,SQL Results
5,289979,147497.0,5,القصرين,KASSERINE,فريانة,FERYANA,الفلاحي,AGRICULTURE,نوفمبر,nov.,2018,SQL Results
3,350580,116830.0,3,قبلي,KEBELLI,الفوار,ELFAWAR,الخدمات,SERVICE,ديسمبر,déc.,2018,SQL Results
4,1113454,236734.0,7,جندوبة,JENDOUBA,جندوبة,JENDOUBA,الفلاحي,AGRICULTURE,ديسمبر,déc.,2018,SQL Results
2,347452,106339.0,2,قابس,GABES,الحامة,HAMMA,الفلاحي,AGRICULTURE,ديسمبر,déc.,2018,SQL Results
6,489770,189136.0,9,قفصة,GAFSA,أم  العرائس,OM ELARAYES,الفلاحي,AGRICULTURE,ديسمبر,déc.,2018,SQL Results
2,92700,32386.0,2,سليانة,SILIANA,العروسة,ALAROUSSA,الفلاحي,AGRICULTURE,ديسمبر,déc.,2017,SQL Results
10,665686,218540.0,12,مدنين,MEDENINE,مدنين الجنوبية,MEDNIN SUD,الخدمات,SERVICE,أكتوبر,oct.,2017,SQL Results
3,137203,19329.0,3,مدنين,MEDENINE,جرجيس,JERJIS,الخدمات,SERVICE,أكتوبر,oct.,2017,SQL Results
1,1900000,510980.0,13,المنستير,MOUNASTIR,جمال,JAMMEL,التحويل الأولي,PREMIERE TRANSFORMATION,فيفري,févr.,2018,SQL Results
2,543000,120354.0,26,صفاقس,SFAXE,صفاقس المدينة,SFAXE MEDINA,الصيد البحري,PECHE,فيفري,févr.,2018,SQL Results
2,231989,97656.0,1,نابل,NABEUL,منزل بوزلفة,MANZEL BOUZALFA,الفلاحي,AGRICULTURE,فيفري,févr.,2018,SQL Results
1,78250,43038.0,1,مدنين,MEDENINE,بني خداش,BENI KHEDECH,الفلاحي,AGRICULTURE,جوان,juin,2018,SQL Results
1,178461,86990.0,1,الكاف,KEF,نبر,NEBR,الفلاحي,AGRICULTURE,مارس,mars,2018,SQL Results
1,16078,8843.0,1,القصرين,KASSERINE,جدليان,JDELYAN,الفلاحي,AGRICULTURE,سبتمبر,sept.,2017,SQL Results
1,55862,30724.0,1,القصرين,KASSERINE,القصرين الشما لية,KASSERIN NORD,الفلاحي,AGRICULTURE,جانفي,janv.,2018,SQL Results
1,53817,17939.0,1,توزر,TOZEUR,تمغزة,TAMAGZA,الخدمات,SERVICE,مارس,mars,2018,SQL Results
8,591080,192198.666666667,8,قبلي,KEBELLI,قبلي الجنوبية,KEBELLI SUD,الخدمات,SERVICE,ديسمبر,déc.,2017,SQL Results
1,43399,14530.0,1,جندوبة,JENDOUBA,واد مليز,WAD MLIZ,الفلاحي,AGRICULTURE,فيفري,févr.,2018,SQL Results
3,168600,92731.0,3,سيدي بوزيد,SIDI BOUZIDE,منزل بوزيان,MANZEL BOUZAYEN,الفلاحي,AGRICULTURE,أفريل,avr.,2018,SQL Results
1,1800000,533732.0,18,المنستير,MOUNASTIR,الساحلين,SAHLIN,التحويل الأولي,PREMIERE TRANSFORMATION,جوان,juin,2018,SQL Results
2,96187,36831.0,2,قفصة,GAFSA,أم  العرائس,OM ELARAYES,الفلاحي,AGRICULTURE,جوان,juin,2018,SQL Results
3,373754,161505.0,3,صفاقس,SFAXE,الصخيرة,SKHIRA,الفلاحي,AGRICULTURE,جويلية,juill.,2018,SQL Results
3,221115,93428.0,3,سيدي بوزيد,SIDI BOUZIDE,المكناسي,EL MEKNASSI,الفلاحي,AGRICULTURE,جويلية,juill.,2018,SQL Results
2,134000,43816.0,2,القيروان,KAIROUAN,العلا,AL ALAA,الخدمات,SERVICE,ماي,mai,2018,SQL Results
5,591208,281881.0,5,صفاقس,SFAXE,الصخيرة,SKHIRA,الفلاحي,AGRICULTURE,جوان,juin,2018,SQL Results
3,205000,66224.0,3,القيروان,KAIROUAN,سيدي علي نصرالله,SIDI ALI NASR ALLAH,الخدمات,SERVICE,ماي,mai,2018,SQL Results
4,306775,100768.333333333,4,القيروان,KAIROUAN,السبيخة,SBIKHA,الخدمات,SERVICE,جويلية,juill.,2018,SQL Results
4,220476,85236.0,4,سيدي بوزيد,SIDI BOUZIDE,سوق الجديد,SOUK EJDID,الفلاحي,AGRICULTURE,ماي,mai,2018,SQL Results
5,579000,238991.0,7,القيروان,KAIROUAN,الشبيكة,CHBIKA,الفلاحي,AGRICULTURE,جويلية,juill.,2018,SQL Results
2,120350,40116.6666666667,2,سيدي بوزيد,SIDI BOUZIDE,منزل بوزيان,MANZEL BOUZAYEN,الخدمات,SERVICE,جوان,juin,2018,SQL Results
1,98285,54057.0,1,قبلي,KEBELLI,دوز الجنوبية,DOUZ SUD,الفلاحي,AGRICULTURE,جوان,juin,2018,SQL Results
3,175650,96608.0,3,مدنين,MEDENINE,سيدي مخلوف,SID MAKHLOUF,الفلاحي,AGRICULTURE,سبتمبر,sept.,2018,SQL Results
8,519229,198252.0,9,سيدي بوزيد,SIDI BOUZIDE,سيدي بوزيد الشرقية,SIDI BOUZID EST,الفلاحي,AGRICULTURE,سبتمبر,sept.,2018,SQL Results
6,955580,300756.0,8,سيدي بوزيد,SIDI BOUZIDE,بئر الحفي,BIR HFAY,الفلاحي,AGRICULTURE,أكتوبر,oct.,2018,SQL Results
2,196308,107970.0,2,سليانة,SILIANA,سيدي بورويس,SIDI BOURWIS,الفلاحي,AGRICULTURE,ديسمبر,déc.,2018,SQL Results
7,528932,285912.0,7,مدنين,MEDENINE,بني خداش,BENI KHEDECH,الفلاحي,AGRICULTURE,سبتمبر,sept.,2018,SQL Results
3,262350,102149.0,3,القيروان,KAIROUAN,القيروان الشما لية,KAIROUAN NORD,الفلاحي,AGRICULTURE,أوت,août,2018,SQL Results
2,151638,52455.0,3,سيدي بوزيد,SIDI BOUZIDE,سبا لة أولاد عسكر,SEBELET AWLED ASKAR,الفلاحي,AGRICULTURE,أكتوبر,oct.,2018,SQL Results
5,660550,174314.0,5,القصرين,KASSERINE,فوسانة,FOUSENA,الفلاحي,AGRICULTURE,ديسمبر,déc.,2018,SQL Results
2,99000,52737.0,5,سوسة,SOUSSE,النفيضة,NFIDHA,الفلاحي,AGRICULTURE,سبتمبر,sept.,2018,SQL Results
3,374000,161963.0,4,تطاوين,TATAWINE,رمادة,REMEDA,الفلاحي,AGRICULTURE,سبتمبر,sept.,2018,SQL Results
1,59000,6958.0,1,المهدية,MAHDIA,الشابة,CHEBBA,الخدمات,SERVICE,نوفمبر,nov.,2018,SQL Results
2,228903,53375.0,2,قبلي,KEBELLI,دوز الشما لية,DOUZ NORD,التحويل الأولي,PREMIERE TRANSFORMATION,ديسمبر,déc.,2018,SQL Results
1,71180,39105.0,1,صفاقس,SFAXE,عقارب,AGAREB,الفلاحي,AGRICULTURE,نوفمبر,nov.,2017,SQL Results
1,45255,5706.0,1,صفاقس,SFAXE,صفاقس المدينة,SFAXE MEDINA,الخدمات,SERVICE,أكتوبر,oct.,2017,SQL Results
1,36500,12165.0,1,الكاف,KEF,السرس,SERS,الخدمات,SERVICE,أكتوبر,oct.,2017,SQL Results
