سنة_الادراج_بالميزانية,العناصر,البرنامج,المحتوى_المادي,المحتوى_المالي_اد,ملاحظات,feuille
,,,المادي,,,Feuil1
2011.0,حفر بئر  القوسة,AFD,1,108.9,"بئر إيجابية (6 ل/ث ملوحة 1,5 غ/ل)",Feuil1
2012.0,حفر بئر بياضة 3,البرنامج الوطني,1,225.0,تقدم الإنجاز 100% (بئر سلبية),Feuil1
2012.0,تعهد مشروع الماء الصالح للشراب ماجورة الدخلة,BAD,1,350.0,عدم الموافقة على الربط من طرف شركة الصوناد,Feuil1
2012.0,حفر بئر بالنوامر الغربية,البرنامج الوطني,1,218.2,بئر سلبية,Feuil1
2012.0,حفر بئر بالصمايرية,البرنامج الوطني,1,218.2,الإنجاز 100% (16 ل/ث),Feuil1
2012.0,حفر بئر بعليم 2,البرنامج الوطني,1,208.0,تقدم الإنجاز 100% (12 ل/ث و1،6غ/ل),Feuil1
2014.0,تعهد مشروع منطقة القوسة بالماء الصالح للشراب,BAD,1,2332.0,تقدم الإنجاز 95% في انتظار الكهربة,Feuil1
2014.0,حفر بئر للماء الصالح للشرب سيدي صالح بعليم,البرنامج الوطني,1,80.0,تقدم الإنجاز 100% (15 ل/ث و2غ/ل),Feuil1
2014.0,حفر بئر بعليم الذكارة  (250م),مشروع شمال الولاية,1,242.23,"تقدم الإنجاز 100%  (5ل/ث  2,5 غ/ل)",Feuil1
2014.0,حفر بئر ببئر إدريس  (200م),مشروع شمال الولاية,1,209.4,تقدم الإنجاز 100%  (6ل/ث),Feuil1
2014.0,حفر بئر بقرعة السند (300م),مشروع شمال الولاية,1,307.67,تقدم الإنجاز 100% (20 ل/ث),Feuil1
2011.0,تزويد منطقة بئر إدريس بالماء ص ش,المشروع الجهوي للتنمية,1,367.05375,بصدد العرض على اللجنة,Feuil1
2011.0,تزويد منطقة طفرطاست بالماء ص ش,المشروع الجهوي للتنمية,1,200.5174,70%       في انتظار حفر البئر الجديدة بمنبت عبد الصادق,Feuil1
2012.0,قسط عدد 5 : مد شبكة الماء الصالح للشراب بالعسلوجة وعين زانوش والحبارنة,المشروع الجهوي للتنمية,1,503.765836,تقدم الإنجاز 100%,Feuil1
2013.0,قسط عدد 2 : مد شبكة الماء الصالح للشراب بالخلايفية والجديدة  واولاد بلقاسم  والمناصرية والصوادقية,المشروع الجهوي للتنمية,1,222.666,تقدم الإنجاز 100%,Feuil1
2015.0,حفر بئر لري التكميلي عيثة عليم الدخلة,مشروع شمال الولاية,1,280.0,تقدم الإنجاز 100% (4ل/ث),Feuil1
2015.0,تزويد منطقة السند الجبل بالماء الصالح للشرب (ربط بالصوناد),مشروع شمال الولاية,1,1000.0,تم برمجة حفر بئر لتزويد المنطقة بالماء الصالح للشرب عوضا عن الربط بشبكة  SONEDE (تقدم إنجاز حفر البئر 100%)بصدد اعادة تحيين الدراسة,Feuil1
2015.0,مد شبكة الماء الصالح للشرب سيدي صالح,المشروع الجهوي للتنمية,1,500.0,تقدم الإنجاز 100%,Feuil1
2015.0,مد شبكة الماء الصالح للشرب باطن عليم,المشروع الجهوي للتنمية,1,500.0,تقدم الإنجاز 100%,Feuil1
2015.0,تهيئة مسالك فلاحية,مشروع شمال الولاية,"2,5 كلم",380.0,"تقدم الإنجاز 100 % (   2,5 كلم مسلك  قرعة السند )",Feuil1
2016.0,تعهد مشروع الماء الصالح للشرب عليم الدخلة (4000 ساكن),البرنامج الوطني,1,1000.0,بصدد نشر طلب العروض,Feuil1
2016.0,احداث  البئر العميقة للري القوسة الشرقية (250م),مشروع شمال الولاية,1,280.0,1,Feuil1
2016.0,تعويض البئر العميقة للماء الصالح للشرب ظهراوية ماجورة,البرنامج الوطني,1,324.33,تقدم الإنجاز 100% (4 ل/ث),Feuil1
2016.0,إحداث بئر للماء الصالح للشراب بالمؤسسات التربوية (بئر عرادة ماجورة),البرنامج الوطني,1,112.2,"تقدم الإنجاز 100% (3 ل/ث و2,1 غ/ل) غير صالح للشرب",Feuil1
