annee,auteur_affil,isn,langue,m_coll_auteur,m_lieu_edition,m_titre_orig,projet_develop,resume,titre,source,feuille
1955.0,,36789,(FR),,Tunis,,,"/Article/ sur le /quaternaire/ de Tunisie, données sur la /geologie regionale/ dans les localites de /Monastir/, /Sfax/, /Djerba/, /Gafsa/, /Matmata/ et la region d/El Kef/",,Microfiche,Feuil1
1957.0,,36790,(FR),,Tunis,,,,,Microfiche,Feuil1
1973.0,,36791,,,Tunis,,,"/Article/ sur les caracteres de /biometrie/, la /morphologie animale/ et la /biologie/ des /anchois/ des cotes Tunisiennes et du /lac Ichkeul/",,Microfiche,Feuil1
1972.0,,36792,(FR),,Tunis,,,/Article/ sur le choix de produits pour lutter contre la /pollution/ du /milieu marin/ par les /hydrocarbure/s - Données sur l'efficacite des produits anti/petrole/ et /toxicite/ relative de produits antipetrole sur deux organismes marins a savoir la /faune/ et la /flore/,,Microfiche,Feuil1
1959.0,,36793,(FR),,Tunis,,,/Article/ sur la capture d'un lot de /sardinelle/s plates dans le /golfe de Tunis/ et l'etude de la /physiologie animale/,,Microfiche,Feuil1
1974.0,,36795,(FR),,Tunis,,,"/Article/ sur la /physiologie animale/ de /mugil liza ramada/ et /mugil chelon labrosus/ vivant dans le /lac de Tunis/ - Données sur le materiel et la methodes de travail, sur la /croissance animale/ de ces deux especes et l/age/. Relation entre la taille et le /poids/",,Microfiche,Feuil1
1974.0,,36796,(FR),,Tunis,,,/Article/ sur l/ecologie/ des /zone littorale/s rocheuses du /golfe de tunis/ avec liste faunistique des peuplements des /isopode/s,,Microfiche,Feuil1
1971.0,,36797,(FR),,Tunis,,,/Article/ sur les relations du /regime alimentaire/ entre les /selacien/s et les zoobenthos des /cote Tunisienne Nord/,,Microfiche,Feuil1
1971.0,,36799,(FR),,Tunis,,,/Article/ sur les resultats d/experimentation/ du marquage des /selacien/s des cotes de Tunisie et du /golfe de Tunis/ - Description des marques employees,,Microfiche,Feuil1
1971.0,,36800,(FR),,Tunis,,,/Article/ sur l'etude du nombre de vertebres chez trente et une especes de /selacien/s des cotes de Tunisie,,Microfiche,Feuil1
1971.0,,36801,(FR),,Tunis,,,/Article/ signalant la presence de /Mugil Oedocheilus Labeo/ pour la premiere fois dans les /eau/x Tunisiennes,,Microfiche,Feuil1
1971.0,,36802,(FR),,Tunis,,,/Article/ sur la presence de nouvelles especes de /copepode/ /parasite/ des /poissons/s pour la Tunisie et deux pour la mediterranée,,Microfiche,Feuil1
1971.0,,36803,(FR),,Tunis,,,/Article/ sur la /production/ primaire du /plantation/ dans le /lac de Tunis/,,Microfiche,Feuil1
1971.0,,36804,(FR),,Tunis,,,/Article/ sur le /fonds sous marin/ de la /mer de Bou Grara/ et les peuplements vegetaux,,Microfiche,Feuil1
1966.0,,36805,(FR),,Tunis,,,/Article/ sur la capture d'animaux rare en Tunisie,,Microfiche,Feuil1
1969.0,,36806,(FR),,Tunis,,,"/Article/ sur l'etude des /fonds sous marin/, l/hydrologie/ du /golfe de Tunis/ avec une /carte/ de /sedimentation/ et la /salinite/ moyennes en differentes stations - Etude bionomique des fonds chalutables frequence de quelques invertebres marins dans quelques stations du golfe de Tunis",,Microfiche,Feuil1
1969.0,,36807,(FR),,Tunis,,,/Article/ sur l'etude des /herbier/s a phanerogame marine et inverntaire des /algue/s dans le /golfe de Tunis/,,Microfiche,Feuil1
1969.0,,36808,(FR),,Tunis,,,,,Microfiche,Feuil1
1970.0,,36809,(FR),,Tunis,,,,,Microfiche,Feuil1
1970.0,,36810,(FR),,Tunis,,,/Article/ sur la /flore/ marine de la Tunisie avec liste preliminaire des /algue/s du /golfe de Tunis/,,Microfiche,Feuil1
1966.0,,36811,(FR),,Tunis,,,/Article/ sur les /statistique/s de la /peche/ en Tunisie,,Microfiche,Feuil1
1966.0,,36812,(FR),,Tunis,,,"/Article/ presentant une /carte/ de peche pour les cotes nord de la Tunisie - /Materiel de pêche/ /rendement/ horaire, valeur commerciale des /produits de la peche/",,Microfiche,Feuil1
1953.0,,36816,(FR),,Tunis,,,/Article/ sur la possibilite de comblement du /lac de Tunis/ par la multiplication des /annelide/s mercierella enigmatica fauvel,,Microfiche,Feuil1
1952.0,,36817,(FR),,Tunis,,,/Article/ sur la pretendue existance du /sprat/ dans les mers Tunisiennes,,Microfiche,Feuil1
1949.0,,36818,(FR),,Tunis,,,/Article/ concern. la rencontre en /mer mediterranee/ /crabe/ a /sardine/s Polybius Henslowi leach espece essentiellement Atlantique,,Microfiche,Feuil1
1944.0,,36819,(FR),,Tunis,,,/Article/ sur la presence de l/annelide/ mercierella enigmatica fauvel dans les /eau saumatre/ du /lac de Tunis/,,Microfiche,Feuil1
1932.0,,36820,(FR),,Tunis,,,"/Article/ presentant /Luvarus Imperialis/ capture en aout 1932 sur le /Golfe de Gabes/. La /morphologie animale/, la distribution geographique et bathymetrique, l/appareil genital/, l'epoque et les lieux de ponte",,Microfiche,Feuil1
1932.0,,36821,(FR),,Tunis,,,/Article/ concern. le /reperage du poisson/ et la detection des bancs de /thon/s par /avion/ sur la /mer mediterranee/ et partic. sur le Cap Spartel du detroit de Gibraltar,,Microfiche,Feuil1
1931.0,,36822,(FR),,Tunis,,,/Article/ sur de nouvelles experiences entreprises en 1931 pour le /reperage du poisson/ par /avion/ et ballon captif remorque dans les mers Tunisiennes,,Microfiche,Feuil1
1931.0,,36823,(FR),,Tunis,,,/Article/ concern. la repartition geographique des /langoustine/s dans les mers Tunisiennes,,Microfiche,Feuil1
1928.0,,36824,(FR),,Tunis,,,/Article/ concern. les premières captures d/anguille/ dans le /lac de Tunis/,,Microfiche,Feuil1
1927.0,,36825,(FR),,Tunis,,,/Article/ concern. la /mue/ chez les /poisson/s partic. chez les /rascasse/s et le /dactylopterus volitans/,,Microfiche,Feuil1
1927.0,,36826,(FR),,Tunis,,,,,Microfiche,Feuil1
1926.0,,36827,(FR),,Tunis,,,,,Microfiche,Feuil1
1930.0,,36829,(FR),,Tunis,,,/Article/ sur les modalites d/intoxication/ des /anguille/s du /lac de Tunis/,,Microfiche,Feuil1
1927.0,,36830,(FR),,Tunis,,,"/Article/ sur la /morphologie animale/, l/anatomie/ et la /migration/s des /thon rouge/s",,Microfiche,Feuil1
1927.0,,36831,(FR),,Tunis,,,,,Microfiche,Feuil1
1951.0,,36832,(FR),,Tunis,,,/Article/ sur l/elevage/ des /spongiaire/s et la regeneration des /eponge/s en Tunisie,,Microfiche,Feuil1
1951.0,,36833,(FR),,Tunis,,,/Article/ sur les resultats d/experimentation/ de /bouturage/ des /spongiaire/s et l/elevage/ des /eponge/s,,Microfiche,Feuil1
1955.0,,36834,(FR),,Tunis,,,/Article/ presentant la collection de /mollusque/s testaces et la liste des /coquille/s conservees a l/INSTOP/,,Microfiche,Feuil1
1955.0,,36835,(FR),,Tunis,,,"/Article/ sur les especes d/oiseaux aquatiques/ de Tunisie et notam. du /lac de Tunis/, /lac Ichkeul/, /lac Kelbia/ et des /Sebkha/s",,Microfiche,Feuil1
1955.0,,36836,(FR),,Tunis,,,"/Article/ concern. la /biologie animale/ des /crevette/s peneides. Description des /larve/s de /solenocera membranacea/ dans leur phase de première, deuxieme et troisieme protozoe",,Microfiche,Feuil1
1955.0,,36837,(FR),,Tunis,,,/Article/ concern. la /biometrie/ des /dent/s maxillaires des /poisson/s de la famille des cybiides,,Microfiche,Feuil1
1955.0,,36838,(FR),,Tunis,,,/Article/ presentant des données de /biometrie/ de /trachypterus cristatus/ bonelli capture dans le /golfe de Tunis/,,Microfiche,Feuil1
1929.0,,36839,(FR),,Tunis,,,"/Article/ sur la distribution geographique et chronologique, les tropismes et les /migration/s des /thon rouge/s de Tunisie",,Microfiche,Feuil1
1931.0,,36840,(FR),,Tunis,,,"/Article/ sur la /systematique animale/, la /morphologie animale/ et l/anatomie/ des /thon rouge/s de Tunisie. Repartition geographique et chronologique, /nutrition/, /migration/, /ponte/, /croissance/ et /industrie de la conserve/ du thon. /Bibliographie/",,Microfiche,Feuil1
1931.0,,36841,(FR),,Tunis,,,"/Article/ sur l'organisation, l'activite et les travaux de l/INSTOP/ depuis sa creation en 1924 jusqu'au 1931",,Microfiche,Feuil1
1930.0,,36842,(FR),,Tunis,,,"/Article/ sur la /peche/ la /morphologie animale/, l/anatomie/ et la distribution geographique, bathymetrique et chronologique, la /nutrition/, les /migration/s, la /ponte/ et la /croissance/ et l/industrie de la conserve/ du /thon rouge/",,Microfiche,Feuil1
1953.0,,36844,(FR),,Tunis,,,/Article/ concern. les /palaemonetes varians/ dans le /lac Kelbia/ - Données sur les caracteristiques biologiques de cet espece et son adaptation dans ce lac,,Microfiche,Feuil1
1931.0,,36845,(FR),,Tunis,,,"/Article/ sur la mortalite des /muge/s dans le /lac Ichkeul/ par manque d'un /courant d'eau/, d'echange entre les /eau/x de la /mer/ et du lac",,Microfiche,Feuil1
1947.0,,36847,(FR),,Tunis,,,"/Article/ concern. l'etude de la /biologie animale/ des /muge/s du /lac Ichkeul/ /lac/ de /Ghar El Melh/, /lac de Tunis/, /lac Kelbia/ et /lac des Bibans/ - Données sur l'epoque de la /reproduction sexuee/ des differentes especes de muges et sur leur /croissance/",,Microfiche,Feuil1
1947.0,,36848,(FR),,Tunis,,,/Article/ sur l'influence des echanges d/eau/ entre la /mer/ et le /lac Ichkeul/ sur la mortalite des /muge/s et le /rendement/ en /poisson/s de ce lac,,Microfiche,Feuil1
1929.0,,36849,(FR),,Tunis,,,"/Article/ concern. les civelles ou /anguille/s du /lac de Tunis/, leur epoque d'apparition sur les rivages et leur /biometrie/ - Données sur les variations de taille et de /poids/ aux differents stade de developpement de ce poisson et comparaison de ces civelles avec celles d'autres mers",,Microfiche,Feuil1
1929.0,,36850,(FR),,Tunis,,,/Article/ sur l'etude des /anguille/s de la region de /Sidi Daoud/ - Comparaison des tailles et /poids/ des civelles de cette region avec celles de la region de tunis. Montee et epoques de présence des civelles,,Microfiche,Feuil1
1929.0,,36851,(FR),,Tunis,,,/Article/ concern. les resultats de /peche/ dans le /lac de Tunis/. Analyse de la /faune/ et caracteristiques des /copepode/s recoltes. Role des /algue/s et des vegetaux du lac. /Biologie/ des /poisson/s migrateurs et /pollution des eaux/ du lac - Données sur les especes d/animaux aquatiques/ du lac et etude des tableaux et frequence des especes,,Microfiche,Feuil1
1933.0,,36852,(FR),,Tunis,,,"/Article/ sur les caracteristiques des /tortue/s luth capturées a /Sidi Daoud/, /Monastir/ et a /Gabes/ - Données sur l/anatomie/ des tortues luth, leur repartition geographique, le /regime alimentaire/, l'epoque et le lieu de /ponte/ et sur la /valeur alimentaire/",,Microfiche,Feuil1
1956.0,,36855,(FR),,Tunis,,,,,Microfiche,Feuil1
1956.0,,36856,(FR),,Tunis,,,"/Compte rendu de recherche/ sur une espece d/oiseau/x appartenant à la famille Oenanthe Hispanica, repérée en /Tunisie/",,Microfiche,Feuil1
1956.0,,36857,(FR),,Tunis,,,,,Microfiche,Feuil1
1956.0,,36858,(FR),,Tunis,,,/Compte rendu de recherche/ sur la /mineralogie/ des /sable/s du /golfe de Tunis/,,Microfiche,Feuil1
1956.0,,36859,(FR),,Tunis,,,/Compte rendu de recherche/ sur la morphologie des /spermatozoide/s des /serpent/s,,Microfiche,Feuil1
1956.0,,36860,(FR),,Tunis,,,/Compte rendu de recherche/ sur la /carence minerale/ chez le /dromadaire/ dans la /Tunisie du Sud/,,Microfiche,Feuil1
1956.0,,36861,(FR),,Tunis,,,/Compte rendu de recherche/ sur la /secretion/ du /calcaire/ par des /vers/ marins dans le /lac de Tunis/,,Microfiche,Feuil1
1956.0,,36862,(FR),,Tunis,,,/Compte rendu de recherche/ sur une /graminee/ rare en /Tunisie/: Themeda Triandra Forsk.,,Microfiche,Feuil1
1956.0,,36863,(FR),,Tunis,,,/Compte rendu de recherche/ sur l/evolution des especes/ de la /flore/ dans la /Tunisie du Nord/,,Microfiche,Feuil1
1956.0,,36864,(FR),,Tunis,,,/Compte rendu de recherche/ sur le baguage et la reprise d/oiseau/x migrateurs à /Gabes/ en 1958,,Microfiche,Feuil1
1956.0,,36865,(FR),,Tunis,,,,,Microfiche,Feuil1
1956.0,,36866,(FR),,Tunis,,,/Compte rendu de recherche/ sur l/oviparite/ et l'ovoviparité chez deux espéces de vipère du genre Aspis L.,,Microfiche,Feuil1
1956.0,,36867,(FR),,Tunis,,,"/Compte rendu de recherche/ sur les /Amphibien/s, /chelonien/s et sauriens en /Tunisie/ et en /Afrique du Nord/",,Microfiche,Feuil1
1956.0,,36868,(FR),,Tunis,,,/Compte rendu de recherche/ sur l/alimentation animale/ de la vipère à cornes,,Microfiche,Feuil1
1956.0,,36869,(FR),,Tunis,,,"/Compte rendu de recherche/ sur Pseudotarbophis Gabesi, un /serpent/ de /Teboulbou/",,Microfiche,Feuil1
1956.0,,36870,(FR),,Tunis,,,"/Compte rendu de recherche/ sur la morsure par Aspis Cerastes, une vipère à cornes",,Microfiche,Feuil1
1956.0,,36871,(FR),,Tunis,,,/Compte rendu de recherche/ sur la /morphologie vegetale/ et la /systematique vegetale/ des /Eucalyptus/,,Microfiche,Feuil1
1956.0,,36872,(FR),,Tunis,,,/Compte rendu de recherche/ sur le /profil du sol/ des /sol/s steppiques dans la région de Mezzouna,,Microfiche,Feuil1
1956.0,,36873,(FR),,Tunis,,,/Compte rendu de recherche/ sur l/erosion marine/ dans le /Golfe de Gabes/,,Microfiche,Feuil1
1956.0,,36874,(FR),,Tunis,,,/Compte rendu de recherche/ sur le relief nival des Djebels Serdj et zaghouan,,Microfiche,Feuil1
1956.0,,36875,(FR),,Tunis,,,/Compte rendu de recherche/ sur les /plante halophile/s comme indicatrices de plan d'eau et de /salinite/,,Microfiche,Feuil1
1956.0,,36876,(FR),,Tunis,,,/Compte rendu de recherche/ sur les espèces de gazelles en /Tunisie/,,Microfiche,Feuil1
1948.0,,36877,(FR),,Tunis,,,/Compte rendu de recherche/ sur la /ponte/ d'une /poulpe/ /Octopus Vulgaris/ Lmk,,Microfiche,Feuil1
1948.0,,36878,(FR),,Tunis,,,/Compte rendu de recherche/ sur la présence de /vers/ Mercierella Enigmatica serpulien dans les bassins d/eau saumatre/ de /Tunis/,,Microfiche,Feuil1
1949.0,,36879,(FR),,Tunis,,,"/Compte rendu de recherche/ sur la /pliocene/ et le /quaternaire/ en /Tunisie/ - Données sur la /stratigraphie/ du /golfe de Tunis/, de la /plaine/ de /Grombalia/, du /Sahel El Kairouan/, de la cuvette de /Kasserine/ et du /Chott Djerid/",,Microfiche,Feuil1
1949.0,,36880,(FR),,Tunis,,,/Compte rendu de recherche/ sur la presence d'un plérocercoide de tétrarhynque dans l'hepatopancréas de la /crevette/ caramote Penaeus Trisulcatus Leach,,Microfiche,Feuil1
1949.0,,36881,(FR),,Tunis,,,/Compte rendu de recherche/ sur la découverte d'un /insecte nuisible/ Ornithodorus Erraticus dans un /habitat urbain/ de /Tunis/,,Microfiche,Feuil1
1949.0,,36883,(FR),,Tunis,,,/Compte rendu de recherche/ sur la découverte d'un /amphibien/ discoglossus pictus otth. prés de Salammbo,,Microfiche,Feuil1
1949.0,,36884,(FR),,Tunis,,,/Document technique/ sur la /chasse/ du /porc/ epics,,Microfiche,Feuil1
1949.0,,36885,(FR),,Tunis,,,/Compte rendu de recherche/ sur la /migration animale/ des /oiseaux/. Données sur les baguages et les bagues récuperées en /Tunisie/,,Microfiche,Feuil1
1949.0,,36886,(FR),,Tunis,,,/Compte rendu de recherche/ sur la préparation de l/appareil genital/ chez les /coleoptere/s,,Microfiche,Feuil1
1949.0,,36887,(FR),,Tunis,,,/Compte rendu de recherche/ sur la /ponte/ des flamants roses dans le /Chott Djerid/,,Microfiche,Feuil1
1949.0,,36888,(FR),,Tunis,,,"/Compte rendu de recherche/ sur l'observation d'un pingouin macroptère (Alca torda) à Sidi Bou Said, pres de /Tunis/",,Microfiche,Feuil1
1949.0,,36889,(FR),,Tunis,,,/Compte rendu de recherche/ sur les /mollusques/ tertiaires de la /Tunisie du Sud/ - Etude sur deux nouvelles espèces des terrains phosphatés: Rostellaria Testei et Turritella Goberti,,Microfiche,Feuil1
1949.0,,36890,(FR),,Tunis,,,/Compte rendu de recherche/ sur la /cretace superieur/ notamn. des espèce du genre Austinocrinus Solignaci valette,,Microfiche,Feuil1
1949.0,,36891,(FR),,Tunis,,,/Compte rendu de recherche/ sur le /pliocene/ de /Menzel Temime/ - Données sur la /stratigraphie/ et la /paleontologie/,,Microfiche,Feuil1
1949.0,,36892,(FR),,Tunis,,,"/Compte rendu de recherche/ sur les /nematode/s Rhabdias Stiles et hassal, des /parasite/ du /poumon/ de Discoglossus Pictus",,Microfiche,Feuil1
1949.0,,36893,(FR),,Tunis,,,"/Compte rendu de recherche/ sur le stapelia de l/Afrique du Nord/, genre voisin du /Caraluma/",,Microfiche,Feuil1
1949.0,,36894,(FR),,Tunis,,,/Compte rendu de recherche/ sur l'envenimation par le /serpent/ Vipera Lebetina L. à /Tozeur/,,Microfiche,Feuil1
1949.0,,36895,(FR),,Tunis,,,,,Microfiche,Feuil1
1949.0,,36897,(FR),,Tunis,,,/Compte rendu de recherche/ sur la /chasse/ au faucon en /Tunisie/,,Microfiche,Feuil1
1949.0,,36898,(FR),,Tunis,,,"/Compte rendu de recherche/ sur la /ponte/ du flamant rose, Phoenicopterus Roseus Linné, au /Chott Djerid/",,Microfiche,Feuil1
1949.0,,36899,(FR),,Tunis,,,/Compte rendu de recherche/ sur l'amthropologie préhistorique de l/Afrique du Nord/,,Microfiche,Feuil1
1949.0,,36900,(FR),,Tunis,,,/Compte rendu de recherche/ sur la /nomenclature/ des /croutes etage/,,Microfiche,Feuil1
1949.0,,36901,(FR),,Tunis,,,,,Microfiche,Feuil1
1949.0,,36902,(FR),,Tunis,,,/Compte rendu de recherche/ sur les /fossile/s retrouvées de 1947 à 1949 pres du /lac Ichkeul/,,Microfiche,Feuil1
1949.0,,36903,(FR),,Tunis,,,"/Compte rendu de recherche/ sur la découverte d'un flamant rose, du genre Spiruroidea de Phenicopterus Roseus, à /Kelibia/",,Microfiche,Feuil1
1951.0,,36904,(FR),,Tunis,,,,,Microfiche,Feuil1
1951.0,,36905,(FR),,Tunis,,,/Compte rendu de recherche/ sur les ammonites pyriteuses pseudolissoceras zitteli dans la /Tunisie du Centre/,,Microfiche,Feuil1
1951.0,,36906,(FR),,Tunis,,,/Compte rendu de recherche/ sur l/evolution des especes/ de la /flore/ en /Tunisie/,,Microfiche,Feuil1
1951.0,,36907,(FR),,Tunis,,,,,Microfiche,Feuil1
1951.0,,36908,(FR),,Tunis,,,,,Microfiche,Feuil1
1951.0,,36909,(FR),,Tunis,,,/Compte rendu de recherche/ sur le mode de formation de certaines /croute calcaire/s en /Algerie/,,Microfiche,Feuil1
1951.0,,36910,(FR),,Tunis,,,/Compte rendu de recherche/ sur les /lepidoptere/s en /Tunisie/. Famille Axiidae (Cimeliidae),,Microfiche,Feuil1
1951.0,,36911,(FR),,Tunis,,,"/Compte rendu de recherche/ sur la présence de Branchinecta Ferox, un /crustace/ phyllopode anostracé, en /Tunisie/",,Microfiche,Feuil1
1951.0,,36912,(FR),,Tunis,,,/Compte rendu de recherche/ sur les /larve/s d'anopheles maculipennis en /Tunisie/,,Microfiche,Feuil1
1951.0,,36913,(FR),,Tunis,,,/Compte rendu de recherche/ sur la /faune/ de la /Tunisie du Sud/,,Microfiche,Feuil1
1951.0,,36914,(FR),,Tunis,,,/Compte rendu de recherche/ sur un /moustique/ Culex Mimeticus en /Tunisie/,,Microfiche,Feuil1
1951.0,,36915,(FR),,Tunis,,,"/Compte rendu de recherche/ sur un /cretace superieur/ Inoceramus Numidiensis nov. sp., de l/Afrique du Nord/",,Microfiche,Feuil1
1951.0,,36916,(FR),,Tunis,,,/Compte rendu de recherche/ sur les /oiseaux/ bagués retrouvés en /Tunisie/,,Microfiche,Feuil1
1951.0,,36917,(FR),,Tunis,,,/Compte rendu de recherche/ sur le /miocene/ et le /pliocene/ de la /Tunisie/. L'atlas Tunisien Oriental,,Microfiche,Feuil1
1952.0,,36918,(FR),,Tunis,,,/Compte rendu de recherche/ sur l'etude d'une /moustique/ Aedes Pulchritarsis récoltée en /Tunisie/,,Microfiche,Feuil1
1952.0,,36919,(FR),,Tunis,,,"/Compte rendu de recherche/ sur un /oiseau/ alpin, le Micropus Melba L.",,Microfiche,Feuil1
1952.0,,36921,(FR),,Tunis,,,"/Compte rendu de recherche/ sur le /parasitisme/ entre un /insecte/ Brachytripes Megacephalus Lef. et un sphex, S. Xanthocerus Guerin",,Microfiche,Feuil1
1952.0,,36922,(FR),,Tunis,,,"/Compte rendu de recherche/ sur deux /insecte/s rencontrés en /Tunisie/, Aedes Zammitii et Aedes Echinus",,Microfiche,Feuil1
1952.0,,36923,(FR),,Tunis,,,/Compte rendu de recherche/ sur les /crustaces/ Ichthyophages,,Microfiche,Feuil1
1952.0,,36924,(FR),,Tunis,,,/Compte rendu de recherche/ sur la /geologie/ de la /Tunisie/,,Microfiche,Feuil1
1952.0,,36925,(FR),,Tunis,,,/Compte rendu de recherche/ sur la comparaison entre C. Hortensis et C. Deserticola,,Microfiche,Feuil1
1952.0,,36926,(FR),,Tunis,,,"/Compte rendu de recherche/ sur un /crabe/ d'eau douce, Potamon Edulis, en /Tunisie/",,Microfiche,Feuil1
1952.0,,36927,(FR),,Tunis,,,/Compte rendu de recherche/ sur l'etude botanique des /plante medicinale/s populaires de la région d'Ain Moulares,,Microfiche,Feuil1
1952.0,,36928,(FR),,Tunis,,,/Compte rendu de recherche/ sur quelques espéces rares de la /flore/ Tunisienne,,Microfiche,Feuil1
1952.0,,36929,(FR),,Tunis,,,"/Compte rendu de recherche/ sur un /copepode/ /parasite/, le /crustace/ pennella",,Microfiche,Feuil1
1952.0,,36930,(FR),,Tunis,,,/Compte rendu de recherche/ sur la /ponte/ chez la /moule/ /Mytilus Galloprovincialis/ Lmk et l'emission des /spermatozoide/s chez la /palourde/ /tapes decussatus/,,Microfiche,Feuil1
1952.0,,36931,(FR),,Tunis,,,/Compte rendu de recherche/ sur la /morphologie desertique/ du grand /Erg/ Oriental de la /Tunisie/,,Microfiche,Feuil1
1952.0,,36932,(FR),,Tunis,,,/Compte rendu de recherche/ sur un /oiseau/ Sylvia A. Atricapilla ou fauvette à tête noire,,Microfiche,Feuil1
1952.0,,36933,(FR),,Tunis,,,/Compte rendu de recherche/ sur le /jurassique/ du /Djebel Bou Kornine/,,Microfiche,Feuil1
1952.0,,36934,(FR),,Tunis,,,/Compte rendu de recherche/ sur la dorsale Tunisienne,,Microfiche,Feuil1
1952.0,,36935,(FR),,Tunis,,,"/Compte rendu de recherche/ sur les /isopode/s des récifs du /lac de Tunis/, notamn. Mercierella Enigmatica fauvel",,Microfiche,Feuil1
1954.0,,36936,(FR),,Tunis,,,/Compte rendu de recherche/ sur l'etude des /crevette/s Aristeomorpha Foliacea et /Aristeus Antennatus/ sous leurs formes larvaires,,Microfiche,Feuil1
1954.0,,36937,(FR),,Tunis,,,/Compte rendu de recherche/ sur les /moustique/s Culex Pipiens en /Tunisie/,,Microfiche,Feuil1
1954.0,,36938,(FR),,Tunis,,,/Compte rendu de recherche/ sur l/insecte/ Scleroderma Domesticum en /Tunisie/,,Microfiche,Feuil1
1954.0,,36939,(FR),,Tunis,,,/Compte rendu de recherche/ sur les chauves-souris de /Tunisie/,,Microfiche,Feuil1
1954.0,,36940,(FR),,Tunis,,,,,Microfiche,Feuil1
1954.0,,36941,(FR),,Tunis,,,/Compte rendu de recherche/ sur le pénis des /serpent/s d/Afrique du Nord/ et de quelques espéces d/Afrique Occidentale/,,Microfiche,Feuil1
1954.0,,36942,(FR),,Tunis,,,"/Compte rendu de recherche/ sur l'etude du gouffre du Djebel Saikra, près de /Medenine/",,Microfiche,Feuil1
1954.0,,36943,(FR),,Tunis,,,/Compte rendu de recherche/ sur les Heliotaurus nouveaux de /Tunisie/,,Microfiche,Feuil1
1954.0,,36944,(FR),,Tunis,,,/Compte rendu de recherche/ sur la connaissance de la /flore/ /phanerogame/ de la /Tunisie/. Les espèces subspontanées et naturalisées,,Microfiche,Feuil1
1954.0,,36945,(FR),,Tunis,,,/Compte rendu de recherche/ sur un /serpent/ nouveau: Pseudotarbophis Gabesi,,Microfiche,Feuil1
1954.0,,36946,(FR),,Tunis,,,/Compte rendu de recherche/ sur la répartition des espèces /lepidoptere/s de l'ancien genre en /Afrique du Nord/. Particularités propres à certaines formes méridionales de ce genre,,Microfiche,Feuil1
1954.0,,36947,(FR),,Tunis,,,/Compte rendu de recherche/ sur la /stratigraphie/ du /quaternaire/ de /Djerba/,,Microfiche,Feuil1
1954.0,,36948,(FR),,Tunis,,,,,Microfiche,Feuil1
1954.0,,36949,(FR),,Tunis,,,"/Compte rendu de recherche/ sur le vol des /oiseau/x, fous de bassan et stercoraires, dans le /Golfe de Gabes/",,Microfiche,Feuil1
1954.0,,36950,(FR),,Tunis,,,"/Compte rendu de recherche/ sur les /oiseau/x capturés ou observés dans le /Golfe de Gabes/, en 1954",,Microfiche,Feuil1
1954.0,,36951,(FR),,Tunis,,,"/Compte rendu de recherche/ sur la decouverte d'un /insecte nuisible/, une puce du genre xenopsylla gratiosa dans l/ile de Zembra/ en /Tunisie/",,Microfiche,Feuil1
1954.0,,36952,(FR),,Tunis,,,/Compte rendu de recherche/ sur les /cypres/ du Khanget Ez Zelga,,Microfiche,Feuil1
1954.0,,36953,(FR),,Tunis,,,/Compte rendu de recherche/ sur la /morphologie vegetale/ d'un /pin d'alep/ atteint par la /rouille vegetale/,,Microfiche,Feuil1
1954.0,,36954,(FR),,Tunis,,,/Compte rendu de recherche/ sur la /flore/ des /phanerogame/s récoltés en /Tunisie/ à partir de 1944,,Microfiche,Feuil1
1954.0,,36955,(FR),,Tunis,,,/Compte rendu de recherche/ sur l'aménagement d'un /ruche/ pour l'entrée des /abeille/s,,Microfiche,Feuil1
1954.0,,36956,(FR),,Tunis,,,/Compte rendu de recherche/ sur les /croute gypseuse/s de la /Tunisie du Sud/,,Microfiche,Feuil1
1954.0,,36957,(FR),,Tunis,,,/Compte rendu de recherche/ sur la vaviabilité de la chauve-souris Pipistrellus Kuhli,,Microfiche,Feuil1
1954.0,,36958,(FR),,Tunis,,,/Compte rendu de recherche/ sur la chouette effraye du genre Tvto Alba Alba Scopoli,,Microfiche,Feuil1
1954.0,,36959,(FR),,Tunis,,,"/Compte rendu de recherche/ sur les macro/lepidoptere/s de la /Tunisie/, notamn. les Bombyces",,Microfiche,Feuil1
1954.0,,36960,(FR),,Tunis,,,"/Compte rendu de recherche/ sur les macro/lepidoptere/s de la /Tunisie/, notamn. les Sphinces",,Microfiche,Feuil1
1954.0,,36961,(FR),,Tunis,,,/Compte rendu de recherche/ sur la /mineralogie/ des /sable/s de /Ghar El melh/ à /la Goulette/,,Microfiche,Feuil1
1954.0,,36962,(FR),,Tunis,,,/Compte rendu de recherche/ sur le baguage des /oiseau/x migrateurs à /Gabès/ en 1955,,Microfiche,Feuil1
1954.0,,36963,(FR),,Tunis,,,/Compte rendu de recherche/ sur la capture des /oiseau/x migrateurs dans le /golfe de Gabes/,,Microfiche,Feuil1
1954.0,,36964,(FR),,Tunis,,,/Compte rendu de recherche/ sur la /protection de la nature/ et l'ornithologie aux bilans,,Microfiche,Feuil1
1954.0,,36965,(FR),,Tunis,,,/Compte rendu de recherche/ sur le /quaternaire marin/ de /Zarzis/,,Microfiche,Feuil1
1954.0,,36966,(FR),,Tunis,,,"/Compte rendu de recherche/ sur le baguage des /oiseau/x migrateurs au /Cap Bon/, en 1955",,Microfiche,Feuil1
