date,nom_ar,nom_fr,unite,valeur
2026-01-20 21:00:01,Point de Rosée,Point de Rosée,°C,8.8
2026-01-20 21:00:01,Température,Température,°C,8.8
2026-01-20 21:00:01,Humidité relative,Humidité relative,%,100.0
2026-01-20 21:00:01,Vitesse du vent,Vitesse du vent,m/s,1.42
2026-01-20 21:00:01,Évapotranspiration journalière,Évapotranspiration journalière,mm/j,47.65
2026-01-20 21:00:01,Rayonnement solaire,Rayonnement solaire,W/m²,3973.0
2026-01-20 21:00:01,Évapotranspiration Horaire,Évapotranspiration Horaire,mm/h,0.0
2026-01-20 21:00:01,Direction du vent,Direction du vent,Deg,322.0
2026-01-20 21:00:01,Intensité de Pluie,Intensité de Pluie,mm/h,0.0
2026-01-20 19:00:01,Évapotranspiration Horaire,Évapotranspiration Horaire,mm/h,0.0
2026-01-20 19:00:01,Évapotranspiration journalière,Évapotranspiration journalière,mm/j,47.65
2026-01-20 19:00:01,Direction du vent,Direction du vent,Deg,322.0
2026-01-20 19:00:01,Température,Température,°C,8.9
2026-01-20 19:00:01,Intensité de Pluie,Intensité de Pluie,mm/h,0.0
2026-01-20 19:00:01,Point de Rosée,Point de Rosée,°C,8.9
2026-01-20 19:00:01,Vitesse du vent,Vitesse du vent,m/s,1.42
2026-01-20 19:00:01,Humidité relative,Humidité relative,%,100.0
2026-01-20 19:00:01,Rayonnement solaire,Rayonnement solaire,W/m²,3973.0
2026-01-20 17:00:01,Vitesse du vent,Vitesse du vent,m/s,1.42
2026-01-20 17:00:01,Point de Rosée,Point de Rosée,°C,9.2
2026-01-20 17:00:01,Humidité relative,Humidité relative,%,100.0
2026-01-20 17:00:01,Intensité de Pluie,Intensité de Pluie,mm/h,2.4
2026-01-20 17:00:01,Direction du vent,Direction du vent,Deg,322.0
2026-01-20 17:00:01,Évapotranspiration Horaire,Évapotranspiration Horaire,mm/h,0.0
2026-01-20 17:00:01,Évapotranspiration journalière,Évapotranspiration journalière,mm/j,47.65
2026-01-20 17:00:01,Température,Température,°C,9.2
2026-01-20 17:00:01,Rayonnement solaire,Rayonnement solaire,W/m²,3973.0
2026-01-20 15:00:01,Évapotranspiration journalière,Évapotranspiration journalière,mm/j,47.65
2026-01-20 15:00:01,Évapotranspiration Horaire,Évapotranspiration Horaire,mm/h,0.0
2026-01-20 15:00:01,Humidité relative,Humidité relative,%,100.0
2026-01-20 15:00:01,Point de Rosée,Point de Rosée,°C,9.0
2026-01-20 15:00:01,Direction du vent,Direction du vent,Deg,322.0
2026-01-20 15:00:01,Rayonnement solaire,Rayonnement solaire,W/m²,3973.0
2026-01-20 15:00:01,Vitesse du vent,Vitesse du vent,m/s,1.42
2026-01-20 15:00:01,Température,Température,°C,9.0
2026-01-20 15:00:01,Intensité de Pluie,Intensité de Pluie,mm/h,0.0
2026-01-20 14:00:01,Rayonnement solaire,Rayonnement solaire,W/m²,3973.0
2026-01-20 14:00:01,Évapotranspiration Horaire,Évapotranspiration Horaire,mm/h,0.0
2026-01-20 14:00:01,Température,Température,°C,9.0
2026-01-20 14:00:01,Intensité de Pluie,Intensité de Pluie,mm/h,2.4
2026-01-20 14:00:01,Vitesse du vent,Vitesse du vent,m/s,1.42
2026-01-20 14:00:01,Évapotranspiration journalière,Évapotranspiration journalière,mm/j,47.65
2026-01-20 14:00:01,Point de Rosée,Point de Rosée,°C,9.0
2026-01-20 14:00:01,Direction du vent,Direction du vent,Deg,322.0
2026-01-20 14:00:01,Humidité relative,Humidité relative,%,100.0
2026-01-20 13:00:01,Rayonnement solaire,Rayonnement solaire,W/m²,3973.0
2026-01-20 13:00:01,Vitesse du vent,Vitesse du vent,m/s,1.42
2026-01-20 13:00:01,Direction du vent,Direction du vent,Deg,322.0
2026-01-20 13:00:01,Température,Température,°C,8.7
2026-01-20 13:00:01,Point de Rosée,Point de Rosée,°C,8.7
2026-01-20 13:00:01,Évapotranspiration Horaire,Évapotranspiration Horaire,mm/h,0.0
2026-01-20 13:00:01,Intensité de Pluie,Intensité de Pluie,mm/h,2.4
2026-01-20 13:00:01,Humidité relative,Humidité relative,%,100.0
2026-01-20 13:00:01,Évapotranspiration journalière,Évapotranspiration journalière,mm/j,47.65
2026-01-20 11:00:01,Point de Rosée,Point de Rosée,°C,8.6
2026-01-20 11:00:01,Évapotranspiration journalière,Évapotranspiration journalière,mm/j,47.65
2026-01-20 11:00:01,Direction du vent,Direction du vent,Deg,322.0
2026-01-20 11:00:01,Température,Température,°C,8.6
2026-01-20 11:00:01,Évapotranspiration Horaire,Évapotranspiration Horaire,mm/h,0.0
2026-01-20 11:00:01,Intensité de Pluie,Intensité de Pluie,mm/h,12.0
2026-01-20 11:00:01,Humidité relative,Humidité relative,%,100.0
2026-01-20 11:00:01,Rayonnement solaire,Rayonnement solaire,W/m²,3973.0
2026-01-20 11:00:01,Vitesse du vent,Vitesse du vent,m/s,1.42
2026-01-20 10:00:01,Intensité de Pluie,Intensité de Pluie,mm/h,12.0
2026-01-20 09:00:01,Direction du vent,Direction du vent,Deg,322.0
2026-01-20 09:00:01,Humidité relative,Humidité relative,%,100.0
