annee,delegation,nombre,capacite_de_refroidissement,quantite_collectee,feuille
2020.0,Sidi Hassine,**1,8500.0,2244.0,Feuil1
2021.0,Sidi Hassine,1,8500.0,1065.0,Feuil1
2022.0,Sidi Hassine,1,8500.0,843.0,Feuil1
2023.0,Sidi Hassine,1,8500.0,714.0,Feuil1
2024.0,Sidi Hassine,1,8500.0,667.0,Feuil1
,,,,,Feuil1
,,,,,Feuil1
