code,produits,annee_1999,annee_2000,annee_2001,annee_2002,annee_2003,annee_2004,annee_2005,annee_2006,annee_2007,annee_2008,annee_2009,annee_2010,annee_2011,annee_2012,annee_2013,annee_2014,annee_2015,annee_2016,annee_2017,feuille
30381,"Roussettes ,requins taupes communs et autres squales congeles, a l'exception des filets et autre chair de poissons du n 03 04 et a l'exclusion des foies, oeufs et laitances",0,0,0,0,0,0,0,0,0,0,0,0,0,62535,43215,20582,10959,1505,101257,Feuil1
30384,"Bars(loups) a l'exception des filets et autre chair de poissons du n? 0304 et a l'exclusion des foies, oeufs et laitance",0,0,0,0,0,0,0,0,0,0,0,0,0,4432,54581,99455,6853,34950,42437,Feuil1
30389,"Autres poissons congelés à l'exclusion des foies ,oufs et laitances",0,0,0,0,0,0,0,0,0,0,0,0,0,3203006,3717263,2760939,1491974,2972293,1362511,Feuil1
30390,"Foies, oufs et laitances d'autres poissons, congeles",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14659,1671,0,Feuil1
30391,"Foies, œufs et laitances de poissons, congelés",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10461,Feuil1
30410,"Filets de poissons et autre chair de poissons (même hachée)frais,réfrigères ou congelés*",56623,62332,0,0,949781,306199,21671,159022,54978,0,0,0,0,0,0,0,0,0,0,Feuil1
30419,"Filets de poissons et autre chair de poissons, même hachée, frais ou réfrigérés (à l''excl. d''espadons et de légines)",0,0,0,0,0,0,0,0,169823,113922,56576,187765,819102,665965,0,0,0,0,0,Feuil1
30420,Filets de poissons congelés*,1186757,1274700,2274065,951809,790614,1045625,1141487,1614274,805167,0,0,0,0,0,0,0,0,0,0,Feuil1
30421,Filets congeles d'espadons (xiphias gladius)*,0,0,0,0,0,0,0,0,0,0,18662,4851,14703,0,0,0,0,0,0,Feuil1
30429,"Filets de poissons, congelés (à l''excl. d''espadons et de légines)",0,0,0,0,0,0,0,0,841201,1920796,1573935,1896934,1225544,283179,0,0,0,0,0,Feuil1
30432,filets frais ou réfrigérés Siluridés,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,Feuil1
30441,Saumons du Pacifique,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146016,0,0,132887,0,Feuil1
30444,"Poissons des familles Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae et Muraenolepididae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,11504,0,0,0,0,Feuil1
30445,Filets frais ou réfrigérés d'Espadons,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3201,0,0,Feuil1
30449,"Autres filets d'autres poissons ,frais ou réfrigérés",0,0,0,0,0,0,0,0,0,0,0,0,0,83749,62215,24274,0,42744,453076,Feuil1
30462,Siluridés,0,0,0,0,0,0,0,0,0,0,0,0,0,85541,161571,467929,473788,402694,556774,Feuil1
30471,Filets de Morues congelés,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15127,0,0,0,Feuil1
30473,Lieus noirs,0,0,0,0,0,0,0,0,0,0,0,0,0,51595,0,0,0,0,0,Feuil1
30474,Filets congeles de merlus argentins,0,0,0,0,0,0,0,0,0,0,0,0,0,48167,49668,22284,20083,0,0,Feuil1
30475,Lieus d'Alaska,0,0,0,0,0,0,0,0,0,0,0,0,0,14297,67714,136072,0,41133,0,Feuil1
30479,"Autres filets des poissons des familles bregmaceroitidas,euclichthyidae,gadidas,maccrouridae,melanonidae,merluccidae,moridae et muraenolepididae;congelés",0,0,0,0,0,0,0,0,0,0,0,0,0,104401,21817,91512,0,111975,171686,Feuil1
30481,Saumons du Pacifique,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27109,22297,158274,210823,Feuil1
30483,Poissons plats,0,0,0,0,0,0,0,0,0,0,0,0,0,11348,89749,0,16965,0,0,Feuil1
30484,Filets congelés d'espadons,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1894,0,0,0,Feuil1
30486,Harengs,0,0,0,0,0,0,0,0,0,0,0,0,0,7379,0,0,0,0,0,Feuil1
30487,Thons,0,0,0,0,0,0,0,0,0,0,0,0,0,1640629,335108,42724,1482617,168919,0,Feuil1
30489,Autres filet d'autres poissons congelés,0,0,0,0,0,0,0,0,0,0,0,0,0,1079671,1414913,1816458,906603,1125648,1937034,Feuil1
30490,Autre filets de poissons et autres chairs de poissons congelés*,49347,4875,10373,222,401,23644,9509,99550,163762,0,0,0,0,0,0,0,0,0,0,Feuil1
30491,AUTRE CHAIR CONGELEE D'ESPADONS (XIPHIAS GLADIUS) *,0,0,0,0,0,0,0,0,0,0,0,7527,18243,0,0,0,0,0,0,Feuil1
30493,Tilapias,0,0,0,0,0,0,0,0,0,0,0,0,0,7780,6487,650,461,0,0,Feuil1
30495,"Poissons des familles Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae et Muraenolepididae, autres que les lieus d’Alaska",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54019,12492,36339,21211,Feuil1
30499,"Chair de poissons, même hachée, congélée (à l''excl. d''espadons, de légines ainsi que de fillets)",0,0,0,0,0,0,0,0,136812,151876,107539,8837,9300,0,0,0,13442,41387,45605,Feuil1
30510,"Poissons sèches,salés ou en saumures;poissons fumes,même cuits avant ou pendant le fumage;farines ,poudres et agglomérés sous forme de pellets de pois",0,0,0,0,0,0,0,0,0,0,108,1297,0,0,0,0,0,0,0,Feuil1
30520,"Foies,oeufs et laitances de poissons ,sèches,fumes,sales ou en saumures*",0,0,0,0,2491,0,905,0,315,0,0,4012,4456,6510,7010,8082,5673,663,0,Feuil1
30530,"Filets de poissons,sèches,sales ou en saumure,mais non fumes*",112,365,0,2001,0,93141,0,1311868,4058534,1677384,4152281,5488489,2869022,968280,0,0,0,0,0,Feuil1
30532,"poissons des familles bregmaceroitidas,euclichthyidae,gadidas,maccrouridae,melanonidae,merluccidae,moridae et muraenolepididae",0,0,0,0,0,0,0,0,0,0,0,0,0,528248,845462,1001114,940746,1088336,1696341,Feuil1
30539,"Autres poissons séchés,salés ou en saumure",0,0,0,0,0,0,0,0,0,0,0,0,0,26248,0,36217,0,175730,0,Feuil1
30541,"Poissons fumes,y compris les filets *",490279,448616,374901,259600,163936,59127,69410,99371,151443,91983,99139,25450,64978,18213,30300,116029,231185,287191,351941,Feuil1
30542,"Harengs(culpea harengus,clupea pallasii)*",2620,3167,0,3961,9692,2246,5485,14288,4332,5136,5522,4160,7443,5428,36414,10100,6090,11750,6122,Feuil1
30543,Truites,0,0,0,0,0,0,0,0,0,0,0,0,0,2769,0,0,0,0,0,Feuil1
30549,Filets de poissons et autres chair de poissons(même hachée)frais ou congelés*,7409,593,9106,0,4843,2512,190,0,767,0,2960,9412,2045,191595,190391,300,4403,1793,288,Feuil1
30551,"Poissons ,même salés mais non fumes *",0,3684,0,697,0,25124,31419,0,0,0,0,0,0,0,0,74030,114257,0,0,Feuil1
30559,"Autres poissons ,même salés mais non fumes*",0,6015,1454,0,303,0,0,56643,4197,376845,121532,821136,531682,391019,3149461,2658525,3904650,3413380,0,Feuil1
30562,"Morues(gadus morhua,gadus macrocephalus)",444909,140422,269108,152979,153833,0,0,18000,7251,0,0,159625,0,0,0,64807,0,0,0,Feuil1
30563,Anchois(engraulis spp),36666,56702,0,0,1061,1773467,3608316,3691137,3910467,3326357,2415581,3151926,7254201,12621786,9718146,8951776,7364684,9448210,8765229,Feuil1
30569,Poissons sèchés;autres*,0,0,1229,0,56407,4928,41822,7895,27589,41575,0,0,67704,0,0,34541,0,0,0,Feuil1
30579,"Autres Nageoires, têtes, queues, vessies natatoires et autres abats de poissons comestibles",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7769,0,0,0,Feuil1
30611,"Crustacés,même décortiqués ,vivants,frais réfrigèrés,congelés,sèches,sales,ou en saumures;crustacés non decoratiques,cuits a l'eau ou a la vapeur,m",0,1540,152,10688,5197,0,2331,21808,17307,123462,111570,178901,9777,1437,558,635,0,0,21770,Feuil1
30612,Homards (homarus spp),0,0,0,0,0,0,0,0,9006,2823,0,0,0,0,0,0,0,0,0,Feuil1
30613,Crustacés même décortiques;crevettes,201523,252889,245283,593075,616071,117510,641503,560417,880165,1163232,3466703,6353265,4958576,1723512,0,0,0,0,0,Feuil1
30614,Crustacés même décortiques;crabes,4856,0,251,1311,0,5651,10014,0,0,2162,3840,3809,16299,59783,25351,17414,5886,31453,5598,Feuil1
30615,Langoustines,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,753,0,0,73377,Feuil1
30617,Autres crevettes,0,0,0,0,0,0,0,0,0,0,0,0,0,3130446,1723057,581833,488234,806613,699223,Feuil1
30619,Crustacés compris les farines poudres et agglomères propre a l'alimentation humaines,11949,7720,9565,3367,8951,0,8663,13274,38831,100330,13880,27576,3842,1068,0,2639,1124,30561,0,Feuil1
30621,Langouste non congelées(palinurus spp.jasus spp)*,22851,4120,5397,3388,3606,2603,216,2355,6917,43434,3714,313,830,21806,3428,13754,1376,0,0,Feuil1
30622,"Homards même sépares de leurs coquille,vivants ,frais,,congelés,séchés,salés ou en saumures invertébrés aquatiques autres que les crustacé",0,0,0,612,0,30,0,0,445,5566,3788,0,1468,0,0,128851,675718,389923,160472,Feuil1
30623,Crevettes*,517,174182,57631,3941,2577,79786,133799,89609,585565,394179,576501,188310,73367,64009,0,0,0,0,0,Feuil1
30624,Crabes*,0,0,0,2139,0,0,0,0,998,300,0,0,573,0,0,0,0,160493,0,Feuil1
30625,Langoustines Non congelés,0,0,0,0,0,0,0,0,0,0,0,0,0,367,16906,5624,12979,0,0,Feuil1
30627,Autres crevettes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190223,55865,221692,98438,0,Feuil1
30629,"Autres,y compris les farines;poudres et agglomérées sous forme de pellets de crustacés,propres",252,7310,3338,4902,20634,2713,5944,2218,1214,1903,0,0,1369,2659,0,71602,116804,119267,33854,Feuil1
30631,"Crustacés; Vivants, frais ou réfrigérés, les langoustines et autres écrevisses de mer",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16437,Feuil1
30632,"Crustacés; Vivants, frais ou réfrigérés, les homards Qu'ils soient en coquille ou non",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236399,Feuil1
30636,"Crustacés; Vivants, frais ou réfrigérés, crevettes et crevettes, à l'exclusion des variétés d'eau froide, en coque ou non",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102146,Feuil1
30639,Crustacés; frais ou réfrigérés,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5467,Feuil1
30695,"Crustacés; Les crevettes et les crevettes, fumées, cuites ou non, qu'elles soient coquillées ou non",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222056,Feuil1
30699,"Crustacés, propres à la consommation humaine, même décortiqués, séchés, salés, fumés ou en saumure, y compris les crustacés non décortiqués, cuits à l’eau ou à la vapeur (à l’exclusion des langoustes, homards, crabes, langoustines et crevettes)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1007,Feuil1
30710,"Mollusques,même séparés de leurs coquille,vivants,frais ,réfrigérés,congelés ,séchés,sales ou en saumures,,invertébrés aquatiques autres que les crust",124,10701,18093,16319,8826,10110,19691,8390,44179,24631,38326,10355,10780,0,0,0,0,0,0,Feuil1
30711,"Huîtres Vivantes, fraîches ou réfrigérées",0,0,0,0,0,0,0,0,0,0,0,0,0,25998,13739,1138459,2007010,1536104,2002897,Feuil1
30721,"Coquilles st jacques ou peignes ,pétoncles ou vanneaux autres coquillage des genres pecten,chalmys ou placopecten*",153,1923,738,18294,0,0,0,0,149,0,0,0,0,0,0,0,0,0,0,Feuil1
30722,"Coquilles Saint0Jacques ou peignes, pétoncles ou vanneaux et autres coquillages des genres Pecten, Chlamys ou Placopecten, même non séparés de leur coquille, congelés",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26415,Feuil1
30729,"Autres coquilles st jacques ou peingnes,pétoncles ou vanneaux,autres coquillages des genres pecten , chlamys ou placopecten*",6226,4052,3461,37088,3377,28728,2485,3455,9971,27203,23203,39724,16829,12580,14629,23052,28179,0,106427,Feuil1
30731,"Moules(mytillus s.pp.;perna spp):vivantes,fraîches ou réfrigérées)*",384,19385,18854,2581,0,13939,0,1254,447,48263,89598,66242,43386,151040,102851,63073,129680,209044,258296,Feuil1
30732,"Mollusques; Moules ,En coque ou non, congelées",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231454,Feuil1
30739,"Autres moules (mytilus spp.,perna spp)*",9595,27852,46828,52427,42997,27897,35871,78156,73656,98688,163635,133642,61632,238497,132623,215496,166712,134163,145627,Feuil1
30741,"Seiches(sepia officinalis,rossia macrosoma)et sepioles(sépiole s);calmars et encornet(ommastrephes spp *",26780,7639,0,72,422,2132,382,177002,3564,554,0,0,2705,316,0,0,242,1000,298,Feuil1
30743,"Mollusques; Les poivrons et les calmars, qu'ils soient en coque ou non,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1064945,Feuil1
30749,Autres seiches*,71788,109710,189481,352266,621631,1270972,493329,998574,1628127,5544167,1118855,1492002,1212582,2426354,2245167,1983753,3567006,1990067,1042319,Feuil1
30751,"Vivants frais ou réfrigérés,poulpes ou pieuvres*",8600,13300,4496,68,4028,12069,8211,33865,36332,75396,26004,172142,61206,33191,5594,50910,5649,178785,18443,Feuil1
30752,"Mollusques; Pieuvre , Congelé",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,428341,Feuil1
30759,Autres poulpes ou pieuvre (octopus spp),9000,35053,190007,93230,104948,136788,24145,44962,224450,317603,471973,420137,930622,963471,198816,108294,420931,326035,581009,Feuil1
30760,"Escargots ,autres que de mer *",5351,64723,0,0,5085,17926,4648,35964,198144,59580,374029,463937,712916,239365,40168,0,0,0,0,Feuil1
30779,"Autres Clams, coques et arches",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28227,68520,0,Feuil1
30791,"Autres,y compris les farines,poudres et agglomérés sous forme de pellets d' invertébrés aquatiques autres que les crustacés,propres a l'alimentations",0,1483,0,36014,0,2383,0,0,16472,21464,0,17731,0,0,0,98377,3233,16609,0,Feuil1
30792,"Mollusques en coque ou non, comprend les farines, les repas et les pastilles de mollusques",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,259402,Feuil1
30799,Autres coquillages destines a la reproduction*,82384,72701,42427,493594,33505,9972,249930,453958,42549,125810,98323,130792,90966,54897,164310,275534,156580,192851,84416,Feuil1
30822,"Invertébrés aquatiques; oursins (Strongylocentrotus spp., Paracentrotus lividus, Loxechinus albus, Echinus esculentus), congelés",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4225,Feuil1
30890,Autres oursins,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5131,5108,5140,0,Feuil1
40110,"Lait et crème de lait ,non concentres ni additionnes de sucre ou d'autres édulcorant*",0,5482,17514,0,101002,267,0,0,0,0,4857,75,663497,3937422,0,0,316,0,0,Feuil1
40120,Lait d'une teneur en poids de matières grasses excédant 1% mais pas 6%*,0,0,0,6479268,9318580,10786749,0,0,3324080,7599827,18113,44828,1519912,958196,4762083,8957,0,0,0,Feuil1
40130,Lait d'une teneur en poids matière grasse excédant 6%*,550,0,0,0,0,3150,0,0,16069,27342,30138,3848,25198,0,0,0,0,0,0,Feuil1
40150,"Lait et créme de lait ,non concentrés ni additionnés de sucre ou d'autres édulcorants d'une teneur en poids de matiéres grasses exédant 10 %",0,0,0,0,0,0,0,0,0,0,0,0,0,41725,126601,150780,152577,151075,244658,Feuil1
40210,"Lait et crème,concentres ou additionnes de sucre ou d'autres édulcorant*",7217586,8985638,4004854,3663093,5671896,6803417,5539737,3475431,7720068,20743440,13908986,16827477,19331102,23491160,25707370,27718338,19056825,9211898,13890527,Feuil1
40221,"Lait en poudre,en granules ou sous d'autres formes solides d'une teneur en poids de matières grasses excédant 1.5% *",2244483,3006930,3570088,3375723,4537009,7747605,8366448,6652150,8999667,7094664,4341799,5166765,4883881,6023451,8186083,8575332,2572658,4639607,9596011,Feuil1
40229,"Autres lait et crème de lait,concentres ou additionnes de sucre ou d'autres édulcorants en poudre,en granules ou sous d'autre formes solides d'une te",0,600663,1798696,981631,1049170,1105203,578555,0,0,0,0,0,1161256,148529,2802,723956,1104310,97054,1107097,Feuil1
40291,"Autres lait et crème de lait ,concentres ou additionnes de sucre ou d'autres édulcorant sans addition de sucre ou d'autres édulcorant *",175319,159443,553758,579310,115794,376212,272510,218822,242636,261370,201510,252934,2933886,227653,731877,648548,142274,259606,190788,Feuil1
40299,"Autres lait et crème de lait,concentres ou additionnes de sucre ou d'autres édulcorant d'une teneur en poids de matière grasse n'excédant pas 9.5%",3877827,4349247,4360910,4795358,4749661,5986721,4855536,6003456,2691646,4817360,5499030,4778996,5455251,6430225,6442956,8201636,3808840,4729358,5787372,Feuil1
40310,"Babeurre,lait et crème cailles,yoghourt,kephir et autres laits et crèmes fermentes ou acidifies,même concentres ou additionnes de sucre ou d'autres",634,0,20000,0,0,0,1166,0,5712,6660,6212,3701,2234,27939,58072,30476,0,0,0,Feuil1
40390,"Babeurre lait et crème caille,yoghourt,kephir.autres",37,0,8100,0,0,0,0,0,0,818,0,3186,192898,121,0,0,0,0,1382,Feuil1
40410,"Lactosérum,même concentre ou additionne de sucre ou d'autres édulcorants;produits consistant en composant naturels du lait,même additionnes de sucre o",711631,974808,1078430,1505275,1761666,1960512,2338595,3212882,5253379,6009766,6509967,5986046,4974722,6133736,7985355,7321146,6849059,4166809,9419837,Feuil1
40490,"Autres lactosérum,même concentre ou additionne de sucre ou d'autres édulcorants;produits consistant en composants naturels du lait,même additionnes de",252692,319951,559259,28290,203577,889496,846473,1554639,4123507,2990413,210574,3027586,5932443,8473184,9135702,11652339,4968361,9190021,12048781,Feuil1
40510,"Beurre et autres matières grasses provenant du lait,pâtes a tartiner laitières*",1170512,1246359,1570152,1898818,2541943,4627983,4682814,648184,1061315,5563177,3825136,400444,2172200,5094666,181103,195118,22462,19705,13160902,Feuil1
40520,Beurre et autres matières grasses provenant du lait;pâtes a tartiner laitières*,0,0,0,0,0,0,0,0,0,0,0,0,18071,11996,0,0,0,0,0,Feuil1
40590,"Autres beurre et matières grasses provenant du lait,pâtes a tartiner laitières*",1061431,984125,945128,892151,1473115,552258,424890,10191,132399,0,1143434,825548,318477,1308380,568372,0,0,416432,3418911,Feuil1
40610,"Fromages frais(non affines)y compris le fromage de lactosérum,et caillebotte*",0,0,1033,1083,0,2786,5837,102,2658,0,2162,0,26775,92204,211791,356955,409847,428665,537840,Feuil1
40620,"Fromages râpé ou en poudre de tous types:fromages râpés ou en poudre ,de tous type*",39369,0,627,0,0,1684,9768,0,5775,8890,15323,24742,32572,46280,98340,200562,142622,388681,518556,Feuil1
40630,"Fromages fondus,autres que râpes ou en poudre *",34926,3169,2465,3856,293546,267805,1431529,1568869,1046697,1184274,9807,110712,97811,191007,71,34641,7254,9786,10576,Feuil1
40640,Fromages a pâté persillée *,0,0,1508,40404,2436,2079,2988,4059,4051,0,4158,3909,20138,47418,132172,166096,151541,254024,258812,Feuil1
40690,Autres fromages et caillebotte*,4452209,7455044,10557495,10486703,10009584,11818222,14693997,12589665,14435151,23235726,8637356,12343129,15085851,19314218,15067197,14918388,12071882,18126877,28977635,Feuil1
40700,"Oeufs d'oiseaux,en coquilles,frais,conserves ou cuits",1540139,1865598,3364719,1633919,2074301,2881141,2851644,2142770,4167726,468685,1318488,7763822,3464336,3669527,0,0,0,0,0,Feuil1
40711,"Oufs d'oiseaux ,en coquilles,frais,conservés ou cuits de volailles de l'espéce gallus domesticus",0,0,0,0,0,0,0,0,0,0,0,0,0,3990355,2439986,5976104,1510358,258958,0,Feuil1
40719,"Autres oufs d'oiseaux ,en coquilles,frais,conservés ou cuits",0,0,0,0,0,0,0,0,0,0,0,0,0,3093820,556890,81749,1658,0,0,Feuil1
40811,"Oeufs d'oiseaux,dépourvus de leurs coquilles et jaunes d'oeufs,frais,sèchés,cuits a l'eaux ou a la vapeur,moules,congelées ou autrement conserves me",6822,6525,5753,0,0,756,2255,4931,6877,35405,4879,53904,117170,1435630,548221,410016,2202405,3477230,2432183,Feuil1
40819,"Autres oeufs d'oiseaux,dépourvus de leurs coquilles,et jaune d'oeufs ,frais,sèchés,cuits a l'eaux ou a la vapeur,moules",8800,5850,8994,7981,13599,15515,27425,2173,8920,3461,13913,0,0,7851,24468,35959,0,0,0,Feuil1
40891,"Autres oeufs d'oiseaux ,dépourvus de leurs coquilles,et jaunes d'oeufs ,frais ,sèchés,cuits a l'eau ou a la vapeur ,moules ,congelées ou autrement cons",319590,782160,1606161,1534077,1419491,1146092,1459290,1140734,1535327,1078553,845000,1012859,1369152,2565884,2967895,2417097,1806921,1922908,449926,Feuil1
40899,"Autres oeufs d'oiseaux ,dépourvus de leurs coquilles et jaunes d'oeufs ,frais,sèchés,cuits a l'eaux ou a la vapeur,moules,congelées ou autrement conser",0,0,0,0,0,0,0,0,0,0,18282,40375,31229,136679,128436,1333945,545137,862074,108215,Feuil1
40900,Miel naturel,63783,9024,80716,89438,141965,133542,184285,279175,597328,696582,1088320,963686,1241036,1924964,2287189,3650178,1495884,1517927,2557560,Feuil1
41000,"Produits comestibles d'origine animale ,non dénommes ni compris ailleurs*",1609,241,2157,1326,0,0,0,0,231,0,0,0,0,15803,0,10728,23847,98487,149188,Feuil1
50100,"Cheveux bruts,même laves ou dégraisses,déchets de cheveux *",0,47448,6806495,12955620,19621262,19983553,25329368,17733556,5109009,7443348,19982973,29638216,8660547,12778864,23594127,13210139,3598969,21279930,29717401,Feuil1
50210,Soies de porcs ou de sanglier;poils de blaireau et autres poils pour la brosserie;déchets de ces soies ou poils *,381886,449759,600054,294372,226600,323233,259897,443619,267022,327872,313885,344595,197964,362799,261860,227921,287924,407759,386414,Feuil1
50290,Autres poils de blaire et autres poils pour la brosserie;déchets de ces poils*,0,0,0,12882,0,8714,0,0,0,7142,0,0,0,0,23972,0,0,0,43393,Feuil1
50400,"Boyaux,vessies et estomacs d'animaux ,entiers ou en morceaux ,autres que ceux de poissons a l'état frais ,réfrigèré ,congelés,sale ou en saumure,sec",22185,0,0,0,0,0,30462,118214,70400,59246,56233,144331,56683,109286,93916,494245,1319290,632416,710530,Feuil1
50510,"Peaux et autres parties d'oiseaux revêtues de leurs plumes ou de leurs duvets,plumes et parties de plumes (même rognées),duvets,bruts:palmes des espèce",217,0,0,14844,13069,8692,8155,9051,3361,1203,15484,0,132793,80198,407034,383696,122462,476818,779228,Feuil1
50590,"Autres peaux at autres parties d'oiseaux revêtues de leurs plumes ou de leurs duvets ,plumes et parties de plumes (même rognées)duvets,bruts ou simple",10774,4598,13378,18398,30954,22798,9760,21482,5379,8347,25091,17446,21638,26714,18811,81153,2923,0,4442,Feuil1
50790,"Autres ivoires,écailles de tortue,fanons (y compris les barbres )de baleine ou d'autres mammifères marins ;cornes;bois;sabots;ongles;griffes et becs",0,0,0,0,16014,0,0,0,0,76,351,0,0,0,0,0,0,0,0,Feuil1
50800,"Corail et matières similaires,bruts ou simplement préparés,mais non autrement travailles ;coquilles et carapaces de mollusques,",11762,1136,0,38442,0,7404,19309,1296,0,11212,0,260,0,0,0,13189,1800,0,205,Feuil1
50900,Eponges naturelles d'origine animale *,110313,1645,174619,13382,118,930,23961,53192,0,0,0,0,0,0,0,0,0,0,0,Feuil1
51000,"Ambre gris,castor,civettes et musc;cartharides;bile;même séchée;glande et autres substances d'origine animale utilisées pour la préparation de produit",2226,1035,0,0,0,0,205,0,0,0,0,0,0,0,0,0,0,0,0,Feuil1
51110,Sperme de taureaux*,698169,368913,520526,725126,259641,1163483,470081,1090558,728811,721668,1036736,729534,718128,1071559,393460,679666,906241,1312032,791531,Feuil1
51191,"Autres produits d'origine animale,non dénommes ni compris ailleurs;animaux morts des chapitres 1 ou 3 ,impropres a l'alimentation humaine*",0,0,33,0,0,0,0,0,4803,0,0,6796,0,3576,0,1150,0,0,145546,Feuil1
51199,"Autres produits de poissons ou de crustacés,mollusques ou autres invertébrés aquatiques ;animaux morts du chapitre3*",0,0,13745,4904,18462,88147,176632,97026,170300,282337,167177,234448,40768,106274,295748,413386,246113,143236,87362,Feuil1
60110,"Eaux,y compris les eaux minérales naturelles ou artificielles et les eaux gazeuses,non additionnées de sucre ou d'autre édulcorants ni aromatisées;gl",221464,271778,96111,101672,135984,164617,110307,149960,230421,281719,263310,460427,328242,648987,446265,627392,450864,384598,335465,Feuil1
60120,Bulbes;oignons;tubercules;racines tubéreuses;griffes et rhizomes;en végétation ou en fleur ;plantes et racines de chicorée*,20076,101747,203791,153165,247111,103550,90967,116183,146645,217868,283154,492030,264888,250238,240159,118517,103187,115245,105774,Feuil1
60210,Autres plantes vivantes (y compris leurs racines boutures et greffons,402599,628060,167455,439917,256326,61163,307302,22941,414762,52673,87821,24504,24830,67268,212975,188204,189839,6403,212014,Feuil1
60220,"Autres plantes vivantes (y compris leurs racines )boutures et greffons;blanc de champignons:arbres;arbustes,arbrisseaux et buissons;a fruits comestibles",1357146,1449895,1242556,920028,947635,2033657,1477852,1117360,962797,1382491,1347502,2820658,3023360,4642595,4504726,6665295,5752384,6523656,5155550,Feuil1
60230,"Autres plantes vivantes (y compris leurs racines )boutures et greffons;blanc de champignons:rhododendrons et azalées,greffes ou non*",0,0,0,0,0,0,0,0,939,1571,0,0,0,0,0,0,0,0,0,Feuil1
60240,"Autres plantes vivantes(y compris leurs racines)boutures et greffons;blanc de champignons:rosiers,greffes ou non*",18302,10278,146378,133642,134830,56642,9426,25560,16754,31664,45927,28496,3658,0,130855,18414,0,2650,146196,Feuil1
60290,Autres plantes vivantes(y compris leurs racines)boutures et greffons;blanc de champignons :autres*,3260280,3340828,2141650,2038289,3348639,4376275,3654575,5368970,6097166,6266992,7443236,10243700,6964425,7826330,6971230,8674086,7576758,9315001,11322803,Feuil1
60310,"Fleurs et boutons de fleurs,coupes,pour bouquets ou pour ornements,frais,sèchés,blanchis,teints,imprègnes ou autrement prépares*",6075,1350,300,2101,1371,0,1368,11156,1000,0,0,0,0,0,0,0,0,0,0,Feuil1
60311,Roses,0,0,0,0,0,0,0,0,0,0,25527,70518,0,3212,18213,11281,14313,33647,47903,Feuil1
60312,Fleurs d'oeillets fraiches *,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2437,Feuil1
60319,"Fleurs et boutons de fleurs, frais, coupés, pour bouquets ou pour ornements (à l''excl. des roses, des oeillets, des orchidées et des chrysanthèmes)",0,0,0,0,0,0,0,0,0,18124,89567,43551,16506,101430,56534,25477,12365,1987,33819,Feuil1
60390,"Fleurs et boutons de fleurs,coupes ,pour bouquets ou pour ornement,frais,sèchés,blanchis,teints,imprègnes ou autrement prépares:autres *",90628,202052,197822,230317,272410,181801,146019,207566,98188,20799,9079,38874,191,4463,491,582,7561,2586,551,Feuil1
60410,"Feuillage,feuilles,rameaux et autres parties de plantes,sans fleurs ni boutons de fleurs,et herbes,mousses et lichens,pour bouquets ou pour ornement,f",338,2010,0,1638,0,28,80014,33850,14063,0,376,7903,0,0,0,0,0,0,0,Feuil1
60490,"Autres feuillages,feuilles;rameaux et utres parties de plantes,sans fleurs ni boutons de fleurs et herbes,mousses et lichens,pour bouquets ou pour ornements,frais,séchés,blanchis,tients;imprégnés ou autrement préparés",0,0,0,0,0,0,0,0,0,0,0,0,0,45402,27414,44542,35755,33942,65259,Feuil1
