nbr_adi,mt_investissement_declaree,gouvernorat,delegation,secteur_activite,feuille
1,239500.0,سوسة,كندار,الخدمات,SQL Results
1,68634.0,سيدي بوزيد,السعيدة,الخدمات,SQL Results
1,330000.0,زغوان,الناظور,الخدمات,SQL Results
2,1770087.0,زغوان,الزريبة,التحويل الأولي,SQL Results
2,700000.0,زغوان,بئر مشارقة,التحويل الأولي,SQL Results
1,28931.0,مدنين,بن قردان,الصيد البحري,SQL Results
1,360000.0,بن عروس,حمام الأنف,الخدمات,SQL Results
1,1045000.0,سوسة,سيدي الهاني,التحويل الأولي,SQL Results
1,,المنستير,قصيبة المديوني,التحويل الأولي,SQL Results
77,24941400.0,بن عروس,مرناق,الفلاحي,SQL Results
80,10321093.0,سيدي بوزيد,بئر الحفي,الفلاحي,SQL Results
50,30499225.0,صفاقس,عقارب,الفلاحي,SQL Results
3,127032.0,بنزرت,راس الجبل,الخدمات,SQL Results
36,5309914.0,بنزرت,ماطر,الفلاحي,SQL Results
24,2215907.0,القيروان,السبيخة,الفلاحي,SQL Results
8,7342260.0,باجة,باجة الشما لية,الخدمات,SQL Results
102,9938749.0,القصرين,القصرين الجنوبية,الفلاحي,SQL Results
11,1026969.0,باجة,عمدون,الخدمات,SQL Results
53,17268707.0,زغوان,زغوان,الفلاحي,SQL Results
15,1117200.0,تطاوين,غمراسن,الفلاحي,SQL Results
27,2473671.0,القيروان,حاجب العيون,الفلاحي,SQL Results
34,4644868.0,قفصة,بلخير,الفلاحي,SQL Results
1,110000.0,زغوان,الزريبة,الخدمات,SQL Results
3,815397.0,الكاف,ساقية سيدي يوسف,الخدمات,SQL Results
16,3972629.0,نابل,منزل بوزلفة,الفلاحي,SQL Results
1,106669.0,سيدي بوزيد,المكناسي,التحويل الأولي,SQL Results
6,3168620.0,القصرين,سبيبة,التحويل الأولي,SQL Results
6,600000.0,المنستير,بني حسان,الفلاحي,SQL Results
6,452556.0,سيدي بوزيد,سبا لة أولاد عسكر,الخدمات,SQL Results
32,3583058.0,الكاف,تاجروين,الفلاحي,SQL Results
3,1111706.0,القصرين,سبيطلة,التحويل الأولي,SQL Results
25,6346307.0,منــوبة,الجديدة,الفلاحي,SQL Results
17,9655159.0,سوسة,القلعة الكبرى,الفلاحي,SQL Results
2,200000.0,المنستير,قصر هلال,الفلاحي,SQL Results
3,585744.0,جندوبة,طبرقة,الخدمات,SQL Results
7,806155.0,بنزرت,ماطر,الخدمات,SQL Results
4,236286.0,زغوان,الفحص,الخدمات,SQL Results
13,1720420.0,تطاوين,تطاوين الجنوبية,الفلاحي,SQL Results
15,10998503.0,باجة,مجاز الباب,الخدمات,SQL Results
4,412857.0,بنزرت,غار الملح,الخدمات,SQL Results
8,1453800.0,المنستير,طبلبة,الخدمات,SQL Results
4,568000.0,المنستير,جمال,الفلاحي,SQL Results
3,850000.0,أريانة,سيدي ثابت,التحويل الأولي,SQL Results
10,7578000.0,المهدية,السواسي,الفلاحي,SQL Results
3,500161.0,الكاف,الكاف الغربية,الخدمات,SQL Results
14,1018195.0,قفصة,زانوش,الفلاحي,SQL Results
3,516691.0,بنزرت,بنزرت الجنوبية,الخدمات,SQL Results
10,8093805.0,القيروان,سيدي عمر بوحجلة,التحويل الأولي,SQL Results
3,168111.0,مدنين,حومة السوق,الخدمات,SQL Results
3,165188.0,صفاقس,الصخيرة,الخدمات,SQL Results
2,221173.0,توزر,توزر,الخدمات,SQL Results
9,653895.0,القيروان,الشراردة,الخدمات,SQL Results
1,129683.0,بنزرت,الغزالة,التحويل الأولي,SQL Results
5,1082000.0,المهدية,أولاد الشامخ,الفلاحي,SQL Results
2,309167.0,جندوبة,عين دراهم,الخدمات,SQL Results
2,149905.0,توزر,تمغزة,الفلاحي,SQL Results
2,186341.0,صفاقس,المحرس,الخدمات,SQL Results
1,102032.0,القصرين,فريانة,الخدمات,SQL Results
4,15008134.0,سليانة,قعفور,الخدمات,SQL Results
3,234926.0,صفاقس,صفاقس الغربية,الخدمات,SQL Results
1,228725.0,أريانة,رواد,الخدمات,SQL Results
1,258452.0,القيروان,القيروان الجنوبية,التحويل الأولي,SQL Results
1,110110.0,نابل,قليبية,تربية الأحياء المائية,SQL Results
4,314625.0,سليانة,الكريب,الخدمات,SQL Results
2,1445000.0,المهدية,الشابة,التحويل الأولي,SQL Results
1,81780.0,قفصة,أم  العرائس,الخدمات,SQL Results
1,143000.0,تــونس,سيدي حسين,الفلاحي,SQL Results
1,87000.0,المنستير,جمال,التحويل الأولي,SQL Results
1,1026000.0,بن عروس,بن عروس,الفلاحي,SQL Results
1,73100.0,الكاف,السرس,الخدمات,SQL Results
3,700408.0,الكاف,الكاف الشرقية,الخدمات,SQL Results
1,900000.0,صفاقس,بئر علي بن خليفة,التحويل الأولي,SQL Results
1,110158.0,صفاقس,قرقنة,تربية الأحياء المائية,SQL Results
1,3127000.0,نابل,منزل بوزلفة,التحويل الأولي,SQL Results
1,1500000.0,قابس,المطوية,التحويل الأولي,SQL Results
1,85450.0,سليانة,كسرى,الخدمات,SQL Results
46,5047375.0,قفصة,سيدي عيش,الفلاحي,SQL Results
5,504695.0,قبلي,سوق الأحد,الخدمات,SQL Results
58,6206903.0,سيدي بوزيد,سيدي بوزيد الشرقية,الفلاحي,SQL Results
77,8345825.0,القصرين,فريانة,الفلاحي,SQL Results
1,74910.0,سوسة,هرقلة,الخدمات,SQL Results
16,4103265.0,سليانة,قعفور,الفلاحي,SQL Results
60,12916611.0,القيروان,القيروان الجنوبية,الفلاحي,SQL Results
9,5291929.0,قبلي,قبلي الجنوبية,الخدمات,SQL Results
24,5153715.0,نابل,تاكلسة,الفلاحي,SQL Results
50,7669772.0,بنزرت,أوتيك,الفلاحي,SQL Results
49,6293765.0,زغوان,الفحص,الفلاحي,SQL Results
16,9062263.0,سليانة,سيدي بورويس,الفلاحي,SQL Results
2,136888.0,سوسة,حمام سوسة,الخدمات,SQL Results
44,3480648.0,جندوبة,جندوبة,الفلاحي,SQL Results
44,13612523.0,جندوبة,بوسا لم,الفلاحي,SQL Results
20,2016584.0,القيروان,الشراردة,الفلاحي,SQL Results
3,196929.0,أريانة,قلعة الأندلس,الصيد البحري,SQL Results
21,1541634.0,مدنين,بني خداش,الفلاحي,SQL Results
12,998000.0,المهدية,شربان,الفلاحي,SQL Results
20,4373469.0,القيروان,القيروان الشما لية,الفلاحي,SQL Results
33,4052399.0,سليانة,سليانة الشما لية,الفلاحي,SQL Results
6,822524.0,مدنين,حومة السوق,الفلاحي,SQL Results
7,1503623.0,بنزرت,راس الجبل,الفلاحي,SQL Results
2,286000.0,المنستير,قصيبة المديوني,الفلاحي,SQL Results
3,392500.0,بنزرت,العا لية,الخدمات,SQL Results
3,484226.0,قبلي,دوز الجنوبية,التحويل الأولي,SQL Results
1,1073000.0,سوسة,هرقلة,التحويل الأولي,SQL Results
50,7034250.0,القصرين,سبيبة,الفلاحي,SQL Results
3,229797.0,مدنين,مدنين الشما لية,الخدمات,SQL Results
7,3819461.0,نابل,منزل تميم,الفلاحي,SQL Results
25,4243096.0,بنزرت,بنزرت الجنوبية,الفلاحي,SQL Results
18,2171700.0,تطاوين,الصمّار,الفلاحي,SQL Results
16,1784358.0,سليانة,برقو,الفلاحي,SQL Results
1,74084.0,أريانة,سكرة,الخدمات,SQL Results
3,368979.0,نابل,حمام الغزاز,الفلاحي,SQL Results
4,348542.0,أريانة,قلعة الأندلس,الخدمات,SQL Results
1,158000.0,مدنين,بني خداش,تربية الأحياء المائية,SQL Results
10,2338081.0,توزر,دقاش,الفلاحي,SQL Results
6,610437.0,سيدي بوزيد,سوق الجديد,الخدمات,SQL Results
4,259731.0,سوسة,سيدي بوعلي,الفلاحي,SQL Results
10,5807189.0,زغوان,الناظور,الفلاحي,SQL Results
15,1017853.0,جندوبة,فرنانة,الفلاحي,SQL Results
8,799058.0,تــونس,حلق الوادي,الخدمات,SQL Results
6,4092704.0,بن عروس,بومهل البساتين,الفلاحي,SQL Results
3,351000.0,سوسة,مساكن,الفلاحي,SQL Results
1,1050000.0,سوسة,النفيضة,التحويل الأولي,SQL Results
1,6500.0,توزر,دقاش,الخدمات,SQL Results
1,150000.0,زغوان,زغوان,الخدمات,SQL Results
4,214951.0,قبلي,دوز الشما لية,التحويل الأولي,SQL Results
3,156766.0,تــونس,تونس باب البحر,الخدمات,SQL Results
4,493052.0,قفصة,سيدي عيش,الخدمات,SQL Results
1,2587874.0,باجة,تستور,التحويل الأولي,SQL Results
1,3162500.0,سوسة,سيدي الهاني,تربية الأحياء المائية,SQL Results
2,105000.0,أريانة,أريانة المدينة,الخدمات,SQL Results
6,2313300.0,المهدية,المهدية,تربية الأحياء المائية,SQL Results
1,80000.0,بنزرت,سجنان,الخدمات,SQL Results
1,1226000.0,منــوبة,الجديدة,التحويل الأولي,SQL Results
5,165495.0,قبلي,دوز الشما لية,الفلاحي,SQL Results
5,688000.0,المنستير,المنستير,الصيد البحري,SQL Results
3,325300.0,قبلي,دوز الجنوبية,الخدمات,SQL Results
1,12000.0,القصرين,حيدرة,الخدمات,SQL Results
3,637480.0,الكاف,الدهماني,الخدمات,SQL Results
2,653529.0,القصرين,فوسانة,التحويل الأولي,SQL Results
5,259374.0,القيروان,عين جلولة,الفلاحي,SQL Results
2,812900.0,القيروان,سيدي علي نصرالله,التحويل الأولي,SQL Results
3,457807.0,سوسة,مساكن,الخدمات,SQL Results
1,404000.0,توزر,تمغزة,التحويل الأولي,SQL Results
6,544970.0,صفاقس,صفاقس المدينة,الخدمات,SQL Results
2,507000.0,المهدية,الشابة,الفلاحي,SQL Results
1,265000.0,المهدية,هبيرة,التحويل الأولي,SQL Results
1,,مدنين,جرجيس,تربية الأحياء المائية,SQL Results
