type_de_cereale,janvier,fevrier,mars,avril,mai,juin,juillet,aout,septembre,octobre,novembre,decembre,feuille
ble-dur-import,694.0459297890354,700.4670709563287,722.2617405077688,770.8164404177666,793.4376956574088,790.8767745691026,814.717614932955,812.7359488243852,837.7652542476025,860.5648177457218,767.5652003360206,707.46,2018
ble-tendre-import,503.0049418487751,500.9650991474666,480.7917930298753,534.6569473600391,597.0209188198567,616.5784577881828,608.219431023714,599.7264607268236,617.6710257860801,699.5310490479476,686.7307412745505,696.0323586222082,2018
orge-import,501.99204933759705,506.7234523907403,508.286161212216,573.266037465393,642.2269517416988,618.6191477454546,602.3091318181819,602.4531257296272,600.6805289136719,744.0536813200644,751.9658068910912,813.8871969726342,2018
