date,nom_ar,nom_fr,unite,valeur
2025-12-19 06:00:00,Contenu volumétrique d'eau,Contenu volumétrique d'eau,%,5.4
2025-12-19 06:00:00,L'humidité du sol,L'humidité du sol,mV,522.0
2025-12-19 06:00:00,Température,Température,°C,14.0
2025-12-19 05:00:00,Contenu volumétrique d'eau,Contenu volumétrique d'eau,%,5.4
2025-12-19 05:00:00,Température,Température,°C,14.0
2025-12-19 05:00:00,L'humidité du sol,L'humidité du sol,mV,521.9
2025-12-19 04:00:00,Contenu volumétrique d'eau,Contenu volumétrique d'eau,%,5.4
2025-12-19 04:00:00,Température,Température,°C,14.0
2025-12-19 04:00:00,L'humidité du sol,L'humidité du sol,mV,522.0
2025-12-19 02:00:00,Contenu volumétrique d'eau,Contenu volumétrique d'eau,%,5.4
2025-12-19 02:00:00,L'humidité du sol,L'humidité du sol,mV,522.0
2025-12-19 02:00:00,Température,Température,°C,14.1
2025-12-19 00:00:00,L'humidité du sol,L'humidité du sol,mV,522.2
2025-12-19 00:00:00,Contenu volumétrique d'eau,Contenu volumétrique d'eau,%,5.4
2025-12-19 00:00:00,Température,Température,°C,14.1
