annee,fond,montant_de_linvestissement_mille_dinars,col_inconnue,fonds_ouverts_alloues_aux_subventions_mille_dinars,fonds_approuves_alloues_aux_subventionsmille_dinars,fonds_approuves_alloues_aux_credits_mille_dinars,feuille
2024,الصندوق الخاص للتنمية الفلاحية والصيد البحري,2696.0,100,0.0,1223.0,0.0,Feuil1
2024,صندوق النهوض بقطاع الزياتين,0.0,0,0.0,0.0,0.0,Feuil1
2024,صندوق تنمية القدرة التنافسية,0.0,0,0.0,0.0,0.0,Feuil1
2024,عمليات ممولة عن طريق البنك التونسي للتضامن,0.0,0,0.0,0.0,0.0,Feuil1
2024,المجموع,2696.0,100,0.0,1223.0,0.0,Feuil1
