date,gouvernorat,production_tonne,feuille
2019,تونس,27.0,evolution-de-la-production-du-p
2019,أريانة,2566.0,evolution-de-la-production-du-p
2019,منوبة,11876.0,evolution-de-la-production-du-p
2019,بن عروس,2560.0,evolution-de-la-production-du-p
2019,نابل,3500.0,evolution-de-la-production-du-p
2019,بنزرت,5916.0,evolution-de-la-production-du-p
2019,باجة,2200.0,evolution-de-la-production-du-p
2019,جندوبة,1486.0,evolution-de-la-production-du-p
2019,الكاف,868.0,evolution-de-la-production-du-p
2019,سليانة,12375.0,evolution-de-la-production-du-p
2019,زغوان,1450.0,evolution-de-la-production-du-p
2019,سوسة,269.0,evolution-de-la-production-du-p
2019,المنستير,193.0,evolution-de-la-production-du-p
2019,المهدية,234.0,evolution-de-la-production-du-p
2019,صفاقس,627.0,evolution-de-la-production-du-p
2019,القيروان,5700.0,evolution-de-la-production-du-p
2019,القصرين,60000.0,evolution-de-la-production-du-p
2019,سيدي بوزيد,1443.0,evolution-de-la-production-du-p
2019,قفصة,536.0,evolution-de-la-production-du-p
2019,توزر,196.0,evolution-de-la-production-du-p
2019,قبلي,5.0,evolution-de-la-production-du-p
2019,قابس,1800.0,evolution-de-la-production-du-p
2019,مدنين,330.0,evolution-de-la-production-du-p
2019,تطاوين,40.0,evolution-de-la-production-du-p
2018,تونس,23.75,evolution-de-la-production-du-p
2018,أريانة,2269.0,evolution-de-la-production-du-p
2018,منوبة,9501.0,evolution-de-la-production-du-p
2018,بن عروس,2560.0,evolution-de-la-production-du-p
2018,نابل,2766.0,evolution-de-la-production-du-p
2018,بنزرت,0.0,evolution-de-la-production-du-p
2018,باجة,1070.0,evolution-de-la-production-du-p
2018,جندوبة,1442.7,evolution-de-la-production-du-p
2018,الكاف,1240.0,evolution-de-la-production-du-p
2018,سليانة,30150.0,evolution-de-la-production-du-p
2018,زغوان,1410.0,evolution-de-la-production-du-p
2018,سوسة,435.0,evolution-de-la-production-du-p
2018,المنستير,177.89999999999998,evolution-de-la-production-du-p
2018,المهدية,189.0,evolution-de-la-production-du-p
2018,صفاقس,462.0,evolution-de-la-production-du-p
2018,القيروان,5133.0,evolution-de-la-production-du-p
2018,القصرين,70000.0,evolution-de-la-production-du-p
2018,سيدي بوزيد,984.0,evolution-de-la-production-du-p
2018,قفصة,0.0,evolution-de-la-production-du-p
2018,توزر,204.0,evolution-de-la-production-du-p
2018,قبلي,5.0,evolution-de-la-production-du-p
2018,قابس,1500.0,evolution-de-la-production-du-p
2018,مدنين,385.0,evolution-de-la-production-du-p
2018,تطاوين,30.0,evolution-de-la-production-du-p
2017,تونس,24.7,evolution-de-la-production-du-p
2017,أريانة,2087.0,evolution-de-la-production-du-p
2017,منوبة,8000.0,evolution-de-la-production-du-p
2017,بن عروس,3472.0,evolution-de-la-production-du-p
2017,نابل,2166.2799999999997,evolution-de-la-production-du-p
2017,بنزرت,6930.0,evolution-de-la-production-du-p
2017,باجة,1100.0,evolution-de-la-production-du-p
2017,جندوبة,1508.0,evolution-de-la-production-du-p
2017,الكاف,976.0,evolution-de-la-production-du-p
2017,سليانة,25500.0,evolution-de-la-production-du-p
2017,زغوان,1610.0,evolution-de-la-production-du-p
2017,سوسة,392.0,evolution-de-la-production-du-p
2017,المنستير,208.0,evolution-de-la-production-du-p
2017,المهدية,160.0,evolution-de-la-production-du-p
2017,صفاقس,533.25,evolution-de-la-production-du-p
2017,القيروان,4820.0,evolution-de-la-production-du-p
2017,القصرين,35000.0,evolution-de-la-production-du-p
2017,سيدي بوزيد,970.0,evolution-de-la-production-du-p
2017,قفصة,610.0,evolution-de-la-production-du-p
2017,توزر,205.0,evolution-de-la-production-du-p
2017,قبلي,10.0,evolution-de-la-production-du-p
2017,قابس,1650.0,evolution-de-la-production-du-p
2017,مدنين,374.0,evolution-de-la-production-du-p
2017,تطاوين,30.0,evolution-de-la-production-du-p
2016,تونس,23.0,evolution-de-la-production-du-p
2016,أريانة,1676.0,evolution-de-la-production-du-p
2016,منوبة,8062.0,evolution-de-la-production-du-p
2016,بن عروس,2880.0,evolution-de-la-production-du-p
2016,نابل,2944.0,evolution-de-la-production-du-p
2016,بنزرت,5389.0,evolution-de-la-production-du-p
2016,باجة,1850.0,evolution-de-la-production-du-p
2016,جندوبة,1730.0,evolution-de-la-production-du-p
2016,الكاف,1800.0,evolution-de-la-production-du-p
2016,سليانة,28950.0,evolution-de-la-production-du-p
2016,زغوان,1353.0,evolution-de-la-production-du-p
2016,سوسة,357.0,evolution-de-la-production-du-p
2016,المنستير,135.0,evolution-de-la-production-du-p
2016,المهدية,56.4,evolution-de-la-production-du-p
2016,صفاقس,450.0,evolution-de-la-production-du-p
2016,القيروان,4350.0,evolution-de-la-production-du-p
2016,القصرين,60000.0,evolution-de-la-production-du-p
2016,سيدي بوزيد,622.0,evolution-de-la-production-du-p
2016,قفصة,610.0,evolution-de-la-production-du-p
2016,توزر,115.0,evolution-de-la-production-du-p
2016,قبلي,10.0,evolution-de-la-production-du-p
2016,قابس,2000.0,evolution-de-la-production-du-p
2016,مدنين,319.0,evolution-de-la-production-du-p
2016,تطاوين,30.0,evolution-de-la-production-du-p
2015,تونس,24.7,evolution-de-la-production-du-p
2015,أريانة,1642.0,evolution-de-la-production-du-p
2015,منوبة,7500.0,evolution-de-la-production-du-p
2015,بن عروس,5500.0,evolution-de-la-production-du-p
2015,نابل,2019.0,evolution-de-la-production-du-p
2015,بنزرت,5550.0,evolution-de-la-production-du-p
2015,باجة,1000.0,evolution-de-la-production-du-p
2015,جندوبة,1800.0,evolution-de-la-production-du-p
2015,الكاف,1740.0,evolution-de-la-production-du-p
2015,سليانة,26400.0,evolution-de-la-production-du-p
2015,زغوان,1421.0,evolution-de-la-production-du-p
2015,سوسة,393.75,evolution-de-la-production-du-p
2015,المنستير,191.0,evolution-de-la-production-du-p
2015,المهدية,177.0,evolution-de-la-production-du-p
2015,صفاقس,1062.5,evolution-de-la-production-du-p
2015,القيروان,4220.0,evolution-de-la-production-du-p
2015,القصرين,25000.0,evolution-de-la-production-du-p
2015,سيدي بوزيد,686.0,evolution-de-la-production-du-p
2015,قفصة,915.0,evolution-de-la-production-du-p
2015,توزر,192.0,evolution-de-la-production-du-p
2015,قبلي,10.0,evolution-de-la-production-du-p
2015,قابس,2250.0,evolution-de-la-production-du-p
2015,مدنين,365.0,evolution-de-la-production-du-p
2015,تطاوين,50.0,evolution-de-la-production-du-p
2014,تونس,30.0,evolution-de-la-production-du-p
2014,أريانة,1894.0,evolution-de-la-production-du-p
2014,منوبة,9500.0,evolution-de-la-production-du-p
2014,بن عروس,3600.0,evolution-de-la-production-du-p
2014,نابل,956.0,evolution-de-la-production-du-p
2014,بنزرت,5875.0,evolution-de-la-production-du-p
2014,باجة,1660.0,evolution-de-la-production-du-p
2014,جندوبة,1870.0,evolution-de-la-production-du-p
2014,الكاف,2820.0,evolution-de-la-production-du-p
2014,سليانة,26400.0,evolution-de-la-production-du-p
2014,زغوان,1330.0,evolution-de-la-production-du-p
2014,سوسة,490.0,evolution-de-la-production-du-p
2014,المنستير,270.0,evolution-de-la-production-du-p
2014,المهدية,132.0,evolution-de-la-production-du-p
2014,صفاقس,560.0,evolution-de-la-production-du-p
2014,القيروان,4750.0,evolution-de-la-production-du-p
2014,القصرين,55000.0,evolution-de-la-production-du-p
2014,سيدي بوزيد,496.0,evolution-de-la-production-du-p
2014,قفصة,870.0,evolution-de-la-production-du-p
2014,توزر,120.0,evolution-de-la-production-du-p
2014,قبلي,20.0,evolution-de-la-production-du-p
2014,قابس,2500.0,evolution-de-la-production-du-p
2014,مدنين,320.0,evolution-de-la-production-du-p
2014,تطاوين,10.0,evolution-de-la-production-du-p
2013,تونس,30.0,evolution-de-la-production-du-p
2013,أريانة,4451.0,evolution-de-la-production-du-p
2013,منوبة,8500.0,evolution-de-la-production-du-p
