id,saep,gouvernorat,delegation,ouvrage,x,y
392,ENNADHOUR II,KASSERINE,MAJEL BEL ABBAS,RST-150,469715.8,3848929.1
393,ENAJAH,KASSERINE,MAJEL BEL ABBAS,RST-50,443404.8,3849497.1
394,OKLAT D.AHMED,KASSERINE,MAJEL BEL ABBAS,RST-25,436181.1,3847481.7
395,EL KARACHOUN,KASSERINE,MAJEL BEL ABBAS,25 reservoir semi-enterré,460902.9,3848485.5
396,GOOR LADEEM,KASSERINE,MAJEL BEL ABBAS,reservoir au sol 100 m3,449450.3,3849095.9
397,AL ATEK,KASSERINE,MAJEL BEL ABBAS,RST-50,473085.7,3843662.3
398,FAKAT AL KHADEM A. MANSOUR,KASSERINE,MAJEL BEL ABBAS,RST-150,460573.8,3846424.3
399,HENCHIR LOZA,KASSERINE,MAJEL BEL ABBAS,RSE R2,458305.9,3844804.1
400,ENNASSREYA,KASSERINE,MAJEL BEL ABBAS,RSur Tour,460650.9,3845181.9
401,ENNADHOUR 1,KASSERINE,MAJEL BEL ABBAS,reservoir,470419.8,3845932.7
402,ESSMAELYA,KASSERINE,MAJEL BEL ABBAS,reservoir sur tour 25 m3,464335.4,3844069.1
403,AL AFRACH,KASSERINE,MAJEL BEL ABBAS,RST-50,449745.4,3842806.4
404,GREYEREYA,KASSERINE,MAJEL BEL ABBAS,RST 150 m3,455426.6,3841878.9
405,FEIDH EL AMAL,KASSERINE,MAJEL BEL ABBAS,RST 25 m3,470254.0,3842772.8
406,EL AKROUT,KASSERINE,MAJEL BEL ABBAS,Réservoir,461300.0,3838459.0
407,CHTETHEYA,KASSERINE,MAJEL BEL ABBAS,RST 100m3,466243.0,3837541.4
408,EL HERYA,KASSERINE,MAJEL BEL ABBAS,RST 100 m3,457007.8,3839287.5
409,AKROUT,KASSERINE,MAJEL BEL ABBAS,RST 100 m3,461300.0,3838459.0
410,EL HARACHNA JDAYET,KASSERINE,MAJEL BEL ABBAS,RST 50 m3,460505.9,3839105.6
411,EL GTAYFIA,KASSERINE,MAJEL BEL ABBAS,RST 50 m3,460463.9,3835723.5
412,Ain El Bidha,LE KEF,,Forage,489199.0,4003166.0
413,Frachiche - Magra- Ezzaria,LE KEF,,Piquage SONEDE,485507.0,4001196.0
414,Ettakadoum,LE KEF,,Piquage SAEP Ain Bidha,495312.0,4005921.0
415,Oued Souani - Ejjadara,LE KEF,,Piquage SAEP Ain Bidha,495312.0,4005921.0
416,Kbouch,LE KEF,,Puits de surface,490170.0,4010096.0
417,Chouabia- Bchairia - Enniima,LE KEF,,Piquage SONEDE,488259.0,4008266.0
418,Bouhraoua,LE KEF,,Piquage SONEDE,455093.0,3962451.0
419,Zgaya - Dhraa Raiini,LE KEF,,Piquage SONEDE,440157.0,3953594.0
420,Ouled Brahim - El Ghraslia,LE KEF,,Piquage SONEDE,444752.0,3965035.0
421,Hmaima 2,LE KEF,,Piquage SAEP (Ouled Brahim),441264.0,3967250.0
422,Essafsaf - Ain Anag- Boumatmour+ extension Mraihia El ouj,LE KEF,,Forage,441968.0,3952018.0
423,El Mhadhbia - Ouled Othman,LE KEF,,Piquage SONEDE,443265.0,3961576.0
424,El Graidia- Traidia,LE KEF,,Forage,446372.0,3959568.0
425,Garit Mehdi - Bir Hmida,LE KEF,,Piquage SONEDE,435231.0,3956888.0
426,Mzita - Msalhia,LE KEF,,Forage,451971.0,3963431.0
427,Essmara - Zghalma,LE KEF,,Piquage SONEDE,455093.0,3962451.0
428,Rebiba,LE KEF,,Source Naturelle,443227.0,3961192.0
429,El Baten,LE KEF,,Puits de surface,490960.0,3978162.0
430,Douar El Haj Abdallah - Hmidet,LE KEF,,Forage,492797.0,3986194.0
431,Chaanba - Ouled Assal,LE KEF,,Forage + piquage sonede,493926.0,3976599.0
432,Sidi Mbarek,LE KEF,,Piquage SONEDE,489818.0,3972471.0
433,Kodiet El Arka,LE KEF,,Forage,473623.0,3982157.0
434,Ouled Saad,LE KEF,,Source Naturelle,481714.0,3966935.0
435,Essouidat,LE KEF,,Piquage Source Naturelle,481714.0,3966935.0
436,Ouled Maarouf - El Aalaoua,LE KEF,,Piquage SONEDE,481714.0,3966935.0
437,Ouled Maach,LE KEF,,Piquage SONEDE,485377.0,3974982.0
438,Kambra,LE KEF,,Piquage SONEDE,476513.0,3992072.0
439,Souari Abida,LE KEF,,Piquage SONEDE,478662.0,3980281.0
440,Mdeina - Ouled Khlef - Chaabnia,LE KEF,,Piquage Source Naturelle,481714.0,3966935.0
441,ouled soltan,LE KEF,,Piquage SAEP Semda,486739.0,3961735.0
442,bouguarech,LE KEF,,Piquage SONEDE,,
443,sidi baraket,LE KEF,,Piquage SONEDE,,
444,elmarja,LE KEF,,Piquage SONEDE,482724.0,3980989.0
445,Thermda,LE KEF,,Forage,482724.0,3980989.0
446,Semda,LE KEF,KSOUR,Forage,493918.0,3968405.0
447,Saadna,LE KEF,KSOUR,Puits de surface,500519.0,3961840.0
448,Ain Fdhil- El Mkadim- Zahouen Esslaimia,LE KEF,KSOUR,Forage,501765.0,3970804.0
449,ellouata,LE KEF,KSOUR,puit de surface + piquage semda,,
450,Ouled Ahmed,LE KEF,KSOUR,Forage,508353.0,3976581.0
451,Kodiet Echair,LE KEF,KSOUR,Forage,501332.0,3957130.0
452,Ejfara- Ouled Bouaziz,LE KEF,KSOUR,Piquage SAEP Koudiet chair,499964.0,3954128.0
453,El Aafssat- El Houilet,LE KEF,KSOUR,Forage,496527.0,3965926.0
454,Ezzaitouna,LE KEF,KSOUR,Puits de surface,498691.0,3963582.0
455,Ain Ksiba,LE KEF,KSOUR,Forage,485822.0,3960338.0
456,Benou- Ouled Belghith- Msatria- Dhouaflia- Ben Nfissa,LE KEF,KSOUR,Forage,493107.0,3965688.0
457,Sbabha- Hmidet- Ghouazi,LE KEF,KSOUR,Forage,482985.0,3961258.0
458,El Kheloua,LE KEF,KSOUR,Forage Mixte,486739.0,3961735.0
459,Ain Gattar- Ouled Salah,LE KEF,KSOUR,Source naturelle,503897.0,3979160.0
461,Lorbus Karia - El Agba,LE KEF,,Piquage SAEP Thermda,482495.0,3989050.0
462,Lorbus Mahatta - Dchaouria - Klaa,LE KEF,,Piquage SONEDE,495885.0,3993478.0
463,El Bkhairia- Sidi Amor,LE KEF,,Piquage SONEDE,502441.0,3996067.0
464,El Maiidher,LE KEF,,Piquage SONEDE,502441.0,3996019.0
465,El Hamri et Gssiaat,LE KEF,,Piquage SONEDE,495885.0,3993478.0
466,Ouled Ali- El Hzaizia,LE KEF,,Puits de surface,506543.0,3992070.0
467,Tricha - Ouled Harbi,LE KEF,,Puits de surface,508194.0,3988939.0
468,El Argoub,LE KEF,,Puits de surface,505240.0,3982871.0
469,Sidi Nacer,LE KEF,,Puits de surface,509829.0,3986554.0
470,Zanfour- Ouled Mbarek- Hmarnia,LE KEF,,Forage,501615.0,3982415.0
471,Khmamsa,LE KEF,,Piquage SAEP Aouaouda,479586.0,3991276.0
472,Aouaoudha,LE KEF,,Piquage SONEDE,479586.0,3991276.0
473,Draghmia- Bir Ennakhla- Sidi M'tir,LE KEF,,Forage,466819.0,3989521.0
474,El Khlij- Sidi Said- Bir Khedher,LE KEF,,Piquage SONEDE,459626.0,3973417.0
475,Sidi Ammar,LE KEF,,Forage mixte (irrigation),462853.0,3974309.0
476,ouled slim,LE KEF,,Piquage SAEP Ennima,,
477,Ennajet,LE KEF,,Piquage SAEPbir ennakhla,467181.0,3995830.0
478,Sidi Abdelbacet- Bouyagoum - Ouled Mannaa,LE KEF,,Forage,460087.0,3987234.0
479,Garn Halfaya- Maouine- El Goussa- Touahria,LE KEF,,Piquage SAEP Sidi Abdelbaset 3,459325.0,3985900.0
480,Jezza- Echammam,LE KEF,,Forage,465846.0,3980420.0
481,Chammem 2,LE KEF,,Piquage SAEP Koudiet Arka,472259.0,3982137.0
482,El Houdh- Essadr- El Mouazna,LE KEF,,Forage,465905.0,3973400.0
483,Essouihine,LE KEF,,Piquage SONEDE,452909.0,3968227.0
484,Borj Eddiwana,LE KEF,,Forage,451799.0,3965570.0
485,Ain Babbouch,LE KEF,,Forage mixte (irrigation),464859.0,3983403.0
486,Fej Mjaled,LE KEF,,Piquage SAEP ain babouche,464859.0,3983403.0
487,Soualmia -Houaymia,LE KEF,,Forage mixte (irrigation),461390.0,3986189.0
488,Ennadhour- Mhafdhia,LE KEF,,Forage SKD 25,463175.0,3954097.0
489,El Hmaizia- Sidi messaoud,LE KEF,,Piquage SONEDE,461627.0,3955285.0
490,El Gdah- Soualhia,LE KEF,,Piquage SONEDE,445756.0,3951676.0
491,El Hmayzia,LE KEF,,Forage,462876.0,3946577.0
492,Forna,LE KEF,,Piquage SONEDE,462885.0,3948656.0
493,Hinchir sarrat,LE KEF,,Piquage SONEDE,,
494,Henchir Jnoun,LE KEF,,Piquage SONEDE,464038.0,3947005.0
495,Jradou- Takrouna,LE KEF,,Forage,449476.0,4012416.0
496,El Gol,LE KEF,,Piquage SAEP Jradou,448511.0,4011986.0
497,Hzim,LE KEF,,Forage,475325.0,4011240.0
498,El Frihi- Etouaymia,LE KEF,,Piquage SONEDE,440874.0,4001670.0
499,Ejjaddara Ouled Abid,LE KEF,,Piquage SONEDE,444478.0,4004776.0
500,Sidi Rabeh- Ettabia,LE KEF,,Piquage SONEDE,440895.0,4001923.0
501,Rouabech,LE KEF,,Piquage SONEDE,449285.0,3998138.0
503,Mallala- Ladhieb- Khchaichia-Hjaoujia- Mgadim et Ain El Karma,LE KEF,,Piquage SONEDE (ville Touiref),462833.0,4021334.0
504,El Ghzaouza,LE KEF,,Piquage SONEDE (ville Touiref),464081.0,4023229.0
505,Essaassaa,LE KEF,,Forage,458755.0,4018692.0
506,Ouljet Esdra- El Barzekh,LE KEF,,Piquage SONEDE (ville Touiref),461902.0,4020872.0
507,Khdayjia,LE KEF,,Piquage SONEDE (Sidi Khiar),481400.0,4021844.0
508,El Gsar- Ouena- Ouled Arfa,LE KEF,,Piquage SAEP,486000.0,4021610.0
509,Essoueibia,BEJA,,R50,505871.9,4071948.3
510,Griguit,LE KEF,,Piquage SONEDE (Disbribution r?seau Mahassen),483933.0,4011758.0
511,Zaatria,LE KEF,,Puits de surface,490420.0,4019276.0
512,El Hara,LE KEF,,Piquage SONEDE (El Mahassen),483876.0,4011821.0
513,Tel Ghozlene- Bou abouna- Klaa- A?n El Morra,LE KEF,,Piquage SONEDE (Sidi Khiar),480870.0,4020362.0
514,Ghinjata,LE KEF,,Piquage SONEDE (Sidi Khiar),481366.0,4022807.0
515,Ain El Henchir,LE KEF,,Piquage SONEDE (Sidi Khiar),481083.0,4023170.0
516,Echtatla- Sidi Medyen,LE KEF,,SONEDE Ain Bidha,496882.0,4014236.0
517,Ettaref- Jbeylia,LE KEF,,Piquage SONEDE,479714.0,4018296.0
518,El Ftaimia- El Hraghine- Barkene,LE KEF,,Piquage SONEDE,478421.0,4008210.0
519,El Mjajria,LE KEF,,Piquage SAEP,492030.0,4013166.0
520,Sarrat Gare,LE KEF,,Piquage SONEDE,461870.0,3955274.0
521,El Hyedra,LE KEF,,Piquage SONEDE,468788.0,3967238.0
522,Gorrayya,LE KEF,,Piquage SONEDE,468919.0,3966939.0
523,Ain Zarga,LE KEF,,Piquage SONEDE,,
524,Fej Tmar-,LE KEF,,Piquage SONEDE,473693.0,3964037.0
525,El Guedara,MAHDIA,,Piquage Sonede,683400.3,3906329.2
526,Essaafet,MAHDIA,,Piquage Sonede,681921.7,3904449.7
527,El Houd,MAHDIA,,Piquage Sonede,679218.5,3887750.8
528,Ouled Hachena,MAHDIA,,Piquage Sonede,657468.7,3915085.1
529,El Itha,MAHDIA,,Piquage Sonede,646989.6,3907511.3
530,Oued Hamouda,MAHDIA,,Piquage Sonede,660695.1,3904046.7
531,El Brahmia,MAHDIA,,Piquage Sonede,651411.7,3914981.1
532,Ettoualeb 1,MAHDIA,,Piquage Sonede,638638.3,3916624.1
533,Esskhaibia,MAHDIA,,Piquage GDA,636409.2,3905495.9
534,El Ayeida,MAHDIA,,Piquage Sonede,642384.7,3911135.5
535,Ettoualeb 2,MAHDIA,,Piquage Sonede,631699.5,3916519.7
536,Essoudene,MAHDIA,,Piquage Sonede,642530.7,3901892.5
537,Chamess,MAHDIA,,Piquage Sonede,645384.5,3913032.5
538,Echwardia,MAHDIA,,Piquage GDA,643958.6,3907462.3
539,Ouled Hamrouni,MAHDIA,,Piquage GDA,646989.6,3907511.3
540,Ouled Abed ennebi,MAHDIA,,Piquage Sonede,625773.1,3907190.2
541,El Boussra,MAHDIA,,Piquage Sonede,633568.8,3892510.8
542,Ennbaeitte,MAHDIA,,Piquage Sonede,635004.0,3898078.9
543,Ouled Amara,MAHDIA,,Piquage Sonede,634948.7,3901776.0
544,El Bkour,MAHDIA,,Piquage Sonede,629041.3,3890596.3
545,El Maata,MAHDIA,,Piquage Sonede,624334.1,3901623.6
546,Ouled Lahouel,MAHDIA,,Piquage Sonede,628856.8,3903535.9
547,El Arayguia,MAHDIA,,Piquage Sonede,630559.5,3890618.0
548,Allaya,MAHDIA,,Piquage Sonede,621326.2,3899733.8
549,Bouslim,MAHDIA,,Piquage Sonede,617928.7,3927421.7
550,Ajilette,MAHDIA,,Piquage Sonede,620977.7,3925613.5
551,Mharza,MAHDIA,,Piquage Sonede,612065.3,3912555.8
552,Kraaid,MAHDIA,,Piquage Sonede,616919.3,3888583.0
553,Bir Maleh,MAHDIA,,Piquage Sonede,615330.2,3894109.0
554,Ouled Ali,MAHDIA,,Piquage Sonede,618341.2,3895996.6
555,Ouled Mlik,MAHDIA,,Piquage Sonede,610709.6,3899597.5
556,SIDI ACHOUR,MANOUBA,,Res,580206.1,4065406.8
557,BORJ EL KHALSI,MANOUBA,,Res,581635.3,4062865.3
558,BIR EJJDID,MANOUBA,,Res,574690.9,4066774.4
559,MASAADINE,MANOUBA,,Res,573099.5,4062906.5
560,EL AOUILIA,MANOUBA,,Res,570016.1,4059840.4
561,BIR ETTOUIL,MANOUBA,,Piquage Sonede,574629.1,4059497.8
562,DRIJA,MANOUBA,,Res,574267.4,4051261.8
563,FIDH ALA AMRINE,MANOUBA,,Piquage Sonede,580864.7,4058544.5
564,AL ALOUINE,MANOUBA,,Piquage Sonede,576652.7,4059846.9
565,NFAIDH,MANOUBA,,Res,583096.8,4056057.6
566,HALFAOUI,MANOUBA,,Res,566073.3,4064966.4
567,MAHFOURA,MANOUBA,,Res,571571.7,4069878.7
568,ZOUITINA,MANOUBA,,Res,572015.0,4071580.4
569,KHRIBA,MANOUBA,,Res,561853.7,4071200.6
570,ERRABTA,MANOUBA,,Res,563670.5,4072545.5
571,TIRRASSET,MANOUBA,,Res,565652.8,4073074.9
572,BOOLI,MANOUBA,,Piquage Sonede,575417.8,4072393.8
573,BEN GHNIA,MANOUBA,,Piquage Sonede,576893.2,4072647.7
574,HINCHIR EZOUYA/SIDIALI BEN OUN,MANOUBA,,Res,559849.7,4068229.67
575,SIDI SAID,MANOUBA,,Station de pompage,573725.2,4070097.0
576,HENNA,MANOUBA,,Res,588577.0,4081861.4
577,GANTOURIA,MANOUBA,,Res,580763.7,4088928.5
578,MANZEL SHAL,MANOUBA,,Res,576486.1,4090116.7
579,MANZEL AMOR (chaouat),MANOUBA,,Piquage Sonede,584106.6,4085817.5
580,HKAIMIA,MANOUBA,,Res,585875.3,4073187.6
581,GUECHBA SIDI SALEM,MANOUBA,,Piquage Sonede,579431.0,4079597.8
582,HENNA ET DHNIBA,MANOUBA,,Piquage Sonede,582627.2,4078405.3
583,SIDI ALI HATTAB,MANOUBA,,Piquage Sonede,587645.8,4068871.3
584,BOUHAMED,MANOUBA,,Res,594969.4,4062201.8
585,AIN KARMA,MANOUBA,,Res,591188.3,4072787.8
586,MAAFRINE,MANOUBA,,Res,594575.2,4058796.0
587,FAZANINE,MANOUBA,,Res,562266.4,4074900.3
588,JNAIDIA,MANOUBA,,Res,559239.7,4074551.8
589,MELLEHA,MANOUBA,,Res,554248.3,4076478.1
590,GAFFAYA,MANOUBA,,Res,553732.9,4072928.9
591,AIN HAWARIA,MANOUBA,,Res,563272.1,4076024.5
592,MAGTAA ET NADHOUR,MANOUBA,,Res,573945.8,4081730.2
593,BOUALI,MANOUBA,,Station de pompage,571040.0,4084759.2
594,TYAYRA,MANOUBA,,Res,594813.0,4079329.0
595,BEJA KADIMA,MANOUBA,,Res,589452.4,4074438.3
596,BOUKHARROUBA,MANOUBA,,Res,592927.9,4079866.0
15,Jbal Touba,ARIANA,,Piquage sonede,592958.2,4090287.9
597,DOUAR EL BAY ELLOZGA,MANOUBA,,Res,590137.5,4074186.6
598,Echahbania Est,MEDNINE,,OUVRAGE  PIQUAGE SONEDE,667905.9,3683018.6
599,EchahbaniaOuest,MEDNINE,,RESERVOIR sur tour,667665.4,3679672.5
600,Henchir Hwachi,MEDNINE,,OUVRAGE  PIQUAGE SONEDE,706543.3,3662844.8
601,Beniri,MEDNINE,,OUVRAGE  PIQUAGE SONEDE,708493.8,3666331.0
602,Essfifir,MEDNINE,,OUVRAGE  PIQUAGE SONEDE,678661.7,3676704.5
603,Ennafatiya,MEDNINE,,RESERVOIR sur tour,673709.4,3679960.4
604,Oued Ettaam,MEDNINE,,OUVRAGE  PIQUAGE SONEDE,643028.2,3685669.6
605,Essnam,MEDNINE,,RESERVOIR sur tour,648155.6,3689183.5
606,El Ferjanya,MEDNINE,,station de pompage,650664.2,3699924.0
607,Cité Hlel,MEDNINE,,OUVRAGE  PIQUAGE SONEDE,650984.8,3699638.4
608,Bou Guedima,MEDNINE,,OUVRAGE  PIQUAGE SONEDE,654993.2,3710926.5
609,Douar Hmada,SOUSSE,,piquage sur réseau GR,614981.7,3997071.1
610,Grar Bou Ghrara,MEDNINE,,OUVRAGE  PIQUAGE SONEDE,653726.9,3713901.0
611,El Halfaoui,MEDNINE,,STATION DE REPRISE,656619.7,3715668.0
612,Cité Hourria,MEDNINE,,RESERVOIR sur tour,655042.8,3712403.6
613,Echguiguiya,MEDNINE,,OUVRAGE  PIQUAGE SONEDE,657902.2,3718143.6
614,Cité Korcid,MEDNINE,,OUVRAGE  PIQUAGE SONEDE,660088.0,3686635.7
615,Echraf,MEDNINE,,RESERVOIR sur tour,629198.2,3697380.9
616,Bou Ramli,MEDNINE,,RESERVOIR sur tour,621128.6,3705995.2
617,Ras Bou Ramli,MEDNINE,,RESERVOIR sur tour,622455.9,3702228.1
618,Aalamet El Mechlouch,MEDNINE,,STATION DE REPRISE,623869.9,3696344.1
619,El Mraiich,MEDNINE,,OUVRAGE  PIQUAGE SONEDE,634687.4,3681314.0
620,Cité Rguii,MEDNINE,,OUVRAGE  PIQUAGE SONEDE,663765.4,3696305.9
621,El Grine,MEDNINE,,RESERVOIR sur tour,640658.4,3720299.0
622,Amra,MEDNINE,,OUVRAGE  PIQUAGE SONEDE,643981.3,3698553.4
623,Chaabet Sali,MEDNINE,,OUVRAGE  PIQUAGE SONEDE,639538.0,3695482.7
624,Essaadene,MEDNINE,,OUVRAGE  PIQUAGE SONEDE,649585.3,3703947.8
625,El Hlalma El Outhanya,MEDNINE,,OUVRAGE  PIQUAGE SONEDE,643096.7,3707720.1
626,Echaabania,MEDNINE,,OUVRAGE  PIQUAGE SONEDE,639646.6,3701617.4
627,El Meghraouia,MEDNINE,,RESERVOIR sur tour,650020.6,3724596.8
628,Mars et Krid,MEDNINE,,RESERVOIR sur tour,652793.3,3722846.0
629,Gsibet El Lhiouette,MEDNINE,,OUVRAGE  PIQUAGE SONEDE,659512.2,3723315.8
630,Cité Jwili,MEDNINE,,OUVRAGE  PIQUAGE SONEDE,651179.2,3715992.4
631,Essed,MEDNINE,,OUVRAGE  PIQUAGE SONEDE,651001.9,3715691.2
632,El Gattar,MEDNINE,,station de pompage,618859.9,3685345.0
633,Henchir El Mejel,MEDNINE,,OUVRAGE  PIQUAGE SONEDE,621633.3,3688894.6
634,Menzelt Mogar,MEDNINE,,station de pompage,598473.7,3681428.9
635,Medhhar El hallouf,MEDNINE,,station de pompage,605889.0,3682235.3
636,Aziza,MEDNINE,,OUVRAGE  PIQUAGE SONEDE,609320.1,3672722.6
637,Wejh El Ghaa,MEDNINE,,OUVRAGE  PIQUAGE GR,613252.7,3669840.0
638,Chaabet El Mejel,MEDNINE,,OUVRAGE  PIQUAGE SONEDE,627057.3,3675374.9
639,El Bagbag II,MEDNINE,,OUVRAGE  PIQUAGE SONEDE,628606.7,3674522.5
640,El Bagbag I,MEDNINE,,OUVRAGE  PIQUAGE SONEDE,632289.5,3674784.7
641,Ksar Ejra,MEDNINE,,RESERVOIR sur tour,613685.4,3668882.5
642,Oued El Khil,MEDNINE,,RESERVOIR SE,615802.3,3670809.1
643,El Msselekh,MEDNINE,,OUVRAGE  PIQUAGE SONEDE,613372.9,3692230.0
644,El Battouma,MEDNINE,,OUVRAGE  PIQUAGE SONEDE,612547.5,3691032.8
645,Bou Ala,MEDNINE,,station de pompage,613454.5,3686685.3
646,El Awachir,MEDNINE,,OUVRAGE  PIQUAGE SONEDE,615459.3,3688781.5
647,Enkim,MEDNINE,,station de pompage,613886.2,3687349.1
648,Warzgha,MEDNINE,,STATION DE REPRISE,614009.3,3686216.1
649,Echwamekh,MEDNINE,,STATION DE REPRISE,608698.2,3692711.0
650,El Hachana,MEDNINE,,OUVRAGE  PIQUAGE SONEDE,607646.0,3676312.2
651,Grib,MEDNINE,,OUVRAGE  PIQUAGE SONEDE,607646.0,3676312.2
652,Chaabet El Maarek,MEDNINE,,OUVRAGE  PIQUAGE SONEDE,623941.1,3678949.9
653,El Mechbek,MEDNINE,,OUVRAGE  PIQUAGE SONEDE,614163.4,3689027.9
654,Bennirane,MEDNINE,,OUVRAGE  PIQUAGE SONEDE,609495.5,3677351.8
655,Chaabet Essour,MEDNINE,,station de pompage,610258.8,3678505.9
656,Tebne Soliman,NABEUL,,RSP 50 m3,640801.4,4066463.25
657,Boucharay Soliman,NABEUL,,Piquage sonede,636827.95,4058551.55
658,Bir drassen Bni Khalled,NABEUL,,RSE 100m3,651061.44,4055689.63
659,Bouafif Bni khaled,NABEUL,,RSE 50m3,647614.59,4056123.15
660,Rouihine et aitha Menzel  Bouzelfa,NABEUL,,RSE 100m3 Rouihine,648454.72,4062630.39
661,Bouchrik  Menzel Bouzelfa,NABEUL,,R SE 100m3 Bouchrik,655541.04,4061662.74
662,Takelsa Janoubia,NABEUL,,R100m3 GHazalia,651923.31,4070026.3
663,Takelsa oued abid,NABEUL,,Coordonnées de la zone,644985.47,4073158.35
664,Jbal Trif Grombalia,NABEUL,,RSE-100 m3,623787.0,4040164.0
665,Bni ayech Grombalia,NABEUL,,Coordonnées de la zone,623087.46,4048740.19
666,Bouzekri et touelbia Grombalia,NABEUL,,RSE 50m3,632356.04,4047560.74
667,Henchir Jbir Grombalia,NABEUL,,Coordonnées de la zone,624288.61,4047485.7
668,Bourbyi Bou arghoub,NABEUL,,RSE 50m3,640713.07,4048880.67
669,Kharrouba Bou arghoub,NABEUL,,Coordonnées de la zone,644007.06,4049032.41
670,Bousham Bou Arghoub,NABEUL,,RSE 100 m3,641731.0,4041731.0
671,Arghoub essid Bou Arghoub,NABEUL,,RSP 50 m3,647095.94,4049377.45
672,El maktaa  Bou arghoub,NABEUL,,RSE 50m3,634871.45,4044365.04
673,Hamman JDIDI Hammamet,NABEUL,,RSE 7m3,624387.92,4028744.4
674,Sidi hammed et besbassia Hamammet,NABEUL,,RSP 25m3,638079.15,4033316.37
675,Beni ouael Hammamet,NABEUL,,Coordonnées de la zone,643357.58,4036467.1
676,Menzel Mousa Hammamet,NABEUL,,RSE,627871.51,4028930.85
677,Mziraa Hammamet,NABEUL,,Coordonnées de la zone,629063.42,4037103.42
678,Latrach Hammamet,NABEUL,,RSE 50M3,636794.21,4036093.27
679,Gosbet korba,NABEUL,,RSE 50m3,651809.06,4056665.57
680,Gobbet lagha Korba,NABEUL,,Coordonnées de zone,653865.9,4054153.47
681,Boulidin Korba,NABEUL,,Piquage SONEDE,660529.91,4052100.25
683,Henchir tirif Korba,NABEUL,,Piquage sonede,663241.37,4061310.32
684,Awled Ben thamer Korba,NABEUL,,Piquage Sonede,669172.1,4056703.11
685,El ouidienne Menzel Tmime,NABEUL,,R SP 100m3,664836.38,
686,Soudene Menzel Tmime,NABEUL,,RSE 50 m3 El Gombar,662036.0,4076432.0
687,Nakhla Menzel Tmime,NABEUL,,Piquage Sonede,672294.84,4075131.85
688,Garsouline Menzel Tmime,NABEUL,,Coordonnées de la zone,671590.54,4083546.35
689,Menzel Yahya Menzel Tmime,NABEUL,,Piquage Sonede,680091.6,4073955.16
690,Irgh Esses Menzel Tmime,NABEUL,,Piquage Sonede,673923.07,4072345.54
691,Dhbaa Menzel Tmime,NABEUL,,Piquage Sonede,675806.7,4070120.11
692,Menzel Ibrahim Klibia,NABEUL,,RSP 50m3,677322.09,4086791.27
693,El Hzaizia Hawaria,NABEUL,,RSE 200M3,669374.34,4084254.12
694,El koudwa Hawaria,NABEUL,,Piquage Sonede,679899.71,4098335.28
695,Ksira w Zwabi Hawaria,NABEUL,,Piquage Zwabi,671125.08,4089445.05
696,Nawalet Mida,NABEUL,,Piquage sonede,668839.03,4067756.63
697,Tamazrat  Hammam El Ghzaz,NABEUL,,Piquage sonede,686529.0,4083570.0
698,Bayoub Dar Chaabane,NABEUL,,RSP Bayoub 50m3,648275.32,4046213.74
699,Amroune Dar Chaabane,NABEUL,,RSE Amroun,653100.97,4042458.55
700,Frinine Dar Chaabane,NABEUL,,RSP 50m3,649917.21,4048096.14
16,Sidi Fnar,ARIANA,,Piquage sonede,592682.3,4089952.1
701,El Halfa Bni Khiar,NABEUL,,RSE El Halfa,654031.47,4047959.49
702,Ghardaya Bni Khiar,NABEUL,,Coordonnées de la zone,653507.65,4046086.43
703,Bou Jarboua,SFAX,,RSP,651089.0,3877631.0
704,Markez Mosbeh,SFAX,,RSP,654172.0,3882791.0
705,OM Saleh,SFAX,,RSE,657205.0,3885537.0
706,Mhedhba_ Chnaina_ Kasr Rih,SFAX,,RSP,629422.0,3875877.0
707,Sidi Hssen Belhaj Hlelefa,SFAX,,RSP et RSE 300 m3,660421.0,3899165.0
708,Bousaid Hadhara,SFAX,,RSP,589720.0,3793479.0
709,Sbih,SFAX,,Station de reprise,589017.0,3793111.0
710,Naouel (3GDA),SFAX,,RSE Sonede Piquage,588718.0,3800658.0
711,Intlaka Aouled Amor,SFAX,,ST de reprise,610984.0,3818070.0
712,Intlika Aouled Amor nouveau,SFAX,,RSP 150m3_20m,605735.0,3825450.0
713,Intlika Aouled Amor Ancien,SFAX,,RSP 50m3_15m,605950.0,3825046.0
714,Mghadhia,SFAX,,RSP 50m3_15m,594864.0,3810123.0
715,Mghadhia Chouket,SFAX,,Deux St de rprise,596655.0,3811615.0
716,Ethet Chlaya,SFAX,,,605744.8,3825477.0
717,Ghaib,SFAX,,St de reprise,658362.0,3879437.0
718,Satour et swaktia - Jerwala,SFAX,,St de reprise,589363.0,3791982.0
719,Bou said Hadhara,SFAX,,Station de reprise,595363.0,3792015.0
720,Bousaid Knitra,SFAX,,ST de reprise,596826.0,3794593.0
721,Bousaid Knitra,SFAX,,RSP 150 m3-20m,589949.0,3789003.0
722,Toleb Ras Souinia,SFAX,,RSE,601140.0,3836155.0
723,Ras souina _Toleb,SFAX,,Piquage,600204.0,3842920.0
724,Aouled Fatnassi,SFAX,,St de reprise,610986.0,3818051.0
725,Sidi Ghrib,SFAX,,RSP,622660.0,3820130.0
726,Tarfaoui,SFAX,,St de reprise,619292.0,3826275.0
728,Gargour,SFAX,,Piquage,638127.0,3843066.0
730,Bouladhieb,SFAX,,St de reprise,636817.0,3843923.0
731,Bou ladhieb,SFAX,,Piquage,638721.0,3844116.0
