unnamed_1,unnamed_2,unnamed_3,unnamed_4,unnamed_5,unnamed_6,unnamed_7,feuille
,,,,,,الجمهورية التونسية,P2
,,,,,,,P2
,,,,,,,P2
,,,,,,,P2
,,,,,,,P2
0.0,11.0,0.0,507.58,0.0,7.0,تونس,P2
0.0,0.0,0.0,0.0,0.0,0.0,أريانة,P2
9.0,0.0,3287.43,0.0,4.0,0.0,بن عروس,P2
43.0,34.0,14826.782,12906.403,46.0,39.0,نابل,P2
17.0,1.0,4129.0,4189.489,1.0,25.0,زغوان,P2
60.0,74.0,5645.65,6477.55,36.0,33.0,بنزرت,P2
28.0,0.0,13070.8,0.0,18.0,0.0,منوبة,P2
157.0,120.0,40960.0,24081.0,105.0,104.0,الشمال الشرقي,P2
17.0,21.0,3109.929,1329.663,26.0,17.0,باجة,P2
49.0,19.0,12360.575,6241.234,86.0,67.0,جندوبة,P2
12.0,36.0,3553.872,3621.885,39.0,36.0,الكاف,P2
43.0,20.0,4183.805,2857.688,48.0,28.0,سليانة,P2
121.0,96.0,23208.0,14050.0,199.0,148.0,الشمال الغربي,P2
64.0,125.0,8091.758,12131.297,69.0,132.0,القيروان,P2
59.0,100.0,7796.282,10153.484,73.0,95.0,القصرين,P2
113.0,130.0,8116.829,13461.162,77.0,147.0,سيدي بوزيد,P2
236.0,355.0,24005.0,35746.0,219.0,374.0,الوسط الغربي,P2
,17.0,0.0,2122.8,0.0,13.0,سوسة,P2
31.0,38.0,2337.0,4430.6,5.0,24.0,المنستير,P2
38.0,23.0,5035.0,1633.5,37.0,18.0,المهدية,P2
54.0,57.0,10224.261,6452.933,65.0,47.0,صفاقس,P2
123.0,135.0,17596.0,14640.0,107.0,102.0,الوسط الشرقي,P2
26.0,72.0,1908.397,5476.197,23.0,57.0,قفصة,P2
14.0,13.0,1717.177,2104.067,35.0,32.0,توزر,P2
52.0,0.0,3928.291,0.0,56.0,0.0,قبلي,P2
92.0,85.0,7554.0,7580.0,114.0,89.0,الجنوب الغربي,P2
37.0,57.0,17703.587,8040.827,38.0,79.0,قابس,P2
66.0,97.0,5391.738,5994.716,63.0,87.0,مدنين,P2
15.0,52.0,1477.5,4964.78,24.0,62.0,تطاوين,P2
118.0,206.0,24573.0,19000.0,125.0,228.0,الجنوب الشرقي,P2
847.0,997.0,137896.0,115097.0,869.0,1045.0,المجموع العام,P2
,,,,,,* منها,P2
0.0,0.0,2514.0,762.0,2.0,2.0,شركات إحياء,P2
0.0,0.0,0.0,0.0,0.0,0.0,شركات مختلطة,P2
175.0,171.0,17905.647,15805.093,176.0,167.0,باعثون شبان,P2
35.0,44.0,6615.62,5964.459,69.0,75.0,نساء باعثات,P2
9.0,4.0,1046.039,1572.0,8.0,7.0,مواطنون بالخارج,P2
