unnamed_1,unnamed_2,unnamed_3,unnamed_4,unnamed_5,unnamed_6,unnamed_7,feuille
,,,,,,الجمهورية التونسية,P2
,,,,,,,P2
,,,,,,,P2
,,,,,,,P2
,,,,,,الولايات,P2
,,,,,,,P2
5.0,21.0,1263.46,857.856,4.0,10.0,تونس,P2
3.0,8.0,1542.5,1144.017,6.0,9.0,أريانة,P2
28.0,41.0,9406.46,2906.786,16.0,15.0,بن عروس,P2
149.0,89.0,34470.022,26850.933,84.0,84.0,نابل,P2
35.0,49.0,10492.846,16817.223,44.0,46.0,زغوان,P2
205.0,160.0,15847.885,17025.626,83.0,72.0,بنزرت,P2
63.0,12.0,17717.678,1786.0,48.0,16.0,منوبة,P2
488.0,380.0,90741.0,67388.0,285.0,252.0,الشمال الشرقي,P2
70.0,44.0,18237.486,6514.583,99.0,66.0,باجة,P2
70.0,50.0,18046.267,19167.112,129.0,128.0,جندوبة,P2
37.0,84.0,14282.126,9142.59,122.0,70.0,الكاف,P2
94.0,67.0,16125.276,9537.315,92.0,55.0,سليانة,P2
271.0,245.0,66691.0,44362.0,442.0,319.0,الشمال الغربي,P2
188.0,219.0,23662.643,24716.725,157.0,189.0,القيروان,P2
216.0,284.0,28378.662,32619.936,286.0,278.0,القصرين,P2
268.0,272.0,22400.76,29942.935,208.0,316.0,سيدي بوزيد,P2
672.0,775.0,74442.0,87280.0,651.0,783.0,الوسط الغربي,P2
32.0,31.0,12691.08,5056.45,10.0,29.0,سوسة,P2
116.0,119.0,16901.8,11010.1,48.0,43.0,المنستير,P2
127.0,86.0,32578.65,12792.9,80.0,50.0,المهدية,P2
100.0,157.0,36182.34,30533.062,98.0,120.0,صفاقس,P2
375.0,393.0,98354.0,59393.0,236.0,242.0,الوسط الشرقي,P2
159.0,173.0,14038.841,13740.012,139.0,134.0,قفصة,P2
24.0,27.0,3984.569,3708.615,72.0,63.0,توزر,P2
81.0,49.0,6835.347,4812.993,91.0,50.0,قبلي,P2
264.0,249.0,24859.0,22262.0,302.0,247.0,الجنوب الغربي,P2
89.0,83.0,34917.167,12927.55,168.0,138.0,قابس,P2
179.0,248.0,17846.987,13789.606,154.0,181.0,مدنين,P2
41.0,96.0,4039.9,9244.98,54.0,96.0,تطاوين,P2
309.0,427.0,56804.0,35962.0,376.0,415.0,الجنوب الشرقي,P2
2379.0,2469.0,411891.0,316647.0,2292.0,2258.0,المجموع العام,P2
,,,,,,* منها,P2
70.0,116.0,14607.684,24066.114,13.0,16.0,شركات إحياء,P2
14.0,17.0,4533.0,5215.1,2.0,2.0,شركات مختلطة,P2
394.0,378.0,41666.728,37773.666,396.0,359.0,باعثون شبان,P2
75.0,58.0,20585.395,12898.95,177.0,154.0,نساء باعثات,P2
21.0,10.0,3203.148,2413.701,21.0,11.0,مواطنون بالخارج,P2
