unnamed_0,unnamed_1,unnamed_2,unnamed_3,unnamed_4,unnamed_5,feuille
campagne_de_vaccination,espèce_animale,,,,,campagne de vaccination mois de
la rage,chien,25000.0,15903.0,10220.0,64.0,campagne de vaccination mois de
fièvre aphteuse,bovine,24000.0,24660.0,2533.0,100.0,campagne de vaccination mois de
fièvre aphteuse,petits ruminants,340000.0,378742.0,19455.0,100.0,campagne de vaccination mois de
brucellose,bovine,7000.0,1432.0,68.0,20.0,campagne de vaccination mois de
clavelée,ovine,315000.0,336365.0,19282.0,100.0,campagne de vaccination mois de
blue tongue,ovine,50000.0,74463.0,2346.0,100.0,campagne de vaccination mois de
maladie hémorragique,lapin,5000.0,5090.0,54.0,100.0,campagne de vaccination mois de
