annee,gouvernorat,type_de_la_population,desserte_en_eau_milliers_dhabitants,feuille
2010,Sidi Bouzid,Effectif-population-non- Communal,308.3980630431245,Feuil1
2010,Sidi Bouzid,Population-Communal-desservie-par-sonede,105.30193695687548,Feuil1
2010,Sidi Bouzid,Population-non-Communal-desservie-par-sonede,90.69645534831542,Feuil1
2010,Sidi Bouzid,Population-non-Communal-desservie-par-genie-rurale,196.11186516284695,Feuil1
2010,Sousse,Effectif-population-Communal,502.99797224349936,Feuil1
2010,Sousse,Effectif-population-non- Communal,116.88602775650064,Feuil1
2010,Sousse,Population-Communal-desservie-par-sonede,502.99797224349936,Feuil1
2010,Sousse,Population-non-Communal-desservie-par-sonede,88.0556479181871,Feuil1
2010,Sousse,Population-non-Communal-desservie-par-genie-rurale,28.329819615456262,Feuil1
2010,Monastir,Effectif-population-Communal,521.552,Feuil1
2010,Monastir,Effectif-population-non- Communal,0.0,Feuil1
2010,Monastir,Population-Communal-desservie-par-sonede,521.552,Feuil1
2010,Monastir,Population-non-Communal-desservie-par-sonede,0.0,Feuil1
2010,Monastir,Population-non-Communal-desservie-par-genie-rurale,0.0,Feuil1
2010,Mahdia,Effectif-population-Communal,177.50674869672343,Feuil1
2010,Mahdia,Effectif-population-non- Communal,219.28625130327657,Feuil1
2010,Mahdia,Population-Communal-desservie-par-sonede,177.50674869672343,Feuil1
2010,Mahdia,Population-non-Communal-desservie-par-sonede,162.28805586798043,Feuil1
2010,Mahdia,Population-non-Communal-desservie-par-genie-rurale,54.29699252763437,Feuil1
2010,Sfax,Effectif-population-Communal,604.9888352346217,Feuil1
2010,Sfax,Effectif-population-non- Communal,331.7431647653784,Feuil1
2010,Sfax,Population-Communal-desservie-par-sonede,604.9888352346217,Feuil1
2010,Sfax,Population-non-Communal-desservie-par-sonede,194.38176105967904,Feuil1
2010,Sfax,Population-non-Communal-desservie-par-genie-rurale,119.36542745573595,Feuil1
2010,Gafsa,Effectif-population-Communal,251.2196436258868,Feuil1
2010,Gafsa,Effectif-population-non- Communal,88.59835637411318,Feuil1
2010,Gafsa,Population-Communal-desservie-par-sonede,251.2196436258868,Feuil1
2010,Gafsa,Population-non-Communal-desservie-par-sonede,33.474613189571826,Feuil1
2010,Gafsa,Population-non-Communal-desservie-par-genie-rurale,52.88909561540119,Feuil1
2010,Tozeur,Effectif-population-Communal,73.25332293103061,Feuil1
2010,Tozeur,Effectif-population-non- Communal,30.869677068969395,Feuil1
2010,Tozeur,Population-Communal-desservie-par-sonede,73.25332293103061,Feuil1
2010,Tozeur,Population-non-Communal-desservie-par-sonede,29.060466034761795,Feuil1
2010,Tozeur,Population-non-Communal-desservie-par-genie-rurale,1.6695013276356905,Feuil1
2010,Kebili,Effectif-population-Communal,81.68181378598895,Feuil1
2010,Kebili,Effectif-population-non- Communal,70.08718621401104,Feuil1
2010,Kebili,Population-Communal-desservie-par-sonede,81.68181378598895,Feuil1
2010,Kebili,Population-non-Communal-desservie-par-sonede,63.30215511759183,Feuil1
2010,Kebili,Population-non-Communal-desservie-par-genie-rurale,6.609943143982284,Feuil1
2010,Gabes,Effectif-population-Communal,249.92157663859567,Feuil1
2010,Gabes,Effectif-population-non- Communal,113.05442336140432,Feuil1
2010,Gabes,Population-Communal-desservie-par-sonede,249.92157663859567,Feuil1
2010,Gabes,Population-non-Communal-desservie-par-sonede,81.7704183975053,Feuil1
2010,Gabes,Population-non-Communal-desservie-par-genie-rurale,25.974043566698622,Feuil1
2010,Medenine,Effectif-population-Communal,359.02260134762383,Feuil1
2010,Medenine,Effectif-population-non- Communal,99.69339865237616,Feuil1
2010,Medenine,Population-Communal-desservie-par-sonede,359.02260134762383,Feuil1
2010,Medenine,Population-non-Communal-desservie-par-sonede,62.45945188909283,Feuil1
2010,Medenine,Population-non-Communal-desservie-par-genie-rurale,35.560821510335906,Feuil1
2010,Tataouine,Effectif-population-Communal,90.71620097103724,Feuil1
2010,Tataouine,Effectif-population-non- Communal,55.47279902896275,Feuil1
2010,Tataouine,Population-Communal-desservie-par-sonede,90.71620097103724,Feuil1
2010,Tataouine,Population-non-Communal-desservie-par-sonede,48.615045592537165,Feuil1
2010,Tataouine,Population-non-Communal-desservie-par-genie-rurale,6.669399529422776,Feuil1
2011,Tunis,Effectif-population-Communal,1001.7005059601048,Feuil1
2011,Tunis,Effectif-population-non- Communal,0.0,Feuil1
2011,Tunis,Population-Communal-desservie-par-sonede,1001.7005059601048,Feuil1
2011,Tunis,Population-non-Communal-desservie-par-sonede,0.0,Feuil1
2011,Tunis,Population-non-Communal-desservie-par-genie-rurale,0.0,Feuil1
2011,Ariana,Effectif-population-Communal,472.6832928474313,Feuil1
2011,Ariana,Effectif-population-non- Communal,48.300763128696765,Feuil1
2011,Ariana,Population-Communal-desservie-par-sonede,472.6832928474313,Feuil1
2011,Ariana,Population-non-Communal-desservie-par-sonede,46.12241985510122,Feuil1
2011,Ariana,Population-non-Communal-desservie-par-genie-rurale,1.9129006807641924,Feuil1
2011,Ben Arous,Effectif-population-Communal,538.7642232241919,Feuil1
2011,Ben Arous,Effectif-population-non- Communal,56.1220325218325,Feuil1
2011,Ben Arous,Population-Communal-desservie-par-sonede,538.7642232241919,Feuil1
2011,Ben Arous,Population-non-Communal-desservie-par-sonede,45.0480035737426,Feuil1
2011,Ben Arous,Population-non-Communal-desservie-par-genie-rurale,9.55013902872109,Feuil1
2011,Manouba,Effectif-population-Communal,277.97152673115323,Feuil1
2011,Manouba,Effectif-population-non- Communal,95.86889618675016,Feuil1
2011,Manouba,Population-Communal-desservie-par-sonede,277.97152673115323,Feuil1
2011,Manouba,Population-non-Communal-desservie-par-sonede,80.98108726208311,Feuil1
2011,Manouba,Population-non-Communal-desservie-par-genie-rurale,14.666963204543292,Feuil1
2011,Nabeul,Effectif-population-Communal,509.7047984509071,Feuil1
2011,Nabeul,Effectif-population-non- Communal,258.79174835522264,Feuil1
2011,Nabeul,Population-Communal-desservie-par-sonede,509.7047984509071,Feuil1
2011,Nabeul,Population-non-Communal-desservie-par-sonede,160.87453409409446,Feuil1
2011,Nabeul,Population-non-Communal-desservie-par-genie-rurale,94.86987142089568,Feuil1
2011,Zaghouan,Effectif-population-Communal,67.01915135312937,Feuil1
2011,Zaghouan,Effectif-population-non- Communal,106.13101345992452,Feuil1
2011,Zaghouan,Population-Communal-desservie-par-sonede,67.01915135312937,Feuil1
2011,Zaghouan,Population-non-Communal-desservie-par-sonede,49.96976023156032,Feuil1
2011,Zaghouan,Population-non-Communal-desservie-par-genie-rurale,50.64246001211195,Feuil1
2011,Bizerte,Effectif-population-Communal,344.28021821066284,Feuil1
2011,Bizerte,Effectif-population-non- Communal,209.85641476875915,Feuil1
2011,Bizerte,Population-Communal-desservie-par-sonede,344.28021821066284,Feuil1
2011,Bizerte,Population-non-Communal-desservie-par-sonede,79.24376725263369,Feuil1
2011,Bizerte,Population-non-Communal-desservie-par-genie-rurale,110.722738943066,Feuil1
2011,Beja,Effectif-population-Communal,126.27068911169908,Feuil1
2011,Beja,Effectif-population-non- Communal,179.34693946528324,Feuil1
2011,Beja,Population-Communal-desservie-par-sonede,126.27068911169908,Feuil1
2011,Beja,Population-non-Communal-desservie-par-sonede,71.23464937225232,Feuil1
2011,Beja,Population-non-Communal-desservie-par-genie-rurale,85.78873571439627,Feuil1
2011,Jendouba,Effectif-population-Communal,118.42176031310105,Feuil1
2011,Jendouba,Effectif-population-non- Communal,305.9923416049548,Feuil1
2011,Jendouba,Population-Communal-desservie-par-sonede,118.42176031310105,Feuil1
2011,Jendouba,Population-non-Communal-desservie-par-sonede,109.13653232862713,Feuil1
2011,Jendouba,Population-non-Communal-desservie-par-genie-rurale,157.5296348940792,Feuil1
2011,Le Kef,Effectif-population-Communal,129.52877449016975,Feuil1
2011,Le Kef,Effectif-population-non- Communal,125.92503997694068,Feuil1
2011,Le Kef,Population-Communal-desservie-par-sonede,129.52877449016975,Feuil1
2011,Le Kef,Population-non-Communal-desservie-par-sonede,34.76617205838862,Feuil1
2011,Le Kef,Population-non-Communal-desservie-par-genie-rurale,75.15735428983749,Feuil1
2011,Siliana,Effectif-population-Communal,89.04790219558191,Feuil1
2011,Siliana,Effectif-population-non- Communal,144.8243164711828,Feuil1
2011,Siliana,Population-Communal-desservie-par-sonede,89.04790219558191,Feuil1
2011,Siliana,Population-non-Communal-desservie-par-sonede,48.03661067092905,Feuil1
2011,Siliana,Population-non-Communal-desservie-par-genie-rurale,77.10577745359176,Feuil1
2011,Kairouan,Effectif-population-Communal,189.48444237723,Feuil1
2011,Kairouan,Effectif-population-non- Communal,375.4299675540015,Feuil1
2011,Kairouan,Population-Communal-desservie-par-sonede,189.48444237723,Feuil1
2011,Kairouan,Population-non-Communal-desservie-par-sonede,157.60634825421536,Feuil1
2011,Kairouan,Population-non-Communal-desservie-par-genie-rurale,185.55989476317396,Feuil1
2011,Kasserine,Effectif-population-Communal,177.62636556276917,Feuil1
2011,Kasserine,Effectif-population-non- Communal,259.1409036269823,Feuil1
2011,Kasserine,Population-Communal-desservie-par-sonede,177.62636556276917,Feuil1
2011,Kasserine,Population-non-Communal-desservie-par-sonede,34.43838652080642,Feuil1
2011,Kasserine,Population-non-Communal-desservie-par-genie-rurale,211.704108741146,Feuil1
2011,Sidi Bouzid,Effectif-population-Communal,106.03633753534744,Feuil1
2011,Sidi Bouzid,Effectif-population-non- Communal,310.280689273304,Feuil1
2011,Sidi Bouzid,Population-Communal-desservie-par-sonede,106.03633753534744,Feuil1
2011,Sidi Bouzid,Population-non-Communal-desservie-par-sonede,91.25011487567492,Feuil1
2011,Sidi Bouzid,Population-non-Communal-desservie-par-genie-rurale,197.0010365645149,Feuil1
2011,Sousse,Effectif-population-Communal,515.2967258636801,Feuil1
2011,Sousse,Effectif-population-non- Communal,118.51649141615856,Feuil1
2011,Sousse,Population-Communal-desservie-par-sonede,515.2967258636801,Feuil1
2011,Sousse,Population-non-Communal-desservie-par-sonede,90.94795156331848,Feuil1
2011,Sousse,Population-non-Communal-desservie-par-genie-rurale,27.060997227821453,Feuil1
2011,Monastir,Effectif-population-Communal,533.1550557187062,Feuil1
2011,Monastir,Effectif-population-non- Communal,0.0,Feuil1
2011,Monastir,Population-Communal-desservie-par-sonede,533.1550557187062,Feuil1
2011,Monastir,Population-non-Communal-desservie-par-sonede,0.0,Feuil1
2011,Monastir,Population-non-Communal-desservie-par-genie-rurale,0.0,Feuil1
2011,Mahdia,Effectif-population-Communal,178.71770534970716,Feuil1
2011,Mahdia,Effectif-population-non- Communal,220.3007825856116,Feuil1
2011,Mahdia,Population-Communal-desservie-par-sonede,178.71770534970716,Feuil1
2011,Mahdia,Population-non-Communal-desservie-par-sonede,163.0388841048118,Feuil1
2011,Mahdia,Population-non-Communal-desservie-par-genie-rurale,55.07519841550288,Feuil1
2011,Sfax,Effectif-population-Communal,613.7928441602326,Feuil1
2011,Sfax,Effectif-population-non- Communal,334.9119786757161,Feuil1
2011,Sfax,Population-Communal-desservie-par-sonede,613.7928441602326,Feuil1
2011,Sfax,Population-non-Communal-desservie-par-sonede,197.57649751662305,Feuil1
2011,Sfax,Population-non-Communal-desservie-par-genie-rurale,119.10860717037352,Feuil1
2011,Gafsa,Effectif-population-Communal,253.9227783115036,Feuil1
2011,Gafsa,Effectif-population-non- Communal,89.0281256806371,Feuil1
2011,Gafsa,Population-Communal-desservie-par-sonede,253.9227783115036,Feuil1
2011,Gafsa,Population-non-Communal-desservie-par-sonede,33.83699048284679,Feuil1
2011,Gafsa,Population-non-Communal-desservie-par-genie-rurale,53.36864789103629,Feuil1
2011,Tozeur,Effectif-population-Communal,74.06364866890735,Feuil1
2011,Tozeur,Effectif-population-non- Communal,31.229507796322302,Feuil1
2011,Tozeur,Population-Communal-desservie-par-sonede,74.06364866890735,Feuil1
2011,Tozeur,Population-non-Communal-desservie-par-sonede,29.39920779118315,Feuil1
2011,Tozeur,Population-non-Communal-desservie-par-genie-rurale,1.6889617799007923,Feuil1
2011,Kebili,Effectif-population-Communal,82.42099367261274,Feuil1
2011,Kebili,Effectif-population-non- Communal,71.12674102523175,Feuil1
2011,Kebili,Population-Communal-desservie-par-sonede,82.42099367261274,Feuil1
2011,Kebili,Population-non-Communal-desservie-par-sonede,64.24107225020711,Feuil1
2011,Kebili,Population-non-Communal-desservie-par-genie-rurale,6.707983863954125,Feuil1
2011,Gabes,Effectif-population-Communal,252.7834653520081,Feuil1
2011,Gabes,Effectif-population-non- Communal,113.44842150844296,Feuil1
2011,Gabes,Population-Communal-desservie-par-sonede,252.7834653520081,Feuil1
2011,Gabes,Population-non-Communal-desservie-par-sonede,83.2353908238225,Feuil1
2011,Gabes,Population-non-Communal-desservie-par-genie-rurale,24.15956390842524,Feuil1
2011,Medenine,Effectif-population-Communal,364.01968732151056,Feuil1
2011,Medenine,Effectif-population-non- Communal,100.0027306003067,Feuil1
2011,Medenine,Population-Communal-desservie-par-sonede,364.01968732151056,Feuil1
2011,Medenine,Population-non-Communal-desservie-par-sonede,63.85325312549063,Feuil1
2011,Medenine,Population-non-Communal-desservie-par-genie-rurale,35.84816079394444,Feuil1
2011,Tataouine,Effectif-population-Communal,91.06478454756228,Feuil1
2011,Tataouine,Effectif-population-non- Communal,55.53947698782796,Feuil1
2011,Tataouine,Population-Communal-desservie-par-sonede,91.06478454756228,Feuil1
2011,Tataouine,Population-non-Communal-desservie-par-sonede,48.67348057449215,Feuil1
2011,Tataouine,Population-non-Communal-desservie-par-genie-rurale,6.677416106110142,Feuil1
2012,Tunis,Effectif-population-Communal,1056.25163429966,Feuil1
2012,Tunis,Effectif-population-non- Communal,0.0,Feuil1
2012,Tunis,Population-Communal-desservie-par-sonede,1056.25163429966,Feuil1
2012,Tunis,Population-non-Communal-desservie-par-sonede,0.0,Feuil1
2012,Tunis,Population-non-Communal-desservie-par-genie-rurale,0.0,Feuil1
2012,Ariana,Effectif-population-Communal,486.82804483192,Feuil1
2012,Ariana,Effectif-population-non- Communal,61.30652766542801,Feuil1
2012,Ariana,Population-Communal-desservie-par-sonede,486.82804483192,Feuil1
2012,Ariana,Population-non-Communal-desservie-par-sonede,57.91732102547694,Feuil1
2012,Ariana,Population-non-Communal-desservie-par-genie-rurale,3.136368781723666,Feuil1
2012,Ben Arous,Effectif-population-Communal,554.533214690207,Feuil1
2012,Ben Arous,Effectif-population-non- Communal,56.18675532312693,Feuil1
2012,Ben Arous,Population-Communal-desservie-par-sonede,554.533214690207,Feuil1
2012,Ben Arous,Population-non-Communal-desservie-par-sonede,46.28946154637274,Feuil1
2012,Ben Arous,Population-non-Communal-desservie-par-genie-rurale,9.143272517526151,Feuil1
2012,Manouba,Effectif-population-Communal,280.13773805421,Feuil1
2012,Manouba,Effectif-population-non- Communal,88.78134223025,Feuil1
2012,Manouba,Population-Communal-desservie-par-sonede,280.13773805421,Feuil1
2012,Manouba,Population-non-Communal-desservie-par-sonede,75.31764167607814,Feuil1
2012,Manouba,Population-non-Communal-desservie-par-genie-rurale,13.398542619640825,Feuil1
2012,Nabeul,Effectif-population-Communal,522.578829875707,Feuil1
2012,Nabeul,Effectif-population-non- Communal,245.65504820640297,Feuil1
2012,Nabeul,Population-Communal-desservie-par-sonede,522.578829875707,Feuil1
2012,Nabeul,Population-non-Communal-desservie-par-sonede,145.3773555909193,Feuil1
2012,Nabeul,Population-non-Communal-desservie-par-genie-rurale,90.6901032316992,Feuil1
2012,Zaghouan,Effectif-population-Communal,75.9081807195362,Feuil1
2012,Zaghouan,Effectif-population-non- Communal,97.6398079800828,Feuil1
2012,Zaghouan,Population-Communal-desservie-par-sonede,75.9081807195362,Feuil1
2012,Zaghouan,Population-non-Communal-desservie-par-sonede,45.8889302817876,Feuil1
2012,Zaghouan,Population-non-Communal-desservie-par-genie-rurale,46.63631408307564,Feuil1
2012,Bizerte,Effectif-population-Communal,365.98338609198,Feuil1
2012,Bizerte,Effectif-population-non- Communal,194.91961415292,Feuil1
2012,Bizerte,Population-Communal-desservie-par-sonede,365.98338609198,Feuil1
2012,Bizerte,Population-non-Communal-desservie-par-sonede,91.11032772268022,Feuil1
2012,Bizerte,Population-non-Communal-desservie-par-genie-rurale,76.47350560990165,Feuil1
2012,Beja,Effectif-population-Communal,133.090022469687,Feuil1
2012,Beja,Effectif-population-non- Communal,167.370650626546,Feuil1
2012,Beja,Population-Communal-desservie-par-sonede,133.090022469687,Feuil1
2012,Beja,Population-non-Communal-desservie-par-sonede,68.45070743998234,Feuil1
2012,Beja,Population-non-Communal-desservie-par-genie-rurale,78.9027175491302,Feuil1
2012,Jendouba,Effectif-population-Communal,122.428899426072,Feuil1
2012,Jendouba,Effectif-population-non- Communal,277.197001049398,Feuil1
2012,Jendouba,Population-Communal-desservie-par-sonede,122.428899426072,Feuil1
2012,Jendouba,Population-non-Communal-desservie-par-sonede,100.28437952984316,Feuil1
2012,Jendouba,Population-non-Communal-desservie-par-genie-rurale,143.61280097195936,Feuil1
2012,Le Kef,Effectif-population-Communal,136.28150317134,Feuil1
2012,Le Kef,Effectif-population-non- Communal,105.08833574723,Feuil1
2012,Le Kef,Population-Communal-desservie-par-sonede,136.28150317134,Feuil1
2012,Le Kef,Population-non-Communal-desservie-par-sonede,26.65416652328196,Feuil1
2012,Le Kef,Population-non-Communal-desservie-par-genie-rurale,61.267041490845855,Feuil1
2012,Siliana,Effectif-population-Communal,93.5192267614469,Feuil1
2012,Siliana,Effectif-population-non- Communal,127.1333706783571,Feuil1
2012,Siliana,Population-Communal-desservie-par-sonede,93.5192267614469,Feuil1
2012,Siliana,Population-non-Communal-desservie-par-sonede,43.04418797134383,Feuil1
2012,Siliana,Population-non-Communal-desservie-par-genie-rurale,66.81868378541039,Feuil1
2012,Kairouan,Effectif-population-Communal,197.471351560908,Feuil1
2012,Kairouan,Effectif-population-non- Communal,361.594285364627,Feuil1
2012,Kairouan,Population-Communal-desservie-par-sonede,197.471351560908,Feuil1
2012,Kairouan,Population-non-Communal-desservie-par-sonede,116.84807576064829,Feuil1
2012,Kairouan,Population-non-Communal-desservie-par-genie-rurale,170.88587730042914,Feuil1
2012,Kasserine,Effectif-population-Communal,188.013825925248,Feuil1
2012,Kasserine,Effectif-population-non- Communal,243.58453587801603,Feuil1
2012,Kasserine,Population-Communal-desservie-par-sonede,188.013825925248,Feuil1
2012,Kasserine,Population-non-Communal-desservie-par-sonede,31.765578789742783,Feuil1
2012,Kasserine,Population-non-Communal-desservie-par-genie-rurale,199.6910024325924,Feuil1
2012,Sidi Bouzid,Effectif-population-Communal,113.621706725692,Feuil1
2012,Sidi Bouzid,Effectif-population-non- Communal,305.928016552693,Feuil1
2012,Sidi Bouzid,Population-Communal-desservie-par-sonede,113.621706725692,Feuil1
2012,Sidi Bouzid,Population-non-Communal-desservie-par-sonede,99.11277323417796,Feuil1
2012,Sidi Bouzid,Population-non-Communal-desservie-par-genie-rurale,174.52165684982998,Feuil1
2012,Sousse,Effectif-population-Communal,534.165902943249,Feuil1
2012,Sousse,Effectif-population-non- Communal,124.48319776593304,Feuil1
2012,Sousse,Population-Communal-desservie-par-sonede,534.165902943249,Feuil1
2012,Sousse,Population-non-Communal-desservie-par-sonede,99.36447088209808,Feuil1
2012,Sousse,Population-non-Communal-desservie-par-genie-rurale,24.764454866711542,Feuil1
2012,Monastir,Effectif-population-Communal,530.554477766553,Feuil1
2012,Monastir,Effectif-population-non- Communal,,Feuil1
2012,Monastir,Population-Communal-desservie-par-sonede,530.554477766553,Feuil1
2012,Monastir,Population-non-Communal-desservie-par-sonede,0.0,Feuil1
2012,Monastir,Population-non-Communal-desservie-par-genie-rurale,0.0,Feuil1
2012,Mahdia,Effectif-population-Communal,181.512970816517,Feuil1
2012,Mahdia,Effectif-population-non- Communal,215.537712699676,Feuil1
2012,Mahdia,Population-Communal-desservie-par-sonede,181.512970816517,Feuil1
2012,Mahdia,Population-non-Communal-desservie-par-sonede,159.10420380021714,Feuil1
2012,Mahdia,Population-non-Communal-desservie-par-genie-rurale,51.62456782715151,Feuil1
2012,Sfax,Effectif-population-Communal,587.573934093739,Feuil1
2012,Sfax,Effectif-population-non- Communal,354.769678571394,Feuil1
2012,Sfax,Population-Communal-desservie-par-sonede,587.573934093739,Feuil1
2012,Sfax,Population-non-Communal-desservie-par-sonede,214.59162208431425,Feuil1
2012,Sfax,Population-non-Communal-desservie-par-genie-rurale,116.23762368591946,Feuil1
2012,Gafsa,Effectif-population-Communal,244.803956097809,Feuil1
2012,Gafsa,Effectif-population-non- Communal,85.50004256797499,Feuil1
2012,Gafsa,Population-Communal-desservie-par-sonede,244.803956097809,Feuil1
2012,Gafsa,Population-non-Communal-desservie-par-sonede,28.88531176439989,Feuil1
2012,Gafsa,Population-non-Communal-desservie-par-genie-rurale,53.31175106096796,Feuil1
2012,Tozeur,Effectif-population-Communal,74.3030662869591,Feuil1
2012,Tozeur,Effectif-population-non- Communal,31.63856665428891,Feuil1
2012,Tozeur,Population-Communal-desservie-par-sonede,74.3030662869591,Feuil1
2012,Tozeur,Population-non-Communal-desservie-par-sonede,28.90180059107686,Feuil1
2012,Tozeur,Population-non-Communal-desservie-par-genie-rurale,1.9623619008619253,Feuil1
2012,Kebili,Effectif-population-Communal,82.3107912658472,Feuil1
2012,Kebili,Effectif-population-non- Communal,69.90099383857981,Feuil1
2012,Kebili,Population-Communal-desservie-par-sonede,82.3107912658472,Feuil1
2012,Kebili,Population-non-Communal-desservie-par-sonede,67.88307271984849,Feuil1
2012,Kebili,Population-non-Communal-desservie-par-genie-rurale,1.730478894585303,Feuil1
2012,Gabes,Effectif-population-Communal,257.473352508608,Feuil1
2012,Gabes,Effectif-population-non- Communal,109.28049720833798,Feuil1
2012,Gabes,Population-Communal-desservie-par-sonede,257.473352508608,Feuil1
2012,Gabes,Population-non-Communal-desservie-par-sonede,81.64861937022124,Feuil1
2012,Gabes,Population-non-Communal-desservie-par-genie-rurale,22.57467399386238,Feuil1
2012,Medenine,Effectif-population-Communal,368.854041483127,Feuil1
2012,Medenine,Effectif-population-non- Communal,100.006339102149,Feuil1
2012,Medenine,Population-Communal-desservie-par-sonede,368.854041483127,Feuil1
2012,Medenine,Population-non-Communal-desservie-par-sonede,66.02739862921145,Feuil1
2012,Medenine,Population-non-Communal-desservie-par-genie-rurale,30.1264116886765,Feuil1
2012,Tataouine,Effectif-population-Communal,93.1927709865835,Feuil1
2012,Tataouine,Effectif-population-non- Communal,53.36928983838851,Feuil1
2012,Tataouine,Population-Communal-desservie-par-sonede,93.1927709865835,Feuil1
2012,Tataouine,Population-non-Communal-desservie-par-sonede,44.090621640191806,Feuil1
