date,gouvernorat,superficie_ha,feuille
2001,Kairouan,148500.0,evolution_des_superficies_olive
2001,Kasserine,48590.0,evolution_des_superficies_olive
2001,Sidibouzid,159300.0,evolution_des_superficies_olive
2001,Gafsa,39270.0,evolution_des_superficies_olive
2001,Gabes,42000.0,evolution_des_superficies_olive
2001,Medenine,169040.0,evolution_des_superficies_olive
2001,Tatouine,15110.0,evolution_des_superficies_olive
2002,Tunis,1580.0,evolution_des_superficies_olive
2002,Ariana,2110.0,evolution_des_superficies_olive
2002,Manouba,10720.0,evolution_des_superficies_olive
2002,Benarous,4400.0,evolution_des_superficies_olive
2002,Nabeul,22450.0,evolution_des_superficies_olive
2002,Bizerte,9980.0,evolution_des_superficies_olive
2002,Béja,19460.0,evolution_des_superficies_olive
2002,Jendouba,17330.0,evolution_des_superficies_olive
2002,Kef,25190.0,evolution_des_superficies_olive
2002,Siliana,44000.0,evolution_des_superficies_olive
2002,Zaghouan,36960.0,evolution_des_superficies_olive
2002,Sousse,76000.0,evolution_des_superficies_olive
2002,Monastir,59480.0,evolution_des_superficies_olive
2002,Mahdia,131300.0,evolution_des_superficies_olive
2002,Sfax,300700.0,evolution_des_superficies_olive
2002,Kairouan,149500.0,evolution_des_superficies_olive
2002,Kasserine,49240.0,evolution_des_superficies_olive
2002,Sidibouzid,159300.0,evolution_des_superficies_olive
2002,Gafsa,39670.0,evolution_des_superficies_olive
2002,Gabès,42000.0,evolution_des_superficies_olive
2002,Medenine,170180.0,evolution_des_superficies_olive
2002,Tatouine,15170.0,evolution_des_superficies_olive
2003,Tunis,1600.0,evolution_des_superficies_olive
2003,Ariana,2160.0,evolution_des_superficies_olive
2003,Manouba,10960.0,evolution_des_superficies_olive
2003,Benarous,4400.0,evolution_des_superficies_olive
2003,Nabeul,22450.0,evolution_des_superficies_olive
2003,Bizerte,9970.0,evolution_des_superficies_olive
2003,Beja,20890.0,evolution_des_superficies_olive
2003,Jendouba,17350.0,evolution_des_superficies_olive
2003,Kef,26820.0,evolution_des_superficies_olive
2003,Siliana,44000.0,evolution_des_superficies_olive
2003,Zaghouan,37340.0,evolution_des_superficies_olive
2003,Sousse,75000.0,evolution_des_superficies_olive
2003,Monastir,59700.0,evolution_des_superficies_olive
2003,Mahdia,132000.0,evolution_des_superficies_olive
2003,Sfax,301100.0,evolution_des_superficies_olive
2003,Kairouan,150500.0,evolution_des_superficies_olive
2003,Kasserine,49500.0,evolution_des_superficies_olive
2003,Sidibouzid,159300.0,evolution_des_superficies_olive
2003,Gafsa,42980.0,evolution_des_superficies_olive
2003,Gabès,42000.0,evolution_des_superficies_olive
2003,Medenine,171080.0,evolution_des_superficies_olive
2003,Tatouine,15250.0,evolution_des_superficies_olive
2004,Tunis,1610.0,evolution_des_superficies_olive
2004,Ariana,2250.0,evolution_des_superficies_olive
2004,Manouba,11080.0,evolution_des_superficies_olive
2004,Benarous,4400.0,evolution_des_superficies_olive
2004,Nabeul,22650.0,evolution_des_superficies_olive
2004,Bizerte,9980.0,evolution_des_superficies_olive
2004,Beja,20890.0,evolution_des_superficies_olive
2004,Jendouba,17380.0,evolution_des_superficies_olive
2004,Kef,27250.0,evolution_des_superficies_olive
2004,Siliana,46000.0,evolution_des_superficies_olive
2004,Zaghouan,38600.0,evolution_des_superficies_olive
2004,Sousse,75500.0,evolution_des_superficies_olive
2004,Monastir,59920.0,evolution_des_superficies_olive
2004,Mahdia,132000.0,evolution_des_superficies_olive
2004,Sfax,301800.0,evolution_des_superficies_olive
2004,Kairouan,151700.0,evolution_des_superficies_olive
2004,Kasserine,50140.0,evolution_des_superficies_olive
2004,Sidibouzid,159500.0,evolution_des_superficies_olive
2004,Gafsa,44030.0,evolution_des_superficies_olive
2004,Gabes,41500.0,evolution_des_superficies_olive
2004,Medenine,172310.0,evolution_des_superficies_olive
2004,Tatouine,17320.0,evolution_des_superficies_olive
2005,Tunis,1580.0,evolution_des_superficies_olive
2005,Ariana,2270.0,evolution_des_superficies_olive
2005,Manouba,11230.0,evolution_des_superficies_olive
2005,Benarous,4400.0,evolution_des_superficies_olive
2005,Nabeul,22450.0,evolution_des_superficies_olive
2005,Bizerte,9970.0,evolution_des_superficies_olive
2005,Beja,20900.0,evolution_des_superficies_olive
2005,Jendouba,17500.0,evolution_des_superficies_olive
2005,Kef,27400.0,evolution_des_superficies_olive
2005,Siliana,47880.0,evolution_des_superficies_olive
2005,Zaghouan,39060.0,evolution_des_superficies_olive
2005,Sousse,75700.0,evolution_des_superficies_olive
2005,Monastir,60570.0,evolution_des_superficies_olive
2005,Mahdia,132900.0,evolution_des_superficies_olive
2005,Sfax,302000.0,evolution_des_superficies_olive
2005,Kairouan,152300.0,evolution_des_superficies_olive
2005,Kasserine,50140.0,evolution_des_superficies_olive
2005,Sidibouzid,159500.0,evolution_des_superficies_olive
2005,Gafsa,45590.0,evolution_des_superficies_olive
2005,Gabès,41500.0,evolution_des_superficies_olive
2005,Medenine,172480.0,evolution_des_superficies_olive
2005,Tatouine,18120.0,evolution_des_superficies_olive
2006,Tunis,1570.0,evolution_des_superficies_olive
2006,Ariana,2280.0,evolution_des_superficies_olive
2006,Manouba,11400.0,evolution_des_superficies_olive
2006,Benarous,5000.0,evolution_des_superficies_olive
2006,Nabeul,23600.0,evolution_des_superficies_olive
2006,Bizerte,9730.0,evolution_des_superficies_olive
2006,Beja,21600.0,evolution_des_superficies_olive
2006,Jendouba,17700.0,evolution_des_superficies_olive
2006,Kef,28200.0,evolution_des_superficies_olive
2006,Siliana,47820.0,evolution_des_superficies_olive
2006,Zaghouan,38850.0,evolution_des_superficies_olive
2006,Sousse,77000.0,evolution_des_superficies_olive
2006,Monastir,60040.0,evolution_des_superficies_olive
2006,Mahdia,133400.0,evolution_des_superficies_olive
2006,Sfax,303200.0,evolution_des_superficies_olive
2006,Kairouan,153000.0,evolution_des_superficies_olive
2006,Kasserine,52000.0,evolution_des_superficies_olive
2006,Sidibouzid,160000.0,evolution_des_superficies_olive
2006,Gafsa,46000.0,evolution_des_superficies_olive
2006,Gabes,41000.0,evolution_des_superficies_olive
2006,Medenine,173270.0,evolution_des_superficies_olive
2006,Tatouine,19940.0,evolution_des_superficies_olive
2007,Tunis,1580.0,evolution_des_superficies_olive
2007,Ariana,2330.0,evolution_des_superficies_olive
2007,Manouba,11480.0,evolution_des_superficies_olive
2007,Benarous,5200.0,evolution_des_superficies_olive
2007,Nabeul,23000.0,evolution_des_superficies_olive
2007,Bizerte,9760.0,evolution_des_superficies_olive
2007,Beja,21800.0,evolution_des_superficies_olive
2007,Jendouba,18000.0,evolution_des_superficies_olive
2007,Kef,30450.0,evolution_des_superficies_olive
2007,Siliana,49040.0,evolution_des_superficies_olive
2007,Zaghouan,40540.0,evolution_des_superficies_olive
2007,Sousse,78000.0,evolution_des_superficies_olive
2007,Monastir,59990.0,evolution_des_superficies_olive
2007,Mahdia,135000.0,evolution_des_superficies_olive
2007,Sfax,305500.0,evolution_des_superficies_olive
2007,Kairouan,160000.0,evolution_des_superficies_olive
2007,Kasserine,52500.0,evolution_des_superficies_olive
2007,Sidibouzid,163000.0,evolution_des_superficies_olive
2007,Gafsa,46990.0,evolution_des_superficies_olive
2007,Gabes,42100.0,evolution_des_superficies_olive
2007,Medenine,174300.0,evolution_des_superficies_olive
2007,Tatouine,20600.0,evolution_des_superficies_olive
2008,Tunis,1560.0,evolution_des_superficies_olive
2008,Ariana,2320.0,evolution_des_superficies_olive
2008,Manouba,11640.0,evolution_des_superficies_olive
2008,Benarous,5440.0,evolution_des_superficies_olive
2008,Nabeul,22850.0,evolution_des_superficies_olive
2008,Bizerte,9750.0,evolution_des_superficies_olive
2008,Beja,22300.0,evolution_des_superficies_olive
2008,Jendouba,18000.0,evolution_des_superficies_olive
2008,Kef,30500.0,evolution_des_superficies_olive
2008,Siliana,49040.0,evolution_des_superficies_olive
2008,Zaghouan,41060.0,evolution_des_superficies_olive
2008,Sousse,79000.0,evolution_des_superficies_olive
2008,Monastir,59990.0,evolution_des_superficies_olive
2008,Mahdia,135350.0,evolution_des_superficies_olive
2008,Sfax,306000.0,evolution_des_superficies_olive
2008,Kairouan,161000.0,evolution_des_superficies_olive
2008,Kasserine,53000.0,evolution_des_superficies_olive
2008,Sidibouzid,165500.0,evolution_des_superficies_olive
2008,Gafsa,47850.0,evolution_des_superficies_olive
2008,Gabès,42100.0,evolution_des_superficies_olive
2008,Medenine,175500.0,evolution_des_superficies_olive
2008,Tatouine,20640.0,evolution_des_superficies_olive
2009,Tunis,1580.0,evolution_des_superficies_olive
2009,Ariana,2440.0,evolution_des_superficies_olive
2009,Manouba,11660.0,evolution_des_superficies_olive
2009,Benarous,5520.0,evolution_des_superficies_olive
2009,Nabeul,23000.0,evolution_des_superficies_olive
2009,Bizerte,9770.0,evolution_des_superficies_olive
2009,Beja,22600.0,evolution_des_superficies_olive
2009,Jendouba,18000.0,evolution_des_superficies_olive
2009,Kef,33000.0,evolution_des_superficies_olive
2009,Siliana,58400.0,evolution_des_superficies_olive
2009,Zaghouan,41780.0,evolution_des_superficies_olive
2009,Sousse,79000.0,evolution_des_superficies_olive
2009,Monastir,59990.0,evolution_des_superficies_olive
2009,Mahdia,135500.0,evolution_des_superficies_olive
2009,Sfax,307000.0,evolution_des_superficies_olive
2009,Kairouan,162500.0,evolution_des_superficies_olive
2009,Kasserine,53500.0,evolution_des_superficies_olive
2009,Sidibouzid,168360.0,evolution_des_superficies_olive
2009,Gafsa,49000.0,evolution_des_superficies_olive
2009,Gabes,42500.0,evolution_des_superficies_olive
2009,Medenine,175500.0,evolution_des_superficies_olive
2009,Tatouine,20900.0,evolution_des_superficies_olive
2010,Tunis,1620.0,evolution_des_superficies_olive
2010,Ariana,2440.0,evolution_des_superficies_olive
2010,Manouba,11700.0,evolution_des_superficies_olive
2010,Benarous,5620.0,evolution_des_superficies_olive
2010,Nabeul,23000.0,evolution_des_superficies_olive
2010,Bizerte,9770.0,evolution_des_superficies_olive
2010,Beja,22900.0,evolution_des_superficies_olive
2010,Jendouba,18000.0,evolution_des_superficies_olive
2010,Kef,34000.0,evolution_des_superficies_olive
2010,Siliana,59520.0,evolution_des_superficies_olive
2010,Zaghouan,42700.0,evolution_des_superficies_olive
2010,Sousse,79000.0,evolution_des_superficies_olive
2010,Monastir,59990.0,evolution_des_superficies_olive
2010,Mahdia,135550.0,evolution_des_superficies_olive
2010,Sfax,307700.0,evolution_des_superficies_olive
2010,Kairouan,163800.0,evolution_des_superficies_olive
2010,Kasserine,54000.0,evolution_des_superficies_olive
2010,Sidibouzid,201550.0,evolution_des_superficies_olive
2010,Gafsa,57590.0,evolution_des_superficies_olive
2010,Gabès,42500.0,evolution_des_superficies_olive
2010,Medenine,176050.0,evolution_des_superficies_olive
2010,Tatouine,20000.0,evolution_des_superficies_olive
2011,Tunis,1630.0,evolution_des_superficies_olive
2011,Ariana,2440.0,evolution_des_superficies_olive
2011,Manouba,11700.0,evolution_des_superficies_olive
2011,Benarous,5710.0,evolution_des_superficies_olive
2011,Nabeul,23000.0,evolution_des_superficies_olive
2011,Bizerte,9790.0,evolution_des_superficies_olive
2011,Béja,23400.0,evolution_des_superficies_olive
2011,Jendouba,18000.0,evolution_des_superficies_olive
2011,Kef,34500.0,evolution_des_superficies_olive
2011,Siliana,60870.0,evolution_des_superficies_olive
2011,Zaghouan,42700.0,evolution_des_superficies_olive
2011,Sousse,79000.0,evolution_des_superficies_olive
2011,Monastir,59990.0,evolution_des_superficies_olive
2011,Mahdia,135570.0,evolution_des_superficies_olive
2011,Sfax,310000.0,evolution_des_superficies_olive
2011,Kairouan,165100.0,evolution_des_superficies_olive
2011,Kasserine,54000.0,evolution_des_superficies_olive
2011,Sidibouzid,207160.0,evolution_des_superficies_olive
2011,Gafsa,57600.0,evolution_des_superficies_olive
2011,Gabes,42500.0,evolution_des_superficies_olive
2011,Medenine,176050.0,evolution_des_superficies_olive
2011,Tatouine,20000.0,evolution_des_superficies_olive
2012,Tunis,1620.0,evolution_des_superficies_olive
2012,Ariana,2440.0,evolution_des_superficies_olive
2012,Manouba,11700.0,evolution_des_superficies_olive
2012,Benarous,5920.0,evolution_des_superficies_olive
2012,Nabeul,23000.0,evolution_des_superficies_olive
2012,Bizerte,9770.0,evolution_des_superficies_olive
2012,Beja,23400.0,evolution_des_superficies_olive
2012,Jendouba,18000.0,evolution_des_superficies_olive
2012,Kef,34000.0,evolution_des_superficies_olive
2012,Siliana,61820.0,evolution_des_superficies_olive
2012,Zaghouan,45000.0,evolution_des_superficies_olive
2012,Sousse,79000.0,evolution_des_superficies_olive
2012,Monastir,59990.0,evolution_des_superficies_olive
2012,Mahdia,135580.0,evolution_des_superficies_olive
2012,Sfax,310000.0,evolution_des_superficies_olive
2012,Kairouan,166010.0,evolution_des_superficies_olive
2012,Kasserine,54500.0,evolution_des_superficies_olive
2012,Sidibouzid,209500.0,evolution_des_superficies_olive
2012,Gafsa,53830.0,evolution_des_superficies_olive
2012,Gabes,44200.0,evolution_des_superficies_olive
2012,Medenine,180000.0,evolution_des_superficies_olive
2012,Tatouine,21000.0,evolution_des_superficies_olive
2013,Tunis,1640.0,evolution_des_superficies_olive
2013,Ariana,2440.0,evolution_des_superficies_olive
2013,Manouba,11700.0,evolution_des_superficies_olive
2013,Benarous,6120.0,evolution_des_superficies_olive
2013,Nabeul,23500.0,evolution_des_superficies_olive
2013,Bizerte,10200.0,evolution_des_superficies_olive
2013,Beja,24400.0,evolution_des_superficies_olive
2013,Jendouba,18000.0,evolution_des_superficies_olive
2013,Kef,35000.0,evolution_des_superficies_olive
2013,Siliana,63220.0,evolution_des_superficies_olive
2013,Zaghouan,47150.0,evolution_des_superficies_olive
2013,Sousse,79000.0,evolution_des_superficies_olive
2013,Monastir,59990.0,evolution_des_superficies_olive
2013,Mahdia,135600.0,evolution_des_superficies_olive
2013,Sfax,312000.0,evolution_des_superficies_olive
2013,Kairouan,168680.0,evolution_des_superficies_olive
2013,Kasserine,56500.0,evolution_des_superficies_olive
2013,Sidibouzid,212500.0,evolution_des_superficies_olive
2013,Gafsa,54020.0,evolution_des_superficies_olive
2013,Gabes,42500.0,evolution_des_superficies_olive
2013,Medenine,182000.0,evolution_des_superficies_olive
2013,Tatouine,22350.0,evolution_des_superficies_olive
2014,Tunis,1620.0,evolution_des_superficies_olive
2014,Ariana,2460.0,evolution_des_superficies_olive
2014,Manouba,11700.0,evolution_des_superficies_olive
2014,Benarous,5800.0,evolution_des_superficies_olive
2014,Nabeul,23200.0,evolution_des_superficies_olive
2014,Bizerte,12390.0,evolution_des_superficies_olive
2014,Beja,24900.0,evolution_des_superficies_olive
2014,Jendouba,18000.0,evolution_des_superficies_olive
2014,Kef,40670.0,evolution_des_superficies_olive
2014,Siliana,64450.0,evolution_des_superficies_olive
2014,Zaghouan,48380.0,evolution_des_superficies_olive
2014,Sousse,79000.0,evolution_des_superficies_olive
2014,Monastir,59990.0,evolution_des_superficies_olive
2014,Mahdia,135610.0,evolution_des_superficies_olive
2014,Sfax,313200.0,evolution_des_superficies_olive
2014,Kairouan,168680.0,evolution_des_superficies_olive
2014,Kasserine,62550.0,evolution_des_superficies_olive
2014,Sidibouzid,220170.0,evolution_des_superficies_olive
2014,Gafsa,55820.0,evolution_des_superficies_olive
2014,Gabes,42430.0,evolution_des_superficies_olive
2014,Medenine,175250.0,evolution_des_superficies_olive
2014,Kebili,,evolution_des_superficies_olive
2014,Tatouine,22350.0,evolution_des_superficies_olive
2015,Tunis,1630.0,evolution_des_superficies_olive
2015,Ariana,2480.0,evolution_des_superficies_olive
2015,Manouba,11700.0,evolution_des_superficies_olive
2015,Benarous,6000.0,evolution_des_superficies_olive
2015,Nabeul,23600.0,evolution_des_superficies_olive
2015,Bizerte,12390.0,evolution_des_superficies_olive
2015,Beja,25600.0,evolution_des_superficies_olive
2015,Jendouba,18000.0,evolution_des_superficies_olive
2015,Kef,41230.0,evolution_des_superficies_olive
2015,Siliana,70000.0,evolution_des_superficies_olive
2015,Zaghouan,50530.0,evolution_des_superficies_olive
2015,Sousse,81000.0,evolution_des_superficies_olive
2015,Monastir,59990.0,evolution_des_superficies_olive
2015,Mahdia,135620.0,evolution_des_superficies_olive
2015,Sfax,313200.0,evolution_des_superficies_olive
2015,Kairouan,171030.0,evolution_des_superficies_olive
2015,Kasserine,59900.0,evolution_des_superficies_olive
2015,Sidibouzid,238170.0,evolution_des_superficies_olive
2015,Gafsa,57720.0,evolution_des_superficies_olive
2015,Gabes,42430.0,evolution_des_superficies_olive
2015,Medenine,178390.0,evolution_des_superficies_olive
2015,Kebili,0.0,evolution_des_superficies_olive
2015,Tatouine,24370.0,evolution_des_superficies_olive
2016,Tunis,1630.0,evolution_des_superficies_olive
2016,Ariana,2480.0,evolution_des_superficies_olive
2016,Manouba,11700.0,evolution_des_superficies_olive
2016,benarous,6000.0,evolution_des_superficies_olive
2016,Nabeul,24050.0,evolution_des_superficies_olive
2016,Bizerte,12390.0,evolution_des_superficies_olive
2016,Beja,26200.0,evolution_des_superficies_olive
2016,Jendouba,19700.0,evolution_des_superficies_olive
2016,Kef,43570.0,evolution_des_superficies_olive
2016,Siliana,71600.0,evolution_des_superficies_olive
2016,Zaghouan,51930.0,evolution_des_superficies_olive
2016,Sousse,81070.0,evolution_des_superficies_olive
2016,Monastir,59970.0,evolution_des_superficies_olive
2016,Mahdia,135650.0,evolution_des_superficies_olive
2016,Sfax,313500.0,evolution_des_superficies_olive
2016,Kairouan,171030.0,evolution_des_superficies_olive
2016,Kasserine,61500.0,evolution_des_superficies_olive
2016,Sidibouzid,248500.0,evolution_des_superficies_olive
2016,Gafsa,57730.0,evolution_des_superficies_olive
2016,Gabes,42430.0,evolution_des_superficies_olive
2016,Medenine,180000.0,evolution_des_superficies_olive
2016,Tatouine,23430.0,evolution_des_superficies_olive
2017,Tunis,1640.0,evolution_des_superficies_olive
2017,Ariana,2490.0,evolution_des_superficies_olive
2017,Manouba,11730.0,evolution_des_superficies_olive
2017,Ben Arous,6000.0,evolution_des_superficies_olive
2017,Nabeul,24050.0,evolution_des_superficies_olive
2017,Bizerte,13980.0,evolution_des_superficies_olive
2017,Beja,27650.0,evolution_des_superficies_olive
2017,Jendouba,19700.0,evolution_des_superficies_olive
2017,Le Kef,44770.0,evolution_des_superficies_olive
2017,Siliana,73680.0,evolution_des_superficies_olive
2017,Zaghouan,53750.0,evolution_des_superficies_olive
2017,Sousse,81070.0,evolution_des_superficies_olive
2017,Monastir,60000.0,evolution_des_superficies_olive
2017,Mahdia,135800.0,evolution_des_superficies_olive
2017,Sfax,315500.0,evolution_des_superficies_olive
2017,Kairouan,171030.0,evolution_des_superficies_olive
2017,Kasserine,63600.0,evolution_des_superficies_olive
2017,Sidi Bouzid,254500.0,evolution_des_superficies_olive
2017,Gafsa,59800.0,evolution_des_superficies_olive
2017,Gabes,42430.0,evolution_des_superficies_olive
2017,Medenine,182500.0,evolution_des_superficies_olive
2017,Tozeur,0.0,evolution_des_superficies_olive
2017,Kebili,0.0,evolution_des_superficies_olive
2017,Tataouine,22600.0,evolution_des_superficies_olive
