annee,gouvernorat,janvier,fevrier,mars,avril,mai,juin,juillet,aout,septembre,octobre,novembre,decembre,feuille,unnamed_1,unnamed_2,unnamed_3,unnamed_4,unnamed_5,unnamed_6,unnamed_7,unnamed_8,unnamed_9,unnamed_10,unnamed_11,unnamed_12,unnamed_13
2024.0,Kairouan,1623.589,1536.147,1625.232,1961.707,2038.389,2147.459,2318.654,2398.147,2173.456,1854.231,1605.364,1502.468,Feuil1,,,,,,,,,,,,,
2024.0,Kasserine,998.254,933.264,1175.006,1256.879,1326.541,1396.582,1204.457,1278.965,1237.458,906.325,882.654,823.147,Feuil1,,,,,,,,,,,,,
2024.0,Grand Sfax,5156.905,4714.426,5230.824,5360.25,5488.393,5392.885,5315.235,5965.721,5809.645,5999.16,5769.39,5804.903,Feuil1,,,,,,,,,,,,,
2024.0,Gafsa,1544.5,1515.05,1601.5,1659.8,1692.6,1721.9,2722.85,2702.55,2472.75,2316.8,2122.35,1959.15,Feuil1,,,,,,,,,,,,,
2024.0,Tozeur,576.91,524.032,589.495,575.1,663.1,701.14,777.1,801.56,764.15,695.64,635.8,585.38,Feuil1,,,,,,,,,,,,,
2024.0,Sidi Bouzid,1381.012,1303.391,1331.834,1357.962,1435.319,1473.153,1567.527,1589.057,1471.413,1503.755,1386.9,1402.843,Feuil1,,,,,,,,,,,,,
2024.0,Gabes,3101.659,2223.271,3090.01,2972.625,2969.001,3066.291,3134.055,3075.454,2922.4,3181.764,3320.514,3246.97,Feuil1,,,,,,,,,,,,,
2024.0,Kebili,807.397,748.71,826.269,840.845,896.308,905.589,940.136,944.331,926.539,910.0,858.152,846.254,Feuil1,,,,,,,,,,,,,
2024.0,Medenine,1938.4905,1897.24815,1980.38448,1913.2431000000001,1936.64175,2170.40379,2345.46519,2380.1895,2308.3188,2386.37433,2359.93242,2285.00454,Feuil1,,,,,,,,,,,,,
2024.0,Jerba,1817.505,1762.477,1997.36,1875.66,2083.614,2153.294,2312.492,2327.202,2205.78,2091.269,1936.465,1837.557,Feuil1,,,,,,,,,,,,,
2024.0,Tataouine,953.7709500000001,929.8449,942.405,998.45182,1032.729,1056.2076000000002,1150.03175,1238.4273080000003,1131.381588,1163.0239100000001,1154.9590079999998,1271.9784,Feuil1,,,,,,,,,,,,,
2024.0,Coefficient de pointe mensuelle,0.784357216002346,0.7059152184953926,0.7847484638494745,0.8286083701850959,0.8800214687065238,0.9238564355146204,0.9728680951965452,1.0,0.9160907091755872,0.8706315979578011,0.8243208429147739,0.8101640203618926,Feuil1,,,,,,,,,,,,,
,,,,,,,,,,,,,,Feuil2,,,,,,,,,,,,,
,,,,,,,,,,,,,,Feuil2,Désignation,Janvier,Fevrier,Mars,Avril,Mai,Juin,Juillet,Aout,Septembre,Octobre,Novembre,Decembre
,,,,,,,,,,,,,,Feuil2,Bizerte,1513.812,1413.007,1567.54,1541.685,1703.417,1827.222,2330.195,2317.404,1935.108,1838.132,1699.705,1659.775
,,,,,,,,,,,,,,Feuil2,Ml Bourguiba,582.701,577.674,592.167,590.168,652.435,699.432,806.882,808.712,760.558,733.642,678.314,667.304
,,,,,,,,,,,,,,Feuil2,Jendouba,1021.962,947.025,1027.111,1091.374,1142.368,1228.496,1580.552,1585.31,1479.308,1362.659,1282.681,1296.649
,,,,,,,,,,,,,,Feuil2,Le Kef,624.024,604.845,664.728,661.272,722.334,785.964,868.603,931.732,895.828,848.157,731.79,750.879
,,,,,,,,,,,,,,Feuil2,Siliana,613.905,620.488,639.961,648.206,722.098,751.891,830.094,802.047,757.398,621.503,573.513,578.519
,,,,,,,,,,,,,,Feuil2,Beja,877.983,824.63,959.669,949.881,1061.53,1361.489,1306.112,1310.65,1310.14,1030.475,944.145,818.916
,,,,,,,,,,,,,,Feuil2,Nabeul,1643.545,1598.347,1830.666,1837.54,2098.042,2303.257,2573.899,2563.353,2020.891,1996.55,1633.361,1694.01
,,,,,,,,,,,,,,Feuil2,Ml Temime,748.807,692.905,766.688,732.922,767.273,814.778,963.473,966.273,870.52,826.991,733.146,730.599
,,,,,,,,,,,,,,Feuil2,Grombalia,987.027,802.903,878.477,929.997,1012.164,1079.091,1198.939,1223.879,1040.918,970.63,930.017,930.075
,,,,,,,,,,,,,,Feuil2,Zaghouan,645.122,635.638,660.371,598.136,735.111,747.545,784.857,803.524,747.023,712.14,706.948,681.58
,,,,,,,,,,,,,,Feuil2,Grand Sousse,3177.652,3112.354,3245.278,3305.624,3670.125,3820.578,4212.354,4003.596,3489.712,3402.654,3500.369,3314.568
,,,,,,,,,,,,,,Feuil2,Moknine,1126.036,998.654,1203.567,1205.647,1352.587,1406.817,1203.478,1202.145,1101.458,1182.654,1125.478,1250.367
,,,,,,,,,,,,,,Feuil2,Monastir,1390.985,1358.398,1430.749,1404.001,1647.13,1760.927,2033.423,2102.441,1802.657,1757.499,1494.151,1476.21
,,,,,,,,,,,,,,Feuil2,Mahdia,1812.362,1628.398,1830.258,1780.658,2200.658,2286.159,2793.571,2836.426,2332.886,2203.629,1921.911,1921.287
,,,,,,,,,,,,,,Feuil2,Kairouan,1729.941,1686.33,1855.785,1841.632,2030.157,2028.203,2106.465,2093.776,1852.033,1513.632,1641.055,1621.196
,,,,,,,,,,,,,,Feuil2,Kasserine,965.234,982.365,1089.542,1101.357,1185.324,1210.369,1215.365,1113.365,942.687,894.261,917.145,895.692
,,,,,,,,,,,,,,Feuil2,Grand Sfax,4759.792,4682.964,5074.382,5046.417,5347.389,5429.782,5784.34,5702.541,5308.558,5458.741,5117.498,5213.894
,,,,,,,,,,,,,,Feuil2,Gafsa,1472.6,1441.8,1516.4,1680.3,1894.4,2154.2,2262,2338.5,2241.4,2020.2,1783.7,1591.2
,,,,,,,,,,,,,,Feuil2,Tozeur,547.201,484.996,555.428,564.179,645.088,696.177,772.797,792.983,738.793,648.961,602.528,558.438
,,,,,,,,,,,,,,Feuil2,Sidi Bouzid,1112.128,1107.629,1176.639,1179.356,1415.753,1389.321,1513.516,1524.761,1322.008,1286.424,1182.628,1133.611
,,,,,,,,,,,,,,Feuil2,Gabes,2493.236,2466.262,2565.754,2471.293,2511.102,2728.054,2755.487,2799.412,2769.875,2520.642,2407.35,2402.986
,,,,,,,,,,,,,,Feuil2,Kebili,752.727,680.948,784.732,813.486,885.926,931.887,987.633,1024.523,944.325,882.626,813.945,791.249
,,,,,,,,,,,,,,Feuil2,Medenine,1905.739,1865.764,1914.769,1927.928,2024.696,2057.431,2093.933,2041.459,2016.042,2045.898,2044.514,2016.437
,,,,,,,,,,,,,,Feuil2,Jerba,1468.94,1420.967,1595.98,1564.057,1791.976,1869.951,2139.348,2288.749,1766.18,1775.79,1566.984,1429.324
,,,,,,,,,,,,,,Feuil2,Tataouine,966.048,930.332,976.331,952.336,972.888,950.921,994.788,1059.866,1020.53,1001.106,964.597,996.311
,,,,,,,,,,,,,,Feuil2,Coefficient de pointe mensuelle,0.7644813946274259,0.7228559073944292,0.7989158380438328,0.8036704763911464,0.8728990523952613,0.9078323355947681,0.9979348116091412,1,0.897086971748855,0.8602477361091221,0.8048130320450423,0.7973387926464265
