annee,usage,code_district,domestique_branche,domestique_non_branche,commerce,administration,municipal,industrie,tourisme,divers,feuille
2012,Ben arous,16,10613.606,40.349000000000004,364.119,474.37,199.632,2759.5370000000003,0.0,99.89699999999999,Consommation par usage
2012,Ezzahra,26,11542.828,86.207,526.61,694.499,254.427,1607.5149999999999,233.042,163.908,Consommation par usage
2012,El Omrane Supérieur,27,7527.549999999999,76.846,221.476,201.807,72.649,102.81,0.0,4.079,Consommation par usage
2012,Manouba,54,10997.103,535.608,309.49,717.9460000000001,1499.941,1306.953,0.0,44.59,Consommation par usage
2013,Bizerte,45,11119.750399999999,335.49300000000005,257.73900000000003,1290.2720000000002,236.171,1105.3999999999999,106.574,28.437,Consommation par usage
2013,M. Bourguiba,46,4229.8369999999995,106.939,91.418,278.956,90.078,446.78499999999997,0.156,16.912,Consommation par usage
2013,Jendouba,5,7023.903,336.246,218.88600000000002,873.557,167.789,290.69899999999996,258.86699999999996,6.62,Consommation par usage
2013,Le Kef,8,4705.176,640.585,209.32100000000003,417.067,131.085,131.745,20.811,6.736000000000001,Consommation par usage
2013,Siliana,24,3753.893,452.18800000000005,138.97600000000003,407.012,101.24799999999999,67.387,1.747,9.633,Consommation par usage
2013,Beja,1,6356.841,993.089,231.189,617.7379999999999,109.919,880.566,9.998,99.176,Consommation par usage
2013,Nabeul,48,12451.596000000001,603.44,512.7389999999999,549.1700000000001,200.209,844.283,3764.8650000000002,102.184,Consommation par usage
2013,M. Temime,49,5066.631,298.656,129.65800000000002,186.30900000000003,57.985,191.45800000000003,73.563,2.231,Consommation par usage
2013,Grombalia,52,4990.4039999999995,140.692,370.73300000000006,517.763,68.598,1770.375,27.574,22.432,Consommation par usage
2013,Zaghouan,13,3878.2380000000003,74.23400000000001,146.556,405.772,134.262,1228.969,0.0,30.543999999999997,Consommation par usage
2013,Sousse,36,15512.140000000001,182.082,537.821,944.4119999999999,334.07900000000006,1197.011,1271.7109999999998,71.74199999999999,Consommation par usage
2013,H. Sousse,37,9137.438000000002,193.657,242.62,228.226,146.861,808.137,1411.298,48.704,Consommation par usage
2013,Moknine,42,8385.821,0.0,89.767,208.85,89.1,1360.6,8.599,6.786,Consommation par usage
2013,Monastir,44,9714.747000000001,2.353,313.631,727.17,279.46299999999997,1816.117,1943.069,26.447000000000003,Consommation par usage
2013,Mahdia,22,11851.432999999999,1509.366,446.634,506.9580000000001,156.912,1078.324,906.4360000000001,27.162,Consommation par usage
2013,Kairouan,6,8474.814,375.792,215.59,861.587,242.39600000000002,166.675,29.247999999999998,37.282,Consommation par usage
2013,Kasserine,7,5572.552,79.933,204.279,863.672,191.908,163.061,13.628,8.029,Consommation par usage
2013,Sfax,32,9191.974,30.232,380.836,1166.0620000000001,713.9580000000001,1075.455,146.09900000000002,33.54,Consommation par usage
2013,Sfax Nord,33,11817.991999999998,1314.999,212.14100000000002,261.051,76.45100000000001,770.254,0.0,26.61100000000001,Consommation par usage
2013,Sfax Sud,34,8139.494000000001,1616.253,93.37700000000001,532.417,92.208,1628.6550000000002,27.892000000000003,33.97,Consommation par usage
2013,Gafsa,4,6743.570000000001,102.375,127.352,520.8090000000001,138.728,200.856,25.267,15.620999999999999,Consommation par usage
2013,Tozeur,31,3305.067,10.073,124.99799999999999,245.23399999999998,103.492,42.217000000000006,108.435,3.085,Consommation par usage
2013,Sidi Bouzid,21,4598.881,475.425,248.49,485.26500000000004,136.102,58.17799999999999,0.887,261.899,Consommation par usage
2013,Gabes,3,11403.76,294.416,182.89800000000002,810.188,255.334,6292.628000000001,40.859,83.249,Consommation par usage
2013,Kebili,28,5085.513000000001,0.0,77.57,301.74199999999996,90.032,8.205,38.699,4.714,Consommation par usage
2013,Medenine,9,8173.079,817.2949999999998,244.09699999999998,813.305,204.073,270.679,275.78099999999995,88.82,Consommation par usage
2013,Jerba,53,6492.844999999999,2.3920000000000003,340.76,385.113,119.019,30.510999999999996,3893.169,27.636,Consommation par usage
2013,Tataouine,29,3647.026,472.261,46.175,326.11800000000005,121.50600000000001,73.103,28.401,16.756,Consommation par usage
2013,Tunis,14,7464.3550000000005,6.972,1139.682,3456.515,686.473,1292.3890000000001,463.48999999999995,75.91499999999999,Consommation par usage
2013,La Marsa,15,11731.101000000002,0.0,826.528,1767.987,256.653,240.54700000000003,930.1210000000001,317.11699999999996,Consommation par usage
2013,Bardo,17,10573.837000000001,10.722999999999999,464.72300000000007,499.94,160.99200000000002,300.281,0.0,64.625,Consommation par usage
2013,Tunis Sud,19,6870.648,20.116,192.446,490.217,142.187,523.74,3.756,26.464,Consommation par usage
2013,El Manar,20,6331.581,0.0,195.118,407.714,68.382,8.273,13.805,72.77000000000001,Consommation par usage
2013,Ariana,25,13196.474,28.320999999999998,518.5899999999999,668.34,139.135,335.329,0.0,319.254,Consommation par usage
2013,Ben arous,16,10849.979,61.522999999999996,398.512,472.466,187.70499999999998,2712.117,0.0,93.529,Consommation par usage
2013,Ezzahra,26,10924.307,130.028,509.255,686.8109999999999,225.958,1613.594,233.944,174.079,Consommation par usage
2013,El Omrane Supérieur,27,7816.015,95.987,234.855,507.76200000000006,68.852,110.89099999999999,0.0,4.482,Consommation par usage
2013,Manouba,54,11069.633,622.606,330.38200000000006,848.6909999999999,1652.075,1228.54,0.0,40.629,Consommation par usage
2014,Bizerte,45,11489.009,304.176,263.175,1266.6879999999999,188.856,1231.0790000000002,103.946,24.748,Consommation par usage
2014,M. Bourguiba,46,4394.078,28.455999999999996,93.272,370.231,88.412,401.557,0.19,14.091999999999999,Consommation par usage
2014,Jendouba,5,5308.157,234.216,171.219,607.564,184.065,319.983,257.38,9.242999999999999,Consommation par usage
2014,Le Kef,8,4992.212,561.3230000000001,145.18699999999998,525.288,135.53,100.701,17.054000000000002,8.221,Consommation par usage
2014,Siliana,24,4113.979,496.579,135.825,376.51800000000003,123.30900000000001,78.08,1.204,3.356,Consommation par usage
2014,Beja,1,6622.833,1065.217,239.51,602.88,136.304,890.827,8.975000000000001,96.718,Consommation par usage
2014,Nabeul,48,12978.169999999998,618.67,541.576,552.8220000000001,215.276,877.2219999999999,3693.491,93.53199999999998,Consommation par usage
2014,M. Temime,49,5271.983,288.658,120.688,176.607,60.190999999999995,202.023,70.821,3.897,Consommation par usage
2014,Grombalia,52,6052.868,110.03800000000001,432.95799999999997,550.298,91.23700000000001,1923.2379999999998,31.413000000000004,19.705000000000002,Consommation par usage
2014,Zaghouan,13,3676.5969999999998,117.72399999999999,134.402,342.80600000000004,105.756,1208.9799999999998,0.9610000000000001,24.095000000000002,Consommation par usage
2014,Sousse,36,16014.447,177.985,544.9540000000001,947.8230000000001,356.13,1210.474,1105.856,49.071,Consommation par usage
2014,H. Sousse,37,9374.911,191.448,252.151,222.59000000000003,140.566,707.431,1314.0209999999997,38.129,Consommation par usage
2014,Moknine,42,8530.888,0.0,93.85499999999999,217.482,86.80199999999999,1373.251,11.189,7.360999999999999,Consommation par usage
2014,Monastir,44,9879.868,2.0570000000000004,330.484,721.369,237.54500000000002,1772.546,1864.4450000000002,40.42,Consommation par usage
2014,Mahdia,22,12321.923999999999,1614.536,481.145,560.735,154.84300000000002,1138.486,883.444,29.812000000000005,Consommation par usage
2014,Kairouan,6,8671.878999999999,296.589,211.512,845.9159999999999,235.93200000000002,174.642,26.422,33.206,Consommation par usage
2014,Kasserine,7,5696.900000000001,104.55900000000001,202.32999999999998,798.2389999999999,193.385,140.712,14.758999999999999,7.174,Consommation par usage
2014,Sfax,32,10662.45,33.383,384.094,1233.3310000000001,611.7669999999999,1195.797,154.74,33.207,Consommation par usage
2014,Sfax Nord,33,11308.017,1265.42,204.57799999999997,260.207,76.842,740.597,0.0,16.459,Consommation par usage
2014,Sfax Sud,34,10526.524,1326.3490000000002,116.17500000000001,666.039,117.86600000000001,1801.2830000000001,38.459,37.903999999999996,Consommation par usage
2014,Gafsa,4,8788.426,83.34899999999999,135.564,584.686,172.418,199.89600000000002,23.183,21.936999999999998,Consommation par usage
2014,Tozeur,31,3461.8889999999997,13.697,124.90599999999999,252.991,104.051,26.592,95.834,3.073,Consommation par usage
2014,Sidi Bouzid,21,6167.661999999999,412.29100000000005,356.17100000000005,687.268,147.697,77.67599999999999,0.559,153.16299999999998,Consommation par usage
2014,Gabes,3,11131.228000000001,210.95900000000003,169.465,796.545,276.198,5128.448,43.444,72.785,Consommation par usage
2014,Kebili,28,4941.974,0.0,80.679,313.42199999999997,82.672,7.913,33.141999999999996,15.825,Consommation par usage
2014,Medenine,9,8245.634,795.3520000000001,274.182,780.299,163.56,201.424,259.031,94.12899999999999,Consommation par usage
2014,Jerba,53,7527.714999999999,2.31,363.76699999999994,336.235,140.30700000000002,44.846000000000004,3768.9639999999995,27.659,Consommation par usage
2014,Tataouine,29,3518.1470000000004,396.897,42.21,271.72,98.70400000000001,45.18299999999999,29.123,8.305,Consommation par usage
2014,Tunis,14,7447.051,3.9230000000000005,1132.267,3378.6049999999996,681.229,1452.288,465.644,83.34700000000001,Consommation par usage
2014,La Marsa,15,12508.537,0.0,848.267,1906.2620000000002,366.37,239.90300000000002,967.3799999999999,260.418,Consommation par usage
2014,Bardo,17,10898.946,10.829,450.218,481.14799999999997,165.084,298.91499999999996,0.0,78.625,Consommation par usage
2014,Tunis Sud,19,6980.468000000001,0.0,190.216,512.294,140.91500000000002,471.655,4.016,34.2,Consommation par usage
2014,El Manar,20,6246.877,0.0,182.611,338.003,85.765,6.412,15.852999999999998,77.387,Consommation par usage
2014,Ariana,25,13605.881,29.506999999999998,519.616,761.3530000000001,138.558,347.244,0.0,308.692,Consommation par usage
2014,Ben arous,16,11636.979,65.417,451.417,458.24600000000004,163.917,2944.6949999999997,0.0,102.676,Consommation par usage
2014,Ezzahra,26,11601.747,132.99200000000002,554.4150000000001,657.052,250.801,1649.998,198.653,154.466,Consommation par usage
2014,El Omrane Supérieur,27,8160.401,108.691,239.31100000000004,193.52300000000002,77.38199999999999,112.08800000000001,0.0,0.9859999999999999,Consommation par usage
2014,Manouba,54,10384.684,715.7379999999999,400.95000000000005,895.177,1648.2910000000002,1144.607,0.0,41.541999999999994,Consommation par usage
2015,Bizerte,45,11847.959,294.836,256.479,1314.215,189.363,1239.937,93.684,31.21,Consommation par usage
2015,M. Bourguiba,46,4586.414000000001,32.393,96.94,407.089,78.39099999999999,393.77099999999996,0.113,14.536000000000001,Consommation par usage
2015,Jendouba,5,7883.661,598.346,229.981,853.826,250.54699999999997,232.754,243.294,7.693999999999999,Consommation par usage
2015,Le Kef,8,4989.548,583.138,218.097,428.009,112.696,82.369,13.943999999999999,22.052999999999997,Consommation par usage
2015,Siliana,24,4401.24,497.73900000000003,146.827,435.709,138.373,66.21300000000001,0.841,2.02,Consommation par usage
2015,Beja,1,7030.598,1092.111,248.67000000000002,649.196,130.2,836.099,7.977,59.064,Consommation par usage
2015,Nabeul,48,13450.828000000001,692.815,540.818,585.5989999999999,192.11700000000002,845.193,3078.069,94.208,Consommation par usage
2015,M. Temime,49,5319.536,233.54399999999998,119.133,177.30899999999997,53.95,193.699,65.05,4.555999999999999,Consommation par usage
2015,Grombalia,52,6140.302,129.316,411.026,563.112,82.45100000000001,1957.937,28.332,14.323,Consommation par usage
2015,Zaghouan,13,4043.1549999999997,172.435,142.957,403.106,110.866,1103.607,1.939,20.371,Consommation par usage
2015,Sousse,36,16666.386,208.878,566.741,879.869,372.235,957.511,929.038,72.328,Consommation par usage
2015,H. Sousse,37,9725.982,243.524,226.93100000000004,410.92099999999994,163.685,482.512,940.6300000000001,34.361000000000004,Consommation par usage
2015,Moknine,42,8156.44,0.0,91.67,217.68099999999998,77.608,1203.785,14.971,6.967,Consommation par usage
2015,Monastir,44,10222.451,1.271,330.125,712.842,254.20600000000002,2297.637,1332.442,44.167,Consommation par usage
2015,Mahdia,22,13206.574,1939.5010000000002,492.42699999999996,555.914,148.232,1099.627,659.793,31.029000000000003,Consommation par usage
2015,Kairouan,6,9172.83,492.17800000000005,219.457,937.468,270.726,173.713,27.299999999999997,36.237,Consommation par usage
2015,Kasserine,7,5806.969,106.79,232.421,795.6229999999999,135.85,109.59700000000001,14.749,6.465000000000001,Consommation par usage
2015,Sfax,32,10352.356,34.141,372.114,1098.1209999999999,594.6410000000001,1096.24,137.243,36.347,Consommation par usage
2015,Sfax Nord,33,12053.173,1458.48,218.536,243.442,75.55100000000002,726.633,0.0,17.293,Consommation par usage
2015,Sfax Sud,34,10663.036,1396.519,107.02600000000001,615.736,121.0293,1169.829,51.305,42.797000000000004,Consommation par usage
2015,Gafsa,4,8078.689,79.20500000000001,155.846,542.048,153.589,214.25,13.778,13.869,Consommation par usage
2015,Tozeur,31,3522.748,4.187,133.43,267.181,124.638,33.805,79.732,19.412,Consommation par usage
2015,Sidi Bouzid,21,6264.078,414.13,461.344,993.997,161.535,115.514,0.202,213.92000000000002,Consommation par usage
2015,Gabes,3,10909.558,233.682,158.926,785.1600000000001,217.33100000000002,3324.9959999999996,41.388,91.954,Consommation par usage
2015,Kebili,28,5372.814,0.0,88.89999999999999,359.25300000000004,110.70700000000002,19.631999999999998,21.745,8.456000000000001,Consommation par usage
2015,Medenine,9,9137.043,750.96,284.61400000000003,781.2959999999999,164.808,226.586,249.479,121.508,Consommation par usage
2015,Jerba,53,7908.431,0.868,358.605,350.628,154.06,40.713,2744.301,26.437,Consommation par usage
2015,Tataouine,29,3894.5609999999997,326.24300000000005,55.429,301.319,81.679,40.836999999999996,25.700000000000003,1.3699999999999999,Consommation par usage
2015,Tunis,14,7311.857,3.2270000000000003,1127.3120000000001,3311.1639999999998,613.946,924.1,328.537,66.351,Consommation par usage
2015,La Marsa,15,12808.633999999998,0.0,861.689,1968.752,317.52700000000004,220.12599999999998,1049.311,308.913,Consommation par usage
2015,Bardo,17,11335.18,8.721,448.25800000000004,515.31,198.00599999999997,294.168,0.0,76.687,Consommation par usage
2015,Tunis Sud,19,7055.110000000001,0.0,182.306,485.163,123.407,462.16599999999994,3.784,23.485,Consommation par usage
2015,El Manar,20,6082.8624,1.9500000000000002,187.257,316.278,73.684,7.4639999999999995,20.180999999999997,91.426,Consommation par usage
2015,Ariana,25,14179.143999999998,45.336,513.639,747.515,164.46499999999997,365.07500000000005,0.0,293.51800000000003,Consommation par usage
2015,Ben arous,16,10922.693000000001,71.916,405.222,387.726,183.284,2722.92,0.0,114.986,Consommation par usage
2015,Ezzahra,26,12406.428999999998,138.61599999999999,600.746,680.224,255.942,1646.1660000000002,116.00399999999999,152.659,Consommation par usage
2015,El Omrane Supérieur,27,8291.468,91.246,236.93900000000002,185.208,77.999,111.61,0.0,0.7030000000000001,Consommation par usage
2015,Manouba,54,11777.261,734.553,245.14700000000002,783.721,1380.509,1138.9720000000002,0.0,58.842000000000006,Consommation par usage
2016,Bizerte,45,12065.359000000002,268.555,215.893,1313.249,215.673,1011.885,87.929,106.854,Consommation par usage
2016,M. Bourguiba,46,4619.083,52.506,104.567,355.38699999999994,68.589,397.364,0.092,11.347,Consommation par usage
2016,Jendouba,5,6804.255999999999,276.826,205.564,726.408,202.873,207.74399999999997,238.27,13.732,Consommation par usage
2016,Le Kef,8,5058.513,678.367,191.374,517.475,116.05299999999998,84.136,17.924,11.157,Consommation par usage
2016,Siliana,24,4271.5,558.858,141.923,334.624,94.655,67.237,0.8200000000000001,6.022,Consommation par usage
2016,Beja,1,7069.796,1166.027,247.576,644.7,130.388,836.509,9.582,84.542,Consommation par usage
2016,Nabeul,48,13676.451,621.871,520.108,662.6499999999999,207.048,764.6790000000001,2808.959,88.95800000000001,Consommation par usage
2016,M. Temime,49,5541.722,304.796,119.781,164.041,52.163999999999994,149.14999999999998,75.457,5.753,Consommation par usage
2016,Grombalia,52,6298.201,144.25599999999997,423.46599999999995,594.924,75.369,1946.6889999999999,38.96,2.69,Consommation par usage
2016,Zaghouan,13,3968.307,209.60999999999999,143.524,377.4902000000001,107.078,1162.457,0.477,17.277,Consommation par usage
2016,Sousse,36,16425.033,243.138,552.775,889.901,386.08299999999997,819.177,902.673,49.50900000000001,Consommation par usage
2016,H. Sousse,37,9870.228,237.39299999999997,247.091,402.51500000000004,147.374,621.655,867.8439999999999,38.344,Consommation par usage
2016,Moknine,42,9105.358,0.0,92.854,210.409,77.07300000000001,1282.199,10.682,13.219000000000001,Consommation par usage
2016,Monastir,44,10335.565,0.9730000000000001,325.552,727.0039999999999,257.948,1875.399,1280.5520000000001,27.166,Consommation par usage
2016,Mahdia,22,13625.645,2078.3160000000003,490.742,568.317,143.753,1043.8000000000002,739.1969999999999,33.166,Consommation par usage
2016,Kairouan,6,9596.052,431.41900000000004,246.45499999999998,1002.006,253.215,140.651,24.915,51.604,Consommation par usage
2016,Kasserine,7,6451.5869999999995,131.416,251.504,924.671,150.40099999999998,187.36599999999999,12.853,10.168,Consommation par usage
2016,Sfax,32,10469.902,34.842000000000006,361.178,1153.2930000000001,566.141,1018.3340000000001,141.30800000000002,33.848,Consommation par usage
2016,Sfax Nord,33,12766.431,1553.71,247.125,255.34200000000004,86.202,621.639,0.0,17.945,Consommation par usage
2016,Sfax Sud,34,10342.019,1517.1830000000002,191.845,578.023,27.098,1064.157,41.934000000000005,21.729999999999997,Consommation par usage
2016,Gafsa,4,8338.007,69.53999999999999,166.471,562.6170000000001,163.898,188.558,15.065,13.841,Consommation par usage
2016,Tozeur,31,3718.3750000000005,3.202,133.037,244.714,120.61,36.022000000000006,76.408,27.592,Consommation par usage
2016,Sidi Bouzid,21,6451.657,449.087,430.64599999999996,682.669,178.93399999999997,266.425,0.46499999999999997,249.628,Consommation par usage
2016,Gabes,3,12064.928,262.262,178.78000000000003,654.2090000000001,296.709,1987.322,33.197,72.387,Consommation par usage
2016,Kebili,28,5734.062999999999,0.0,111.57,396.658,107.337,24.997,18.542,12.206000000000001,Consommation par usage
2016,Medenine,9,9690.469000000001,778.398,282.448,856.7239999999999,175.794,246.551,247.38600000000002,96.72800000000001,Consommation par usage
2016,Jerba,53,7656.132,0.874,333.584,328.78999999999996,144.153,32.376,2616.062,30.266,Consommation par usage
2016,Tataouine,29,4135.391,348.176,53.407,339.19899999999996,103.84899999999999,44.266,29.720000000000002,0.78,Consommation par usage
2016,Tunis,14,7432.653,2.234,1112.7130000000002,3368.577,820.797,1344.914,357.555,64.432,Consommation par usage
2016,La Marsa,15,12795.693,0.0,870.963,1938.461,270.086,230.221,921.976,294.957,Consommation par usage
2016,Bardo,17,11587.965999999999,8.824,479.296,491.015,214.039,296.164,0.0,59.440000000000005,Consommation par usage
2016,Tunis Sud,19,7042.913,0.0,175.75600000000003,481.832,122.059,422.625,3.7279999999999998,30.557000000000002,Consommation par usage
2016,El Manar,20,6021.441,1.26,185.672,261.217,66.86,7.907,22.189,80.385,Consommation par usage
2016,Ariana,25,14851.558,61.327000000000005,576.591,697.1360000000001,162.94299999999998,349.135,0.0,293.59999999999997,Consommation par usage
2016,Ben arous,16,11687.239999999998,270.873,471.35900000000004,368.372,191.941,2845.4880000000003,0.0,126.43100000000001,Consommation par usage
2016,Ezzahra,26,12047.574999999999,122.69200000000001,560.921,749.04,266.01,1444.712,132.29600000000002,96.209,Consommation par usage
2016,El Omrane Supérieur,27,8506.461,91.985,245.28,182.502,76.02799999999999,104.527,0.0,2.176,Consommation par usage
2016,Manouba,54,12491.131000000001,777.809,338.72799999999995,951.531,1559.1409999999998,1054.167,0.0,35.067,Consommation par usage
2017,Bizerte,45,12766.758000000002,216.662,252.243,1316.93,206.398,1048.527,96.776,31.596,Consommation par usage
2017,M. Bourguiba,46,5079.042,60.31400000000001,115.058,396.505,75.423,366.46799999999996,0.268,16.247999999999998,Consommation par usage
2017,Jendouba,5,7999.941,420.124,265.16499999999996,781.4949999999999,220.442,236.33599999999998,392.995,11.829,Consommation par usage
2017,Le Kef,8,5138.779,615.029,237.54899999999998,471.788,166.17700000000002,94.973,17.32,34.32299999999999,Consommation par usage
2017,Siliana,24,4665.120000000001,642.169,150.072,445.376,93.774,104.02399999999999,1.022,14.904,Consommation par usage
2017,Beja,1,7813.372,1230.163,261.99,729.0279999999999,137.49099999999999,709.465,10.2,84.78,Consommation par usage
2017,Nabeul,48,14151.342,659.992,561.855,624.573,221.73499999999996,751.3689999999999,3300.471,90.953,Consommation par usage
2017,M. Temime,49,5890.776,489.58599999999996,124.698,183.469,61.339,200.812,73.84,8.349,Consommation par usage
2017,Grombalia,52,6554.376,140.127,418.22900000000004,584.0759999999999,71.63999999999999,1903.998,29.020999999999997,2.429,Consommation par usage
2017,Zaghouan,13,4195.025,160.64399999999998,169.26100000000002,415.12300000000005,107.945,1165.915,0.333,30.581999999999997,Consommation par usage
2017,Sousse,36,17149.280000000002,265.457,569.886,964.2710000000001,376.204,808.315,1020.4670000000001,49.016000000000005,Consommation par usage
2017,H. Sousse,37,10074.937000000002,249.43699999999998,253.33800000000002,390.063,135.071,655.1990000000001,1093.3519999999999,34.629999999999995,Consommation par usage
2017,Moknine,42,9440.637,0.0,98.351,196.924,85.903,1218.826,7.35,15.11,Consommation par usage
2017,Monastir,44,10552.628,1.604,331.809,682.5959999999999,252.89500000000004,1823.456,1476.815,34.739,Consommation par usage
2017,Mahdia,22,14294.044,2211.146,530.9100000000001,558.024,129.18,1106.874,866.448,43.435,Consommation par usage
2017,Kairouan,6,10722.875,352.857,237.732,1062.0,249.06,192.438,27.605,45.946999999999996,Consommation par usage
2017,Kasserine,7,7239.036999999999,135.74599999999998,280.91700000000003,941.6080000000001,157.434,215.68400000000003,16.175,15.488,Consommation par usage
2017,Sfax,32,10525.187000000002,27.753,364.67199999999997,1076.687,454.22200000000004,1023.998,141.53199999999998,27.985,Consommation par usage
2017,Sfax Nord,33,13359.928,1344.2230000000002,255.822,210.248,85.366,730.082,0.0,17.826,Consommation par usage
2017,Sfax Sud,34,10820.533000000001,1525.142,118.488,503.06399999999996,151.587,983.114,31.997,45.55500000000001,Consommation par usage
2017,Gafsa,4,8629.842,65.687,167.74099999999999,622.284,148.139,88.42299999999999,15.378,15.921999999999999,Consommation par usage
2017,Tozeur,31,3806.101,1.6989999999999998,134.687,289.951,112.75,44.165,56.878,39.382,Consommation par usage
2017,Sidi Bouzid,21,7020.241,402.275,401.59400000000005,854.0920000000001,175.584,136.65800000000002,0.9329999999999999,239.631,Consommation par usage
2017,Gabes,3,12027.848000000002,197.979,191.71800000000002,904.83,255.97499999999997,1781.1979999999999,36.242000000000004,49.940000000000005,Consommation par usage
2017,Kebili,28,6248.9169999999995,0.0,112.354,397.373,128.20000000000002,25.061,28.085,7.164,Consommation par usage
2017,Medenine,9,10173.775,859.897,306.749,836.413,187.786,262.483,273.933,49.81,Consommation par usage
2017,Jerba,53,7860.581,1.302,336.156,361.885,148.01100000000002,31.982,2918.933,32.416,Consommation par usage
2017,Tataouine,29,4303.327,327.637,57.259,365.618,93.583,31.929,30.536,1.387,Consommation par usage
2017,Tunis,14,7438.65,2.562,1114.3609999999999,3531.5200000000004,660.644,1432.7450000000001,410.868,69.36999999999999,Consommation par usage
2017,La Marsa,15,13453.456999999999,0.0,943.2149999999999,1996.998,285.173,248.944,927.424,258.449,Consommation par usage
2017,Bardo,17,11880.551,10.207999999999998,477.20900000000006,498.404,256.048,310.418,0.0,58.826,Consommation par usage
2017,Tunis Sud,19,7033.360999999999,8.15,180.988,468.932,138.77999999999997,442.44,3.682,44.068,Consommation par usage
2017,El Manar,20,6028.942,6.968,181.576,319.237,60.791,9.158,18.054,58.760999999999996,Consommation par usage
2017,Ariana,25,15447.957999999999,66.8,501.235,738.072,154.511,329.54200000000003,0.0,375.87600000000003,Consommation par usage
2017,Ben arous,16,12089.547,126.71099999999997,448.171,462.196,219.066,2613.6459999999997,0.0,148.499,Consommation par usage
2017,Ezzahra,26,12502.676,126.028,532.557,563.172,268.55,1454.574,136.819,107.672,Consommation par usage
2017,El Omrane Supérieur,27,8819.516,56.627,252.506,189.971,89.42800000000001,108.83,0.0,1.843,Consommation par usage
2017,Manouba,54,13106.689,832.4430000000001,366.94000000000005,414.092,1766.7459999999999,1188.241,0.0,61.44800000000001,Consommation par usage
2018,Bizerte,45,12056.554,190.751,244.185,1071.951,178.431,1055.538,96.28099999999999,41.841,Consommation par usage
2018,M. Bourguiba,46,4662.669,158.05,237.334,348.379,75.492,209.72899999999998,0.41400000000000003,9.562,Consommation par usage
2018,Jendouba,5,8217.078,529.631,264.181,801.845,181.90699999999998,251.436,413.20500000000004,47.415,Consommation par usage
2018,Le Kef,8,4899.6759999999995,600.8870000000001,195.539,487.169,98.76599999999999,97.602,14.883000000000001,8.605,Consommation par usage
2018,Siliana,24,4566.306,587.794,157.345,397.852,87.062,97.379,4.042,9.482,Consommation par usage
2018,Beja,1,7791.076999999999,1162.37,284.234,628.304,122.676,505.83900000000006,11.28,78.836,Consommation par usage
2018,Nabeul,48,13707.061,566.942,536.779,578.987,174.97899999999998,795.52,3069.3199999999997,80.372,Consommation par usage
2018,M. Temime,49,6019.425000000001,530.009,121.881,183.41899999999998,61.656000000000006,187.322,67.60900000000001,2.559,Consommation par usage
2018,Grombalia,52,6579.095,145.334,426.46999999999997,494.241,74.632,1723.234,34.393,5.793,Consommation par usage
2018,Zaghouan,13,4100.122,201.36399999999998,152.87800000000001,382.303,92.509,1225.8790000000001,0.364,19.302,Consommation par usage
2018,Sousse,36,16731.408,300.345,579.642,836.8449999999998,315.796,818.1510000000001,939.628,54.04,Consommation par usage
2018,H. Sousse,37,10023.081,231.776,274.245,364.55899999999997,131.339,503.48699999999997,1114.929,45.29,Consommation par usage
2018,Moknine,42,9215.148,0.0,96.439,163.529,73.822,1301.6490000000001,4.421,12.870999999999999,Consommation par usage
2018,Monastir,44,10436.019,1.476,324.009,631.9,237.53500000000003,1706.1989999999998,1745.281,37.615,Consommation par usage
2018,Mahdia,22,13649.325,2089.364,619.738,506.341,130.691,901.415,825.223,27.349,Consommation par usage
2018,Kairouan,6,9143.889,532.867,226.7,951.966,275.192,160.92600000000002,25.928,40.709,Consommation par usage
2018,Kasserine,7,6755.664,145.305,302.57,836.248,176.534,145.3,19.964,14.427,Consommation par usage
2018,Sfax,32,10120.556,24.494999999999997,378.822,1061.1619999999998,458.41,904.308,143.34300000000002,35.892,Consommation par usage
2018,Sfax Nord,33,13175.695,1296.201,227.59499999999997,242.045,83.42999999999999,609.6759999999999,0.0,16.961,Consommation par usage
2018,Sfax Sud,34,10405.771999999999,1326.027,464.545,467.17,95.67,549.2470000000001,33.438,30.462000000000003,Consommation par usage
2018,Gafsa,4,8693.387999999999,87.43299999999999,170.436,577.6,152.834,73.243,26.492,13.378,Consommation par usage
2018,Tozeur,31,3738.846,2.517,133.161,252.596,103.489,50.944,56.899,34.596,Consommation par usage
2018,Sidi Bouzid,21,7169.427,340.36400000000003,417.87899999999996,632.148,196.795,80.944,0.323,248.64200000000002,Consommation par usage
2018,Gabes,3,12317.033,196.869,228.88799999999998,810.1719999999999,250.68400000000003,919.832,35.144000000000005,45.522,Consommation par usage
2018,Kebili,28,6209.56,0.0,111.831,366.264,116.777,30.815999999999995,26.66,12.793,Consommation par usage
2018,Medenine,9,10283.225,769.208,322.322,743.2500000000001,196.92700000000002,167.139,284.95300000000003,59.61800000000001,Consommation par usage
2018,Jerba,53,8249.376,1.4300000000000002,357.039,383.014,145.65800000000002,29.291,3372.316,22.466,Consommation par usage
2018,Tataouine,29,4096.54,288.87,65.35,403.053,112.873,28.471,31.708,3.1029999999999998,Consommation par usage
2018,Tunis,14,7319.643999999999,2.021,1115.75,3080.4089999999997,742.638,1566.0729999999999,429.34999999999997,57.544,Consommation par usage
2018,La Marsa,15,13626.133999999998,0.0,953.004,2041.3319999999999,281.779,235.526,1053.567,182.13799999999998,Consommation par usage
