inv_declare,nbr_adi,nbr_emploi_pervu,mois,gouvernorat,feuille
3182255.0,25,10,6,سليانة,SQL Results
6003382.0,54,70,7,باجة,SQL Results
3093625.0,40,42,7,مدنين,SQL Results
13288810.0,92,167,7,بنزرت,SQL Results
17463161.0,70,22,7,زغوان,SQL Results
8865223.0,33,69,7,توزر,SQL Results
13420838.0,100,174,7,قفصة,SQL Results
15022997.0,129,113,7,القصرين,SQL Results
2033498.0,7,25,7,تــونس,SQL Results
17536990.0,49,82,7,نابل,SQL Results
23161774.0,141,299,7,القيروان,SQL Results
3751970.0,47,79,7,الكاف,SQL Results
4705780.0,55,37,7,قابس,SQL Results
22479800.0,73,176,7,المهدية,SQL Results
1348932.0,24,0,7,جندوبة,SQL Results
15166988.0,33,137,7,منــوبة,SQL Results
4350789.0,39,37,7,قبلي,SQL Results
21605736.0,215,135,7,سيدي بوزيد,SQL Results
16428530.0,26,147,7,المنستير,SQL Results
23480998.0,69,67,7,صفاقس,SQL Results
450700.0,9,7,7,تطاوين,SQL Results
16687850.0,16,445,7,سوسة,SQL Results
5859519.0,55,73,7,سليانة,SQL Results
392500.0,8,26,7,بن عروس,SQL Results
3914864.0,8,51,7,أريانة,SQL Results
14887507.0,49,96,8,القيروان,SQL Results
2604899.0,8,2,8,أريانة,SQL Results
6454468.0,43,1,8,باجة,SQL Results
1603500.0,10,34,8,بن عروس,SQL Results
51669970.0,23,15,8,جندوبة,SQL Results
14444925.0,52,102,8,نابل,SQL Results
21986018.0,176,130,8,سيدي بوزيد,SQL Results
417465.0,7,6,8,تــونس,SQL Results
7407000.0,37,72,8,المهدية,SQL Results
6353319.0,27,37,8,مدنين,SQL Results
3070597.0,23,21,8,سليانة,SQL Results
682045.0,11,8,8,توزر,SQL Results
3624826.0,10,16,8,زغوان,SQL Results
2749538.0,16,25,8,قابس,SQL Results
4083100.0,31,194,8,المنستير,SQL Results
9858083.0,93,45,8,القصرين,SQL Results
1691344.0,27,0,8,الكاف,SQL Results
1851552.0,18,27,8,قبلي,SQL Results
1638254.0,10,17,8,منــوبة,SQL Results
7120707.0,47,72,8,قفصة,SQL Results
770971.0,12,7,8,تطاوين,SQL Results
2052203.0,11,19,8,سوسة,SQL Results
7896540.0,57,97,8,بنزرت,SQL Results
13808826.0,57,42,8,صفاقس,SQL Results
666289.0,18,1,9,جندوبة,SQL Results
504492.0,6,16,9,تــونس,SQL Results
13382745.0,35,15,9,سليانة,SQL Results
843361.0,6,4,9,توزر,SQL Results
35331422.0,99,39,9,القيروان,SQL Results
5583872.0,39,62,9,باجة,SQL Results
3221816.0,27,81,9,المنستير,SQL Results
8119592.0,50,42,9,صفاقس,SQL Results
3642863.0,31,61,9,زغوان,SQL Results
4591679.0,41,75,9,قفصة,SQL Results
7685582.0,38,362,9,نابل,SQL Results
2502925.0,48,8,9,الكاف,SQL Results
1523903.0,9,17,9,أريانة,SQL Results
7595499.0,82,15,9,القصرين,SQL Results
3530692.0,34,35,9,مدنين,SQL Results
1664785.0,12,12,9,تطاوين,SQL Results
1019101.0,14,13,9,سوسة,SQL Results
3878773.0,46,41,9,قابس,SQL Results
6931506.0,12,53,9,منــوبة,SQL Results
10523900.0,37,67,9,المهدية,SQL Results
1092867.0,16,15,9,قبلي,SQL Results
13414274.0,106,122,9,سيدي بوزيد,SQL Results
3801888.0,33,51,9,بنزرت,SQL Results
967100.0,7,68,9,بن عروس,SQL Results
7813480.0,58,233,10,بنزرت,SQL Results
15645000.0,40,93,10,المنستير,SQL Results
14212983.0,95,46,10,صفاقس,SQL Results
7592941.0,20,73,10,منــوبة,SQL Results
3527300.0,51,8,10,الكاف,SQL Results
1290088.0,20,15,10,قابس,SQL Results
6384189.0,41,55,10,قفصة,SQL Results
2210495.0,29,30,10,تطاوين,SQL Results
4307963.0,47,23,10,سليانة,SQL Results
6043388.0,58,120,10,مدنين,SQL Results
5081915.0,37,52,10,قبلي,SQL Results
6643129.0,34,55,10,نابل,SQL Results
1119719.0,7,2,10,أريانة,SQL Results
468828.0,6,10,10,تــونس,SQL Results
1715156.0,24,28,10,سوسة,SQL Results
3446440.0,38,205,10,جندوبة,SQL Results
10274500.0,60,59,10,المهدية,SQL Results
8426254.0,52,29,10,القيروان,SQL Results
1783640.0,8,17,10,توزر,SQL Results
456000.0,8,25,10,بن عروس,SQL Results
2478634.0,22,4,10,زغوان,SQL Results
2396818.0,26,86,10,باجة,SQL Results
13477231.0,125,124,10,سيدي بوزيد,SQL Results
13023954.0,145,42,10,القصرين,SQL Results
11838857.0,164,108,11,القصرين,SQL Results
2246992.0,11,11,11,توزر,SQL Results
8839300.0,34,117,11,المنستير,SQL Results
9795401.0,61,155,11,نابل,SQL Results
2528743.0,10,13,11,أريانة,SQL Results
22372184.0,35,119,11,قابس,SQL Results
3443741.0,43,42,11,قبلي,SQL Results
2875076.0,48,5,11,الكاف,SQL Results
1175054.0,7,26,11,تــونس,SQL Results
4670666.0,53,92,11,مدنين,SQL Results
1142070.0,17,15,11,جندوبة,SQL Results
15318538.0,152,125,11,سيدي بوزيد,SQL Results
4246421.0,48,79,11,بنزرت,SQL Results
3073439.0,27,8,11,باجة,SQL Results
2535030.0,13,21,11,سوسة,SQL Results
3475641.0,26,65,11,منــوبة,SQL Results
2028153.0,16,29,11,بن عروس,SQL Results
2634800.0,32,35,11,تطاوين,SQL Results
13845570.0,30,51,11,زغوان,SQL Results
10540203.0,89,11,11,القيروان,SQL Results
8237410.0,50,115,11,سليانة,SQL Results
6280000.0,64,49,11,المهدية,SQL Results
6462616.0,83,38,11,صفاقس,SQL Results
16281150.0,73,131,11,قفصة,SQL Results
3010801.0,39,36,12,قبلي,SQL Results
7574428.0,26,266,12,بن عروس,SQL Results
51920303.0,109,191,12,صفاقس,SQL Results
11209600.0,68,92,12,المهدية,SQL Results
15611259.0,90,33,12,القيروان,SQL Results
16210800.0,47,206,12,المنستير,SQL Results
5133057.0,47,61,12,مدنين,SQL Results
11704170.0,69,55,12,نابل,SQL Results
5010241.0,32,61,12,سوسة,SQL Results
3268822.0,9,0,12,باجة,SQL Results
10100377.0,49,187,12,بنزرت,SQL Results
266664.0,4,7,12,تــونس,SQL Results
4990648.0,42,18,12,جندوبة,SQL Results
30573126.0,192,174,12,القصرين,SQL Results
2448900.0,22,19,12,تطاوين,SQL Results
18920655.0,45,92,12,زغوان,SQL Results
1462244.0,14,12,12,أريانة,SQL Results
3126279.0,13,53,12,توزر,SQL Results
9669312.0,63,95,12,قفصة,SQL Results
11167138.0,36,56,12,منــوبة,SQL Results
3938281.0,45,35,12,سليانة,SQL Results
17834524.0,143,92,12,قابس,SQL Results
2389681.0,43,16,12,الكاف,SQL Results
13974150.0,161,100,12,سيدي بوزيد,SQL Results
