inv_declare,nbr_adi,nbr_emploi_pervu,mois,gouvernorat,feuille
4940472.0,25,118,1,بن عروس,SQL Results
5381097.0,20,81,1,نابل,SQL Results
1002500.0,17,4,1,سليانة,SQL Results
2993697.0,24,33,1,منــوبة,SQL Results
1784534.0,10,11,1,تــونس,SQL Results
138854.0,2,4,1,تطاوين,SQL Results
1664786.0,20,14,1,قبلي,SQL Results
3462985.0,21,23,1,قابس,SQL Results
2835133.0,23,17,1,باجة,SQL Results
506436.0,16,0,1,جندوبة,SQL Results
31000.0,1,0,1,توزر,SQL Results
720098.0,6,8,1,زغوان,SQL Results
1273400.0,9,20,1,المنستير,SQL Results
9691598.0,53,88,1,سيدي بوزيد,SQL Results
1576992.0,4,6,1,أريانة,SQL Results
5504246.0,66,140,1,القصرين,SQL Results
13080780.0,46,99,1,القيروان,SQL Results
935975.0,12,15,1,مدنين,SQL Results
10059436.0,18,54,1,بنزرت,SQL Results
205000.0,5,4,1,سوسة,SQL Results
9561000.0,31,66,1,المهدية,SQL Results
8489297.0,63,83,1,قفصة,SQL Results
14749562.0,57,65,1,صفاقس,SQL Results
959804.0,18,3,1,الكاف,SQL Results
14416070.0,10,24,2,قابس,SQL Results
1117119.0,16,22,2,الكاف,SQL Results
2365000.0,22,28,2,بنزرت,SQL Results
394800.0,7,4,2,سوسة,SQL Results
1082435.0,25,22,2,تطاوين,SQL Results
14276121.0,39,63,2,صفاقس,SQL Results
6084993.0,50,64,2,سيدي بوزيد,SQL Results
491535.0,8,23,2,توزر,SQL Results
4553829.0,52,64,2,قفصة,SQL Results
1439567.0,15,14,2,باجة,SQL Results
13926540.0,41,144,2,نابل,SQL Results
1214966.0,12,13,2,قبلي,SQL Results
1776000.0,29,41,2,القيروان,SQL Results
3782200.0,29,29,2,المهدية,SQL Results
4143950.0,12,13,2,بن عروس,SQL Results
871771.0,5,3,2,أريانة,SQL Results
7290074.0,10,16,2,تــونس,SQL Results
2095700.0,11,64,2,منــوبة,SQL Results
1763777.0,15,3,2,جندوبة,SQL Results
2250000.0,29,9,2,سليانة,SQL Results
1656475.0,20,22,2,مدنين,SQL Results
2016640.0,12,18,2,زغوان,SQL Results
17148601.0,37,57,2,القصرين,SQL Results
2169600.0,20,33,2,المنستير,SQL Results
7239800.0,31,60,3,بن عروس,SQL Results
1166106.0,10,11,3,تــونس,SQL Results
6445712.0,44,41,3,باجة,SQL Results
19619905.0,219,320,3,القصرين,SQL Results
649105.0,14,9,3,توزر,SQL Results
14143952.0,84,167,3,نابل,SQL Results
2584405.0,25,17,3,مدنين,SQL Results
22670669.0,15,150,3,قابس,SQL Results
9363225.0,77,142,3,بنزرت,SQL Results
2146296.0,33,4,3,جندوبة,SQL Results
1916197.0,30,26,3,تطاوين,SQL Results
885000.0,14,16,3,سوسة,SQL Results
6873709.0,48,15,3,زغوان,SQL Results
144630.0,3,1,3,أريانة,SQL Results
30646200.0,90,95,3,القيروان,SQL Results
13150216.0,84,104,3,صفاقس,SQL Results
1165637.0,34,11,3,الكاف,SQL Results
3589019.0,31,18,3,قبلي,SQL Results
9277096.0,91,92,3,قفصة,SQL Results
4106200.0,42,32,3,المنستير,SQL Results
26616800.0,96,116,3,المهدية,SQL Results
443500.0,3,0,3,منــوبة,SQL Results
18772022.0,176,236,3,سيدي بوزيد,SQL Results
2166000.0,44,11,3,سليانة,SQL Results
1215430.0,6,12,4,منــوبة,SQL Results
696000.0,9,22,4,بن عروس,SQL Results
1273717.0,6,0,4,أريانة,SQL Results
10952529.0,132,127,4,القصرين,SQL Results
4233370.0,26,37,4,صفاقس,SQL Results
980000.0,1,21,4,زغوان,SQL Results
1121000.0,4,6,4,تطاوين,SQL Results
6067242.0,51,11,4,سليانة,SQL Results
44713.0,1,2,4,تــونس,SQL Results
4398607.0,43,42,4,مدنين,SQL Results
418000.0,8,4,4,سوسة,SQL Results
14000.0,1,0,4,بنزرت,SQL Results
1347000.0,12,13,4,القيروان,SQL Results
291302.0,5,3,4,قابس,SQL Results
25290000.0,42,131,4,المهدية,SQL Results
2028841.0,20,0,4,جندوبة,SQL Results
1314776.0,20,0,4,الكاف,SQL Results
3457568.0,41,102,4,قفصة,SQL Results
5021150.0,6,15,4,المنستير,SQL Results
2944467.0,18,60,4,باجة,SQL Results
168951.0,2,2,4,قبلي,SQL Results
,1,1,4,سيدي بوزيد,SQL Results
37341.0,1,0,4,نابل,SQL Results
12389802.0,151,44,5,القصرين,SQL Results
8431783.0,14,1216,5,قابس,SQL Results
5820039.0,55,48,5,سيدي بوزيد,SQL Results
766650.0,13,14,5,تطاوين,SQL Results
5570497.0,14,128,5,بن عروس,SQL Results
6957199.0,18,87,5,منــوبة,SQL Results
11200351.0,59,69,5,قفصة,SQL Results
12044469.0,57,73,5,باجة,SQL Results
6789024.0,45,12,5,سليانة,SQL Results
3710129.0,23,105,5,نابل,SQL Results
10774571.0,68,54,5,صفاقس,SQL Results
2980495.0,7,37,5,سوسة,SQL Results
3148025.0,3,115,5,بنزرت,SQL Results
3904373.0,71,0,5,الكاف,SQL Results
7736205.0,57,71,5,مدنين,SQL Results
469883.0,7,6,5,تــونس,SQL Results
3488233.0,42,0,5,جندوبة,SQL Results
3787950.0,23,117,5,المنستير,SQL Results
560375.0,3,10,5,أريانة,SQL Results
9562500.0,42,91,5,المهدية,SQL Results
3721000.0,14,9,5,القيروان,SQL Results
4161000.0,4,35,5,زغوان,SQL Results
191982.0,1,1,5,قبلي,SQL Results
1282223.0,9,12,6,سوسة,SQL Results
3722195.0,15,58,6,منــوبة,SQL Results
6085744.0,49,30,6,نابل,SQL Results
342038.0,4,4,6,قابس,SQL Results
4294336.0,22,6,6,جندوبة,SQL Results
17365564.0,93,38,6,سيدي بوزيد,SQL Results
8318500.0,33,70,6,المهدية,SQL Results
8854687.0,59,95,6,قفصة,SQL Results
369135.0,3,6,6,تطاوين,SQL Results
6116043.0,6,34,6,زغوان,SQL Results
9521146.0,54,26,6,صفاقس,SQL Results
837242.0,7,0,6,أريانة,SQL Results
6773152.0,35,22,6,الكاف,SQL Results
1956500.0,2,26,6,بنزرت,SQL Results
9453264.0,94,20,6,القصرين,SQL Results
5902700.0,26,124,6,المنستير,SQL Results
3800513.0,23,44,6,مدنين,SQL Results
919918.0,8,127,6,بن عروس,SQL Results
6185345.0,35,38,6,باجة,SQL Results
5429802.0,3,11,6,تــونس,SQL Results
2622000.0,22,11,6,القيروان,SQL Results
