date,nom_ar,nom_fr,unite,valeur
2025-12-15 13:00:00,Humidité relative,Humidité relative,%,100.0
2025-12-15 13:00:00,Point de Rosée,Point de Rosée,°c,14.5
2025-12-15 13:00:00,Rayonnement solaire,Rayonnement solaire,W/m²,47.0
2025-12-15 13:00:00,Pression atmosphérique,Pression atmosphérique,hPa,0.0
2025-12-15 13:00:00,Évapotranspiration Horaire,Évapotranspiration Horaire,mm/h,0.0
2025-12-15 13:00:00,Évapotranspiration journalière,Évapotranspiration journalière,mm/j,0.42
2025-12-15 13:00:00,Vitesse du vent,Vitesse du vent,m/s,1.02
2025-12-15 13:00:00,Direction du vent,Direction du vent,Deg,124.6
2025-12-15 13:00:00,Température,Température,°c,14.5
2025-12-15 11:00:00,Humidité relative,Humidité relative,%,100.0
2025-12-15 11:00:00,Point de Rosée,Point de Rosée,°c,15.6
2025-12-15 11:00:00,Rayonnement solaire,Rayonnement solaire,W/m²,76.0
2025-12-15 11:00:00,Pression atmosphérique,Pression atmosphérique,hPa,0.0
2025-12-15 11:00:00,Évapotranspiration Horaire,Évapotranspiration Horaire,mm/h,0.0
2025-12-15 11:00:00,Évapotranspiration journalière,Évapotranspiration journalière,mm/j,0.42
2025-12-15 11:00:00,Vitesse du vent,Vitesse du vent,m/s,2.48
2025-12-15 11:00:00,Direction du vent,Direction du vent,Deg,133.5
2025-12-15 11:00:00,Température,Température,°c,15.6
2025-12-15 09:00:00,Humidité relative,Humidité relative,%,100.0
2025-12-15 09:00:00,Point de Rosée,Point de Rosée,°c,14.8
2025-12-15 09:00:00,Rayonnement solaire,Rayonnement solaire,W/m²,72.0
2025-12-15 09:00:00,Pression atmosphérique,Pression atmosphérique,hPa,0.0
2025-12-15 09:00:00,Évapotranspiration Horaire,Évapotranspiration Horaire,mm/h,0.0
2025-12-15 09:00:00,Évapotranspiration journalière,Évapotranspiration journalière,mm/j,0.42
2025-12-15 09:00:00,Vitesse du vent,Vitesse du vent,m/s,2.4
2025-12-15 09:00:00,Direction du vent,Direction du vent,Deg,83.6
2025-12-15 09:00:00,Température,Température,°c,14.8
2025-12-15 05:00:00,Humidité relative,Humidité relative,%,100.0
2025-12-15 05:00:00,Point de Rosée,Point de Rosée,°c,12.3
2025-12-15 05:00:00,Rayonnement solaire,Rayonnement solaire,W/m²,0.0
2025-12-15 05:00:00,Pression atmosphérique,Pression atmosphérique,hPa,966.2
2025-12-15 05:00:00,Évapotranspiration Horaire,Évapotranspiration Horaire,mm/h,0.0
2025-12-15 05:00:00,Évapotranspiration journalière,Évapotranspiration journalière,mm/j,0.42
2025-12-15 05:00:00,Vitesse du vent,Vitesse du vent,m/s,0.16
2025-12-15 05:00:00,Direction du vent,Direction du vent,Deg,85.8
2025-12-15 05:00:00,Température,Température,°c,12.3
2025-12-15 03:00:00,Humidité relative,Humidité relative,%,100.0
2025-12-15 03:00:00,Point de Rosée,Point de Rosée,°c,11.9
2025-12-15 03:00:00,Rayonnement solaire,Rayonnement solaire,W/m²,0.0
2025-12-15 03:00:00,Pression atmosphérique,Pression atmosphérique,hPa,966.2
2025-12-15 03:00:00,Évapotranspiration Horaire,Évapotranspiration Horaire,mm/h,0.0
2025-12-15 03:00:00,Évapotranspiration journalière,Évapotranspiration journalière,mm/j,0.42
2025-12-15 03:00:00,Vitesse du vent,Vitesse du vent,m/s,0.58
2025-12-15 03:00:00,Direction du vent,Direction du vent,Deg,18.9
2025-12-15 03:00:00,Température,Température,°c,11.9
2025-12-15 01:00:00,Humidité relative,Humidité relative,%,100.0
2025-12-15 01:00:00,Point de Rosée,Point de Rosée,°c,12.8
2025-12-15 01:00:00,Rayonnement solaire,Rayonnement solaire,W/m²,0.0
2025-12-15 01:00:00,Pression atmosphérique,Pression atmosphérique,hPa,966.2
2025-12-15 01:00:00,Évapotranspiration Horaire,Évapotranspiration Horaire,mm/h,0.0
2025-12-15 01:00:00,Évapotranspiration journalière,Évapotranspiration journalière,mm/j,0.42
2025-12-15 01:00:00,Vitesse du vent,Vitesse du vent,m/s,1.04
2025-12-15 01:00:00,Direction du vent,Direction du vent,Deg,2.6
2025-12-15 01:00:00,Température,Température,°c,12.8
