unnamed_0,2019,2020,2021,feuille
صفاقس,4.59,5.14,7.09,Feuil1
قرقنة,0.0,0.0,0.0,Feuil1
المحرس,0.0,0.0,0.0,Feuil1
اللوزة,0.0,0.0,0.0,Feuil1
سيدي منصور,0.0,0.0,0.0,Feuil1
الصخيرة,0.0,0.0,0.0,Feuil1
العوابد,0.0,0.0,0.0,Feuil1
الزبوسة,0.0,0.0,0.0,Feuil1
عقارب,0.0,0.0,0.0,Feuil1
المجموع,5.0,5.0,7.0,Feuil1
