date,nom_ar,nom_fr,unite,valeur
2025-12-19 07:00:00,L'humidité du sol,L'humidité du sol,mV,833.1
2025-12-19 07:00:00,Température,Température,°C,16.3
2025-12-19 07:00:00,Contenu volumétrique d'eau,Contenu volumétrique d'eau,%,31.3
2025-12-19 07:00:00,L'humidité du sol,L'humidité du sol,mV,909.4
2025-12-19 05:00:00,L'humidité du sol,L'humidité du sol,mV,833.2
2025-12-19 05:00:00,Température,Température,°C,16.3
2025-12-19 05:00:00,Contenu volumétrique d'eau,Contenu volumétrique d'eau,%,31.3
2025-12-19 05:00:00,L'humidité du sol,L'humidité du sol,mV,909.0
2025-12-19 03:00:00,L'humidité du sol,L'humidité du sol,mV,833.2
2025-12-19 03:00:00,Température,Température,°C,16.2
2025-12-19 03:00:00,Contenu volumétrique d'eau,Contenu volumétrique d'eau,%,31.3
2025-12-19 03:00:00,L'humidité du sol,L'humidité du sol,mV,909.1
