unnamed_0,unnamed_1,unnamed_2,unnamed_3,unnamed_4,unnamed_5,feuille
,,,,,,vente orge QX
,,,,,,vente orge QX
2008.0,5830.6,321.4,3116170.48,1108701.37,12118.78,vente orge QX
2009.0,508959.05,92129.91,1611096.84,479797.19,10.0,vente orge QX
2010.0,1513134.69,470963.04,2716459.45,630363.07,12840.37,vente orge QX
2011.0,1429543.18,460272.95,2172791.26,627778.3,350.0,vente orge QX
2012.0,1702950.31,460576.07,2571591.9,715338.46,45.4,vente orge QX
2013.0,238057.03,79327.20000000001,6365302.08,1406142.39,340.0,vente orge QX
2014.0,1729445.78,443079.8,3161509.36,927514.39,7399.0,vente orge QX
2015.0,955430.62,519097.1,4483218.48,847287.0,68220.6,vente orge QX
2016.0,656867.2300000001,372683.9,5591121.05,1121429.64,56932.2,vente orge QX
2017.0,985055.19,349349.4,4191969.14,1153984.99,49576.15,vente orge QX
2018.0,522946.72,296824.74,5714818.2,1334986.58,40485.58,vente orge QX
2019.0,,,,,,vente orge QX
