date,nom_ar,nom_fr,unite,valeur
2026-04-18 21:00:00,Vitesse du vent,Vitesse du vent,m/s,1.49
2026-04-18 21:00:00,Évapotranspiration Horaire,Évapotranspiration Horaire,mm/h,3.97
2026-04-18 21:00:00,Pression atmosphérique,Pression atmosphérique,mm/j,1015.6
2026-04-18 21:00:00,Rayonnement solaire,Rayonnement solaire,W/m²,0.0
2026-04-18 21:00:00,Point de Rosée,Point de Rosée,°C,12.4
2026-04-18 21:00:00,Humidité relative,Humidité relative,%,69.2
2026-04-18 21:00:00,Température,Température,°C,18.2
2026-04-18 21:00:00,Direction du vent,Direction du vent,Deg,40.3
2026-04-18 19:00:00,Point de Rosée,Point de Rosée,°C,13.9
2026-04-18 19:00:00,Évapotranspiration Horaire,Évapotranspiration Horaire,mm/h,3.97
2026-04-18 19:00:00,Pression atmosphérique,Pression atmosphérique,mm/j,1014.7
2026-04-18 19:00:00,Rayonnement solaire,Rayonnement solaire,W/m²,0.0
2026-04-18 19:00:00,Humidité relative,Humidité relative,%,71.4
2026-04-18 19:00:00,Température,Température,°C,19.2
2026-04-18 19:00:00,Direction du vent,Direction du vent,Deg,16.5
2026-04-18 19:00:00,Vitesse du vent,Vitesse du vent,m/s,0.57
2026-04-18 17:00:00,Direction du vent,Direction du vent,Deg,9.1
2026-04-18 17:00:00,Évapotranspiration Horaire,Évapotranspiration Horaire,mm/h,3.97
2026-04-18 17:00:00,Pression atmosphérique,Pression atmosphérique,mm/j,1014.0
2026-04-18 17:00:00,Rayonnement solaire,Rayonnement solaire,W/m²,292.0
2026-04-18 17:00:00,Vitesse du vent,Vitesse du vent,m/s,1.83
2026-04-18 17:00:00,Point de Rosée,Point de Rosée,°C,13.9
2026-04-18 17:00:00,Humidité relative,Humidité relative,%,57.6
2026-04-18 17:00:00,Température,Température,°C,22.7
2026-04-18 15:00:00,Vitesse du vent,Vitesse du vent,m/s,1.54
2026-04-18 15:00:00,Direction du vent,Direction du vent,Deg,73.8
2026-04-18 15:00:00,Température,Température,°C,23.2
2026-04-18 15:00:00,Humidité relative,Humidité relative,%,53.4
2026-04-18 15:00:00,Point de Rosée,Point de Rosée,°C,13.2
2026-04-18 15:00:00,Rayonnement solaire,Rayonnement solaire,W/m²,664.0
2026-04-18 15:00:00,Pression atmosphérique,Pression atmosphérique,mm/j,1014.1
2026-04-18 15:00:00,Évapotranspiration Horaire,Évapotranspiration Horaire,mm/h,3.97
2026-04-18 13:00:00,Évapotranspiration Horaire,Évapotranspiration Horaire,mm/h,3.97
2026-04-18 13:00:00,Pression atmosphérique,Pression atmosphérique,mm/j,1015.2
2026-04-18 13:00:00,Rayonnement solaire,Rayonnement solaire,W/m²,894.0
2026-04-18 13:00:00,Point de Rosée,Point de Rosée,°C,13.1
2026-04-18 13:00:00,Humidité relative,Humidité relative,%,54.5
2026-04-18 13:00:00,Température,Température,°C,22.8
2026-04-18 13:00:00,Direction du vent,Direction du vent,Deg,18.8
2026-04-18 13:00:00,Vitesse du vent,Vitesse du vent,m/s,2.21
2026-04-18 11:00:00,Point de Rosée,Point de Rosée,°C,11.8
2026-04-18 11:00:00,Vitesse du vent,Vitesse du vent,m/s,1.57
2026-04-18 11:00:00,Direction du vent,Direction du vent,Deg,339.9
2026-04-18 11:00:00,Température,Température,°C,21.1
2026-04-18 11:00:00,Humidité relative,Humidité relative,%,55.2
2026-04-18 11:00:00,Rayonnement solaire,Rayonnement solaire,W/m²,850.0
2026-04-18 11:00:00,Pression atmosphérique,Pression atmosphérique,mm/j,1015.7
2026-04-18 11:00:00,Évapotranspiration Horaire,Évapotranspiration Horaire,mm/h,3.97
2026-04-18 09:00:00,Vitesse du vent,Vitesse du vent,m/s,1.05
2026-04-18 09:00:00,Direction du vent,Direction du vent,Deg,34.5
2026-04-18 09:00:00,Température,Température,°C,21.0
2026-04-18 09:00:00,Humidité relative,Humidité relative,%,48.7
2026-04-18 09:00:00,Point de Rosée,Point de Rosée,°C,9.8
2026-04-18 09:00:00,Rayonnement solaire,Rayonnement solaire,W/m²,554.0
2026-04-18 09:00:00,Pression atmosphérique,Pression atmosphérique,mm/j,1015.3
2026-04-18 09:00:00,Évapotranspiration Horaire,Évapotranspiration Horaire,mm/h,3.97
2026-04-18 07:00:00,Vitesse du vent,Vitesse du vent,m/s,0.61
2026-04-18 07:00:00,Direction du vent,Direction du vent,Deg,319.8
2026-04-18 07:00:00,Température,Température,°C,16.5
2026-04-18 07:00:00,Humidité relative,Humidité relative,%,57.7
2026-04-18 07:00:00,Point de Rosée,Point de Rosée,°C,8.1
2026-04-18 07:00:00,Rayonnement solaire,Rayonnement solaire,W/m²,175.0
2026-04-18 07:00:00,Pression atmosphérique,Pression atmosphérique,mm/j,1014.9
2026-04-18 07:00:00,Évapotranspiration Horaire,Évapotranspiration Horaire,mm/h,3.97
2026-04-18 05:00:00,Vitesse du vent,Vitesse du vent,m/s,0.92
2026-04-18 05:00:00,Direction du vent,Direction du vent,Deg,327.6
2026-04-18 05:00:00,Température,Température,°C,14.7
2026-04-18 05:00:00,Humidité relative,Humidité relative,%,64.0
2026-04-18 05:00:00,Point de Rosée,Point de Rosée,°C,8.0
2026-04-18 05:00:00,Rayonnement solaire,Rayonnement solaire,W/m²,0.0
2026-04-18 05:00:00,Pression atmosphérique,Pression atmosphérique,mm/j,1014.6
2026-04-18 05:00:00,Évapotranspiration Horaire,Évapotranspiration Horaire,mm/h,3.97
2026-04-18 03:00:00,Vitesse du vent,Vitesse du vent,m/s,1.27
2026-04-18 03:00:00,Direction du vent,Direction du vent,Deg,300.9
2026-04-18 03:00:00,Température,Température,°C,15.2
2026-04-18 03:00:00,Humidité relative,Humidité relative,%,65.0
2026-04-18 03:00:00,Point de Rosée,Point de Rosée,°C,8.7
2026-04-18 03:00:00,Rayonnement solaire,Rayonnement solaire,W/m²,0.0
2026-04-18 03:00:00,Pression atmosphérique,Pression atmosphérique,mm/j,1014.9
2026-04-18 03:00:00,Évapotranspiration Horaire,Évapotranspiration Horaire,mm/h,3.97
2026-04-18 01:00:00,Évapotranspiration Horaire,Évapotranspiration Horaire,mm/h,3.97
2026-04-18 01:00:00,Rayonnement solaire,Rayonnement solaire,W/m²,0.0
2026-04-18 01:00:00,Point de Rosée,Point de Rosée,°C,8.8
2026-04-18 01:00:00,Humidité relative,Humidité relative,%,66.1
2026-04-18 01:00:00,Température,Température,°C,15.1
2026-04-18 01:00:00,Direction du vent,Direction du vent,Deg,284.3
2026-04-18 01:00:00,Vitesse du vent,Vitesse du vent,m/s,0.83
2026-04-18 01:00:00,Pression atmosphérique,Pression atmosphérique,mm/j,1015.5
2026-04-17 23:00:00,Direction du vent,Direction du vent,Deg,265.5
2026-04-17 23:00:00,Vitesse du vent,Vitesse du vent,m/s,0.3
2026-04-17 23:00:00,Température,Température,°C,15.1
2026-04-17 23:00:00,Humidité relative,Humidité relative,%,81.7
2026-04-17 23:00:00,Point de Rosée,Point de Rosée,°C,12.0
2026-04-17 23:00:00,Rayonnement solaire,Rayonnement solaire,W/m²,0.0
2026-04-17 23:00:00,Pression atmosphérique,Pression atmosphérique,mm/j,1015.9
2026-04-17 23:00:00,Évapotranspiration Horaire,Évapotranspiration Horaire,mm/h,3.47
2026-04-17 21:00:00,Vitesse du vent,Vitesse du vent,m/s,0.55
2026-04-17 21:00:00,Évapotranspiration Horaire,Évapotranspiration Horaire,mm/h,3.47
2026-04-17 21:00:00,Pression atmosphérique,Pression atmosphérique,mm/j,1015.6
2026-04-17 21:00:00,Rayonnement solaire,Rayonnement solaire,W/m²,0.0
2026-04-17 21:00:00,Point de Rosée,Point de Rosée,°C,14.5
2026-04-17 21:00:00,Humidité relative,Humidité relative,%,88.6
2026-04-17 21:00:00,Température,Température,°C,16.4
2026-04-17 21:00:00,Direction du vent,Direction du vent,Deg,302.6
2026-04-17 19:00:00,Direction du vent,Direction du vent,Deg,298.0
2026-04-17 19:00:00,Évapotranspiration Horaire,Évapotranspiration Horaire,mm/h,3.47
2026-04-17 19:00:00,Pression atmosphérique,Pression atmosphérique,mm/j,1014.5
2026-04-17 19:00:00,Rayonnement solaire,Rayonnement solaire,W/m²,1.0
2026-04-17 19:00:00,Point de Rosée,Point de Rosée,°C,14.8
2026-04-17 19:00:00,Humidité relative,Humidité relative,%,82.4
2026-04-17 19:00:00,Température,Température,°C,17.8
2026-04-17 19:00:00,Vitesse du vent,Vitesse du vent,m/s,0.22
2026-04-17 17:00:00,Humidité relative,Humidité relative,%,65.7
2026-04-17 17:00:00,Température,Température,°C,20.7
2026-04-17 17:00:00,Point de Rosée,Point de Rosée,°C,14.0
2026-04-17 17:00:00,Rayonnement solaire,Rayonnement solaire,W/m²,120.0
2026-04-17 17:00:00,Pression atmosphérique,Pression atmosphérique,mm/j,1013.9
2026-04-17 17:00:00,Vitesse du vent,Vitesse du vent,m/s,2.25
2026-04-17 17:00:00,Évapotranspiration Horaire,Évapotranspiration Horaire,mm/h,3.47
2026-04-17 17:00:00,Direction du vent,Direction du vent,Deg,15.6
2026-04-15 07:00:00,Vitesse du vent,Vitesse du vent,m/s,1.61
2026-04-15 07:00:00,Évapotranspiration Horaire,Évapotranspiration Horaire,mm/h,1.86
2026-04-15 07:00:00,Pression atmosphérique,Pression atmosphérique,mm/j,1010.7
2026-04-15 07:00:00,Rayonnement solaire,Rayonnement solaire,W/m²,93.0
