date,nom_ar,nom_fr,unite,valeur
2026-04-18 21:00:00,Intensité de Pluie,Intensité de Pluie,mm/h,0.0
2026-04-18 21:00:00,Pluie quotidienne,Pluie quotidienne,mm,0.0
2026-04-18 21:00:00,Pluie Totale,Pluie Totale,mm,802.6
2026-04-18 19:00:00,Intensité de Pluie,Intensité de Pluie,mm/h,0.0
2026-04-18 19:00:00,Pluie Totale,Pluie Totale,mm,802.6
2026-04-18 19:00:00,Pluie quotidienne,Pluie quotidienne,mm,0.0
2026-04-18 17:00:00,Pluie Totale,Pluie Totale,mm,802.6
2026-04-18 17:00:00,Pluie quotidienne,Pluie quotidienne,mm,0.0
2026-04-18 17:00:00,Intensité de Pluie,Intensité de Pluie,mm/h,0.0
2026-04-18 15:00:00,Intensité de Pluie,Intensité de Pluie,mm/h,0.0
2026-04-18 15:00:00,Pluie Totale,Pluie Totale,mm,802.6
2026-04-18 15:00:00,Pluie quotidienne,Pluie quotidienne,mm,0.0
2026-04-18 13:00:00,Pluie Totale,Pluie Totale,mm,802.6
2026-04-18 13:00:00,Intensité de Pluie,Intensité de Pluie,mm/h,0.0
2026-04-18 13:00:00,Pluie quotidienne,Pluie quotidienne,mm,0.0
2026-04-18 11:00:00,Intensité de Pluie,Intensité de Pluie,mm/h,0.0
2026-04-18 11:00:00,Pluie quotidienne,Pluie quotidienne,mm,0.0
2026-04-18 11:00:00,Pluie Totale,Pluie Totale,mm,802.6
2026-04-18 09:00:00,Pluie Totale,Pluie Totale,mm,802.6
2026-04-18 09:00:00,Intensité de Pluie,Intensité de Pluie,mm/h,0.0
2026-04-18 09:00:00,Pluie quotidienne,Pluie quotidienne,mm,0.0
2026-04-18 07:00:00,Intensité de Pluie,Intensité de Pluie,mm/h,0.0
2026-04-18 07:00:00,Pluie quotidienne,Pluie quotidienne,mm,0.0
2026-04-18 07:00:00,Pluie Totale,Pluie Totale,mm,802.6
2026-04-18 05:00:00,Intensité de Pluie,Intensité de Pluie,mm/h,0.0
2026-04-18 05:00:00,Pluie quotidienne,Pluie quotidienne,mm,0.0
2026-04-18 05:00:00,Pluie Totale,Pluie Totale,mm,802.6
2026-04-18 03:00:00,Intensité de Pluie,Intensité de Pluie,mm/h,0.0
2026-04-18 03:00:00,Pluie quotidienne,Pluie quotidienne,mm,0.0
2026-04-18 03:00:00,Pluie Totale,Pluie Totale,mm,802.6
2026-04-18 01:00:00,Intensité de Pluie,Intensité de Pluie,mm/h,0.0
2026-04-18 01:00:00,Pluie quotidienne,Pluie quotidienne,mm,0.0
2026-04-18 01:00:00,Pluie Totale,Pluie Totale,mm,802.6
2026-04-17 23:00:00,Intensité de Pluie,Intensité de Pluie,mm/h,0.0
2026-04-17 23:00:00,Pluie quotidienne,Pluie quotidienne,mm,0.0
2026-04-17 23:00:00,Pluie Totale,Pluie Totale,mm,802.6
2026-04-17 21:00:00,Pluie Totale,Pluie Totale,mm,802.6
2026-04-17 21:00:00,Pluie quotidienne,Pluie quotidienne,mm,0.0
2026-04-17 21:00:00,Intensité de Pluie,Intensité de Pluie,mm/h,0.0
2026-04-17 19:00:00,Intensité de Pluie,Intensité de Pluie,mm/h,0.0
2026-04-17 19:00:00,Pluie Totale,Pluie Totale,mm,802.6
2026-04-17 19:00:00,Pluie quotidienne,Pluie quotidienne,mm,0.0
2026-04-17 17:00:00,Intensité de Pluie,Intensité de Pluie,mm/h,0.0
2026-04-17 17:00:00,Pluie Totale,Pluie Totale,mm,802.6
2026-04-17 17:00:00,Pluie quotidienne,Pluie quotidienne,mm,0.0
2026-04-15 07:00:00,Pluie quotidienne,Pluie quotidienne,mm,0.0
2026-04-15 07:00:00,Pluie Totale,Pluie Totale,mm,797.2
2026-04-15 07:00:00,Intensité de Pluie,Intensité de Pluie,mm/h,0.0
2026-04-15 05:00:00,Pluie quotidienne,Pluie quotidienne,mm,0.0
2026-04-15 05:00:00,Pluie Totale,Pluie Totale,mm,797.2
2026-04-15 05:00:00,Intensité de Pluie,Intensité de Pluie,mm/h,0.0
2026-04-15 03:00:00,Pluie quotidienne,Pluie quotidienne,mm,0.0
2026-04-15 03:00:00,Pluie Totale,Pluie Totale,mm,797.2
2026-04-15 03:00:00,Intensité de Pluie,Intensité de Pluie,mm/h,0.0
2026-04-15 01:00:00,Pluie quotidienne,Pluie quotidienne,mm,0.0
2026-04-15 01:00:00,Pluie Totale,Pluie Totale,mm,797.2
2026-04-15 01:00:00,Intensité de Pluie,Intensité de Pluie,mm/h,0.0
2026-04-14 23:00:00,Pluie quotidienne,Pluie quotidienne,mm,14.4
2026-04-14 23:00:00,Pluie Totale,Pluie Totale,mm,797.2
2026-04-14 23:00:00,Intensité de Pluie,Intensité de Pluie,mm/h,0.0
2026-04-14 21:00:00,Pluie quotidienne,Pluie quotidienne,mm,14.4
2026-04-14 21:00:00,Pluie Totale,Pluie Totale,mm,797.2
2026-04-14 21:00:00,Intensité de Pluie,Intensité de Pluie,mm/h,2.4
2026-04-14 19:00:00,Pluie quotidienne,Pluie quotidienne,mm,12.8
2026-04-14 19:00:00,Pluie Totale,Pluie Totale,mm,795.6
2026-04-14 19:00:00,Intensité de Pluie,Intensité de Pluie,mm/h,2.4
2026-04-14 17:00:00,Pluie quotidienne,Pluie quotidienne,mm,11.8
2026-04-14 17:00:00,Pluie Totale,Pluie Totale,mm,794.6
2026-04-14 17:00:00,Intensité de Pluie,Intensité de Pluie,mm/h,0.0
2026-04-14 15:00:00,Pluie quotidienne,Pluie quotidienne,mm,11.8
2026-04-14 15:00:00,Pluie Totale,Pluie Totale,mm,794.6
2026-04-14 15:00:00,Intensité de Pluie,Intensité de Pluie,mm/h,0.0
2026-04-14 13:00:00,Pluie quotidienne,Pluie quotidienne,mm,11.8
2026-04-14 13:00:00,Pluie Totale,Pluie Totale,mm,794.6
2026-04-14 13:00:00,Intensité de Pluie,Intensité de Pluie,mm/h,0.0
2026-04-14 11:00:00,Pluie quotidienne,Pluie quotidienne,mm,11.8
2026-04-14 11:00:00,Intensité de Pluie,Intensité de Pluie,mm/h,0.0
2026-04-14 11:00:00,Pluie Totale,Pluie Totale,mm,794.6
2026-04-14 09:00:00,Intensité de Pluie,Intensité de Pluie,mm/h,4.8
2026-04-14 09:00:00,Pluie quotidienne,Pluie quotidienne,mm,11.6
2026-04-14 09:00:00,Pluie Totale,Pluie Totale,mm,794.4
2026-04-14 07:00:00,Pluie Totale,Pluie Totale,mm,782.8
