date,nom_ar,nom_fr,unite,valeur
2026-04-18 21:00:00,Mouillage foliaire supérieure,Mouillage foliaire supérieure,%,2.9
2026-04-18 21:00:00,Mouillage foliaire inférieure,Mouillage foliaire inférieure,%,6.9
2026-04-18 19:00:00,Mouillage foliaire supérieure,Mouillage foliaire supérieure,%,3.6
2026-04-18 19:00:00,Mouillage foliaire inférieure,Mouillage foliaire inférieure,%,7.8
2026-04-18 17:00:00,Mouillage foliaire inférieure,Mouillage foliaire inférieure,%,4.2
2026-04-18 17:00:00,Mouillage foliaire supérieure,Mouillage foliaire supérieure,%,0.9
2026-04-18 15:00:00,Mouillage foliaire supérieure,Mouillage foliaire supérieure,%,1.0
2026-04-18 15:00:00,Mouillage foliaire inférieure,Mouillage foliaire inférieure,%,4.4
2026-04-18 13:00:00,Mouillage foliaire inférieure,Mouillage foliaire inférieure,%,4.7
2026-04-18 13:00:00,Mouillage foliaire supérieure,Mouillage foliaire supérieure,%,1.2
2026-04-18 11:00:00,Mouillage foliaire supérieure,Mouillage foliaire supérieure,%,1.4
2026-04-18 11:00:00,Mouillage foliaire inférieure,Mouillage foliaire inférieure,%,5.0
2026-04-18 09:00:00,Mouillage foliaire inférieure,Mouillage foliaire inférieure,%,5.5
2026-04-18 09:00:00,Mouillage foliaire supérieure,Mouillage foliaire supérieure,%,1.8
2026-04-18 07:00:00,Mouillage foliaire supérieure,Mouillage foliaire supérieure,%,2.6
2026-04-18 07:00:00,Mouillage foliaire inférieure,Mouillage foliaire inférieure,%,6.6
2026-04-18 05:00:00,Mouillage foliaire supérieure,Mouillage foliaire supérieure,%,3.1
2026-04-18 05:00:00,Mouillage foliaire inférieure,Mouillage foliaire inférieure,%,7.2
2026-04-18 03:00:00,Mouillage foliaire supérieure,Mouillage foliaire supérieure,%,3.2
2026-04-18 03:00:00,Mouillage foliaire inférieure,Mouillage foliaire inférieure,%,7.4
2026-04-18 01:00:00,Mouillage foliaire supérieure,Mouillage foliaire supérieure,%,36.4
2026-04-18 01:00:00,Mouillage foliaire inférieure,Mouillage foliaire inférieure,%,10.4
2026-04-17 23:00:00,Mouillage foliaire supérieure,Mouillage foliaire supérieure,%,100.0
2026-04-17 23:00:00,Mouillage foliaire inférieure,Mouillage foliaire inférieure,%,100.0
2026-04-17 21:00:00,Mouillage foliaire inférieure,Mouillage foliaire inférieure,%,100.0
