nbr_projets,inv_declare,nbr_emploi,gouv_ar,gouv_fr,delegation_ar,delegation_fr,secteur_act_ar,secteur_act_ar_1,mois_ar,mois_fr,annee_doa,feuille
10.0,893407,6,بنزرت,BIZERTE,أوتيك,UTIK,الفلاحي,AGRICULTURE,أوت,août,2017,SQL Results
3.0,334415,4,مدنين,MEDENINE,سيدي مخلوف,SID MAKHLOUF,الفلاحي,AGRICULTURE,أوت,août,2017,SQL Results
7.0,1552612,5,نابل,NABEUL,تاكلسة,TAKELSSA,الفلاحي,AGRICULTURE,أوت,août,2017,SQL Results
3.0,140767,0,الكاف,KEF,الطويرف,Touiref,الفلاحي,AGRICULTURE,أوت,août,2017,SQL Results
2.0,129000,4,بنزرت,BIZERTE,جومين,JOUMIN,الخدمات,SERVICE,أوت,août,2017,SQL Results
1.0,57742,0,تــونس,TUNIS,المرسى,LA MARSA,الخدمات,SERVICE,أوت,août,2017,SQL Results
1.0,54046,0,نابل,NABEUL,تاكلسة,TAKELSSA,الخدمات,SERVICE,أوت,août,2017,SQL Results
2.0,185202,2,قبلي,KEBELLI,دوز الشما لية,DOUZ NORD,التحويل الأولي,PREMIERE TRANSFORMATION,أوت,août,2017,SQL Results
1.0,66265,0,باجة,BEJA,تيبار,TIBAR,الفلاحي,AGRICULTURE,أوت,août,2017,SQL Results
2.0,209465,2,نابل,NABEUL,الحمامات,HAMMAMET,الفلاحي,AGRICULTURE,أوت,août,2017,SQL Results
1.0,149826,0,جندوبة,JENDOUBA,عين دراهم,AIN DRAHEM,الفلاحي,AGRICULTURE,أوت,août,2017,SQL Results
1.0,52510,0,منــوبة,MANOUBA,واد الليل,WAD ELIL,الفلاحي,AGRICULTURE,أوت,août,2017,SQL Results
1.0,4800,0,قبلي,KEBELLI,قبلي الشما لية,KEBELLI NORD,الفلاحي,AGRICULTURE,أوت,août,2017,SQL Results
1.0,130707,1,سليانة,SILIANA,سليانة الشما لية,SILIANA NORD,الخدمات,SERVICE,أوت,août,2017,SQL Results
1.0,14000,0,تــونس,TUNIS,تونس المدينة,TUNIS ELMADINA,الخدمات,SERVICE,أوت,août,2017,SQL Results
4.0,2139820,0,أريانة,ARIANA,سيدي ثابت,SID THABET,الفلاحي,AGRICULTURE,أوت,août,2017,SQL Results
1.0,7000,0,باجة,BEJA,قبلاط,KBELLAT,الخدمات,SERVICE,أوت,août,2017,SQL Results
7.0,772565,2,نابل,NABEUL,قربة,KOURBA,الفلاحي,AGRICULTURE,أوت,août,2017,SQL Results
2.0,202190,3,قفصة,GAFSA,بلخير,BELKHIR,الفلاحي,AGRICULTURE,أوت,août,2017,SQL Results
2.0,140200,0,نابل,NABEUL,منزل تميم,MANZEL TMIM,الخدمات,SERVICE,أوت,août,2017,SQL Results
13.0,1748728,8,سيدي بوزيد,SIDI BOUZIDE,سيدي علي بن عون,SIDI ALI BEN OUN,الفلاحي,AGRICULTURE,أوت,août,2017,SQL Results
3.0,212000,0,الكاف,KEF,الدهماني,DAHMENI,الفلاحي,AGRICULTURE,أوت,août,2017,SQL Results
1.0,166928,0,باجة,BEJA,باجة الجنوبية,BEJA SUD,الخدمات,SERVICE,أوت,août,2017,SQL Results
6.0,737752,1,القصرين,KASSERINE,فريانة,FERYANA,الفلاحي,AGRICULTURE,أوت,août,2017,SQL Results
2.0,199000,1,قابس,GABES,مارث,MARETH,الفلاحي,AGRICULTURE,أوت,août,2017,SQL Results
1.0,76000,61,المنستير,MOUNASTIR,المنستير,MOUNASTIR,تربية الأحياء المائية,AQUACULTURE,أوت,août,2017,SQL Results
7.0,1080522,2,صفاقس,SFAXE,المحرس,MAHRES,الفلاحي,AGRICULTURE,أوت,août,2017,SQL Results
19.0,1891493,11,سيدي بوزيد,SIDI BOUZIDE,بئر الحفي,BIR HFAY,الفلاحي,AGRICULTURE,أوت,août,2017,SQL Results
2.0,100347,2,صفاقس,SFAXE,ساقية الدائر,SAKIYET EDAYER,الخدمات,SERVICE,أوت,août,2017,SQL Results
5.0,116180,0,جندوبة,JENDOUBA,بوسا لم,BOUSALEM,الفلاحي,AGRICULTURE,أوت,août,2017,SQL Results
1.0,24000,0,سليانة,SILIANA,سليانة الجنوبية,SILIANA SUD,الفلاحي,AGRICULTURE,أوت,août,2017,SQL Results
2.0,102000,2,القيروان,KAIROUAN,الوسلاتية,WESLATIYA,الخدمات,SERVICE,أوت,août,2017,SQL Results
1.0,7000,0,المنستير,MOUNASTIR,جمال,JAMMEL,التحويل الأولي,PREMIERE TRANSFORMATION,أوت,août,2017,SQL Results
1.0,343300,2,القصرين,KASSERINE,سبيبة,SBIBA,الخدمات,SERVICE,أوت,août,2017,SQL Results
2.0,104178,0,صفاقس,SFAXE,الحنشة,HANCHA,الخدمات,SERVICE,أوت,août,2017,SQL Results
1.0,77644,0,سيدي بوزيد,SIDI BOUZIDE,جلمة,JELMA,الخدمات,SERVICE,أوت,août,2017,SQL Results
2.0,152450,0,جندوبة,JENDOUBA,غارالدماء,GAR DIMA,الفلاحي,AGRICULTURE,أوت,août,2017,SQL Results
1.0,9500,1,المنستير,MOUNASTIR,جمال,JAMMEL,الفلاحي,AGRICULTURE,أوت,août,2017,SQL Results
2.0,94000,1,المنستير,MOUNASTIR,المنستير,MOUNASTIR,الخدمات,SERVICE,أوت,août,2017,SQL Results
1.0,3600000,5,مدنين,MEDENINE,جرجيس,JERJIS,التحويل الأولي,PREMIERE TRANSFORMATION,أوت,août,2017,SQL Results
5.0,728000,5,القيروان,KAIROUAN,القيروان الجنوبية,KAIROUAN SUD,الفلاحي,AGRICULTURE,أوت,août,2017,SQL Results
1.0,86000,1,القيروان,KAIROUAN,حفوز,HAFOUZ,الخدمات,SERVICE,أوت,août,2017,SQL Results
1.0,122000,2,المهدية,MAHDIA,هبيرة,HBIRA,الخدمات,SERVICE,أوت,août,2017,SQL Results
12.0,1012791,12,قفصة,GAFSA,سيدي عيش,SIDI ICH,الفلاحي,AGRICULTURE,أوت,août,2017,SQL Results
4.0,50690066,14,جندوبة,JENDOUBA,طبرقة,TABARKA,الفلاحي,AGRICULTURE,أوت,août,2017,SQL Results
7.0,910687,7,مدنين,MEDENINE,جرجيس,JERJIS,الفلاحي,AGRICULTURE,أوت,août,2017,SQL Results
1.0,45713,1,مدنين,MEDENINE,مدنين الشما لية,MEDNI NORD,الفلاحي,AGRICULTURE,أوت,août,2017,SQL Results
5.0,300710,2,تطاوين,TATAWINE,الصمّار,SAMMAR,الفلاحي,AGRICULTURE,أوت,août,2017,SQL Results
1.0,99000,2,قفصة,GAFSA,القصر,EL KSSAR,الفلاحي,AGRICULTURE,أوت,août,2017,SQL Results
5.0,261123,0,باجة,BEJA,مجاز الباب,MJEZ ELBEB,الفلاحي,AGRICULTURE,أوت,août,2017,SQL Results
1.0,1500000,8,المهدية,MAHDIA,الجم,EL JEM,التحويل الأولي,PREMIERE TRANSFORMATION,أوت,août,2017,SQL Results
2.0,261133,2,مدنين,MEDENINE,مدنين الجنوبية,MEDNIN SUD,الفلاحي,AGRICULTURE,أوت,août,2017,SQL Results
1.0,27848,1,توزر,TOZEUR,دقاش,DGECH,التحويل الأولي,PREMIERE TRANSFORMATION,أوت,août,2017,SQL Results
4.0,520306,5,بنزرت,BIZERTE,العا لية,ELALIYA,الفلاحي,AGRICULTURE,أوت,août,2017,SQL Results
2.0,1181375,7,سليانة,SILIANA,قعفور,GAAFOUR,الفلاحي,AGRICULTURE,أوت,août,2017,SQL Results
2.0,217000,2,تطاوين,TATAWINE,تطاوين الشما لية,TATAWIN NORD,الفلاحي,AGRICULTURE,أوت,août,2017,SQL Results
2.0,77940,5,نابل,NABEUL,قرمبا لية,GROUMBELIA,الفلاحي,AGRICULTURE,أوت,août,2017,SQL Results
2.0,136368,0,الكاف,KEF,الكاف الشرقية,KEF EST,الخدمات,SERVICE,أوت,août,2017,SQL Results
1.0,38260,0,بنزرت,BIZERTE,سجنان,SAJNEN,الفلاحي,AGRICULTURE,أوت,août,2017,SQL Results
1.0,68705,1,قبلي,KEBELLI,دوز الجنوبية,DOUZ SUD,التحويل الأولي,PREMIERE TRANSFORMATION,أوت,août,2017,SQL Results
1.0,6000,0,جندوبة,JENDOUBA,جندوبة الشما لية,JENDOUBA NORD,الخدمات,SERVICE,أوت,août,2017,SQL Results
1.0,6200,0,الكاف,KEF,الجريصة,JERISSA,الفلاحي,AGRICULTURE,أوت,août,2017,SQL Results
1.0,54000,0,سوسة,SOUSSE,هرقلة,HIRGLA,تربية الأحياء المائية,AQUACULTURE,أوت,août,2017,SQL Results
1.0,77000,1,تطاوين,TATAWINE,رمادة,REMEDA,الفلاحي,AGRICULTURE,أوت,août,2017,SQL Results
1.0,300000,13,نابل,NABEUL,منزل تميم,MANZEL TMIM,الفلاحي,AGRICULTURE,أوت,août,2017,SQL Results
2.0,572510,2,منــوبة,MANOUBA,البطان,EL BATAN,الفلاحي,AGRICULTURE,أوت,août,2017,SQL Results
4.0,284420,0,القصرين,KASSERINE,حاسي الفريد,HASSI ELFRID,الفلاحي,AGRICULTURE,أوت,août,2017,SQL Results
1.0,56225,0,باجة,BEJA,تستور,TASTOUR,الخدمات,SERVICE,أوت,août,2017,SQL Results
2.0,1596000,28,القيروان,KAIROUAN,حفوز,HAFOUZ,الفلاحي,AGRICULTURE,أوت,août,2017,SQL Results
1.0,1200000,13,المهدية,MAHDIA,السواسي,ESSWASSI,التحويل الأولي,PREMIERE TRANSFORMATION,أوت,août,2017,SQL Results
3.0,678730,1,نابل,NABEUL,سليمان,SLIMAN,الفلاحي,AGRICULTURE,أوت,août,2017,SQL Results
1.0,6450000,36,نابل,NABEUL,بني خلاد,BENI KHALLED,التحويل الأولي,PREMIERE TRANSFORMATION,أوت,août,2017,SQL Results
2.0,154313,2,قبلي,KEBELLI,سوق الأحد,SOUK LAHAD,الخدمات,SERVICE,أوت,août,2017,SQL Results
1.0,259477,1,نابل,NABEUL,منزل بوزلفة,MANZEL BOUZALFA,الفلاحي,AGRICULTURE,أوت,août,2017,SQL Results
3.0,214300,0,الكاف,KEF,القصور,ELKSOUR,الفلاحي,AGRICULTURE,أوت,août,2017,SQL Results
5.0,589000,10,المهدية,MAHDIA,هبيرة,HBIRA,الفلاحي,AGRICULTURE,أوت,août,2017,SQL Results
5.0,338076,0,سليانة,SILIANA,مكثر,MAKTHER,الفلاحي,AGRICULTURE,أوت,août,2017,SQL Results
3.0,1056850,3,صفاقس,SFAXE,العامرة,EL AMRA,الفلاحي,AGRICULTURE,أوت,août,2017,SQL Results
12.0,1078683,2,سيدي بوزيد,SIDI BOUZIDE,أولاد حفوز,AWLED HAFOUZ,الفلاحي,AGRICULTURE,أوت,août,2017,SQL Results
1.0,64000,1,تطاوين,TATAWINE,غمراسن,GOMRASSEN,الخدمات,SERVICE,أوت,août,2017,SQL Results
6.0,1346903,39,بنزرت,BIZERTE,بنزرت الجنوبية,BIZETE SUD,الفلاحي,AGRICULTURE,أوت,août,2017,SQL Results
1.0,65000,1,القيروان,KAIROUAN,الشراردة,CHRARDA,الخدمات,SERVICE,أوت,août,2017,SQL Results
1.0,28000,0,تطاوين,TATAWINE,غمراسن,GOMRASSEN,الفلاحي,AGRICULTURE,أوت,août,2017,SQL Results
4.0,509429,6,نابل,NABEUL,بوعرقوب,BOU ARGOUB,الفلاحي,AGRICULTURE,أوت,août,2017,SQL Results
1.0,112000,1,نابل,NABEUL,الميدة,ELMIDA,الفلاحي,AGRICULTURE,أوت,août,2017,SQL Results
2.0,173028,2,قابس,GABES,منزل الحبيب,MANZE EL HABIB,الخدمات,SERVICE,أوت,août,2017,SQL Results
1.0,12800,0,جندوبة,JENDOUBA,فرنانة,FERNANA,الفلاحي,AGRICULTURE,أوت,août,2017,SQL Results
3.0,178178,3,قابس,GABES,غنوش,GANOUCH,الخدمات,SERVICE,أوت,août,2017,SQL Results
1.0,61500,0,سوسة,SOUSSE,القلعة الكبرى,KALAA ELKOUBRA,التحويل الأولي,PREMIERE TRANSFORMATION,أوت,août,2017,SQL Results
4.0,401439,4,قبلي,KEBELLI,قبلي الجنوبية,KEBELLI SUD,التحويل الأولي,PREMIERE TRANSFORMATION,أوت,août,2017,SQL Results
1.0,900000,0,القيروان,KAIROUAN,سيدي عمر بوحجلة,SIDI OMOR BOUHAJLA,التحويل الأولي,PREMIERE TRANSFORMATION,أوت,août,2017,SQL Results
1.0,91481,0,الكاف,KEF,السرس,SERS,الخدمات,SERVICE,أوت,août,2017,SQL Results
1.0,44713,0,نابل,NABEUL,دار شعبان الفهري,DAR CHAABEN EL FEHRI,الخدمات,SERVICE,أوت,août,2017,SQL Results
2.0,110000,0,سوسة,SOUSSE,بوفيشة,BOUFICHA,الخدمات,SERVICE,أوت,août,2017,SQL Results
1.0,57000,1,تطاوين,TATAWINE,تطاوين الشما لية,TATAWIN NORD,الخدمات,SERVICE,أوت,août,2017,SQL Results
3.0,507114,5,بنزرت,BIZERTE,جومين,JOUMIN,الفلاحي,AGRICULTURE,أوت,août,2017,SQL Results
5.0,3991292,20,صفاقس,SFAXE,صفاقس المدينة,SFAXE MEDINA,الصيد البحري,PECHE,أوت,août,2017,SQL Results
3.0,101200,1,القصرين,KASSERINE,العيون,EL AYOUN,الفلاحي,AGRICULTURE,أوت,août,2017,SQL Results
3.0,223698,3,مدنين,MEDENINE,بن قردان,BEN GERDAN,الفلاحي,AGRICULTURE,أوت,août,2017,SQL Results
1.0,51000,1,بنزرت,BIZERTE,ماطر,MATEUR,الخدمات,SERVICE,أوت,août,2017,SQL Results
1.0,18000,1,القيروان,KAIROUAN,حاجب العيون,HAJEB LAYOUN,الفلاحي,AGRICULTURE,أوت,août,2017,SQL Results
1.0,67314,1,توزر,TOZEUR,تمغزة,TAMAGZA,الخدمات,SERVICE,أوت,août,2017,SQL Results
4.0,474594,2,نابل,NABEUL,دار شعبان الفهري,DAR CHAABEN EL FEHRI,الفلاحي,AGRICULTURE,أوت,août,2017,SQL Results
6.0,403900,5,المنستير,MOUNASTIR,طبلبة,TBOLBA,الخدمات,SERVICE,أوت,août,2017,SQL Results
5.0,683826,8,قفصة,GAFSA,السند,ESNAD,الفلاحي,AGRICULTURE,أوت,août,2017,SQL Results
5.0,408000,5,القيروان,KAIROUAN,الشبيكة,CHBIKA,الفلاحي,AGRICULTURE,أوت,août,2017,SQL Results
13.0,879719,7,سيدي بوزيد,SIDI BOUZIDE,سيدي بوزيد الشرقية,SIDI BOUZID EST,الفلاحي,AGRICULTURE,أوت,août,2017,SQL Results
2.0,39230,0,بنزرت,BIZERTE,غار الملح,GAR EL MELH,الصيد البحري,PECHE,أوت,août,2017,SQL Results
24.0,2486431,2,القصرين,KASSERINE,فوسانة,FOUSENA,الفلاحي,AGRICULTURE,أوت,août,2017,SQL Results
3.0,159753,2,القيروان,KAIROUAN,السبيخة,SBIKHA,الفلاحي,AGRICULTURE,أوت,août,2017,SQL Results
4.0,214000,4,القيروان,KAIROUAN,القيروان الشما لية,KAIROUAN NORD,الخدمات,SERVICE,أوت,août,2017,SQL Results
3.0,346100,18,بنزرت,BIZERTE,منزل بورقيبة,MANZEL BOURGIBA,الفلاحي,AGRICULTURE,أوت,août,2017,SQL Results
2.0,345600,1,بنزرت,BIZERTE,منزل جميل,MANZEL JMIL,الفلاحي,AGRICULTURE,أوت,août,2017,SQL Results
1.0,52000,1,بنزرت,BIZERTE,الغزالة,GZELA,الخدمات,SERVICE,أوت,août,2017,SQL Results
1.0,60000,0,صفاقس,SFAXE,جبنيانة,JEBINYANA,الفلاحي,AGRICULTURE,أوت,août,2017,SQL Results
1.0,150000,2,القيروان,KAIROUAN,عين جلولة,AIN JALOULA,الفلاحي,AGRICULTURE,أوت,août,2017,SQL Results
2.0,122000,3,المنستير,MOUNASTIR,الوردانين,WIRDANIN,الفلاحي,AGRICULTURE,أوت,août,2017,SQL Results
1.0,36650,0,نابل,NABEUL,الهوارية,HAWARIYA,الفلاحي,AGRICULTURE,أوت,août,2017,SQL Results
1.0,85000,1,القيروان,KAIROUAN,السبيخة,SBIKHA,الخدمات,SERVICE,أوت,août,2017,SQL Results
1.0,160000,5,المهدية,MAHDIA,قصور الساف,KSOUR ESSEF,الفلاحي,AGRICULTURE,أوت,août,2017,SQL Results
1.0,900000,2,صفاقس,SFAXE,الغريبة,ELGRIBA,الفلاحي,AGRICULTURE,أوت,août,2017,SQL Results
1.0,82299,0,سيدي بوزيد,SIDI BOUZIDE,منزل بوزيان,MANZEL BOUZAYEN,الخدمات,SERVICE,أوت,août,2017,SQL Results
1.0,26432,0,جندوبة,JENDOUBA,بوسا لم,BOUSALEM,الخدمات,SERVICE,أوت,août,2017,SQL Results
1.0,49000,0,المهدية,MAHDIA,سيدي علوان,SIDI ALWEN,الفلاحي,AGRICULTURE,أوت,août,2017,SQL Results
4.0,633000,2,القيروان,KAIROUAN,سيدي علي نصرالله,SIDI ALI NASR ALLAH,الفلاحي,AGRICULTURE,سبتمبر,sept.,2017,SQL Results
8.0,202632,0,الكاف,KEF,الكاف الغربية,EL KEF OUSET,الفلاحي,AGRICULTURE,سبتمبر,sept.,2017,SQL Results
1.0,25153,0,منــوبة,MANOUBA,برج العامري,BOURJ EL AMRI,الفلاحي,AGRICULTURE,سبتمبر,sept.,2017,SQL Results
2.0,105800,2,مدنين,MEDENINE,مدنين الجنوبية,MEDNIN SUD,الخدمات,SERVICE,سبتمبر,sept.,2017,SQL Results
2.0,197591,1,الكاف,KEF,الجريصة,JERISSA,الخدمات,SERVICE,سبتمبر,sept.,2017,SQL Results
1.0,138582,0,سيدي بوزيد,SIDI BOUZIDE,الرقاب,ERGAB,الخدمات,SERVICE,سبتمبر,sept.,2017,SQL Results
1.0,60938,0,باجة,BEJA,قبلاط,KBELLAT,الفلاحي,AGRICULTURE,سبتمبر,sept.,2017,SQL Results
1.0,67000,0,القيروان,KAIROUAN,الشراردة,CHRARDA,الخدمات,SERVICE,سبتمبر,sept.,2017,SQL Results
2.0,32320,96,نابل,NABEUL,بني خلاد,BENI KHALLED,الفلاحي,AGRICULTURE,سبتمبر,sept.,2017,SQL Results
2.0,151000,2,المهدية,MAHDIA,الجم,EL JEM,الخدمات,SERVICE,سبتمبر,sept.,2017,SQL Results
1.0,49200,1,سوسة,SOUSSE,أكودة,AKOUDA,الخدمات,SERVICE,سبتمبر,sept.,2017,SQL Results
1.0,42385,1,قفصة,GAFSA,القطار,ALKATAR,الخدمات,SERVICE,سبتمبر,sept.,2017,SQL Results
2.0,147860,0,سليانة,SILIANA,العروسة,ALAROUSSA,الفلاحي,AGRICULTURE,سبتمبر,sept.,2017,SQL Results
1.0,4120,0,جندوبة,JENDOUBA,بوسا لم,BOUSALEM,الفلاحي,AGRICULTURE,سبتمبر,sept.,2017,SQL Results
1.0,70014,0,جندوبة,JENDOUBA,طبرقة,TABARKA,الخدمات,SERVICE,سبتمبر,sept.,2017,SQL Results
1.0,70535,0,سليانة,SILIANA,كسرى,KESSRA,الفلاحي,AGRICULTURE,سبتمبر,sept.,2017,SQL Results
23.0,3192522,5,القصرين,KASSERINE,فوسانة,FOUSENA,الفلاحي,AGRICULTURE,سبتمبر,sept.,2017,SQL Results
8.0,3356925,4,باجة,BEJA,مجاز الباب,MJEZ ELBEB,الفلاحي,AGRICULTURE,سبتمبر,sept.,2017,SQL Results
3.0,1026516,65,المنستير,MOUNASTIR,البقا لطة,BKALTA,تربية الأحياء المائية,AQUACULTURE,سبتمبر,sept.,2017,SQL Results
1.0,73720,0,باجة,BEJA,باجة الشما لية,BEJANORD,الخدمات,SERVICE,سبتمبر,sept.,2017,SQL Results
1.0,85097,0,سليانة,SILIANA,مكثر,MAKTHER,الفلاحي,AGRICULTURE,سبتمبر,sept.,2017,SQL Results
6.0,709000,1,القيروان,KAIROUAN,القيروان الجنوبية,KAIROUAN SUD,الفلاحي,AGRICULTURE,سبتمبر,sept.,2017,SQL Results
2.0,143000,1,سوسة,SOUSSE,بوفيشة,BOUFICHA,الخدمات,SERVICE,سبتمبر,sept.,2017,SQL Results
4.0,342500,1,القيروان,KAIROUAN,القيروان الجنوبية,KAIROUAN SUD,الخدمات,SERVICE,سبتمبر,sept.,2017,SQL Results
2.0,177008,2,توزر,TOZEUR,توزر,TOZEUR,الخدمات,SERVICE,سبتمبر,sept.,2017,SQL Results
1.0,85000,1,المهدية,MAHDIA,أولاد الشامخ,AWLED CHAMEKH,الخدمات,SERVICE,سبتمبر,sept.,2017,SQL Results
3.0,181044,1,قفصة,GAFSA,زانوش,,الخدمات,SERVICE,سبتمبر,sept.,2017,SQL Results
1.0,42000,1,المهدية,MAHDIA,الجم,EL JEM,الفلاحي,AGRICULTURE,سبتمبر,sept.,2017,SQL Results
1.0,1212356,8,نابل,NABEUL,بوعرقوب,BOU ARGOUB,التحويل الأولي,PREMIERE TRANSFORMATION,سبتمبر,sept.,2017,SQL Results
2.0,81035,2,تطاوين,TATAWINE,تطاوين الشما لية,TATAWIN NORD,الفلاحي,AGRICULTURE,سبتمبر,sept.,2017,SQL Results
11.0,1217777,4,زغوان,ZAGHOUANE,بئر مشارقة,BIR MCHARGA,الفلاحي,AGRICULTURE,سبتمبر,sept.,2017,SQL Results
2.0,111848,0,جندوبة,JENDOUBA,بلطة بوعوان,BALTA BOU OUN,الخدمات,SERVICE,سبتمبر,sept.,2017,SQL Results
1.0,75200,0,جندوبة,JENDOUBA,غارالدماء,GAR DIMA,الخدمات,SERVICE,سبتمبر,sept.,2017,SQL Results
2.0,91000,1,المهدية,MAHDIA,هبيرة,HBIRA,الخدمات,SERVICE,سبتمبر,sept.,2017,SQL Results
3.0,1315700,28,منــوبة,MANOUBA,طبربة,TOUBOURBA,الفلاحي,AGRICULTURE,سبتمبر,sept.,2017,SQL Results
5.0,465000,0,القيروان,KAIROUAN,حاجب العيون,HAJEB LAYOUN,الفلاحي,AGRICULTURE,سبتمبر,sept.,2017,SQL Results
7.0,517526,4,سيدي بوزيد,SIDI BOUZIDE,المكناسي,EL MEKNASSI,الفلاحي,AGRICULTURE,سبتمبر,sept.,2017,SQL Results
7.0,1130098,8,سيدي بوزيد,SIDI BOUZIDE,سيدي علي بن عون,SIDI ALI BEN OUN,الفلاحي,AGRICULTURE,سبتمبر,sept.,2017,SQL Results
1.0,63434,0,صفاقس,SFAXE,بئر علي بن خليفة,BIR ALI KHELIFFA,الفلاحي,AGRICULTURE,سبتمبر,sept.,2017,SQL Results
7.0,498546,4,سيدي بوزيد,SIDI BOUZIDE,سيدي بوزيد الشرقية,SIDI BOUZID EST,الفلاحي,AGRICULTURE,سبتمبر,sept.,2017,SQL Results
1.0,73000,0,سليانة,SILIANA,سليانة الجنوبية,SILIANA SUD,الخدمات,SERVICE,سبتمبر,sept.,2017,SQL Results
1.0,67080,0,زغوان,ZAGHOUANE,زغوان,ZAGOUAN,الخدمات,SERVICE,سبتمبر,sept.,2017,SQL Results
1.0,90000,0,باجة,BEJA,نفزة,NEFZA,الخدمات,SERVICE,سبتمبر,sept.,2017,SQL Results
4.0,161835,0,سليانة,SILIANA,بوعرادة,BOU ARADA,الفلاحي,AGRICULTURE,سبتمبر,sept.,2017,SQL Results
1.0,62538,1,قبلي,KEBELLI,قبلي الشما لية,KEBELLI NORD,الخدمات,SERVICE,سبتمبر,sept.,2017,SQL Results
2.0,100089,0,الكاف,KEF,الجريصة,JERISSA,الفلاحي,AGRICULTURE,سبتمبر,sept.,2017,SQL Results
8.0,367390,57,باجة,BEJA,باجة الجنوبية,BEJA SUD,الفلاحي,AGRICULTURE,سبتمبر,sept.,2017,SQL Results
