date,nom_ar,nom_fr,unite,valeur
2025-12-18 22:00:00,Température,Température,°C,11.2
2025-12-18 22:00:00,L'humidité du sol,L'humidité du sol,mV,852.5
2025-12-18 22:00:00,Contenu volumétrique d'eau,Contenu volumétrique d'eau,%,24.7
2025-12-18 21:00:00,Contenu volumétrique d'eau,Contenu volumétrique d'eau,%,24.7
2025-12-18 21:00:00,Température,Température,°C,11.2
2025-12-18 21:00:00,L'humidité du sol,L'humidité du sol,mV,852.6
2025-12-18 20:00:00,Température,Température,°C,11.2
2025-12-18 20:00:00,Contenu volumétrique d'eau,Contenu volumétrique d'eau,%,24.7
2025-12-18 20:00:00,L'humidité du sol,L'humidité du sol,mV,852.7
2025-12-18 19:00:00,Contenu volumétrique d'eau,Contenu volumétrique d'eau,%,24.7
2025-12-18 19:00:00,L'humidité du sol,L'humidité du sol,mV,852.9
2025-12-18 19:00:00,Température,Température,°C,11.2
2025-12-18 18:00:00,Température,Température,°C,11.1
2025-12-18 18:00:00,L'humidité du sol,L'humidité du sol,mV,852.9
2025-12-18 18:00:00,Contenu volumétrique d'eau,Contenu volumétrique d'eau,%,24.7
2025-12-18 16:00:00,Contenu volumétrique d'eau,Contenu volumétrique d'eau,%,24.7
2025-12-18 16:00:00,L'humidité du sol,L'humidité du sol,mV,852.7
2025-12-18 16:00:00,Température,Température,°C,11.0
2025-12-18 15:00:00,Contenu volumétrique d'eau,Contenu volumétrique d'eau,%,24.7
2025-12-18 15:00:00,L'humidité du sol,L'humidité du sol,mV,852.7
2025-12-18 15:00:00,Température,Température,°C,10.9
2025-12-18 14:00:00,Température,Température,°C,10.8
2025-12-18 14:00:00,L'humidité du sol,L'humidité du sol,mV,852.5
2025-12-18 14:00:00,Contenu volumétrique d'eau,Contenu volumétrique d'eau,%,24.7
2025-12-18 13:00:00,Contenu volumétrique d'eau,Contenu volumétrique d'eau,%,24.6
2025-12-18 13:00:00,Température,Température,°C,10.8
2025-12-18 13:00:00,L'humidité du sol,L'humidité du sol,mV,852.4
2025-12-18 12:00:00,Contenu volumétrique d'eau,Contenu volumétrique d'eau,%,24.7
2025-12-18 12:00:00,Température,Température,°C,10.7
2025-12-18 12:00:00,L'humidité du sol,L'humidité du sol,mV,852.5
2025-12-18 11:00:00,Température,Température,°C,10.7
2025-12-18 11:00:00,L'humidité du sol,L'humidité du sol,mV,852.3
2025-12-18 11:00:00,Contenu volumétrique d'eau,Contenu volumétrique d'eau,%,24.6
2025-12-18 10:00:00,Température,Température,°C,10.6
2025-12-18 10:00:00,Contenu volumétrique d'eau,Contenu volumétrique d'eau,%,24.7
2025-12-18 10:00:00,L'humidité du sol,L'humidité du sol,mV,852.4
2025-12-18 09:00:00,Température,Température,°C,10.7
2025-12-18 09:00:00,Contenu volumétrique d'eau,Contenu volumétrique d'eau,%,24.6
2025-12-18 09:00:00,L'humidité du sol,L'humidité du sol,mV,852.4
2025-12-18 08:00:00,Température,Température,°C,10.7
2025-12-18 08:00:00,L'humidité du sol,L'humidité du sol,mV,852.2
2025-12-18 08:00:00,Contenu volumétrique d'eau,Contenu volumétrique d'eau,%,24.6
2025-12-18 07:00:00,Contenu volumétrique d'eau,Contenu volumétrique d'eau,%,24.7
2025-12-18 07:00:00,L'humidité du sol,L'humidité du sol,mV,852.5
2025-12-18 07:00:00,Température,Température,°C,10.7
2025-12-18 06:00:00,Température,Température,°C,10.7
2025-12-18 06:00:00,Contenu volumétrique d'eau,Contenu volumétrique d'eau,%,24.7
2025-12-18 06:00:00,L'humidité du sol,L'humidité du sol,mV,852.4
2025-12-18 05:00:00,Contenu volumétrique d'eau,Contenu volumétrique d'eau,%,24.7
2025-12-18 05:00:00,L'humidité du sol,L'humidité du sol,mV,852.7
2025-12-18 05:00:00,Température,Température,°C,10.7
2025-12-18 04:00:00,L'humidité du sol,L'humidité du sol,mV,852.8
2025-12-18 04:00:00,Température,Température,°C,10.8
2025-12-18 04:00:00,Contenu volumétrique d'eau,Contenu volumétrique d'eau,%,24.7
2025-12-18 01:00:00,L'humidité du sol,L'humidité du sol,mV,852.8
2025-12-18 01:00:00,Contenu volumétrique d'eau,Contenu volumétrique d'eau,%,24.7
2025-12-18 01:00:00,Température,Température,°C,10.8
2025-12-18 00:00:00,Contenu volumétrique d'eau,Contenu volumétrique d'eau,%,24.7
2025-12-18 00:00:00,Température,Température,°C,10.9
2025-12-18 00:00:00,L'humidité du sol,L'humidité du sol,mV,853.0
