date,nom_ar,nom_fr,unite,valeur
2025-12-18 22:00:00,Direction du vent,Direction du vent,Deg,150.6
2025-12-18 22:00:00,Température,Température,°C,11.4
2025-12-18 22:00:00,Point de Rosée,Point de Rosée,°C,9.2
2025-12-18 22:00:00,Humidité relative,Humidité relative,%,86.3
2025-12-18 22:00:00,Rayonnement solaire,Rayonnement solaire,W/m²,0.0
2025-12-18 22:00:00,Vitesse du vent,Vitesse du vent,m/s,8.12
2025-12-18 22:00:00,Évapotranspiration journalière,Évapotranspiration journalière,mm/j,0.0
2025-12-18 22:00:00,Pression atmosphérique,Pression atmosphérique,mm/j,923.3
2025-12-18 22:00:00,Évapotranspiration Horaire,Évapotranspiration Horaire,mm/h,0.0
2025-12-18 21:00:00,Évapotranspiration Horaire,Évapotranspiration Horaire,mm/h,0.0
2025-12-18 21:00:00,Évapotranspiration journalière,Évapotranspiration journalière,mm/j,0.0
2025-12-18 21:00:00,Direction du vent,Direction du vent,Deg,146.2
2025-12-18 21:00:00,Température,Température,°C,11.6
2025-12-18 21:00:00,Humidité relative,Humidité relative,%,85.5
2025-12-18 21:00:00,Pression atmosphérique,Pression atmosphérique,mm/j,923.6
2025-12-18 21:00:00,Vitesse du vent,Vitesse du vent,m/s,2.87
2025-12-18 21:00:00,Rayonnement solaire,Rayonnement solaire,W/m²,0.0
2025-12-18 21:00:00,Point de Rosée,Point de Rosée,°C,9.2
2025-12-18 20:00:00,Point de Rosée,Point de Rosée,°C,9.5
2025-12-18 20:00:00,Rayonnement solaire,Rayonnement solaire,W/m²,0.0
2025-12-18 20:00:00,Évapotranspiration Horaire,Évapotranspiration Horaire,mm/h,0.0
2025-12-18 20:00:00,Évapotranspiration journalière,Évapotranspiration journalière,mm/j,0.0
2025-12-18 20:00:00,Direction du vent,Direction du vent,Deg,128.8
2025-12-18 20:00:00,Vitesse du vent,Vitesse du vent,m/s,5.15
2025-12-18 20:00:00,Pression atmosphérique,Pression atmosphérique,mm/j,923.3
2025-12-18 20:00:00,Température,Température,°C,11.9
2025-12-18 20:00:00,Humidité relative,Humidité relative,%,85.2
2025-12-18 19:00:00,Point de Rosée,Point de Rosée,°C,9.5
2025-12-18 19:00:00,Direction du vent,Direction du vent,Deg,145.4
2025-12-18 19:00:00,Température,Température,°C,11.9
2025-12-18 19:00:00,Rayonnement solaire,Rayonnement solaire,W/m²,0.0
2025-12-18 19:00:00,Humidité relative,Humidité relative,%,85.3
2025-12-18 19:00:00,Évapotranspiration Horaire,Évapotranspiration Horaire,mm/h,0.0
2025-12-18 19:00:00,Pression atmosphérique,Pression atmosphérique,mm/j,923.3
2025-12-18 19:00:00,Évapotranspiration journalière,Évapotranspiration journalière,mm/j,0.0
2025-12-18 19:00:00,Vitesse du vent,Vitesse du vent,m/s,4.61
2025-12-18 18:00:00,Évapotranspiration Horaire,Évapotranspiration Horaire,mm/h,0.0
2025-12-18 18:00:00,Évapotranspiration journalière,Évapotranspiration journalière,mm/j,0.0
2025-12-18 18:00:00,Vitesse du vent,Vitesse du vent,m/s,5.6
2025-12-18 18:00:00,Rayonnement solaire,Rayonnement solaire,W/m²,0.0
2025-12-18 18:00:00,Température,Température,°C,11.9
2025-12-18 18:00:00,Pression atmosphérique,Pression atmosphérique,mm/j,923.3
2025-12-18 18:00:00,Humidité relative,Humidité relative,%,87.7
2025-12-18 18:00:00,Point de Rosée,Point de Rosée,°C,9.9
2025-12-18 18:00:00,Direction du vent,Direction du vent,Deg,95.4
2025-12-18 17:00:00,Humidité relative,Humidité relative,%,86.5
