annee,delegation,nbre_vulgarisation_agricole,feuille
2024,قابس المدينة,1.0,Feuil1
2024,قابس الجنوبية,,Feuil1
2024,قابس الغربية,1.0,Feuil1
2024,غنوش,1.0,Feuil1
2024,المطوية,1.0,Feuil1
2024,منزل الحبيب,1.0,Feuil1
2024,الحامة,1.0,Feuil1
2024,مطماطة الجديدة,1.0,Feuil1
2024,مطماطة القديمة,1.0,Feuil1
2024,مارث,1.0,Feuil1
2024,دخيلة توجان,1.0,Feuil1
2024,المجموع,10.0,Feuil1
