annee,nombre_generale_groupements,groupement_eau_irrigation,groupement_agricole_biologique,groupement_peche,groupement_elevage,groupement_eau_potable,groupement_femme_rurale,feuille
2023,178,136,2,8,5,23,4,Feuil1
