annee,delegation,nombre_de_societes,nombre_dadherents,feuille
2024,قفصة الشمالية,5.0,148.0,Feuil1
2024,قفصة الجنوبية,1.0,17.0,Feuil1
2024,القصر,2.0,72.0,Feuil1
2024,سيدي عيش,3.0,60.0,Feuil1
2024,السند,4.0,277.0,Feuil1
2024,زانوش,,,Feuil1
2024,بلخير,3.0,86.0,Feuil1
2024,الرديف,0.0,0.0,Feuil1
2024,المتلوي,,,Feuil1
2024,أم العرائس,,,Feuil1
2024,سيدي بوبكر,,,Feuil1
2024,القطار,1.0,59.0,Feuil1
2024,المظيلة,,,Feuil1
2024,كامل الولاية,19.0,719.0,Feuil1
