inv_declare,nbr_adi,nbr_emploi_pervu,mois,gouvernorat,feuille
1079893,18,23,1,مدنين,SQL Results
1789000,3,7,1,المنستير,SQL Results
223575,2,3,1,توزر,SQL Results
496759,4,4,1,تطاوين,SQL Results
1469489,10,26,1,بنزرت,SQL Results
60000,2,1,1,قفصة,SQL Results
863184,5,0,1,قابس,SQL Results
182500,4,4,1,سوسة,SQL Results
153685,5,19,1,أريانة,SQL Results
1950708,4,15,1,زغوان,SQL Results
704512,11,12,1,صفاقس,SQL Results
2885078,66,37,1,سيدي بوزيد,SQL Results
338478,9,8,1,تــونس,SQL Results
1609420,24,34,1,منــوبة,SQL Results
10049372,32,46,1,نابل,SQL Results
2554860,32,53,1,سليانة,SQL Results
476494,11,6,1,قبلي,SQL Results
798915,16,12,1,المهدية,SQL Results
36150,3,3,1,الكاف,SQL Results
1451500,37,49,1,القيروان,SQL Results
6759600,24,19,1,بن عروس,SQL Results
1288608,22,11,1,باجة,SQL Results
327625,9,11,1,جندوبة,SQL Results
678407,4,4,1,القصرين,SQL Results
281456,8,10,2,أريانة,SQL Results
370587,10,8,2,جندوبة,SQL Results
83336,1,3,2,توزر,SQL Results
310702,2,1,2,تــونس,SQL Results
1527613,26,22,2,صفاقس,SQL Results
3930534,47,49,2,سيدي بوزيد,SQL Results
13067155,22,14,2,زغوان,SQL Results
1264557,35,17,2,باجة,SQL Results
1262106,9,25,2,بنزرت,SQL Results
1962872,30,51,2,قابس,SQL Results
2574139,20,116,2,مدنين,SQL Results
2115500,24,38,2,سليانة,SQL Results
4187500,17,27,2,المنستير,SQL Results
2292400,12,8,2,سوسة,SQL Results
15400120,22,28,2,المهدية,SQL Results
1794950,20,11,2,بن عروس,SQL Results
8025850,16,181,2,نابل,SQL Results
1166794,16,24,2,تطاوين,SQL Results
717100,19,15,2,القيروان,SQL Results
619350,15,17,2,قبلي,SQL Results
3135401,15,19,2,منــوبة,SQL Results
282260,7,10,2,الكاف,SQL Results
1732485,5,20,2,قفصة,SQL Results
119884,4,1,2,القصرين,SQL Results
2412446,29,26,3,جندوبة,SQL Results
3110517,27,30,3,سليانة,SQL Results
5130,1,1,3,تطاوين,SQL Results
794403,13,36,3,أريانة,SQL Results
6485893,38,10,3,قابس,SQL Results
2778020,27,25,3,زغوان,SQL Results
919543,10,46,3,سوسة,SQL Results
3537822,20,30,3,منــوبة,SQL Results
859446,7,5,3,تــونس,SQL Results
11653813,22,12,3,باجة,SQL Results
4144113,41,42,3,بنزرت,SQL Results
2456000,46,55,3,القيروان,SQL Results
462682,2,2,3,توزر,SQL Results
