inv_declare,nbr_adi,nbr_emploi_pervu,mois,gouvernorat,feuille
14146037,76,68,3,نابل,SQL Results
4155137,61,43,3,سيدي بوزيد,SQL Results
11601462,69,79,3,القصرين,SQL Results
4700951,65,61,3,الكاف,SQL Results
3794700,18,34,3,المنستير,SQL Results
5088981,26,30,3,صفاقس,SQL Results
11188500,19,72,3,المهدية,SQL Results
5193400,31,35,3,بن عروس,SQL Results
522726,10,12,3,قبلي,SQL Results
3693744,47,29,3,قفصة,SQL Results
2194600,26,48,3,مدنين,SQL Results
2927290,34,28,4,زغوان,SQL Results
597282,15,19,4,الكاف,SQL Results
3441256,21,25,4,قابس,SQL Results
257597,3,2,4,تــونس,SQL Results
1462026,21,22,4,مدنين,SQL Results
5218982,39,39,4,بنزرت,SQL Results
4021443,21,22,4,سليانة,SQL Results
1601243,23,33,4,تطاوين,SQL Results
66644,2,7,4,أريانة,SQL Results
2745245,26,43,4,صفاقس,SQL Results
2285923,15,14,4,بن عروس,SQL Results
5072372,35,66,4,نابل,SQL Results
733701,16,15,4,قبلي,SQL Results
2304268,24,18,4,جندوبة,SQL Results
3428374,33,45,4,قفصة,SQL Results
1562663,25,73,4,القيروان,SQL Results
18954250,26,93,4,المهدية,SQL Results
2474400,20,27,4,المنستير,SQL Results
1068321,17,7,4,منــوبة,SQL Results
3741027,53,39,4,سيدي بوزيد,SQL Results
5307406,19,23,4,باجة,SQL Results
3431242,31,47,4,القصرين,SQL Results
992469,5,13,4,توزر,SQL Results
433122,8,7,4,سوسة,SQL Results
113459,6,5,5,توزر,SQL Results
3907434,19,73,5,بن عروس,SQL Results
563370,20,20,5,المنستير,SQL Results
1783867,16,16,5,منــوبة,SQL Results
3307362,34,21,5,صفاقس,SQL Results
1458000,28,17,5,سليانة,SQL Results
1701868,36,27,5,قبلي,SQL Results
18942704,12,30,5,سوسة,SQL Results
8395876,13,21,5,تــونس,SQL Results
1169099,31,34,5,القصرين,SQL Results
2743223,22,5,5,زغوان,SQL Results
1826609,35,5,5,قابس,SQL Results
8145357,70,55,5,نابل,SQL Results
1593295,32,31,5,جندوبة,SQL Results
2145456,19,24,5,قفصة,SQL Results
3263950,26,88,5,باجة,SQL Results
2785253,11,24,5,مدنين,SQL Results
2232030,23,13,5,المهدية,SQL Results
170580,5,6,5,أريانة,SQL Results
2129533,54,49,5,الكاف,SQL Results
1119119,23,13,5,بنزرت,SQL Results
4347603,53,44,5,سيدي بوزيد,SQL Results
396951,3,0,5,تطاوين,SQL Results
1786000,44,45,5,القيروان,SQL Results
2592405,16,27,6,بن عروس,SQL Results
7858384,33,44,6,نابل,SQL Results
145404,4,5,6,توزر,SQL Results
825181,21,22,6,جندوبة,SQL Results
2432740,20,28,6,المهدية,SQL Results
3077105,67,55,6,القصرين,SQL Results
3766496,27,27,6,قفصة,SQL Results
2136949,19,7,6,زغوان,SQL Results
5129155,39,47,6,سيدي بوزيد,SQL Results
1604300,11,33,6,المنستير,SQL Results
1699600,43,59,6,القيروان,SQL Results
7861281,11,104,6,سوسة,SQL Results
2299236,34,35,6,بنزرت,SQL Results
839361,9,14,6,مدنين,SQL Results
7896824,20,46,6,باجة,SQL Results
474628,9,7,6,قبلي,SQL Results
1898791,28,35,6,صفاقس,SQL Results
5076000,18,31,6,سليانة,SQL Results
2527528,43,44,6,الكاف,SQL Results
1500631,18,14,6,تطاوين,SQL Results
5316116,24,74,6,منــوبة,SQL Results
1089256,21,12,6,قابس,SQL Results
115433,3,15,6,أريانة,SQL Results
249144,6,22,6,تــونس,SQL Results
1437000,47,50,7,القيروان,SQL Results
1391515,17,5,7,قفصة,SQL Results
385058,7,0,7,زغوان,SQL Results
971803,16,11,7,بنزرت,SQL Results
1706407,21,12,7,القصرين,SQL Results
146730,6,17,7,تــونس,SQL Results
7519791,19,152,7,نابل,SQL Results
2541612,17,27,7,باجة,SQL Results
6064319,29,67,7,صفاقس,SQL Results
880200,14,25,7,المنستير,SQL Results
1673968,25,28,7,قابس,SQL Results
97811,4,4,7,الكاف,SQL Results
154103,8,6,7,جندوبة,SQL Results
1309920,27,22,7,المهدية,SQL Results
2696850,12,17,7,بن عروس,SQL Results
4225548,8,19,7,أريانة,SQL Results
1072000,20,16,7,سليانة,SQL Results
2510736,21,42,7,تطاوين,SQL Results
492690,4,6,7,قبلي,SQL Results
2626767,10,23,7,مدنين,SQL Results
3319137,45,41,7,سيدي بوزيد,SQL Results
4477334,22,40,7,منــوبة,SQL Results
1096000,6,3,7,سوسة,SQL Results
467232,11,11,8,جندوبة,SQL Results
2431200,20,26,8,المهدية,SQL Results
1882593,14,24,8,قابس,SQL Results
587611,7,10,8,تطاوين,SQL Results
11239500,5,36,8,المنستير,SQL Results
1550015,24,30,8,القيروان,SQL Results
1019000,9,11,8,سليانة,SQL Results
3553772,12,71,8,باجة,SQL Results
173698,2,1,8,تــونس,SQL Results
881323,12,9,8,القصرين,SQL Results
1303710,11,27,8,صفاقس,SQL Results
1235420,11,3,8,سوسة,SQL Results
5145261,18,49,8,نابل,SQL Results
8245107,44,57,8,بنزرت,SQL Results
3082400,14,16,8,بن عروس,SQL Results
462581,4,10,8,منــوبة,SQL Results
1451053,35,51,8,الكاف,SQL Results
2193904,26,39,8,سيدي بوزيد,SQL Results
748588,4,83,8,قبلي,SQL Results
703911,10,19,8,زغوان,SQL Results
81816,3,3,8,أريانة,SQL Results
1029763,19,11,8,قفصة,SQL Results
240461,4,13,8,مدنين,SQL Results
119400,2,9,9,أريانة,SQL Results
1702467,37,40,9,القصرين,SQL Results
2187765,40,45,9,سيدي بوزيد,SQL Results
1628985,22,18,9,قابس,SQL Results
473414,10,7,9,تطاوين,SQL Results
1485487,18,26,9,الكاف,SQL Results
1451000,18,26,9,المهدية,SQL Results
3031567,2,17,9,تــونس,SQL Results
310000,10,4,9,سليانة,SQL Results
2250798,22,21,9,بن عروس,SQL Results
22176130,40,333,9,نابل,SQL Results
16353200,11,29,9,سوسة,SQL Results
564278,12,11,9,قفصة,SQL Results
3063985,31,54,9,القيروان,SQL Results
3520471,10,0,9,زغوان,SQL Results
738461,19,7,9,صفاقس,SQL Results
1771040,14,20,9,منــوبة,SQL Results
729759,16,18,9,جندوبة,SQL Results
2251792,34,49,9,بنزرت,SQL Results
1406022,18,18,9,مدنين,SQL Results
1439799,9,41,9,باجة,SQL Results
6065450,14,56,9,المنستير,SQL Results
2226766,19,23,9,قبلي,SQL Results
9485348,37,77,10,صفاقس,SQL Results
8179620,42,66,10,سيدي بوزيد,SQL Results
1156758,23,25,10,الكاف,SQL Results
4393028,21,24,10,قفصة,SQL Results
1457941,15,17,10,منــوبة,SQL Results
498000,6,5,10,المنستير,SQL Results
1598000,17,13,10,سليانة,SQL Results
612379,8,9,10,مدنين,SQL Results
2322134,12,20,10,تطاوين,SQL Results
285410,6,6,10,قبلي,SQL Results
5341741,36,42,10,قابس,SQL Results
2230501,44,68,10,القصرين,SQL Results
6035900,41,100,10,القيروان,SQL Results
7067194,24,47,10,بنزرت,SQL Results
913778,11,11,10,باجة,SQL Results
4653886,16,35,10,جندوبة,SQL Results
1775940,13,16,10,بن عروس,SQL Results
1525763,13,26,10,أريانة,SQL Results
2945104,13,11,10,زغوان,SQL Results
4663677,57,73,10,نابل,SQL Results
132773,3,4,10,تــونس,SQL Results
357659,4,9,10,توزر,SQL Results
4219500,18,28,10,المهدية,SQL Results
7557100,9,11,10,سوسة,SQL Results
1228384,10,21,11,توزر,SQL Results
162447,4,10,11,أريانة,SQL Results
111486,3,5,11,تــونس,SQL Results
166800,4,4,11,المنستير,SQL Results
12104131,52,71,11,القيروان,SQL Results
1660536,9,305,11,قبلي,SQL Results
3651071,20,118,11,قابس,SQL Results
1303140,11,16,11,جندوبة,SQL Results
9566566,33,49,11,بنزرت,SQL Results
1779455,18,22,11,مدنين,SQL Results
1208015,19,23,11,تطاوين,SQL Results
1861927,18,40,11,صفاقس,SQL Results
327000,8,8,11,سوسة,SQL Results
794272,8,2,11,زغوان,SQL Results
3861902,19,23,11,بن عروس,SQL Results
251312,6,9,11,الكاف,SQL Results
23830140,32,47,11,المهدية,SQL Results
2592379,40,55,11,القصرين,SQL Results
1083000,16,13,11,سليانة,SQL Results
4567798,17,38,11,منــوبة,SQL Results
16955869,8,19,11,باجة,SQL Results
1896257,18,19,11,قفصة,SQL Results
2838776,29,43,11,سيدي بوزيد,SQL Results
15016781,35,83,11,نابل,SQL Results
979932,15,29,12,قفصة,SQL Results
17124940,32,233,12,قابس,SQL Results
1188620,12,223,12,سليانة,SQL Results
2016635,38,48,12,الكاف,SQL Results
3253577,11,16,12,منــوبة,SQL Results
1635602,24,66,12,القيروان,SQL Results
2355440,32,31,12,المهدية,SQL Results
1301282,15,14,12,صفاقس,SQL Results
766996,14,19,12,أريانة,SQL Results
2833610,20,23,12,بن عروس,SQL Results
131322,3,2,12,تــونس,SQL Results
1723506,10,8,12,زغوان,SQL Results
4513121,85,122,12,نابل,SQL Results
191751,4,3,12,تطاوين,SQL Results
5948953,91,130,12,القصرين,SQL Results
3870706,29,32,12,سيدي بوزيد,SQL Results
408785,5,9,12,باجة,SQL Results
618950,11,10,12,سوسة,SQL Results
1190520,17,20,12,مدنين,SQL Results
4545500,15,22,12,المنستير,SQL Results
1875347,36,48,12,بنزرت,SQL Results
503181,13,10,12,جندوبة,SQL Results
