annee,mois,region,valeur_dinvestissement_approuve_en_mille_dinars,valeur_de_subvention_en_mille_dinars,feuille
2025,septembre,Mahdia,16682,2820.0,investissement region
2025,septembre,Sfax,13184,2687.0,investissement region
2025,septembre,Gafsa,13127,3892.0,investissement region
2025,septembre,Tozeur,1269,422.0,investissement region
2025,septembre,Kebili,5699,1447.0,investissement region
2025,septembre,Gabes,19156,4371.0,investissement region
2025,septembre,Medenine,12213,4126.0,investissement region
2025,septembre,Tataouine,3663,1205.0,investissement region
2025,Octobre,Tunis,80,39.0,investissement region
2025,Octobre,Ariana,862,272.0,investissement region
2025,Octobre,Ben Arous,1548,507.0,investissement region
2025,Octobre,Nabeul,18888,2633.0,investissement region
2025,Octobre,Zaghouan,2960,845.0,investissement region
2025,Octobre,Bizerte,15992,3774.0,investissement region
2025,Octobre,Manouba,5285,1401.0,investissement region
2025,Octobre,Beja,9320,3260.0,investissement region
2025,Octobre,Jendouba,10201,2722.0,investissement region
2025,Octobre,Kef,5458,1949.0,investissement region
2025,Octobre,Siliana,10554,3037.0,investissement region
2025,Octobre,Kairouan,31053,11432.0,investissement region
2025,Octobre,Kasserine,20649,7083.0,investissement region
2025,Octobre,Sidi Bouzid,39477,11254.0,investissement region
2025,Octobre,Sousse,7352,1550.0,investissement region
2025,Octobre,Monastir,48817,3866.0,investissement region
2025,Octobre,Mahdia,17882,3306.0,investissement region
2025,Octobre,Sfax,16386,3085.0,investissement region
2025,Octobre,Gafsa,13021,3892.0,investissement region
2025,Octobre,Tozeur,1848,678.0,investissement region
2025,Octobre,Kebili,6510,1618.0,investissement region
2025,Octobre,Gabes,22180,5161.0,investissement region
2025,Octobre,Medenine,12118,4087.0,investissement region
2025,Octobre,Tataouine,3663,1205.0,investissement region
2025,novembre,Tunis,298,23.0,investissement region
2025,novembre,Ariana,1665,444.0,investissement region
2025,novembre,Ben Arous,3142,850.0,investissement region
2025,novembre,Nabeul,21232,2846.0,investissement region
2025,novembre,Zaghouan,5464,1268.0,investissement region
2025,novembre,Bizerte,30095,7321.0,investissement region
2025,novembre,Manouba,9560,2482.0,investissement region
2025,novembre,Beja,11983,3981.0,investissement region
2025,novembre,Jendouba,15565,3987.0,investissement region
2025,novembre,Kef,5458,1949.0,investissement region
2025,novembre,Siliana,10554,3037.0,investissement region
2025,novembre,Kairouan,33581,12299.0,investissement region
2025,novembre,Kasserine,24299,8456.0,investissement region
2025,novembre,Sidi Bouzid,43238,12510.0,investissement region
2025,novembre,Sousse,9489,1847.0,investissement region
2025,novembre,Monastir,49392,3902.0,investissement region
2025,novembre,Mahdia,19559,3853.0,investissement region
2025,novembre,Sfax,33298,5431.0,investissement region
2025,novembre,Gafsa,16214,4970.0,investissement region
2025,novembre,Tozeur,1848,678.0,investissement region
2025,novembre,Kebili,6446,1600.0,investissement region
2025,novembre,Gabes,22074,5145.0,investissement region
2025,novembre,Medenine,17766,4940.0,investissement region
2025,novembre,Tataouine,5638,1767.0,investissement region
2025,décembre,Tunis,505,76.0,investissement region
2025,décembre,Ariana,1665,444.0,investissement region
2025,décembre,Ben Arous,5173,1245.0,investissement region
2025,décembre,Nabeul,26326,4192.0,investissement region
2025,décembre,Zaghouan,7826,1772.0,investissement region
2025,décembre,Bizerte,34683,8898.0,investissement region
2025,décembre,Manouba,25336,4299.0,investissement region
2025,décembre,Beja,23310,5812.0,investissement region
2025,décembre,Jendouba,19079,5036.0,investissement region
2025,décembre,Kef,11628,3840.0,investissement region
2025,décembre,Siliana,12777,4110.0,investissement region
2025,décembre,Kairouan,34636,12690.0,investissement region
2025,décembre,Kasserine,25716,8916.0,investissement region
2025,décembre,Sidi Bouzid,46623,13780.0,investissement region
2025,décembre,Sousse,11464,2185.0,investissement region
2025,décembre,Monastir,62717,5136.0,investissement region
2025,décembre,Mahdia,20566,4173.0,investissement region
2025,décembre,Sfax,54430,8634.0,investissement region
2025,décembre,Gafsa,19734,5843.0,investissement region
2025,décembre,Tozeur,3927,1538.0,investissement region
2025,décembre,Kebili,9934,2184.0,investissement region
2025,décembre,Gabes,30286,7093.0,investissement region
2025,décembre,Medenine,20278,6116.0,investissement region
2025,décembre,Tataouine,6666,2122.0,investissement region
