nomlongitudelatitudeelevationintervalle_denregistrementtemps_denvoi_des_donneesbase_des_donnees_depuis
Station oued souhil nabeul;36.547951;9.010971;158.7;30 minutes;7:00 et 17:00;17/11/2015 09:00
