nom,lon,lat,feuille
Tunisie_Catringe_unite_tunis,10.213291,36.849646,Feuil1
Tula_trading,10.100377,36.858061,Feuil1
SCT_EL_jouri,10.115975,36.865038,Feuil1
SCT_abidi_viande,10.133993,36.92387,Feuil1
Neptune_fish,10.271672,36.879465,Feuil1
Mere_bleu,10.21843,36.885952,Feuil1
Ali_gao,10.231965,36.873265,Feuil1
