annee,delegation,nombre_de_puits,nombre_de_puits_equipes,nombre_de_puits_non_equipes,nombre_de_puits_abandonnes,feuille
2024,مدنين الشمالية,160,152,8,0,Feuil1
2024,مدنين الجنوبية,875,870,5,0,Feuil1
2024,سيدي مخلوف,892,609,283,0,Feuil1
2024,جزيرة جربة,2328,1022,1306,0,Feuil1
2024,جرجيس,341,231,110,0,Feuil1
2024,بنقردان,1322,921,401,0,Feuil1
2024,بني خداش,47,19,28,0,Feuil1
2024,كامل الولاية,5965,3824,2141,0,Feuil1
