date,gouvernorat,type_peche,main_œuvre,feuille
2020,أريـــــــــانة,صيد السمك الأزرق,0.0,Feuil1
2020,أريـــــــــانة,صيد التن,0.0,Feuil1
2020,أريـــــــــانة,تربية أحياء مائية,0.0,Feuil1
2020,أريـــــــــانة,صيدعلى الأقدام,0.0,Feuil1
2020,تـــــونــس,صيد ساحلي,1125.0,Feuil1
2020,تـــــونــس,صيد بالجر,338.0,Feuil1
2020,تـــــونــس,صيد السمك الأزرق,54.0,Feuil1
2020,تـــــونــس,صيد التن,0.0,Feuil1
2020,تـــــونــس,تربية أحياء مائية,0.0,Feuil1
2020,تـــــونــس,صيدعلى الأقدام,0.0,Feuil1
2020,بن عروس,صيد ساحلي,614.0,Feuil1
2020,بن عروس,صيد بالجر,0.0,Feuil1
2020,بن عروس,صيد السمك الأزرق,0.0,Feuil1
2020,بن عروس,صيد التن,0.0,Feuil1
2020,بن عروس,تربية أحياء مائية,8.0,Feuil1
2020,بن عروس,صيدعلى الأقدام,0.0,Feuil1
2020,نـــــــــابـل,صيد ساحلي,2248.0,Feuil1
2020,نـــــــــابـل,صيد بالجر,300.0,Feuil1
2020,نـــــــــابـل,صيد السمك الأزرق,1020.0,Feuil1
2020,نـــــــــابـل,صيد التن,26.0,Feuil1
2020,نـــــــــابـل,تربية أحياء مائية,132.0,Feuil1
2020,نـــــــــابـل,صيدعلى الأقدام,0.0,Feuil1
2020,ســــــــوســــــة,صيد ساحلي,1183.0,Feuil1
2020,ســــــــوســــــة,صيد بالجر,130.0,Feuil1
2020,ســــــــوســــــة,صيد السمك الأزرق,36.0,Feuil1
2020,ســــــــوســــــة,صيد التن,0.0,Feuil1
2020,ســــــــوســــــة,تربية أحياء مائية,36.0,Feuil1
2020,ســــــــوســــــة,صيدعلى الأقدام,0.0,Feuil1
2020,الــمــنـســتـيــــــر,صيد ساحلي,3742.0,Feuil1
2020,الــمــنـســتـيــــــر,صيد بالجر,180.0,Feuil1
2020,الــمــنـســتـيــــــر,صيد السمك الأزرق,1344.0,Feuil1
2020,الــمــنـســتـيــــــر,صيد التن,112.0,Feuil1
2020,الــمــنـســتـيــــــر,تربية أحياء مائية,470.0,Feuil1
2020,الــمــنـســتـيــــــر,صيدعلى الأقدام,0.0,Feuil1
2020,الـمــهــد يــــــة,صيد ساحلي,4092.0,Feuil1
2020,الـمــهــد يــــــة,صيد بالجر,1144.0,Feuil1
2020,الـمــهــد يــــــة,صيد السمك الأزرق,1232.0,Feuil1
2020,الـمــهــد يــــــة,صيد التن,96.0,Feuil1
2020,الـمــهــد يــــــة,تربية أحياء مائية,48.0,Feuil1
2020,الـمــهــد يــــــة,صيدعلى الأقدام,0.0,Feuil1
2020,صــفـــــــــــاقس,صيد ساحلي,9091.0,Feuil1
2020,صــفـــــــــــاقس,صيد بالجر,2532.0,Feuil1
2020,صــفـــــــــــاقس,صيد السمك الأزرق,168.0,Feuil1
2020,صــفـــــــــــاقس,صيد التن,352.0,Feuil1
2020,صــفـــــــــــاقس,تربية أحياء مائية,0.0,Feuil1
2020,صــفـــــــــــاقس,صيدعلى الأقدام,1000.0,Feuil1
2020,قـــــــــابـــس,صيد ساحلي,1953.0,Feuil1
2020,قـــــــــابـــس,صيد بالجر,0.0,Feuil1
