annee,mois,valeur,feuille
2000,3,5.609,Sheet1
2000,4,5.609,Sheet1
2000,5,5.808999999999999,Sheet1
2000,6,5.808999999999999,Sheet1
2000,7,5.808999999999999,Sheet1
2000,8,5.808999999999999,Sheet1
2000,9,5.808999999999999,Sheet1
2000,10,5.808999999999999,Sheet1
2000,11,5.808999999999999,Sheet1
2000,12,5.808999999999999,Sheet1
2001,1,5.808999999999999,Sheet1
2001,2,5.808999999999999,Sheet1
2001,3,5.808999999999999,Sheet1
2001,4,5.808999999999999,Sheet1
2001,5,5.808999999999999,Sheet1
2001,6,5.808999999999999,Sheet1
2001,7,6.058999999999999,Sheet1
2001,8,6.058999999999999,Sheet1
2001,9,6.058999999999999,Sheet1
2001,10,6.058999999999999,Sheet1
2001,11,6.058999999999999,Sheet1
2001,12,6.058999999999999,Sheet1
2002,1,6.058999999999999,Sheet1
2002,2,6.058999999999999,Sheet1
2002,3,6.058999999999999,Sheet1
2002,4,6.058999999999999,Sheet1
2002,5,6.058999999999999,Sheet1
2002,6,6.058999999999999,Sheet1
2002,7,6.058999999999999,Sheet1
2002,8,6.2589999999999995,Sheet1
2002,9,6.2589999999999995,Sheet1
2002,10,6.2589999999999995,Sheet1
2002,11,6.2589999999999995,Sheet1
2002,12,6.2589999999999995,Sheet1
2003,1,6.2589999999999995,Sheet1
2003,2,6.2589999999999995,Sheet1
2003,3,6.2589999999999995,Sheet1
2003,4,6.2589999999999995,Sheet1
2003,5,6.2589999999999995,Sheet1
2003,6,6.2589999999999995,Sheet1
2003,7,6.509,Sheet1
2003,8,6.509,Sheet1
2003,9,6.509,Sheet1
2003,10,6.509,Sheet1
2003,11,6.509,Sheet1
2003,12,6.509,Sheet1
2004,1,6.509,Sheet1
2004,2,6.509,Sheet1
2004,3,6.509,Sheet1
2004,4,6.509,Sheet1
2004,5,6.509,Sheet1
2004,6,6.509,Sheet1
2004,7,6.7090000000000005,Sheet1
2004,8,6.7090000000000005,Sheet1
2004,9,6.7090000000000005,Sheet1
2004,10,6.7090000000000005,Sheet1
2004,11,6.7090000000000005,Sheet1
2004,12,6.7090000000000005,Sheet1
2005,1,6.7090000000000005,Sheet1
2005,2,6.7090000000000005,Sheet1
2005,3,6.7090000000000005,Sheet1
2005,4,6.7090000000000005,Sheet1
2005,5,6.7090000000000005,Sheet1
2005,6,6.7090000000000005,Sheet1
2005,7,6.7090000000000005,Sheet1
2005,8,6.7090000000000005,Sheet1
2005,9,6.909000000000001,Sheet1
2005,10,6.909000000000001,Sheet1
2005,11,6.909000000000001,Sheet1
2005,12,6.909000000000001,Sheet1
2006,1,6.909000000000001,Sheet1
2006,2,6.909000000000001,Sheet1
2006,3,6.909000000000001,Sheet1
2006,4,6.909000000000001,Sheet1
2006,5,6.909000000000001,Sheet1
2006,6,6.909000000000001,Sheet1
2006,7,7.129,Sheet1
2006,8,7.129,Sheet1
2006,9,7.129,Sheet1
2006,10,7.129,Sheet1
2006,11,7.129,Sheet1
2006,12,7.129,Sheet1
2007,1,7.129,Sheet1
2007,2,7.129,Sheet1
2007,3,7.129,Sheet1
2007,4,7.129,Sheet1
2007,5,7.129,Sheet1
2007,6,7.129,Sheet1
2007,7,7.379,Sheet1
2007,8,7.379,Sheet1
2007,9,7.379,Sheet1
2007,10,7.379,Sheet1
2007,11,7.379,Sheet1
2007,12,7.379,Sheet1
2008,1,7.4,Sheet1
2008,2,7.4,Sheet1
2008,3,7.4,Sheet1
2008,4,7.4,Sheet1
2008,5,7.4,Sheet1
2008,6,7.4,Sheet1
2008,7,7.7,Sheet1
2008,8,7.7,Sheet1
2008,9,7.7,Sheet1
2008,10,7.7,Sheet1
2008,11,7.7,Sheet1
2008,12,7.7,Sheet1
2009,1,7.7,Sheet1
2009,2,7.7,Sheet1
2009,3,7.7,Sheet1
2009,4,7.7,Sheet1
2009,5,7.7,Sheet1
2009,6,7.7,Sheet1
2009,7,8.0,Sheet1
2009,8,8.0,Sheet1
2009,9,8.0,Sheet1
2009,10,8.0,Sheet1
2009,11,8.0,Sheet1
2009,12,8.0,Sheet1
2010,1,8.0,Sheet1
2010,2,8.0,Sheet1
2010,3,8.0,Sheet1
2010,4,8.0,Sheet1
2010,5,8.0,Sheet1
