annee,delegation,bois_m3,romarin_seche_kg,huiles_vegetales_kg,feuille
2024,القصرين الجنوبية,0.0,0,0,Feuil1
2024,حاسي الفريد,0.0,0,0,Feuil1
2024,سبيطلة,0.0,0,0,Feuil1
2024,سبيبة,0.0,0,0,Feuil1
2024,جدليان,0.0,85200,7057,Feuil1
2024,العيون,0.0,0,0,Feuil1
2024,تالة,1505.5,340560,29612,Feuil1
2024,حيدرة,0.0,0,0,Feuil1
2024,فوسانة,1080.0,194900,15210,Feuil1
2024,فريانة,17194.0,235500,1045,Feuil1
2024,ماجل بلعباس,0.0,0,0,Feuil1
2024,مجموع الولاية,19779.5,856160,52924,Feuil1
