date,gouvernorat,superficie_ha,feuille
2019,تونس,0.0,Evo-Sup-Grenadier
2019,أريانة,113.0,Evo-Sup-Grenadier
2019,منوبة,613.0,Evo-Sup-Grenadier
2019,بن عروس,130.0,Evo-Sup-Grenadier
2019,نابل,1150.0,Evo-Sup-Grenadier
2019,بنزرت,160.0,Evo-Sup-Grenadier
2019,باجة,1500.0,Evo-Sup-Grenadier
2019,جندوبة,411.0,Evo-Sup-Grenadier
2019,الكاف,140.0,Evo-Sup-Grenadier
2019,سليانة,117.0,Evo-Sup-Grenadier
2019,زغوان,416.5,Evo-Sup-Grenadier
2019,سوسة,482.0,Evo-Sup-Grenadier
2019,المنستير,369.0,Evo-Sup-Grenadier
2019,المهدية,617.0,Evo-Sup-Grenadier
2019,صفاقس,274.0,Evo-Sup-Grenadier
2019,القيروان,2270.0,Evo-Sup-Grenadier
2019,القصرين,70.0,Evo-Sup-Grenadier
2019,سيدي بوزيد,437.0,Evo-Sup-Grenadier
2019,قفصة,380.0,Evo-Sup-Grenadier
2019,توزر,0.0,Evo-Sup-Grenadier
2019,قبلي,350.0,Evo-Sup-Grenadier
2019,قابس,3000.0,Evo-Sup-Grenadier
2019,مدنين,160.0,Evo-Sup-Grenadier
2019,تطاوين,97.5,Evo-Sup-Grenadier
2018,تونس,0.0,Evo-Sup-Grenadier
2018,أريانة,109.0,Evo-Sup-Grenadier
2018,منوبة,440.0,Evo-Sup-Grenadier
2018,بن عروس,121.0,Evo-Sup-Grenadier
2018,نابل,1126.0,Evo-Sup-Grenadier
2018,بنزرت,160.0,Evo-Sup-Grenadier
2018,باجة,1470.0,Evo-Sup-Grenadier
2018,جندوبة,375.8,Evo-Sup-Grenadier
2018,الكاف,140.0,Evo-Sup-Grenadier
2018,سليانة,117.0,Evo-Sup-Grenadier
2018,زغوان,418.0,Evo-Sup-Grenadier
2018,سوسة,467.0,Evo-Sup-Grenadier
2018,المنستير,343.3,Evo-Sup-Grenadier
2018,المهدية,606.0,Evo-Sup-Grenadier
2018,صفاقس,257.0,Evo-Sup-Grenadier
2018,القيروان,1987.0,Evo-Sup-Grenadier
2018,القصرين,65.0,Evo-Sup-Grenadier
2018,سيدي بوزيد,433.0,Evo-Sup-Grenadier
2018,قفصة,380.0,Evo-Sup-Grenadier
2018,توزر,0.0,Evo-Sup-Grenadier
2018,قبلي,320.0,Evo-Sup-Grenadier
2018,قابس,3000.0,Evo-Sup-Grenadier
2018,مدنين,158.0,Evo-Sup-Grenadier
2018,تطاوين,108.5,Evo-Sup-Grenadier
2017,تونس,0.0,Evo-Sup-Grenadier
2017,أريانة,94.5,Evo-Sup-Grenadier
2017,منوبة,390.0,Evo-Sup-Grenadier
2017,بن عروس,105.0,Evo-Sup-Grenadier
2017,نابل,1030.0,Evo-Sup-Grenadier
2017,بنزرت,160.0,Evo-Sup-Grenadier
2017,باجة,1350.0,Evo-Sup-Grenadier
2017,جندوبة,177.0,Evo-Sup-Grenadier
2017,الكاف,130.0,Evo-Sup-Grenadier
2017,سليانة,117.0,Evo-Sup-Grenadier
2017,زغوان,392.0,Evo-Sup-Grenadier
2017,سوسة,467.0,Evo-Sup-Grenadier
2017,المنستير,296.65,Evo-Sup-Grenadier
2017,المهدية,581.0,Evo-Sup-Grenadier
2017,صفاقس,249.0,Evo-Sup-Grenadier
2017,القيروان,2125.0,Evo-Sup-Grenadier
2017,القصرين,55.0,Evo-Sup-Grenadier
2017,سيدي بوزيد,342.0,Evo-Sup-Grenadier
2017,قفصة,380.0,Evo-Sup-Grenadier
2017,توزر,0.0,Evo-Sup-Grenadier
2017,قبلي,320.0,Evo-Sup-Grenadier
2017,قابس,3000.0,Evo-Sup-Grenadier
2017,مدنين,152.0,Evo-Sup-Grenadier
2017,تطاوين,108.5,Evo-Sup-Grenadier
2016,تونس,0.0,Evo-Sup-Grenadier
2016,أريانة,94.5,Evo-Sup-Grenadier
2016,منوبة,390.0,Evo-Sup-Grenadier
2016,بن عروس,135.0,Evo-Sup-Grenadier
2016,نابل,987.0,Evo-Sup-Grenadier
2016,بنزرت,159.0,Evo-Sup-Grenadier
2016,باجة,1300.0,Evo-Sup-Grenadier
2016,جندوبة,140.0,Evo-Sup-Grenadier
2016,الكاف,125.0,Evo-Sup-Grenadier
2016,سليانة,102.0,Evo-Sup-Grenadier
2016,زغوان,300.5,Evo-Sup-Grenadier
2016,سوسة,440.0,Evo-Sup-Grenadier
2016,المنستير,296.5,Evo-Sup-Grenadier
2016,المهدية,479.0,Evo-Sup-Grenadier
2016,صفاقس,240.0,Evo-Sup-Grenadier
2016,القيروان,1826.0,Evo-Sup-Grenadier
2016,القصرين,54.0,Evo-Sup-Grenadier
2016,سيدي بوزيد,174.0,Evo-Sup-Grenadier
2016,قفصة,380.0,Evo-Sup-Grenadier
2016,توزر,0.0,Evo-Sup-Grenadier
2016,قبلي,350.0,Evo-Sup-Grenadier
2016,قابس,0.0,Evo-Sup-Grenadier
2016,مدنين,152.0,Evo-Sup-Grenadier
2016,تطاوين,123.5,Evo-Sup-Grenadier
2015,تونس,0.0,Evo-Sup-Grenadier
2015,أريانة,70.5,Evo-Sup-Grenadier
2015,منوبة,220.0,Evo-Sup-Grenadier
2015,بن عروس,135.0,Evo-Sup-Grenadier
2015,نابل,931.0,Evo-Sup-Grenadier
2015,بنزرت,150.0,Evo-Sup-Grenadier
2015,باجة,1250.0,Evo-Sup-Grenadier
2015,جندوبة,140.0,Evo-Sup-Grenadier
2015,الكاف,135.0,Evo-Sup-Grenadier
2015,سليانة,80.0,Evo-Sup-Grenadier
2015,زغوان,203.0,Evo-Sup-Grenadier
2015,سوسة,950.0,Evo-Sup-Grenadier
2015,المنستير,222.25,Evo-Sup-Grenadier
2015,المهدية,455.0,Evo-Sup-Grenadier
2015,صفاقس,236.0,Evo-Sup-Grenadier
2015,القيروان,1368.0,Evo-Sup-Grenadier
2015,القصرين,54.0,Evo-Sup-Grenadier
2015,سيدي بوزيد,152.0,Evo-Sup-Grenadier
2015,قفصة,380.0,Evo-Sup-Grenadier
2015,توزر,620.0,Evo-Sup-Grenadier
2015,قبلي,400.0,Evo-Sup-Grenadier
2015,قابس,3000.0,Evo-Sup-Grenadier
2015,مدنين,135.0,Evo-Sup-Grenadier
2015,تطاوين,124.0,Evo-Sup-Grenadier
2014,تونس,0.0,Evo-Sup-Grenadier
2014,أريانة,60.0,Evo-Sup-Grenadier
2014,منوبة,220.0,Evo-Sup-Grenadier
2014,بن عروس,176.0,Evo-Sup-Grenadier
2014,نابل,877.0,Evo-Sup-Grenadier
2014,بنزرت,140.0,Evo-Sup-Grenadier
2014,باجة,1150.0,Evo-Sup-Grenadier
2014,جندوبة,140.0,Evo-Sup-Grenadier
2014,الكاف,135.0,Evo-Sup-Grenadier
2014,سليانة,80.0,Evo-Sup-Grenadier
2014,زغوان,121.0,Evo-Sup-Grenadier
2014,سوسة,556.0,Evo-Sup-Grenadier
2014,المنستير,377.0,Evo-Sup-Grenadier
2014,المهدية,461.0,Evo-Sup-Grenadier
2014,صفاقس,230.0,Evo-Sup-Grenadier
2014,القيروان,1193.0,Evo-Sup-Grenadier
2014,القصرين,54.0,Evo-Sup-Grenadier
2014,سيدي بوزيد,126.0,Evo-Sup-Grenadier
2014,قفصة,380.0,Evo-Sup-Grenadier
2014,توزر,0.0,Evo-Sup-Grenadier
2014,قبلي,0.0,Evo-Sup-Grenadier
2014,قابس,3000.0,Evo-Sup-Grenadier
2014,مدنين,129.0,Evo-Sup-Grenadier
2014,تطاوين,159.0,Evo-Sup-Grenadier
2012,تونس,0.0,Evo-Sup-Grenadier
2012,أريانة,60.0,Evo-Sup-Grenadier
2012,منوبة,250.0,Evo-Sup-Grenadier
2012,بن عروس,135.0,Evo-Sup-Grenadier
2012,نابل,1150.0,Evo-Sup-Grenadier
2012,بنزرت,131.0,Evo-Sup-Grenadier
2012,باجة,1020.0,Evo-Sup-Grenadier
2012,جندوبة,142.0,Evo-Sup-Grenadier
2012,الكاف,265.0,Evo-Sup-Grenadier
2012,سليانة,80.0,Evo-Sup-Grenadier
2012,زغوان,52.5,Evo-Sup-Grenadier
2012,سوسة,525.0,Evo-Sup-Grenadier
2012,المنستير,372.0,Evo-Sup-Grenadier
2012,المهدية,180.0,Evo-Sup-Grenadier
2012,صفاقس,260.0,Evo-Sup-Grenadier
2012,القيروان,1089.0,Evo-Sup-Grenadier
2012,القصرين,54.0,Evo-Sup-Grenadier
2012,سيدي بوزيد,200.0,Evo-Sup-Grenadier
2012,قفصة,800.0,Evo-Sup-Grenadier
2012,توزر,410.0,Evo-Sup-Grenadier
2012,قبلي,420.0,Evo-Sup-Grenadier
2012,قابس,2585.0,Evo-Sup-Grenadier
2012,مدنين,200.0,Evo-Sup-Grenadier
2012,تطاوين,177.0,Evo-Sup-Grenadier
2011,تونس,0.0,Evo-Sup-Grenadier
2011,أريانة,60.0,Evo-Sup-Grenadier
2011,منوبة,250.0,Evo-Sup-Grenadier
2011,بن عروس,135.0,Evo-Sup-Grenadier
2011,نابل,1150.0,Evo-Sup-Grenadier
2011,بنزرت,133.0,Evo-Sup-Grenadier
2011,باجة,1020.0,Evo-Sup-Grenadier
2011,جندوبة,142.0,Evo-Sup-Grenadier
