الولاية_gouvernorat,ع_ر,اسم_المجمع,عدد_العايلات_المنتفعة,عدد_الوصلات_الفردية,عدد_الموسسات_العمومية,عدد_المنظومات_المتوقفة,feuille
تطاوين,1,الوفاق الرقبة,20.0,20.0,,,AEP
تطاوين,1,الصمود جرجر,30.0,30.0,,,AEP
تطاوين,1,بني مهيرة الغربية,32.0,32.0,,,AEP
تطاوين,1,بني مهيرة الشرقية,25.0,25.0,,,AEP
تطاوين,1,القلعات,175.0,175.0,,,AEP
تطاوين,1,المدينة,30.0,30.0,,,AEP
تطاوين,1,العزاليك ولبيض,36.0,36.0,,,AEP
تطاوين,1,أولاد علي بن عون,18.0,18.0,,,AEP
تطاوين,1,المساعيد,25.0,25.0,,,AEP
تطاوين,1,حي اللبودي,38.0,38.0,,,AEP
تطاوين,1,بن قايد,40.0,40.0,,,AEP
تطاوين,1,لبيطن,30.0,30.0,2,,AEP
قفصة,1,النجايمية,132.0,,,1,AEP
قفصة,1,التقاسيم الشرقية,83.0,85.0,1,,AEP
قفصة,1,السند جبل تفارطاست,140.0,133.0,3,,AEP
قفصة,1,ماجورة الدخلــة,150.0,40.0,,,AEP
قفصة,1,ظهراويـة مـاجورة,100.0,110.0,1,,AEP
قفصة,1,الحبارنة,20.0,20.0,,,AEP
قفصة,1,سيـدي صـالح,200.0,200.0,,,AEP
قفصة,1,بــاطن عليــم,200.0,250.0,1,,AEP
قفصة,1,عليم الدخلـة,290.0,400.0,1,,AEP
قفصة,1,منزل شيحــاوي,100.0,100.0,,,AEP
قفصة,1,القوســـة,250.0,250.0,,,AEP
قفصة,1,بيــاضــة,67.0,67.0,,,AEP
قفصة,1,الصمايرية,126.0,103.0,1,,AEP
قفصة,1,عبد الصــادق,300.0,300.0,1,,AEP
قفصة,1,بورملي الســودان,100.0,100.0,2,,AEP
قفصة,1,أولاد دلاج - الأمل,285.0,280.0,,,AEP
قفصة,1,أولاد  دلاج - الوفاء,,,,,AEP
قفصة,1,الجديدة اولاد بلقاسم,120.0,120.0,1,,AEP
قفصة,1,الجـرارة الجديـدة,80.0,60.0,1,,AEP
قفصة,1,الزلـــوف (العواينية),,83.0,1,1,AEP
قفصة,1,أم العلـــق (بالمحروقات),74.0,65.0,,,AEP
قفصة,1,العزاعزية - البهلولة,160.0,140.0,,,AEP
قفصة,1,بوشمال,,,0,,AEP
قفصة,1,أولاد شريط,1208.0,195.0,1,,AEP
قفصة,1,أولاد محمد,412.0,66.0,1,1,AEP
قفصة,1,بئــر سعــد,1230.0,150.0,,,AEP
قفصة,1,مقسم القطار,186.0,30.0,,,AEP
قفصة,1,أم الأقصاب  النخلات,,,,,AEP
قفصة,1,بن عمار محمد العابد,257.0,41.0,,,AEP
قفصة,1,عين القطع,247.0,40.0,,,AEP
قفصة,1,الجــلابيـــة,361.0,90.0,2,,AEP
قفصة,1,واد السردوك  (بالمحروقات),10.0,10.0,,,AEP
قفصة,1,عين الحشـانـة,420.0,40.0,,,AEP
قفصة,1,سيدي بوضيـاف,105.0,17.0,,,AEP
قفصة,1,عين الداموس  (بالمحروقات),13.0,13.0,,,AEP
قفصة,1,السلاطنية,,,,إحداث جديد,AEP
قفصة,1,السكاكرة,47.0,90.0,2,,AEP
قفصة,1,جبيلـة الـوسط,510.0,300.0,1,,AEP
قفصة,1,بكــــو,70.0,140.0,1,,AEP
قفصة,1,أولاد عمر رواشد,300.0,,,1,AEP
قفصة,1,أولاد منصور,17.0,30.0,4,,AEP
قفصة,1,وادي الجداري,73.0,50.0,,,AEP
قفصة,1,العيايشة الجبل (بالطاقة الشمسية),,,,,AEP
قفصة,1,حوال الـوادي  المركز,30.0,180.0,,,AEP
قفصة,1,أولاد زايد,230.0,200.0,,,AEP
قفصة,1,الســوينيــة,33.0,30.0,1,,AEP
قفصة,1,الفطـايميــة,50.0,40.0,1,,AEP
قفصة,1,بوقرعـة الأصيفر,33.0,33.0,1,,AEP
قفصة,1,العمايميــة 2,50.0,40.0,2,,AEP
قفصة,1,القرامليــة,33.0,33.0,1,,AEP
قفصة,1,أولاد الحاج بوعلاق,191.0,150.0,1,,AEP
قفصة,1,المصاطفية القريـة 3,41.0,35.0,1,,AEP
قفصة,1,سيدي عيش الغربيـة,33.0,30.0,1,,AEP
قفصة,1,االناظور العمايمية 1,300.0,320.0,,,AEP
قفصة,1,القرية 1,249.0,300.0,,,AEP
قفصة,1,المقالصية,,,,إحداث جديد,AEP
قفصة,1,عبابسة الجبل,30.0,30.0,1,,AEP
قفصة,1,كاف دربي المركز,60.0,60.0,,,AEP
قفصة,1,بئــر غــراب,112.0,112.0,1,,AEP
قفصة,1,واد لصفـــر,75.0,75.0,1,,AEP
قفصة,1,خــد رابــح,60.0,60.0,,,AEP
قفصة,1,واد عيســــى,80.0,80.0,1,,AEP
قفصة,1,عيــن القطـار 1,70.0,70.0,1,,AEP
قفصة,1,عيـن القطـار 2,57.0,57.0,1,,AEP
قفصة,1,هنشير الخريبة,55.0,55.0,1,,AEP
قفصة,1,عكريم الانطلاقـة,90.0,90.0,1,,AEP
قفصة,1,العلنــدة بروكـة,70.0,70.0,,,AEP
قفصة,1,الركايز البيض,170.0,175.0,,,AEP
قفصة,1,هنشير قطيف,120.0,120.0,,,AEP
قفصة,1,العظلة الحمرة,140.0,165.0,,,AEP
قفصة,1,الرحمة السعايدية,30.0,85.0,,,AEP
قفصة,1,العلنــدة 02,,,,,AEP
قفصة,1,هنشير البروكة,,,,,AEP
قفصة,1,"أبارالمتكيدس ""الخير""",195.0,60.0,1,,AEP
قفصة,1,منزل ميمـون,216.0,216.0,,,AEP
قفصة,1,الزعابطيـــة,40.0,60.0,1,,AEP
قفصة,1,الرحيبة الشبيبـة,108.0,300.0,,,AEP
قفصة,1,"الفج "" النور""",419.0,200.0,1,,AEP
قفصة,1,أولاد زيد قطيس,325.0,41.0,1,1,AEP
قفصة,1,الحنـاشيـــة,100.0,100.0,1,,AEP
قابس,1,العامرة,84.0,,2,1,AEP
قابس,1,زاتن,70.0,80.0,3,0,AEP
قابس,1,سيدي التواتي,720.0,484.0,6,0,AEP
قابس,1,التضامن,167.0,161.0,2,0,AEP
قابس,1,واد الغيران,278.0,190.0,3,0,AEP
قابس,1,زقابة,130.0,127.0,2,0,AEP
قابس,1,مريزة,23.0,21.0,0,0,AEP
قابس,1,الأدباش,80.0,,2,0,AEP
قابس,1,شقيماء,50.0,35.0,2,0,AEP
قابس,1,واد يعقوب,57.0,57.0,0,0,AEP
قابس,1,أولاد زايد,25.0,23.0,0,0,AEP
قابس,1,مجني عرام,50.0,,0,0,AEP
قابس,1,توجان,95.0,,3,0,AEP
قابس,1,تونين,52.0,65.0,0,0,AEP
قابس,1,باطن التراجمة,42.0,,0,0,AEP
قابس,1,المقيتلة,20.0,,1,0,AEP
قابس,1,الضبيع أولادبوعزيز,15.0,3.0,0,0,AEP
قابس,1,واد السوينية,16.0,16.0,2,0,AEP
قابس,1,واد الشركة AEP,18.0,18.0,0,0,AEP
القيروان,1,سيدي مسعود,800.0,800.0,8,0,AEP
القيروان,1,هندي الزيتونة,250.0,250.0,2,0,AEP
القيروان,1,عين بومرّة,60.0,60.0,1,0,AEP
القيروان,1,أولاد خلف الله,120.0,120.0,0,0,AEP
القيروان,1,وشتاتية,250.0,250.0,3,0,AEP
القيروان,1,الفريوات,300.0,300.0,1,0,AEP
القيروان,1,الدخيلة,300.0,300.0,2,0,AEP
القيروان,1,القفي,300.0,300.0,1,0,AEP
القيروان,1,همّاد فرنيز,250.0,250.0,2,0,AEP
القيروان,1,همّاد الدخايلية,100.0,100.0,0,0,AEP
القيروان,1,غويرقة,140.0,140.0,0,0,AEP
القيروان,1,الخضر,210.0,210.0,2,0,AEP
القيروان,1,سرديانة 1,75.0,75.0,0,0,AEP
القيروان,1,العفاسة,376.0,376.0,0,0,AEP
القيروان,1,سرديانة 2,200.0,200.0,6,0,AEP
القيروان,1,الزّهّار,200.0,200.0,0,0,AEP
القيروان,1,الوديّات,180.0,180.0,0,0,AEP
القيروان,1,الجواودة,120.0,120.0,1,0,AEP
القيروان,1,أولاد بن حيمد,200.0,200.0,1,0,AEP
القيروان,1,المعراجي,130.0,130.0,0,0,AEP
القيروان,1,بير شهيدة,50.0,50.0,0,0,AEP
القيروان,1,المشنوقة,200.0,200.0,0,0,AEP
القيروان,1,أولاد الحاج,20.0,20.0,0,0,AEP
القيروان,1,سعايدية,70.0,70.0,0,0,AEP
القيروان,1,الدرابلية,100.0,100.0,1,0,AEP
القيروان,1,قليب السّبط,80.0,80.0,1,0,AEP
القيروان,1,العوايد,200.0,200.0,0,0,AEP
القيروان,1,هندي الرقّاص,400.0,400.0,0,0,AEP
القيروان,1,رواونة-طرابلسية,700.0,700.0,0,0,AEP
القيروان,1,العرفات,180.0,180.0,0,0,AEP
القيروان,1,أولاد شهيب,150.0,150.0,0,0,AEP
القيروان,1,بودبوس,150.0,150.0,0,0,AEP
القيروان,1,أولاد أحمد الصغير,150.0,150.0,0,0,AEP
القيروان,1,الهواينية,174.0,150.0,0,0,AEP
القيروان,1,العبابسة,140.0,115.0,0,0,AEP
القيروان,1,الخريوع,340.0,329.0,0,0,AEP
القيروان,1,العرايسية,50.0,45.0,0,0,AEP
القيروان,1,هماد- فريوات,200.0,183.0,0,0,AEP
القيروان,1,فطناسة,340.0,321.0,0,0,AEP
القيروان,1,الدرع,286.0,262.0,0,0,AEP
القيروان,1,الخشم,520.0,520.0,9,0,AEP
القيروان,1,أولاد العيساوي,220.0,220.0,1,0,AEP
القيروان,1,العواديد,238.0,238.0,2,0,AEP
القيروان,1,الفجارنية,60.0,60.0,0,0,AEP
القيروان,1,العجيلات,40.0,40.0,0,0,AEP
القيروان,1,أولاد  الحاج عمار,80.0,80.0,1,0,AEP
القيروان,1,عين زانة,280.0,280.0,1,0,AEP
القيروان,1,الزبارة للشراب,100.0,100.0,0,0,AEP
القيروان,1,عين الكدية,220.0,220.0,1,0,AEP
القيروان,1,المسلسل الشريشيرة,520.0,520.0,4,0,AEP
القيروان,1,أولاد خليف,270.0,270.0,1,0,AEP
القيروان,1,إدمان الحاسي,30.0,30.0,0,0,AEP
القيروان,1,أولاد خلف الله,460.0,460.0,3,0,AEP
القيروان,1,جليل عين البيضاء,450.0,450.0,0,0,AEP
القيروان,1,العالية,180.0,180.0,0,0,AEP
القيروان,1,الرميل,60.0,60.0,0,0,AEP
القيروان,1,المرمر  ( ميزاي),160.0,160.0,1,0,AEP
القيروان,1,فم النقاش (العبادلية),300.0,300.0,0,0,AEP
القيروان,1,المحافيظ,180.0,180.0,1,0,AEP
القيروان,1,الرحمة,240.0,240.0,3,0,AEP
القيروان,1,الزملة,120.0,120.0,0,0,AEP
القيروان,1,العنق,313.0,220.0,0,0,AEP
القيروان,1,أولاد فرحات,130.0,130.0,0,0,AEP
القيروان,1,المرايحية,100.0,100.0,1,0,AEP
القيروان,1,الجباس,100.0,100.0,0,0,AEP
القيروان,1,أولاد ضيف الله,250.0,240.0,0,0,AEP
القيروان,1,البغور,360.0,340.0,0,0,AEP
القيروان,1,المنزل العالية,300.0,300.0,1,0,AEP
القيروان,1,عين مستور,400.0,400.0,2,0,AEP
القيروان,1,أولاد تليل,50.0,50.0,1,0,AEP
القيروان,1,جبل الريحان,500.0,500.0,7,0,AEP
القيروان,1,قصر اللمسة,650.0,650.0,4,0,AEP
القيروان,1,لبيرة - زغدود,180.0,180.0,2,0,AEP
القيروان,1,هندي العمري,350.0,350.0,5,0,AEP
القيروان,1,أولاد بامر,400.0,400.0,4,0,AEP
القيروان,1,السطوح,400.0,400.0,3,0,AEP
القيروان,1,الـحريــة,100.0,100.0,0,0,AEP
القيروان,1,القواعد,100.0,100.0,2,0,AEP
القيروان,1,العباريش,160.0,180.0,0,0,AEP
القيروان,1,جبل السرج,350.0,320.0,0,0,AEP
القيروان,1,عريبة,140.0,140.0,3,0,AEP
القيروان,1,الدبابشة,270.0,270.0,2,0,AEP
القيروان,1,مسيوتة القطار,1500.0,1500.0,6,0,AEP
القيروان,1,القطار أولاد عمر,1000.0,1000.0,5,0,AEP
القيروان,1,صيادة,900.0,900.0,4,0,AEP
القيروان,1,أولاد بن جـدو,600.0,600.0,2,0,AEP
القيروان,1,البصيلات,250.0,250.0,5,0,AEP
القيروان,1,المريقب,170.0,170.0,1,0,AEP
القيروان,1,الشواشي 2,500.0,500.0,4,0,AEP
القيروان,1,قصرسويسين,200.0,200.0,5,0,AEP
القيروان,1,أولاد عامر,80.0,80.0,0,0,AEP
القيروان,1,السرجة 2,60.0,60.0,1,0,AEP
القيروان,1,السرجة 1,400.0,400.0,4,0,AEP
القيروان,1,للا سالمة 2,100.0,100.0,1,0,AEP
القيروان,1,القنطرة - هنشير الشط,140.0,140.0,2,0,AEP
القيروان,1,واد الفول,45.0,45.0,2,0,AEP
القيروان,1,الشواشي 1,120.0,120.0,0,0,AEP
القيروان,1,المناسة,400.0,400.0,6,1,AEP
القيروان,1,اللواتة,25.0,25.0,0,0,AEP
القيروان,1,الدغيمة,70.0,70.0,0,0,AEP
القيروان,1,الخوالدية,120.0,120.0,0,0,AEP
القيروان,1,الكبارة 2,200.0,200.0,1,0,AEP
القيروان,1,عين سلطان,400.0,400.0,3,0,AEP
القيروان,1,الكبارة,230.0,230.0,6,0,AEP
القيروان,1,النور,400.0,400.0,2,0,AEP
القيروان,1,القصور,800.0,800.0,3,0,AEP
القيروان,1,خميس العلويني,600.0,600.0,8,0,AEP
القيروان,1,كاف الزاهي,300.0,300.0,1,0,AEP
القيروان,1,قرعة البليدات 2,150.0,150.0,0,0,AEP
القيروان,1,أولاد سويس,170.0,170.0,3,0,AEP
القيروان,1,العجابنة,250.0,250.0,2,0,AEP
القيروان,1,ثامر,50.0,50.0,0,0,AEP
القيروان,1,العيايدة,70.0,70.0,0,0,AEP
القيروان,1,الخبنة,100.0,100.0,0,0,AEP
القيروان,1,المشرطات,650.0,650.0,2,1,AEP
القيروان,1,بئر مسيكين,500.0,500.0,3,1,AEP
القيروان,1,بئر الجديد المدرسة,300.0,300.0,2,0,AEP
القيروان,1,بوساري,700.0,700.0,3,1,AEP
القيروان,1,بئر الدولة الصعادلية,150.0,150.0,7,0,AEP
القيروان,1,بئر المعيصرة,60.0,60.0,0,0,AEP
القيروان,1,الدخيلة,200.0,200.0,0,1,AEP
القيروان,1,الزقب,85.0,85.0,1,1,AEP
القيروان,1,النصرزعفرانة,450.0,450.0,3,1,AEP
القيروان,1,أولاد عباس,150.0,150.0,5,1,AEP
القيروان,1,أولاد جمعة,150.0,150.0,1,1,AEP
القيروان,1,بوجدارية,350.0,350.0,0,0,AEP
القيروان,1,الفتح,208.0,208.0,5,1,AEP
القيروان,1,الفريجات 2,150.0,140.0,0,0,AEP
القيروان,1,القطيطير-اولا عاشور,,,0,1,AEP
القيروان,1,مرزوق الفرخ,520.0,480.0,0,0,AEP
القيروان,1,بئر هويدي,250.0,250.0,0,0,AEP
القيروان,1,الرماضنية,760.0,760.0,11,0,AEP
القيروان,1,الرويسات,560.0,560.0,7,0,AEP
القيروان,1,مطايرية,105.0,105.0,0,0,AEP
القيروان,1,هماد الجلولي,500.0,500.0,6,0,AEP
القيروان,1,البريكات المدينة,200.0,200.0,1,0,AEP
القيروان,1,بئر الضواهر,30.0,30.0,0,0,AEP
القيروان,1,بريكات العرقوب,140.0,140.0,0,0,AEP
القيروان,1,المخصومة,659.0,659.0,2,0,AEP
القيروان,1,العرقوب 2,100.0,100.0,0,0,AEP
القيروان,1,الحمباز,800.0,800.0,1,0,AEP
القيروان,1,الشوامخ,280.0,246.0,1,0,AEP
القيروان,1,الحسيان,700.0,700.0,2,0,AEP
القيروان,1,غنزور,150.0,150.0,0,0,AEP
القيروان,1,شاكر,120.0,85.0,0,0,AEP
القيروان,1,جبل وسلات,557.0,557.0,2,0,AEP
القيروان,1,مقرة,400.0,400.0,2,0,AEP
القيروان,1,ذراع التمار,40.0,40.0,0,0,AEP
القيروان,1,الذويبات,40.0,40.0,1,0,AEP
القيروان,1,العزاعزة,200.0,200.0,2,0,AEP
القيروان,1,الفجيج,200.0,200.0,5,0,AEP
القيروان,1,الحميدات,200.0,200.0,4,0,AEP
القيروان,1,بئر الحاج صادق,110.0,110.0,2,0,AEP
القيروان,1,بوقبرين,150.0,150.0,2,0,AEP
سيدي بوزيد,1,المصالبية,1100.0,112.0,,,AEP
سيدي بوزيد,1,بئر بوصبيع,3750.0,380.0,,,AEP
سيدي بوزيد,1,بئر عمامة,2680.0,55.0,,,AEP
سيدي بوزيد,1,النوايل,2550.0,450.0,,,AEP
سيدي بوزيد,1,ورغة1,1250.0,200.0,,,AEP
سيدي بوزيد,1,القراوة ورغة2,2500.0,432.0,,,AEP
سيدي بوزيد,1,هنشير القريعات,,,,,AEP
سيدي بوزيد,1,بن بشير,,,,,AEP
سيدي بوزيد,1,أولاد ناجي,,,,,AEP
سيدي بوزيد,1,الونايسية,,,,,AEP
سيدي بوزيد,1,دوار عبد الملك,,,,,AEP
سيدي بوزيد,1,صبرة,,,,,AEP
سيدي بوزيد,1,الرقبة المنصورة الشرقية,,,,,AEP
سيدي بوزيد,1,الفج,,,,,AEP
سيدي بوزيد,1,الضريح,,,,,AEP
سيدي بوزيد,1,بوطانس الخليج,,,,,AEP
سيدي بوزيد,1,عين الواعرة اولاد ابراهيم,,,,,AEP
سيدي بوزيد,1,عين الواعرة حرشان,,,,,AEP
سيدي بوزيد,1,الرابطة صبرة,,,,,AEP
سيدي بوزيد,1,دمدوم,,,,,AEP
سيدي بوزيد,1,الجباس الزوارع,,,,,AEP
سيدي بوزيد,1,الغريس الزوارع,,,,,AEP
سيدي بوزيد,1,النعايمية,,,,,AEP
سيدي بوزيد,1,القليلة,,,,,AEP
سيدي بوزيد,1,القلال,,,,,AEP
سيدي بوزيد,1,بئر الشناينية,,,,,AEP
سيدي بوزيد,1,الخرشف,2500.0,380.0,,,AEP
سيدي بوزيد,1,أولاد زويد,,,,,AEP
سيدي بوزيد,1,الزعايرية,365.0,52.0,,,AEP
سيدي بوزيد,1,بئر الجهلي,,,,,AEP
سيدي بوزيد,1,المحروقة,,,,,AEP
سيدي بوزيد,1,العظلة الحمراء,,,,,AEP
سيدي بوزيد,1,هداج,,,,,AEP
سيدي بوزيد,1,المقلي,,,,,AEP
سيدي بوزيد,1,أولاد بوعزيز,,,,,AEP
سيدي بوزيد,1,بوعلاق,2338.0,367.0,,,AEP
سيدي بوزيد,1,قبرار,2715.0,80.0,,,AEP
سيدي بوزيد,1,بودينار,3010.0,580.0,,,AEP
سيدي بوزيد,1,العكارمة-السعيدة,,,,,AEP
سيدي بوزيد,1,قصر الحمام,4700.0,480.0,,,AEP
سيدي بوزيد,1,النواورية قولاب,,,,,AEP
سيدي بوزيد,1,أولاد عيوني,2900.0,304.0,,,AEP
سيدي بوزيد,1,بئر الشارف,2250.0,450.0,,,AEP
سيدي بوزيد,1,المطلق,,,,,AEP
سيدي بوزيد,1,فرش غريب,,,,,AEP
سيدي بوزيد,1,الخيمة,,,,,AEP
سيدي بوزيد,1,أولاد دلالة,,,,,AEP
سيدي بوزيد,1,اشراق,,,,,AEP
سيدي بوزيد,1,"الغريس الشرقية ""الكرامة""",,,,,AEP
سيدي بوزيد,1,مغيلة3,,,,,AEP
سيدي بوزيد,1,الخشوم,,,,,AEP
سيدي بوزيد,1,مغيلة2,,,,,AEP
سيدي بوزيد,1,البلاهدية,,,,,AEP
سيدي بوزيد,1,زغمار1,,,,,AEP
سيدي بوزيد,1,عين جفال,,,,,AEP
سيدي بوزيد,1,الحمروني,,,,,AEP
سيدي بوزيد,1,القصيرة,,,,,AEP
سيدي بوزيد,1,بوعطوش,,,,,AEP
سيدي بوزيد,1,غريويس1,,,,,AEP
سيدي بوزيد,1,أولاد الفالح,,,,,AEP
سيدي بوزيد,1,قارة حديد,,,,,AEP
سيدي بوزيد,1,الأحواز,,,,,AEP
سيدي بوزيد,1,قطرانة الشمالية,3500.0,4.0,,,AEP
سيدي بوزيد,1,الحميمة,920.0,0.0,,,AEP
