nbr_projets,inv_approuve,prime_approuvee,nbr_emploi,gouv_ar,gouv_fr,delegation_ar,delegation_fr,secteur_act_ar,secteur_act_ar_1,mois_ar,mois_fr,annee_doa,feuille
1,678967,124832,14,تــونس,TUNIS,حلق الوادي,LA GOULETTE,الصيد البحري,PECHE,مارس,mars,2015,SQL Results
1,72500,5024,1,باجة,BEJA,تبرسق,TBORSOK,الخدمات,SERVICE,فيفري,févr.,2015,SQL Results
1,62000,14250,1,بنزرت,BIZERTE,الغزالة,GZELA,الفلاحي,AGRICULTURE,سبتمبر,sept.,2014,SQL Results
1,101200,2268,1,القصرين,KASSERINE,ماجل با لعباس,MAJEL BELABBES,الخدمات,SERVICE,جويلية,juill.,2014,SQL Results
1,139875,13631,1,قبلي,KEBELLI,سوق الأحد,SOUK LAHAD,التحويل الأولي,PREMIERE TRANSFORMATION,أوت,août,2014,SQL Results
1,175000,50575,3,سيدي بوزيد,SIDI BOUZIDE,سيدي بوزيد الشرقية,SIDI BOUZID EST,الفلاحي,AGRICULTURE,سبتمبر,sept.,2014,SQL Results
1,7404,852,2,نابل,NABEUL,نابل,NABEUL,الخدمات,SERVICE,سبتمبر,sept.,2014,SQL Results
1,65324,8493,1,سيدي بوزيد,SIDI BOUZIDE,جلمة,JELMA,الخدمات,SERVICE,ديسمبر,déc.,2014,SQL Results
2,65200,11320,2,قابس,GABES,مارث,MARETH,الفلاحي,AGRICULTURE,جوان,juin,2014,SQL Results
1,132487,18062,1,نابل,NABEUL,الهوارية,HAWARIYA,الفلاحي,AGRICULTURE,أفريل,avr.,2014,SQL Results
1,63437,4440,1,سيدي بوزيد,SIDI BOUZIDE,سبا لة أولاد عسكر,SEBELET AWLED ASKAR,الخدمات,SERVICE,أكتوبر,oct.,2014,SQL Results
1,300000,31889,10,المهدية,MAHDIA,المهدية,MAHDIA,الصيد البحري,PECHE,أكتوبر,oct.,2014,SQL Results
1,110000,19262,1,سوسة,SOUSSE,حمام سوسة,HAMME SOUSSE,الفلاحي,AGRICULTURE,أفريل,avr.,2015,SQL Results
2,194038,48668,2,زغوان,ZAGHOUANE,زغوان,ZAGOUAN,الفلاحي,AGRICULTURE,ديسمبر,déc.,2015,SQL Results
1,70000,4542,1,القيروان,KAIROUAN,الشبيكة,CHBIKA,الخدمات,SERVICE,أكتوبر,oct.,2014,SQL Results
1,36846,2555,1,صفاقس,SFAXE,عقارب,AGAREB,الخدمات,SERVICE,أفريل,avr.,2015,SQL Results
1,60630,4240,1,صفاقس,SFAXE,عقارب,AGAREB,الخدمات,SERVICE,جوان,juin,2015,SQL Results
1,55000,3582,1,بنزرت,BIZERTE,أوتيك,UTIK,الخدمات,SERVICE,جوان,juin,2015,SQL Results
1,80641,19677,1,قبلي,KEBELLI,سوق الأحد,SOUK LAHAD,الخدمات,SERVICE,ماي,mai,2015,SQL Results
1,46407,3249,1,منــوبة,MANOUBA,المرناقية,MOURNAGIA,الخدمات,SERVICE,نوفمبر,nov.,2014,SQL Results
2,136007,19200,2,قفصة,GAFSA,السند,ESNAD,الخدمات,SERVICE,نوفمبر,nov.,2014,SQL Results
1,25849,1810,1,نابل,NABEUL,دار شعبان الفهري,DAR CHAABEN EL FEHRI,الخدمات,SERVICE,أفريل,avr.,2015,SQL Results
1,5500,1026,0,المنستير,MOUNASTIR,البقا لطة,BKALTA,الفلاحي,AGRICULTURE,أفريل,avr.,2015,SQL Results
1,6000,895,1,القيروان,KAIROUAN,السبيخة,SBIKHA,الفلاحي,AGRICULTURE,ماي,mai,2015,SQL Results
1,48175,5152,1,أريانة,ARIANA,قلعة الأندلس,KALAT AL ANDALOUS,الخدمات,SERVICE,نوفمبر,nov.,2014,SQL Results
2,111750,27938,2,سيدي بوزيد,SIDI BOUZIDE,بئر الحفي,BIR HFAY,الخدمات,SERVICE,جانفي,janv.,2016,SQL Results
1,111000,17426,1,المهدية,MAHDIA,هبيرة,HBIRA,الفلاحي,AGRICULTURE,ديسمبر,déc.,2015,SQL Results
1,92000,16082,1,سوسة,SOUSSE,النفيضة,NFIDHA,الفلاحي,AGRICULTURE,ديسمبر,déc.,2015,SQL Results
2,139000,6917,3,بنزرت,BIZERTE,سجنان,SAJNEN,الخدمات,SERVICE,جوان,juin,2015,SQL Results
1,39850,9963,1,سيدي بوزيد,SIDI BOUZIDE,منزل بوزيان,MANZEL BOUZAYEN,الخدمات,SERVICE,نوفمبر,nov.,2015,SQL Results
1,225000,56250,1,الكاف,KEF,السرس,SERS,الفلاحي,AGRICULTURE,سبتمبر,sept.,2015,SQL Results
1,51670,10675,1,قبلي,KEBELLI,الفوار,ELFAWAR,الخدمات,SERVICE,أكتوبر,oct.,2015,SQL Results
1,95940,19142,1,قبلي,KEBELLI,دوز الجنوبية,DOUZ SUD,الخدمات,SERVICE,أفريل,avr.,2016,SQL Results
1,37607,2569,1,صفاقس,SFAXE,منزل شاكر,MANZEL CHAKKER,الخدمات,SERVICE,ديسمبر,déc.,2015,SQL Results
1,265000,18550,1,باجة,BEJA,باجة الشما لية,BEJANORD,الخدمات,SERVICE,فيفري,févr.,2016,SQL Results
1,47000,6111,1,بنزرت,BIZERTE,جرزونة,JARZOUNA,الخدمات,SERVICE,سبتمبر,sept.,2016,SQL Results
1,12687,3900,1,نابل,NABEUL,منزل بوزلفة,MANZEL BOUZALFA,الفلاحي,AGRICULTURE,جويلية,juill.,2015,SQL Results
1,154000,26154,2,مدنين,MEDENINE,مدنين الجنوبية,MEDNIN SUD,الفلاحي,AGRICULTURE,ماي,mai,2016,SQL Results
1,46000,2548,2,أريانة,ARIANA,سيدي ثابت,SID THABET,الخدمات,SERVICE,مارس,mars,2016,SQL Results
2,133915,9374,2,القصرين,KASSERINE,سبيطلة,SBITLA,الخدمات,SERVICE,سبتمبر,sept.,2015,SQL Results
1,20235,2436,1,تطاوين,TATAWINE,غمراسن,GOMRASSEN,الفلاحي,AGRICULTURE,ماي,mai,2016,SQL Results
1,84900,19925,1,قفصة,GAFSA,المتلوي,METLAWI,الخدمات,SERVICE,جوان,juin,2016,SQL Results
1,52982,13246,1,القصرين,KASSERINE,العيون,EL AYOUN,الفلاحي,AGRICULTURE,أفريل,avr.,2016,SQL Results
1,29565000,4546027,48,القيروان,KAIROUAN,القيروان الشما لية,KAIROUAN NORD,الفلاحي,AGRICULTURE,نوفمبر,nov.,2016,SQL Results
1,86380,21096,1,توزر,TOZEUR,نفطة,NAFTA,الخدمات,SERVICE,ديسمبر,déc.,2016,SQL Results
1,130300,26094,1,قابس,GABES,مطماطة الجديدة,MATMATA ELJADIDA,الفلاحي,AGRICULTURE,ديسمبر,déc.,2016,SQL Results
2,267000,59436,3,مدنين,MEDENINE,سيدي مخلوف,SID MAKHLOUF,الفلاحي,AGRICULTURE,ديسمبر,déc.,2016,SQL Results
1,18200,700,0,المنستير,MOUNASTIR,طبلبة,TBOLBA,التحويل الأولي,PREMIERE TRANSFORMATION,سبتمبر,sept.,2016,SQL Results
1,58000,3632,1,بنزرت,BIZERTE,غار الملح,GAR EL MELH,الخدمات,SERVICE,مارس,mars,2017,SQL Results
1,40000,2464,1,سوسة,SOUSSE,القصيبة الزاوية الثريات,KSIBET EZAWYA ETHRAYAT,الخدمات,SERVICE,فيفري,févr.,2017,SQL Results
1,65000,3819,1,المهدية,MAHDIA,الجم,EL JEM,الفلاحي,AGRICULTURE,فيفري,févr.,2017,SQL Results
1,45769,2548,1,القصرين,KASSERINE,ماجل با لعباس,MAJEL BELABBES,الخدمات,SERVICE,جانفي,janv.,2017,SQL Results
1,1100,210,0,المنستير,MOUNASTIR,المكنين,MEKNIN,الفلاحي,AGRICULTURE,ديسمبر,déc.,2016,SQL Results
1,5400,1080,1,زغوان,ZAGHOUANE,الزريبة,ZRIBA,الفلاحي,AGRICULTURE,جوان,juin,2010,SQL Results
1,39200,9750,1,مدنين,MEDENINE,بن قردان,BEN GERDAN,الفلاحي,AGRICULTURE,أفريل,avr.,2010,SQL Results
1,1100000,207025,10,المهدية,MAHDIA,هبيرة,HBIRA,التحويل الأولي,PREMIERE TRANSFORMATION,جوان,juin,2010,SQL Results
1,33700,2359,1,صفاقس,SFAXE,طينة,TINA,الخدمات,SERVICE,أكتوبر,oct.,2010,SQL Results
1,38330,9583,0,زغوان,ZAGHOUANE,الزريبة,ZRIBA,الفلاحي,AGRICULTURE,مارس,mars,2010,SQL Results
1,76440,19031,1,قفصة,GAFSA,قفصة الشما لية,GAFSSA NORD,الخدمات,SERVICE,أكتوبر,oct.,2011,SQL Results
1,10781,3019,1,جندوبة,JENDOUBA,طبرقة,TABARKA,الصيد البحري,PECHE,ديسمبر,déc.,2010,SQL Results
1,105000,18553,5,مدنين,MEDENINE,جرجيس,JERJIS,الصيد البحري,PECHE,جوان,juin,2010,SQL Results
1,185000,33050,3,مدنين,MEDENINE,سيدي مخلوف,SID MAKHLOUF,الفلاحي,AGRICULTURE,نوفمبر,nov.,2010,SQL Results
1,33750,2363,1,نابل,NABEUL,سليمان,SLIMAN,الخدمات,SERVICE,أفريل,avr.,2010,SQL Results
1,23825,5912,1,بنزرت,BIZERTE,منزل جميل,MANZEL JMIL,الفلاحي,AGRICULTURE,ماي,mai,2010,SQL Results
1,56688,14172,1,بنزرت,BIZERTE,العا لية,ELALIYA,الفلاحي,AGRICULTURE,جويلية,juill.,2011,SQL Results
1,53000,3289,1,المهدية,MAHDIA,هبيرة,HBIRA,الخدمات,SERVICE,جوان,juin,2011,SQL Results
1,7900,3900,1,سيدي بوزيد,SIDI BOUZIDE,سبا لة أولاد عسكر,SEBELET AWLED ASKAR,الفلاحي,AGRICULTURE,أوت,août,2011,SQL Results
1,28000,8530,1,القيروان,KAIROUAN,القيروان الشما لية,KAIROUAN NORD,الفلاحي,AGRICULTURE,جويلية,juill.,2010,SQL Results
1,99511,19281,2,قبلي,KEBELLI,قبلي الجنوبية,KEBELLI SUD,الفلاحي,AGRICULTURE,أفريل,avr.,2012,SQL Results
1,16000,4000,1,القيروان,KAIROUAN,سيدي علي نصرالله,SIDI ALI NASR ALLAH,الفلاحي,AGRICULTURE,فيفري,févr.,2012,SQL Results
1,73000,8233,1,المهدية,MAHDIA,الجم,EL JEM,الخدمات,SERVICE,سبتمبر,sept.,2011,SQL Results
1,5500000,191199,6,بن عروس,BEN AROUSSE,حما م الشط,HAMMEM CHAT,الفلاحي,AGRICULTURE,ديسمبر,déc.,2011,SQL Results
1,87360,20120,2,مدنين,MEDENINE,سيدي مخلوف,SID MAKHLOUF,الفلاحي,AGRICULTURE,نوفمبر,nov.,2011,SQL Results
1,17550,1229,1,نابل,NABEUL,دار شعبان الفهري,DAR CHAABEN EL FEHRI,الخدمات,SERVICE,نوفمبر,nov.,2011,SQL Results
1,175000,29067,2,منــوبة,MANOUBA,واد الليل,WAD ELIL,الفلاحي,AGRICULTURE,أكتوبر,oct.,2011,SQL Results
1,1600000,97019,9,باجة,BEJA,قبلاط,KBELLAT,الفلاحي,AGRICULTURE,جويلية,juill.,2012,SQL Results
1,49000,11150,1,المهدية,MAHDIA,بو مرداس,BOU MERDES,الفلاحي,AGRICULTURE,فيفري,févr.,2012,SQL Results
1,208000,50574,2,مدنين,MEDENINE,جرجيس,JERJIS,الفلاحي,AGRICULTURE,مارس,mars,2013,SQL Results
1,31098,6395,1,قابس,GABES,مارث,MARETH,الخدمات,SERVICE,سبتمبر,sept.,2012,SQL Results
1,18000,1242,1,سوسة,SOUSSE,بوفيشة,BOUFICHA,الخدمات,SERVICE,سبتمبر,sept.,2012,SQL Results
1,64500,5167,1,نابل,NABEUL,بني خيار,BENI KHYAR,الفلاحي,AGRICULTURE,سبتمبر,sept.,2012,SQL Results
1,168298,20755,2,قبلي,KEBELLI,قبلي الجنوبية,KEBELLI SUD,الفلاحي,AGRICULTURE,ديسمبر,déc.,2012,SQL Results
1,63154,15579,1,باجة,BEJA,تبرسق,TBORSOK,الفلاحي,AGRICULTURE,فيفري,févr.,2014,SQL Results
1,123182,11374,1,زغوان,ZAGHOUANE,الناظور,NATHOUR,الفلاحي,AGRICULTURE,ماي,mai,2013,SQL Results
1,7500,4914,0,المنستير,MOUNASTIR,الوردانين,WIRDANIN,الفلاحي,AGRICULTURE,أفريل,avr.,2013,SQL Results
1,29700,7425,1,جندوبة,JENDOUBA,جندوبة,JENDOUBA,الفلاحي,AGRICULTURE,ماي,mai,2013,SQL Results
1,35591,8898,1,نابل,NABEUL,قرمبا لية,GROUMBELIA,الفلاحي,AGRICULTURE,ديسمبر,déc.,2012,SQL Results
1,61000,8171,1,سوسة,SOUSSE,القلعة الكبرى,KALAA ELKOUBRA,الفلاحي,AGRICULTURE,ديسمبر,déc.,2012,SQL Results
1,200000,43801,2,المهدية,MAHDIA,الشابة,CHEBBA,الفلاحي,AGRICULTURE,أفريل,avr.,2014,SQL Results
1,71000,19709,1,مدنين,MEDENINE,مدنين الشما لية,MEDNI NORD,الخدمات,SERVICE,فيفري,févr.,2014,SQL Results
1,11235,787,1,جندوبة,JENDOUBA,واد مليز,WAD MLIZ,الخدمات,SERVICE,فيفري,févr.,2014,SQL Results
1,40000,7819,0,المنستير,MOUNASTIR,المنستير,MOUNASTIR,الصيد البحري,PECHE,ماي,mai,2014,SQL Results
1,1000,194,0,المنستير,MOUNASTIR,المنستير,MOUNASTIR,الفلاحي,AGRICULTURE,ماي,mai,2014,SQL Results
1,9900,215,1,المنستير,MOUNASTIR,جمال,JAMMEL,الخدمات,SERVICE,نوفمبر,nov.,2013,SQL Results
1,67750,16938,3,القصرين,KASSERINE,حيدرة,HIDRA,الفلاحي,AGRICULTURE,جانفي,janv.,2015,SQL Results
1,15800,3160,1,الكاف,KEF,القصور,ELKSOUR,الفلاحي,AGRICULTURE,أفريل,avr.,2015,SQL Results
1,58452,4092,1,سيدي بوزيد,SIDI BOUZIDE,بئر الحفي,BIR HFAY,الخدمات,SERVICE,جويلية,juill.,2014,SQL Results
1,41682,2914,1,صفاقس,SFAXE,العامرة,EL AMRA,الخدمات,SERVICE,جويلية,juill.,2014,SQL Results
1,50000,5239,1,مدنين,MEDENINE,حومة السوق,HOUMMET SOUK,الخدمات,SERVICE,جويلية,juill.,2014,SQL Results
1,493000,97297,4,قابس,GABES,الحامة,HAMMA,الفلاحي,AGRICULTURE,أكتوبر,oct.,2014,SQL Results
1,32000,2239,1,جندوبة,JENDOUBA,جندوبة,JENDOUBA,الخدمات,SERVICE,سبتمبر,sept.,2014,SQL Results
1,47025,10026,1,سيدي بوزيد,SIDI BOUZIDE,سيدي بوزيد الشرقية,SIDI BOUZID EST,الفلاحي,AGRICULTURE,جوان,juin,2014,SQL Results
1,8000,802,1,المنستير,MOUNASTIR,قصيبة المديوني,KSIBET ALMADYOUNI,الخدمات,SERVICE,أفريل,avr.,2014,SQL Results
1,15016,4931,1,نابل,NABEUL,بني خيار,BENI KHYAR,الفلاحي,AGRICULTURE,جويلية,juill.,2015,SQL Results
1,146450,40478,2,قفصة,GAFSA,السند,ESNAD,الفلاحي,AGRICULTURE,سبتمبر,sept.,2015,SQL Results
1,37800,9450,1,الكاف,KEF,السرس,SERS,الفلاحي,AGRICULTURE,فيفري,févr.,2015,SQL Results
1,346000,65959,2,منــوبة,MANOUBA,منوبة,MANOUBA,الخدمات,SERVICE,ديسمبر,déc.,2014,SQL Results
1,57900,1516,2,أريانة,ARIANA,سيدي ثابت,SID THABET,الفلاحي,AGRICULTURE,ديسمبر,déc.,2015,SQL Results
1,55681,13920,1,القصرين,KASSERINE,جدليان,JDELYAN,الفلاحي,AGRICULTURE,أفريل,avr.,2015,SQL Results
1,40741,2769,1,صفاقس,SFAXE,طينة,TINA,الخدمات,SERVICE,ديسمبر,déc.,2015,SQL Results
1,66519,4657,1,سيدي بوزيد,SIDI BOUZIDE,منزل بوزيان,MANZEL BOUZAYEN,الخدمات,SERVICE,فيفري,févr.,2016,SQL Results
1,22000,4862,1,المنستير,MOUNASTIR,جمال,JAMMEL,الفلاحي,AGRICULTURE,فيفري,févr.,2016,SQL Results
1,113227,30649,2,قابس,GABES,مارث,MARETH,الفلاحي,AGRICULTURE,فيفري,févr.,2016,SQL Results
1,74000,17325,1,القيروان,KAIROUAN,سيدي علي نصرالله,SIDI ALI NASR ALLAH,الخدمات,SERVICE,مارس,mars,2016,SQL Results
2,207000,18549,2,جندوبة,JENDOUBA,جندوبة,JENDOUBA,الفلاحي,AGRICULTURE,ماي,mai,2016,SQL Results
1,54000,3532,1,المهدية,MAHDIA,المهدية,MAHDIA,الخدمات,SERVICE,أفريل,avr.,2016,SQL Results
1,110469,25125,7,نابل,NABEUL,قليبية,KLIBYA,الصيد البحري,PECHE,مارس,mars,2016,SQL Results
2,91813,5744,2,صفاقس,SFAXE,صفاقس المدينة,SFAXE MEDINA,الخدمات,SERVICE,جوان,juin,2016,SQL Results
1,54940,13735,1,القصرين,KASSERINE,تا لة,TELA,الفلاحي,AGRICULTURE,أوت,août,2016,SQL Results
1,54508,13628,1,القصرين,KASSERINE,تا لة,TELA,الفلاحي,AGRICULTURE,ماي,mai,2016,SQL Results
1,426000,70577,2,قفصة,GAFSA,سيدي عيش,SIDI ICH,الفلاحي,AGRICULTURE,جويلية,juill.,2016,SQL Results
1,54624,7240,1,قفصة,GAFSA,بلخير,BELKHIR,الخدمات,SERVICE,ديسمبر,déc.,2016,SQL Results
1,68349,17087,1,باجة,BEJA,قبلاط,KBELLAT,الفلاحي,AGRICULTURE,أكتوبر,oct.,2016,SQL Results
1,69775,8746,1,سيدي بوزيد,SIDI BOUZIDE,بئر الحفي,BIR HFAY,الخدمات,SERVICE,سبتمبر,sept.,2016,SQL Results
1,159422,29659,2,القصرين,KASSERINE,القصرين الجنوبية,KASSERINE SUD,التحويل الأولي,PREMIERE TRANSFORMATION,أكتوبر,oct.,2016,SQL Results
1,50500,6565,1,القصرين,KASSERINE,سبيطلة,SBITLA,الخدمات,SERVICE,مارس,mars,2017,SQL Results
1,92000,17998,1,سوسة,SOUSSE,كندار,KENDRA,الفلاحي,AGRICULTURE,فيفري,févr.,2017,SQL Results
1,55285,3756,1,صفاقس,SFAXE,العامرة,EL AMRA,الخدمات,SERVICE,فيفري,févr.,2017,SQL Results
13,1188832,219618,20,القصرين,KASSERINE,سبيطلة,SBITLA,الفلاحي,AGRICULTURE,فيفري,févr.,2010,SQL Results
6,297658,58183,3,توزر,TOZEUR,توزر,TOZEUR,الفلاحي,AGRICULTURE,جويلية,juill.,2010,SQL Results
2,1880000,76610,15,بنزرت,BIZERTE,ماطر,MATEUR,الخدمات,SERVICE,أفريل,avr.,2010,SQL Results
2,180000,31459,3,سليانة,SILIANA,العروسة,ALAROUSSA,الفلاحي,AGRICULTURE,أفريل,avr.,2010,SQL Results
2,287329,66936,4,تطاوين,TATAWINE,الصمّار,SAMMAR,الفلاحي,AGRICULTURE,سبتمبر,sept.,2010,SQL Results
3,60216,10408,3,جندوبة,JENDOUBA,بوسا لم,BOUSALEM,الفلاحي,AGRICULTURE,سبتمبر,sept.,2010,SQL Results
1,1600000,61658,10,بن عروس,BEN AROUSSE,فوشانة,FOUCHANA,الفلاحي,AGRICULTURE,ماي,mai,2011,SQL Results
3,72100,5047,3,جندوبة,JENDOUBA,بوسا لم,BOUSALEM,الخدمات,SERVICE,أوت,août,2010,SQL Results
2,163000,28348,3,المهدية,MAHDIA,قصور الساف,KSOUR ESSEF,الفلاحي,AGRICULTURE,نوفمبر,nov.,2010,SQL Results
3,145850,35139,3,باجة,BEJA,تبرسق,TBORSOK,الفلاحي,AGRICULTURE,أكتوبر,oct.,2010,SQL Results
2,194455,34765,5,قفصة,GAFSA,أم  العرائس,OM ELARAYES,الفلاحي,AGRICULTURE,ديسمبر,déc.,2010,SQL Results
5,305017,87329,14,توزر,TOZEUR,حزوة,HIZWA,الفلاحي,AGRICULTURE,مارس,mars,2010,SQL Results
3,221326,41626,4,زغوان,ZAGHOUANE,بئر مشارقة,BIR MCHARGA,الفلاحي,AGRICULTURE,نوفمبر,nov.,2010,SQL Results
10,315200,49481,10,الكاف,KEF,الدهماني,DAHMENI,الفلاحي,AGRICULTURE,مارس,mars,2011,SQL Results
4,111108,38732,4,نابل,NABEUL,منزل بوزلفة,MANZEL BOUZALFA,الفلاحي,AGRICULTURE,فيفري,févr.,2011,SQL Results
9,977206,237495,22,سيدي بوزيد,SIDI BOUZIDE,الرقاب,ERGAB,الفلاحي,AGRICULTURE,سبتمبر,sept.,2010,SQL Results
5,331800,62445,7,الكاف,KEF,الكاف الغربية,EL KEF OUSET,الفلاحي,AGRICULTURE,مارس,mars,2011,SQL Results
3,388115,89143,10,سيدي بوزيد,SIDI BOUZIDE,بئر الحفي,BIR HFAY,الفلاحي,AGRICULTURE,سبتمبر,sept.,2010,SQL Results
1,49499,3465,1,سيدي بوزيد,SIDI BOUZIDE,سبا لة أولاد عسكر,SEBELET AWLED ASKAR,الخدمات,SERVICE,سبتمبر,sept.,2010,SQL Results
5,490832,106049,9,قابس,GABES,قابس الجنوبية,GABES SUD,الفلاحي,AGRICULTURE,سبتمبر,sept.,2010,SQL Results
2,960000,101265,7,سيدي بوزيد,SIDI BOUZIDE,الرقاب,ERGAB,الفلاحي,AGRICULTURE,أفريل,avr.,2010,SQL Results
1,11710,2080,1,القصرين,KASSERINE,فريانة,FERYANA,الفلاحي,AGRICULTURE,فيفري,févr.,2011,SQL Results
19,1085742,221923,29,القصرين,KASSERINE,سبيطلة,SBITLA,الفلاحي,AGRICULTURE,جوان,juin,2011,SQL Results
3,244688,40699,3,قابس,GABES,الحامة,HAMMA,الفلاحي,AGRICULTURE,نوفمبر,nov.,2010,SQL Results
2,87000,24361,3,القيروان,KAIROUAN,القيروان الشما لية,KAIROUAN NORD,الفلاحي,AGRICULTURE,فيفري,févr.,2011,SQL Results
4,208141,48088,6,جندوبة,JENDOUBA,جندوبة,JENDOUBA,الفلاحي,AGRICULTURE,مارس,mars,2011,SQL Results
7,306000,37476,9,القيروان,KAIROUAN,الشبيكة,CHBIKA,الفلاحي,AGRICULTURE,أفريل,avr.,2011,SQL Results
1,39600,2772,1,سيدي بوزيد,SIDI BOUZIDE,جلمة,JELMA,الخدمات,SERVICE,فيفري,févr.,2011,SQL Results
5,123817,23524,5,جندوبة,JENDOUBA,جندوبة,JENDOUBA,الفلاحي,AGRICULTURE,ماي,mai,2010,SQL Results
4,98847,24905,5,جندوبة,JENDOUBA,بوسا لم,BOUSALEM,الفلاحي,AGRICULTURE,جوان,juin,2010,SQL Results
1,150000,27757,3,سيدي بوزيد,SIDI BOUZIDE,المزونة,ELMZOUNA,الفلاحي,AGRICULTURE,ماي,mai,2010,SQL Results
2,65500,8660,2,القيروان,KAIROUAN,الوسلاتية,WESLATIYA,الفلاحي,AGRICULTURE,جوان,juin,2010,SQL Results
1,132000,34766,2,صفاقس,SFAXE,المحرس,MAHRES,الفلاحي,AGRICULTURE,مارس,mars,2011,SQL Results
2,54057,3646,2,جندوبة,JENDOUBA,غارالدماء,GAR DIMA,الخدمات,SERVICE,مارس,mars,2011,SQL Results
3,437139,83291,5,قابس,GABES,قابس الجنوبية,GABES SUD,الفلاحي,AGRICULTURE,أفريل,avr.,2011,SQL Results
4,63000,14381,4,القيروان,KAIROUAN,القيروان الجنوبية,KAIROUAN SUD,الفلاحي,AGRICULTURE,جوان,juin,2010,SQL Results
4,252833,47955,8,زغوان,ZAGHOUANE,الفحص,FAHS,الفلاحي,AGRICULTURE,أفريل,avr.,2010,SQL Results
4,309500,35543,8,القيروان,KAIROUAN,الشبيكة,CHBIKA,الفلاحي,AGRICULTURE,مارس,mars,2010,SQL Results
1,38270,4906,1,سيدي بوزيد,SIDI BOUZIDE,المزونة,ELMZOUNA,الخدمات,SERVICE,جوان,juin,2010,SQL Results
1,37500,2030,1,المنستير,MOUNASTIR,قصيبة المديوني,KSIBET ALMADYOUNI,الخدمات,SERVICE,أفريل,avr.,2011,SQL Results
1,134591,31522,3,سيدي بوزيد,SIDI BOUZIDE,بئر الحفي,BIR HFAY,الفلاحي,AGRICULTURE,جوان,juin,2011,SQL Results
6,249700,61146,6,سليانة,SILIANA,مكثر,MAKTHER,الفلاحي,AGRICULTURE,فيفري,févr.,2010,SQL Results
3,147500,36875,3,باجة,BEJA,تستور,TASTOUR,الفلاحي,AGRICULTURE,مارس,mars,2010,SQL Results
2,78000,6401,2,المهدية,MAHDIA,الجم,EL JEM,الخدمات,SERVICE,مارس,mars,2010,SQL Results
1,25000,8302,2,القصرين,KASSERINE,حيدرة,HIDRA,الفلاحي,AGRICULTURE,فيفري,févr.,2010,SQL Results
1,35660,8915,1,القصرين,KASSERINE,تا لة,TELA,الفلاحي,AGRICULTURE,مارس,mars,2010,SQL Results
1,24000,3860,1,المهدية,MAHDIA,قصور الساف,KSOUR ESSEF,الخدمات,SERVICE,فيفري,févr.,2010,SQL Results
2,37766,3117,2,جندوبة,JENDOUBA,جندوبة,JENDOUBA,الخدمات,SERVICE,أفريل,avr.,2010,SQL Results
1,86000,7408,2,المهدية,MAHDIA,سيدي علوان,SIDI ALWEN,الخدمات,SERVICE,سبتمبر,sept.,2012,SQL Results
1,70000,4548,1,سوسة,SOUSSE,القلعة الكبرى,KALAA ELKOUBRA,الخدمات,SERVICE,جوان,juin,2011,SQL Results
5,64000,18502,5,القيروان,KAIROUAN,سيدي عمر بوحجلة,SIDI OMOR BOUHAJLA,الفلاحي,AGRICULTURE,جوان,juin,2011,SQL Results
1,35450,5318,1,قبلي,KEBELLI,الفوار,ELFAWAR,الخدمات,SERVICE,مارس,mars,2010,SQL Results
2,304000,71355,3,صفاقس,SFAXE,الصخيرة,SKHIRA,الفلاحي,AGRICULTURE,جويلية,juill.,2011,SQL Results
1,9368,656,1,جندوبة,JENDOUBA,واد مليز,WAD MLIZ,الخدمات,SERVICE,سبتمبر,sept.,2012,SQL Results
1,60000,3539,1,القيروان,KAIROUAN,القيروان الجنوبية,KAIROUAN SUD,الخدمات,SERVICE,جوان,juin,2011,SQL Results
1,39008,5346,1,نابل,NABEUL,منزل بوزلفة,MANZEL BOUZALFA,الفلاحي,AGRICULTURE,أكتوبر,oct.,2011,SQL Results
4,1670052,99097,16,نابل,NABEUL,الحمامات,HAMMAMET,الفلاحي,AGRICULTURE,فيفري,févr.,2012,SQL Results
3,126251,38002,5,القصرين,KASSERINE,فريانة,FERYANA,الفلاحي,AGRICULTURE,جوان,juin,2012,SQL Results
1,38850,9713,1,سيدي بوزيد,SIDI BOUZIDE,سيدي بوزيد الغربية,SIDI BOUZID OUST,الفلاحي,AGRICULTURE,جويلية,juill.,2012,SQL Results
2,120302,30076,2,باجة,BEJA,تبرسق,TBORSOK,الفلاحي,AGRICULTURE,ديسمبر,déc.,2011,SQL Results
4,218000,49766,5,القيروان,KAIROUAN,القيروان الجنوبية,KAIROUAN SUD,الفلاحي,AGRICULTURE,فيفري,févr.,2012,SQL Results
8,478000,32879,16,جندوبة,JENDOUBA,بوسا لم,BOUSALEM,الخدمات,SERVICE,ديسمبر,déc.,2011,SQL Results
6,453204,103890,10,القصرين,KASSERINE,فريانة,FERYANA,الفلاحي,AGRICULTURE,جانفي,janv.,2012,SQL Results
3,314000,56015,5,القيروان,KAIROUAN,القيروان الشما لية,KAIROUAN NORD,الفلاحي,AGRICULTURE,فيفري,févr.,2012,SQL Results
3,151755,37894,3,بنزرت,BIZERTE,ماطر,MATEUR,الفلاحي,AGRICULTURE,مارس,mars,2012,SQL Results
4,200418,38720,5,الكاف,KEF,السرس,SERS,الفلاحي,AGRICULTURE,مارس,mars,2012,SQL Results
2,82172,8397,2,سيدي بوزيد,SIDI BOUZIDE,أولاد حفوز,AWLED HAFOUZ,الخدمات,SERVICE,ديسمبر,déc.,2011,SQL Results
