annee,delegation,janvier,fevrier,mars,avril,mai,juin,juillet,aout,septembre,octobre,novembre,decembre,total,feuille
2020,Zaghouan,7.5,4.5,85.5,63.5,0.0,5.5,1.0,7.0,34.0,8.0,111.5,149.0,477.0,Feuil1
2020,Bir Mcherga,15.5,5.699999809265137,78.5,107.5,0.0,0.8999999761581421,0.30000001192092896,14.0,67.0,7.0,107.5,44.5,448.3999938964844,Feuil1
2020,Fahs,29.0,8.0,125.0,112.0,0.0,5.0,0.0,36.0,92.0,7.0,86.0,81.0,581.0,Feuil1
2020,Zriba,4.0,5.5,79.0,63.0,0.0,6.0,8.0,41.0,34.0,6.0,83.0,104.0,433.5,Feuil1
2020,Nadhour,5.0,4.0,86.5,80.0,0.0,56.0,0.0,26.0,72.0,15.0,83.0,25.0,452.5,Feuil1
2020,Saouaf,8.0,5.0,83.0,96.0,0.0,23.0,0.0,21.0,128.0,4.0,79.0,51.0,498.0,Feuil1
2021,Zaghouan,12.5,22.0,82.5,23.0,13.5,0.0,1.5,7.5,0.5,62.0,2.0,39.5,266.5,Feuil1
2021,Bir Mcherga,15.0,16.0,65.0999984741211,19.0,7.5,0.5,3.0,4.5,8.5,70.0,5.0,49.0,263.1000061035156,Feuil1
2021,Fahs,21.0,15.0,55.0,43.0,17.5,16.0,0.0,1.0,0.0,60.0,2.0,62.0,292.5,Feuil1
2021,Zriba,16.0,18.0,66.0,21.0,13.0,0.0,1.0,16.0,0.0,71.0,1.0,51.0,274.0,Feuil1
2021,Nadhour,0.0,3.0,53.0,10.0,15.0,0.0,0.0,8.0,0.0,22.299999237060547,0.5,11.5,123.30000305175781,Feuil1
2021,Saouaf,5.0,7.0,56.0,29.0,15.0,3.0,4.0,7.0,10.0,62.0,7.0,37.0,242.0,Feuil1
