code,produits,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,feuille
10420,"Animaux vivants des espèces ovine ou caprine de l'espèce caprine;fraîches,réfrigérés ou congelés;carcasses et demi d'agneau*",0,0,0,0,0,0,0,0,990,1200,0,0,0,0,0,0,0,0,0,Feuil1
10511,"Coqs,poules,canards,oies,dindons,dindes et pintades,vivants,des espèces domestiques:d'un poids n'excédant pas 185g:coqs et poules*",32767,36158,65202,38578,37376,33495,39022,27791,44638,38838,37662,44421,51002,52132,59451,59512,60302,54748,45663,Feuil1
10512,"Coqs,poules,canards,oies,dindons,dindes,et pintades,vivants,des espèces domestiques dindes et dindons*",13941,30089,8106,7150,9416,6100,6413,7629,8766,7087,7134,7691,7713,8700,9809,10157,8176,8319,9682,Feuil1
10513,Canards d'un poids n'exédant pas 185 g,0,0,0,0,0,0,0,0,0,0,0,0,0,153,80,190,130,379,140,Feuil1
10519,"Autres que coqs,poules,canards,oies,dindons,dindes et pintades,vivants des espèces domestique n'excédant pas 185gr*",0,54,273,244,313,232,295,393,554,562,440,390,192,78,0,0,0,0,0,Feuil1
10592,"Coqs,poules,canards,oies,dindons,dindes et pintades,vivants,des espèces domestiques d'un poids n'excédant pas 2000g;autres*",0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Feuil1
10594,Autres coqs et poules,0,0,0,0,0,0,0,0,0,0,0,0,0,28,8,15,386,413,312,Feuil1
10599,"Coqs,poules,canards,oies,dindons,dindes et pintades,vivants des espèces domestiques;autres*",5,0,2,0,0,0,0,0,0,0,0,0,0,13,0,69,28,196,10,Feuil1
10600,Autres animaux vivants,4607,2999,6354,1724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Feuil1
10611,Autres animaux vivants mammifères primates*,0,0,0,0,0,12,0,0,0,0,0,0,1500,0,0,0,0,0,0,Feuil1
10612,Autres animaux vivants mammifères baleines dauphins lamantins et dugongs*,0,0,0,0,0,0,0,0,0,60,0,600,6250,0,0,0,0,0,0,Feuil1
10614,Lapins et lièvres,0,0,0,0,0,0,0,0,0,0,0,0,0,6,32,99,655,309,357,Feuil1
10619,Autres animaux vivants mammifères autres*,0,0,0,1,1024,140,50,140,297,104,165,2693,1757,2668,257,378,260,1729,1360,Feuil1
10620,Autres animaux vivants reptiles*,0,0,0,0,0,0,0,0,0,0,0,385,0,5,25,18,0,0,0,Feuil1
10632,Autres animaux vivants oiseaux psittaciformes*,0,0,0,0,2,2,3,0,0,0,0,0,0,0,0,411,1209,342,462,Feuil1
10639,Autres animaux vivants oiseaux autres*,0,0,0,120,10,9,481,850,0,0,0,289,229,647,1122,2801,4272,3767,4258,Feuil1
10641,Abeilles,0,0,0,0,0,0,0,0,0,0,0,0,0,5549,12220,4616,2348,2327,4605,Feuil1
10649,Autres insectes,0,0,0,0,0,0,0,0,0,0,0,0,0,1832,4634,10886,12856,11981,17531,Feuil1
10690,Autres animaux vivants autres*,0,0,0,2590,1371,2657,2799,1582,2862,7656,7805,15404,12679,7202,5620,58,869,1716,4337,Feuil1
20110,"Viandes des animaux de l'espèces bovine,fraîches ou réfrigérées en carcasses ou demi carcasses*",1392849,2637782,0,0,1058145,8798654,6529687,2851340,550299,296361,1191971,246062,971216,1514172,1953355,0,811414,0,605450,Feuil1
20120,"Viandes des animaux de l'espèces bovine,fraîches ou réfrigérées autres morceaux non désosses*",0,0,0,0,0,0,0,0,0,0,0,0,105261,52823,0,0,0,0,0,Feuil1
20130,"Viandes des animaux de l'espèces bovine,fraîches ou réfrigérées désossées*",100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Feuil1
20210,"Viandes des animaux de l'espèces bovine,congelées en carcasses ou demi carcasses*",0,23000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Feuil1
20220,"Viandes des animaux de l'espèce bovine,congelées;autres morceaux non désosses*",0,0,0,0,0,0,0,0,0,52,38112,41984,77936,100641,74825,75371,125050,0,0,Feuil1
20230,"Viandes des animaux de l'espèce bovine,congelées désosses*",1013369,1300681,21966,0,349599,284651,871975,1801365,2715844,3490435,2752019,3206210,1179771,2581323,2121938,2466589,1220613,665892,1201807,Feuil1
20312,"Viandes des animaux de l'espèces porcine,fraîches,réfrigérées ou congelées,jambons,épaules et leurs morceaux non désosses*",0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Feuil1
20319,"Autres viandes des animaux de l'espèce porcine,fraîches,réfrigérées ou congelées *",202,0,0,0,0,0,0,0,0,4173,11810,7000,0,0,0,0,0,0,0,Feuil1
20321,"Viandes des animaux de l'espèces porcine ,fraîches aumure;crustacées non décortiques cuits a l'eau ou a la vapeur,même réfrigères ,congelés sèches,sal",0,20196,0,0,0,0,0,0,0,40783,29962,0,0,0,23831,24731,23623,0,22970,Feuil1
20329,"Viandes des animaux de l'espèce porcine,fraîches,réfrigérées ou congelées;autres",0,0,0,0,0,0,0,0,67755,20815,0,6959,0,36071,29122,22241,0,0,14740,Feuil1
20410,"Viandes des animaux des espèces ovine ou caprine,fraîches,réfrigérées ou congelées en carcasses et demi carcasses d'agneau,fraîches ou réfrigérées*",0,0,0,0,0,852066,440967,296178,53354,73516,190693,92510,0,188702,747244,711354,447297,0,0,Feuil1
20422,"Autres viandes des animaux de l'espèces ovine,fraîches ou réfrigérées autre morceaux non désosses*",0,0,0,0,0,0,0,0,0,0,25036,0,0,0,0,0,0,0,0,Feuil1
20430,"Autres viandes des animaux de l'espèces ovine,fraîches ou réfrigérées carcasses et demi carcasses d'agneau,congelées *",0,0,0,0,0,0,443098,298359,867679,1075983,889466,1281002,452512,1077099,664536,981559,522798,0,0,Feuil1
20441,"Autres viandes des animaux de l'espèces ovine,congelées en carcasse ou demi carasses*",0,0,0,0,0,0,0,97407,17429,0,0,0,0,0,0,0,0,0,0,Feuil1
20442,"Autres viandes des animaux de l'espèce ovine,congelées en autres morceaux non désosses*",184,0,0,0,0,0,0,0,0,23769,24930,32718,30103,22908,110153,95007,146244,0,0,Feuil1
20443,"Autres viandes des animaux de l'espèces ovine,congelées désossées",0,0,0,0,0,0,0,0,0,0,0,0,13223,0,0,0,0,0,0,Feuil1
20450,Viandes des animaux de l'espèces caprine*,0,0,0,0,0,0,0,0,0,1150,0,0,0,0,0,0,0,0,0,Feuil1
20610,"Abats comestibles des animaux des espèces bovine,porcine,ovine,caprine,chevaline,asine ou mulassière,frais,réfrigères ou congelés*",0,0,0,0,0,0,0,20104,0,0,0,0,3355,3294,3583,1855,0,0,0,Feuil1
20621,"Abats comestibles des animaux des espèces bovine,congelés;langues*",0,0,0,0,0,0,0,0,0,0,1440,4481,1938,2065,1410,0,0,0,13169,Feuil1
20622,"Abats comestibles des animaux des espèces bovine,congelés foies*",0,0,0,0,0,0,18230,93279,144426,174743,266306,279010,353535,1050991,730573,449269,463331,591586,598719,Feuil1
20629,Autres abats comestibles des animaux des espèces bovine congelés*,0,0,0,0,0,0,3515,19211,30174,28320,47133,68895,23148,42377,42715,72721,13174,30385,45487,Feuil1
20641,"Autres abats comestibles des animaux de l'espèces porcine,congelés;foies*",0,0,0,0,0,0,0,0,0,0,6000,0,0,0,0,0,0,0,496,Feuil1
20680,"Autres de l'espèce porcine,frais ou réfrigérés*",0,0,0,0,0,11695,0,120,0,50,0,4888,367,14360,6058,16215,6158,0,0,Feuil1
20690,"Viandes des animaux de l'espèce porcine,fraîches,réfrigérées ou autres congelés*",0,0,0,0,0,0,0,0,0,9493,12448,111039,43865,236140,314149,466447,207828,465021,341646,Feuil1
20712,"Viandes et abats comestibles,frais,réfrigérés ou congelés des volailles du n° :01.05;non découpés en morceaux congelés*",0,0,0,0,178596,151376,0,42840,1429123,0,862918,1873521,1331942,1686798,5004,29787,0,0,9072,Feuil1
20713,"Viandes et abats comestibles,morceaux frais ou réfrigérés*",164,0,0,0,0,0,0,0,51015,0,0,25164,0,27000,0,1215,0,0,0,Feuil1
20714,"Viandes et abats comestibles,morceaux et abats congelés;de dinde et dindon*",47346,71239,0,0,0,11000,27170,27000,103179,132000,239528,700556,1196970,3485887,1408434,2660335,73664,213032,224067,Feuil1
20726,"Morceaux et abats ,frais ou réfrigères*",0,0,0,0,0,190,0,0,0,0,0,0,0,0,0,0,0,0,0,Feuil1
20727,"Morceaux et abats ,congelés *",0,1850,4400,2915,0,78645,220965,312250,982636,507070,544750,577606,0,867360,25300,349930,52892,0,54600,Feuil1
20732,"Canards,d'oies ou de pintades non découpes en morceaux,frais ou réfrigéré sur bouquets ou pour ornements,frais,sèches,blanchis,teints,imprègnes ou aut",0,0,0,0,0,0,0,0,0,0,0,1003,0,0,0,0,0,0,0,Feuil1
20733,"Viandes non découpes en morceaux,congelés*",13749,28378,30630,19556,22764,26059,3564,11775,13260,12200,18068,22088,10113,0,0,0,0,0,0,Feuil1
20734,"Foies gras,frais ou réfrigérés *",40,92,26,0,0,98,0,0,0,383,0,0,0,0,0,0,0,0,0,Feuil1
20735,"Autres viandes et abats comestibles,frais ou réfrigérés,des volailles du n°01.05*",447,375,159,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,Feuil1
20736,"Autres viandes et abats comestibles,congelées *",4612,4786,4166,5010,5336,4738,2230,1569,2847,6515,7881,8286,6347,576,0,0,0,0,0,Feuil1
20742,Canards non découpés en morceaux ; congelés,0,0,0,0,0,0,0,0,0,0,0,0,0,17220,15674,25130,4838,6182,0,Feuil1
20745,Autres canards congelés,0,0,0,0,0,0,0,0,0,0,0,0,0,5212,4573,10360,7614,5581,9531,Feuil1
20810,"Autres viandes et abats comestibles,frais,réfrigères ou congelés de lapins ou de lièvre*",0,0,0,0,0,0,0,0,0,0,0,0,0,0,30699,0,5007,0,0,Feuil1
20890,"Autres viandes et abats comestibles,frais,réfrigères ou congelés;autres*",47,900,0,0,9360,0,0,0,0,0,0,0,5300,0,0,0,0,0,0,Feuil1
20900,"Lard sans parties maigres,graisse de porc et graisse de volailles non fondues ni autrement extraites,frais,réfrigères,congelés,sales ou en saumure,se",0,0,0,0,0,1,0,0,70,0,0,12,0,20,0,0,0,0,0,Feuil1
21011,"Viandes et abats comestibles,sales ou en saumure sèches ou fumes;farines et poudres,comestibles,de viandes ou d'abats,viandes de l'espèces porcines*",0,0,0,0,0,0,0,0,0,0,0,0,0,43,52,0,0,0,0,Feuil1
21012,Poitrines(entrelardées)et leurs morceaux *,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3302,3347,Feuil1
21019,"Autres viandes et abats comestibles,sales ou en saumures,sèches ou fumes,farines et poudres,comestibles de viandes ou d'abats*",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2265,4516,Feuil1
21020,"Viandes et abats comestibles,frais,réfrigères ou congelés;viandes de l'espèces bovine*",0,60,0,0,0,0,0,0,0,0,0,0,0,159,0,160,813,536,764,Feuil1
21090,"Viandes et abats comestibles, salés ou en saumure, séchés ou fumés; farines et poudres, comestibles, de viandes ou d'abats.",516,166,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Feuil1
21091,"Autres,y compris les farines et poudres,comestibles,de viandes ou d'abats de primates*",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,Feuil1
21099,"Autres,y compris les farines et poudres,comestibles,de viandes ou d'abats autres*",0,0,0,214,0,48,0,64,200,600,850,1106,853,861,680,1068,625,447,1280,Feuil1
30110,"Poissons vivants ,poissons d'ornement *",180,110,204,103,455,1361,7182,1905,4137,7371,6203,6394,7014,2717,0,0,0,0,0,Feuil1
30111,Poissons d'ornement d'eau douce,0,0,0,0,0,0,0,0,0,0,0,0,0,8815,16481,18319,15012,12847,8763,Feuil1
30191,"Autres poissons vivants;truites(salmo trutta,onocrhynchus mykiss,clarki agubaonita apaches et chrysogaster)*",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Feuil1
30192,Autres poissons vivants (anguille spp)*,0,1680,0,500,1215,50,0,0,0,0,0,0,0,0,0,0,0,0,0,Feuil1
30193,Poissons vivants;carpes*,0,4,264,120,0,0,0,0,0,0,0,0,0,0,0,3500,0,0,34300,Feuil1
30194,Thons rouges (Thunnus thynnus),0,0,0,0,0,0,0,0,0,136738,0,0,0,141750,381800,0,0,0,0,Feuil1
30195,Thons rouges du sud,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152400,0,0,0,Feuil1
30199,Poissons vivants;autres*,10960,47176,3158,2084,409639,107241,413742,335486,240185,53957,137938,264750,251005,229222,283577,312698,363721,3954666,327466,Feuil1
30211,"Poissons frais ou réfrigérés a l'exception des filets de poissons et autre chair de poissons du n° 03.04 salmonides a l'exclusion des foies,oeufs et l",0,24,0,0,0,0,0,9150,0,0,0,0,0,0,0,0,0,0,0,Feuil1
30212,"Saumons du pacifique (oncorhynchus nerka,oncorhynchus *",534,601,4894,2556,0,558,0,0,15683,39252,12184,32553,27672,28348,0,0,0,0,0,Feuil1
30213,Saumons du pacifique,0,0,0,0,0,0,0,0,0,0,0,0,0,999,0,2687,16142,58644,77151,Feuil1
30214,Saumons de l'Atlantique et soumons du Danube,0,0,0,0,0,0,0,0,0,0,0,0,0,35299,35897,73550,56893,0,2648,Feuil1
30219,"Autres saumons,frais ou réfrigérés*",100,0,2154,675,0,0,3519,24791,32570,13790,8433,885,6875,0,0,0,0,0,0,Feuil1
30223,Poissons plats (soles),1200,4271,8948,3837,1104,284,8826,6798,5183,20333,52094,45334,34846,40157,38880,29220,41586,47765,21611,Feuil1
30224,Turbots,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17491,12324,7203,2515,Feuil1
30229,"Autres poissons (sardine) ,frais ou réfrigères a l'exclusion des filets et chair de poissons du n° 03.04 et a l'exclusion des foies,oeufs et laitances",30916,100432,43473,47186,24374,23688,0,0,0,0,0,68,0,25296,256,1069,1062,2200,0,Feuil1
30233,Listaos ou bonites a ventre raye*,0,0,0,0,0,0,0,0,0,2630,0,0,0,0,0,0,0,0,0,Feuil1
30235,Thons rouges*,0,0,0,0,350000,200000,0,0,0,0,13,0,0,0,0,0,0,0,0,Feuil1
30239,Autres destines a la fabrication industrielle des produits relevant du n° 16.04*,23720,0,0,0,101,41,0,0,0,1859,0,0,5070,0,0,0,0,0,0,Feuil1
30240,"Harengs a l'exclusion des foies ,oeufs et laitances*",800,0,0,0,13000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Feuil1
30241,"Harengs frais ou refrigeres,a l'exception des filets et chair de poissons du n 0304 et a l'exclusion des foies,oeufs et laitances",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244687,0,357,Feuil1
30242,Anchois,0,0,0,0,0,0,0,0,0,0,0,0,0,107587,0,0,0,400,9178,Feuil1
30243,"Sardines, sardinelles , sprats ou esprots",0,0,0,0,0,0,0,0,0,0,0,0,0,1407970,534758,845178,1671472,1239646,0,Feuil1
30244,Maqueraux,0,0,0,0,0,0,0,0,0,0,0,0,0,706048,1216550,723091,720346,669583,282968,Feuil1
30245,Chinchards,0,0,0,0,0,0,0,0,0,0,0,0,0,48782,2977,4255,4458,1200,2028,Feuil1
30247,Espadons,0,0,0,0,0,0,0,0,0,0,0,0,0,4700,0,2883,0,0,0,Feuil1
30250,"Morues(gadus morhua,gadus ogac,macrocephalus),a l'exclusion des foies,oeufs et laitances*",0,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Feuil1
30254,Merlus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,2080,10095,0,0,Feuil1
30256,Merlans bleus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,420,6030,6804,Feuil1
30259,Autres harengs,0,0,0,0,0,0,0,0,0,0,0,0,0,7002,1080,2060,2876,0,0,Feuil1
30261,"Autres poissons a l'exclusion des foies oeufs et laitances,sardine*",0,0,0,0,382059,1716413,3119087,35150,13483,388190,338242,169517,632971,21670,0,0,0,0,0,Feuil1
30264,Maquereaux(scomber)*,0,535,50,0,16889,98010,58367,3800,284569,409271,1302994,926347,193092,148815,0,0,0,0,0,Feuil1
30265,Squales*,0,0,0,0,0,0,0,0,0,479600,0,0,0,0,0,0,0,0,0,Feuil1
30266,Anguilles(anguilla spp) a l'exception des filets et chair de poisson*,320,8780,25016,8616,6002,12396,2700,1418,0,1540,900,0,0,0,0,0,0,0,0,Feuil1
30267,Espadons (Xiphias gladius),0,0,0,0,0,0,0,0,0,26618,0,0,0,0,0,0,0,0,0,Feuil1
30269,"Capres d'eau douce ,frais ou réfrigères a l'exception des filets et chair de poissons du n° 03.04 et a exclusion des foies ,oeufs et laitances *",867947,936444,1509616,1231357,1811763,2315012,2779505,3010795,4133606,4432289,3361639,3753274,3551119,1050124,0,0,0,0,0,Feuil1
30270,"Foies,oeufs et laitances*",278,244,22,0,0,0,0,46,1450,0,303,608,6,507,0,0,0,0,0,Feuil1
30273,Carpes tilapias,0,0,0,0,0,0,0,0,0,0,0,0,0,24896,1050,7585,2400,10600,48820,Feuil1
30274,Anguilles tilapias,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5380,Feuil1
30281,Squales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2914,0,0,Feuil1
30282,Raies,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,0,0,Feuil1
30284,Bars,0,0,0,0,0,0,0,0,0,0,0,0,0,205,33599,25360,20642,2184,4565,Feuil1
30285,Dorades,0,0,0,0,0,0,0,0,0,0,0,0,0,3360,25498,5988,3371,148293,549,Feuil1
30289,Autres tilapias,0,0,0,0,0,0,0,0,0,0,0,0,0,1894652,2017135,1638522,832079,1710597,1781990,Feuil1
30290,"Foies, oufs et laitances d'autres poissons,frais ou refrigeres",0,0,0,0,0,0,0,0,0,0,0,0,0,1703,2595,5128,7358,4734,1482,Feuil1
30291,Fois et œufs de poissons frais ou réfrigérés,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,834,Feuil1
30310,"Saumons du pacifique,a l'exception des filets et chair de poissons du n 0304",1518,7750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Feuil1
30311,Poissons congelés a l'exception des filets de poissons et autre chair de poissons;saumons du pacifique saumons rouges*,0,0,0,0,45,0,0,0,0,0,729,25159,876,0,0,0,0,0,0,Feuil1
30312,Autres saumons du pacifique a l'exception des filets et autre chair de poissons du n 0304,0,0,0,0,0,0,0,0,0,0,0,0,0,10509,109,10553,7138,5694,20086,Feuil1
30313,"Saumons de l'Atlantique a l'exception des filets et chair de poissons du n 0304 et a l'exclusion des foies,oeufs et laitances,congeles",0,0,0,0,0,0,0,0,0,0,0,0,0,87186,110510,81108,63910,98423,78655,Feuil1
30314,Truites,0,0,0,0,0,0,0,0,0,0,0,0,0,0,870,540,0,0,0,Feuil1
30319,Poissons congelés a l'exception des filets de poissons et autre chair de poissons;saumons du pacifique autres*,0,0,0,0,2678,0,0,0,540,5770,4680,15358,5012,21372,0,12900,0,0,0,Feuil1
30321,"Autres salmonides,a l'exclusion des foies,oeufs et laitances;autres salmonides*",14976,1998,0,0,3165,0,0,0,0,14170,0,0,561,0,0,0,0,0,0,Feuil1
30322,Saumons de l'atlantique(salmo salar)*,9825,4380,29420,34899,37746,43560,50503,37855,48881,39061,88184,96112,47504,19703,0,0,0,0,0,Feuil1
30324,"Siluridés congelés à l'exception des filets et chair de poissons du n 0304 et a l'exclusion des foies,oeufs et laitances",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,2500,Feuil1
30325,Carpes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4900,0,Feuil1
30329,"Autres salmonides a l'exception des filets et autres chair de poissons du n° 03.04 et l'exclusion des foies ,oeufs et laitances,congelés *",19950,0,0,250,2000,1200,6298,27201,16565,27564,17670,12540,5326,918,0,0,0,0,0,Feuil1
30333,Soles(solea spp)*,23785,6821,30179,39216,26591,44682,24483,18589,37523,57444,134670,69734,22252,41598,9811,6915,20665,29925,6985,Feuil1
30339,"Flets communs a l'exception des filets et autre chair de poissons du n° 03.04 et l'exclusion des foies ,oeufs et laitances ,congelés*",76527,28583,3140,2100,8337,26220,13835,25139,91708,18264,4775,3670,59288,0,34264,25777,0,0,0,Feuil1
30341,"Thons(du genre thunnus),listaos ou bonites a ventre raye a l'exclusion des foies oeufs et laitances *",5552318,6769460,9006359,8504124,8499777,8084944,10235068,14521122,10946524,10315462,10140674,8723664,5546913,1416444,1818136,2585222,392000,168000,207997,Feuil1
30342,Thons a nageoires jaunes (thunnus albacares)*,350000,758694,1492691,2216088,3184757,3619157,3002216,2995707,3091108,2227673,2913044,2168360,2558379,1780605,1294590,247830,82800,316283,740151,Feuil1
30343,Listaos ou bonites a ventre raye*,0,716920,1928450,2541869,5156499,1021198,3497076,3409784,1757057,3811555,5808741,5901494,6397063,9252973,6315984,8827387,11359239,13978943,17177333,Feuil1
30344,Thons obèses*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22213,101053,Feuil1
30345,Thons rouges*,0,0,0,0,0,81780,0,0,2825,0,0,0,0,0,0,0,0,0,0,Feuil1
30349,Autres destines a la fabrication industrielle des produits relevant du n° 1604*,445000,0,54000,12300,118000,513085,322494,469141,556289,925,9670,0,0,0,27483,1287199,1472404,451205,815980,Feuil1
30350,"Harengs(clupeea ,harengus,clupea pallasii),a l'exclusion des foies ,oeufs et laitances*",0,0,0,0,285610,0,69000,709758,0,0,0,0,0,0,0,0,0,0,0,Feuil1
30351,"Harengs (clupea harengus, clupea pallasii) et morues (gadus morhua,gadus ogac,gadus macrocephalus), à l'exclusion des foies,oeufs et laitances*",0,0,0,0,0,0,0,0,0,0,8400,6268,1213452,545338,0,3141353,247992,0,630,Feuil1
30352,"Morues [Gadus morhua, Gadus ogac, Gadus macrocephalus], congelés",0,0,0,0,0,0,0,0,4783,374,0,26800,0,0,0,0,0,0,0,Feuil1
30353,"Sardines a l'exception des filets et chair de poissons du n 0304 et a l'exclusion des foies,oeufs et laitances,congeles",0,0,0,0,0,0,0,0,0,0,0,0,0,4263044,4308255,3290854,84080,28100,112046,Feuil1
30354,"Maquereaux congeles, a l'exception des filets et autre chair de poissons du n?0304 et a l'exclusion des foies, oeufs et laitances",0,0,0,0,0,0,0,0,0,0,0,0,0,2581870,2468443,697308,164300,243585,151500,Feuil1
30357,"Espadons congeles, a l'exception des filets et autre chair de poissons du n?0304 et a l'exclusion des foies, oeufs et laitances",0,0,0,0,0,0,0,0,0,0,0,0,0,25813,16633,21538,9591,0,0,Feuil1
30359,"Autres poissons congelés de la sous 0 position 0303,5, y compris les anchois",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32725,Feuil1
30361,"Espadons (Xiphias gladius) et légines ( Dissostichus spp.), à l'exclusion d",0,0,0,0,0,0,0,0,0,6567,80318,61912,100960,25000,0,0,0,0,0,Feuil1
30363,"Autres espèces de Morues congelés à l'exception des filets et chair de poissons du n 0304 et a l'exclusion des foies,oeufs et laitances",0,0,0,0,0,0,0,0,0,0,0,0,0,0,20000,8000,6250,0,24480,Feuil1
30366,"Merlus du genre merluccius, congeles, a l'exception des filets et autre chair de poissons du n 03 04 et a l'exclusion des foies, oeufs et laitances",0,0,0,0,0,0,0,0,0,0,0,0,0,13623,3158,0,16105,5215,0,Feuil1
30369,Autres poissons des familles bregmaceroitidas,0,0,0,0,0,0,0,0,0,0,0,0,0,24126,44628,12575,8202,82353,69718,Feuil1
30371,"Autres poissons a l'exclusion des foies,oeufs et laitance;sardines*",0,0,0,0,3725529,3282898,6645598,4813725,6211706,11955363,8554276,6406023,4712040,301772,0,0,0,0,0,Feuil1
30373,Lieus noirs (pollachius virens)*,0,0,0,0,0,0,0,0,0,0,0,2997,4300,0,0,0,0,0,0,Feuil1
30374,"Maquereaux (scomber,scombrus,scomber australasicus scomber japonicus)*",0,0,0,0,739771,1762053,2785379,2498899,3419459,2365497,2563442,1761520,1159874,466979,0,0,0,0,0,Feuil1
30375,Squales*,7343,39708,15138,42710,1600,93184,150613,49672,64053,180696,60689,28972,33802,0,0,0,0,0,0,Feuil1
30376,Anguilles(anguilla spp)*,0,0,0,250,0,0,0,0,0,491,60,0,0,0,0,0,0,0,0,Feuil1
30377,"Bars,(loups)(dicentrarchus labrax,dicentrarchus punctatus)*",0,40,0,0,6620,7160,25009,9741,4865,4000,1555,14183,0,0,0,0,0,0,0,Feuil1
30378,Merlus(merluccius spp.urophycis spp)*,30783,121137,33500,49130,146229,148225,8244,0,0,0,13020,0,0,0,0,0,0,0,0,Feuil1
30379,"Capres;d'eaux douce ,congelés a l'exception des filets et autre chair de poissons du n° 03.04 et a l'exclusion des foies,oeufs et laitances *",263140,420185,743067,337980,823676,723439,1045579,1647496,2394117,1824705,2494433,2331218,1645115,339307,0,0,0,0,0,Feuil1
30380,"Foies,oeufs et laitances *",86,0,15000,2712,26482,0,714,10520,725,365,1563,0,18,563,0,0,0,0,0,Feuil1
30381,"Roussettes ,requins taupes communs et autres squales congeles, a l'exception des filets et autre chair de poissons du n 03 04 et a l'exclusion des foies, oeufs et laitances",0,0,0,0,0,0,0,0,0,0,0,0,0,34876,27377,10000,5124,854,23820,Feuil1
30384,"Bars(loups) a l'exception des filets et autre chair de poissons du n? 0304 et a l'exclusion des foies, oeufs et laitance",0,0,0,0,0,0,0,0,0,0,0,0,0,4059,21832,40283,4396,19241,15000,Feuil1
30389,"Autres poissons congelés à l'exclusion des foies ,oufs et laitances",0,0,0,0,0,0,0,0,0,0,0,0,0,1128925,1408299,1051121,608632,1020554,393612,Feuil1
30390,"Foies, oufs et laitances d'autres poissons, congeles",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,748,260,0,Feuil1
