n,annee_prog,gouvernorat,nom,delegation,secteur,xlamb,ylamb,xutm_corriges,yutm_corriges,s_b_v_ha,cap_m3,cap_m3_sed,cout_paye,avancement,objectifs,financemen,zone_2626,equip,lat,long,feuille
368,2010,KASSERINE,"O,El Arar",Hasi Elfrid,Esaloum,419713.32,193334.22,501839.9599,3876875.6562,83.0,83000,402000.0,263000.0,100,Exploitation,FCGBV,Oui,Non,35.03455839607408,9.02017206310212,feuille1
369,2010,KASSERINE,"O,El Brij",Hasi Elfrid,Esaloum,417229.24,199121.32,499628.9485,3882177.6836,402.0,402000,83000.0,576000.0,100,Exploitation,FCGBV,Oui,Non,35.08237026574949,8.995929672788652,feuille1
370,2011,KASSERINE,"O,Charchara",Fousana,El Athira,378391.41,219622.06,460325.7424,3902661.7873,1350.0,110000,110000.0,378000.0,100,Exploitation,FCGBV,Oui,Oui,35.266292951869595,8.563805045672176,feuille1
371,2012,KASSERINE,"O,Elmaiz",Fousana,El Banana,388475.43,228566.29,461227.7444,3919094.8746,1073.0,212000,212000.0,522454.0,100,Exploitation,Pn,Oui,Non,35.414500237888234,8.572942834437145,feuille1
372,2012,KASSERINE,"O,Elmkhich",Fousana,El Athira,371797.45,229504.39,453473.7045,3912306.8371,892.0,100000,100000.0,278658.0,100,Exploitation,FCGBV,Oui,Oui,35.352963664951645,8.48792564653137,feuille1
373,2013,KASSERINE,"O,Elkébrit",Hidra,El Hnachir,,,461499.673,3926247.552,365.0,100000,323865.0,,100,Exploitation,FCGBV,,,35.47900310000319,8.575599487335298,feuille1
374,2013,KASSERINE,Grabij Enhal,Sbitla,Sbitla,,,500867.902,3918819.512,489.0,75000,393153.0,,100,Exploitation,Pn,,,35.41277198059184,9.009559335085791,feuille1
375,2015,KASSERINE,"O, ElJoraa",Hasi Elfrid,Kenguet Ljézia,,,507362.939,3887034.33,398.0,96000,353153.0,,40,Exploitation,FCGBV,,,35.12613716505798,9.080812479336256,feuille1
376,2015,KASSERINE,"O, Esfaya",Hasi Elfrid,Essaloum,,,500616.901,3885546.321,972.0,217000,734255.0,,95,Exploitation,FCGBV,,,35.11274614687928,9.006769735230444,feuille1
377,2015,KASSERINE,"O, Lgsab",Fousana,Aouled Mahfoud,,,460916.671,3919206.511,628.0,127000,430830.0,,5,Exploitation,FCGBV,,,35.41549465148819,8.569511247317447,feuille1
378,2005,GAFSA,"O,Lkarma",Gafsa  Sud,Kef Darbi,376781.0,143093.0,459338.7505,3826029.396,230.0,150000,150000.0,187530.0,100,Recharge,Pn,Non,Non,34.5752371434867,8.556685585566964,feuille1
379,2005,GAFSA,"O,Lmziraa",Om Laarayes,Sidi Boubak,370582.0,150590.0,452711.7164,3833694.4327,1940.0,100000,100000.0,169795.0,100,Recharge,PDAI/BAD,Non,Non,34.644074011037766,8.48400844965387,feuille1
380,1994,MAHDIA,"O,Guettar",Boumerdess,Bouhlel Ali,567300.0,238800.0,648980.7452,3923319.8535,193.0,172000,162000.0,154000.0,100,Exploitation,Pn,Non,Oui,35.44219103525921,10.641442116368932,feuille1
381,1995,MAHDIA,"O,Nadhour",Boumerdess,Bouhlel Ali,568700.0,233800.0,650684.7514,3918680.8275,163.0,57000,55000.0,90500.0,100,Recharge,Pn,Non,Non,35.40012273246433,10.65935170800074,feuille1
382,1996,MAHDIA,Bouflij 4,Souassi,Saida,563800.0,229150.0,645484.7207,3913793.8047,225.0,89000,88000.0,152000.0,100,Recharge,CEE,Non,Non,35.35684728053152,10.601238162101394,feuille1
383,1997,MAHDIA,Sidi Khdhar,Boumerdess,Bouhlel Ali,568000.0,234500.0,649719.7465,3919145.8306,188.0,109000,100000.0,132000.0,100,Recharge,Pn,Non,Non,35.40445934291442,10.648814293444012,feuille1
384,1998,MAHDIA,Yasmina,Chorbane,Maata,541500.0,206000.0,623533.5921,3890401.6939,370.0,100000,94000.0,246100.0,100,Recharge,Pn,Non,Non,35.148937878768685,10.356187494275561,feuille1
385,1999,MAHDIA,Mghaanma,Ouled Chame,Bouslim,527900.0,237100.0,609494.5335,3921373.8646,570.0,75000,75000.0,209000.0,100,Recharge,CFD,Oui,Non,35.42977932899375,10.206230125604396,feuille1
386,2000,MAHDIA,Hamouda,Jem,Achaba,577200.0,217050.0,659296.7858,3901776.7321,950.0,150000,143000.0,206000.0,100,Recharge,CFD,Oui,Non,35.24643091406933,10.750861043484518,feuille1
387,2000,MAHDIA,Mlames,Boumerdess,Bouhlel Ali,567250.0,234300.0,649019.7426,3918852.8296,480.0,73000,58000.0,200000.0,100,Recharge,CFD,Non,Non,35.401923457078084,10.641054668595784,feuille1
388,2002,MAHDIA,Chorbane,Chorbane,Ababda,546000.0,218700.0,627885.6217,3903121.7584,600.0,98000,98000.0,244100.0,100,Recharge,Pn,Non,Non,35.26305770968047,10.405928150651789,feuille1
389,2002,MAHDIA,Chieb,Chorbane,Ababda,545800.0,217000.0,627522.6188,3901446.7497,200.0,50000,50000.0,149300.0,100,Recharge,Pn,Non,Non,35.248004888378155,10.401678476085882,feuille1
390,1992,MANNOUBA,"O,Soufiene",Mornaguia,Ghdhaounia,513300.0,378750.0,593812.505,4062943.6709,80.0,40000,30000.0,80000.0,100,Exploitation,Privé,Non,Oui,36.70754029703641,10.050330731058608,feuille1
391,1992,MANNOUBA,"O,Talla A3",Tebourba,Chouigui,489600.0,399100.0,569818.3688,4083111.7995,330.0,200000,90000.0,193500.0,100,Exploitation,CEE,Non,Oui,36.89140061992428,9.783567250618894,feuille1
392,1992,MANNOUBA,"Aff,O, Tall",Tebourba,Chouigui,489200.0,398250.0,569370.3659,4082267.7946,25.0,40000,35000.0,98100.0,100,Protection,CEE,Non,Non,36.883826004650594,9.778462516127643,feuille1
393,1993,MANNOUBA,"O,Saima",Borj Amri,Fejja,503600.0,374500.0,584193.4464,4057972.6449,118.0,114000,70000.0,170500.0,100,Recharge,CEE,Non,Non,36.663634467122826,9.942102371031558,feuille1
394,1995,MANNOUBA,Ain El Haj,Borj Amri,Fejja,503100.0,374500.0,583657.4434,4058131.646,82.0,48000,26000.0,114000.0,100,Recharge,CEE,Non,Non,36.66511494974019,9.936122723374796,feuille1
395,1995,MANNOUBA,"O,Boujdaria",Mornaguia,Drijet,497100.0,368300.0,585175.4543,4064110.681,145.0,58000,30000.0,137700.0,100,Exploitation,CEE,Non,Oui,36.718873139608455,9.953772530208644,feuille1
396,1995,MANNOUBA,"O,Gualta",Oued Ellil,Chebbaou,512900.0,395100.0,593136.5071,4079045.7673,112.0,77000,55000.0,166100.0,100,Exploitation,CEE,Non,Oui,36.85273927585533,10.044731494995501,feuille1
397,1996,MANNOUBA,"Aff,O,Melah",Oued Ellil,Saida,508600.0,388500.0,588949.4798,4072600.7303,165.0,87000,75000.0,94700.0,100,Protection,CEE,Non,Non,36.795051525704395,9.997017363436985,feuille1
398,1996,MANNOUBA,"O,Gsida",Tebourba,Mallaha,473700.0,391900.0,553960.2721,4075577.7583,210.0,90000,70000.0,116700.0,100,Exploitation,CEE,Non,Non,36.824528026257305,9.605067539091946,feuille1
399,1997,MANNOUBA,"O,Kharroub",Jedeida,Menzel Shal,493800.0,405800.0,573882.3952,4089783.8385,180.0,50000,40000.0,162100.0,100,Recharge,Pn,Non,Non,36.951230221874425,9.829824809348445,feuille1
400,1997,MANNOUBA,"O,Kebir",Battan,Zouitina,490400.0,386600.0,570806.3711,4070503.7236,208.0,60000,25000.0,168900.0,100,Exploitation,Pn,Non,Oui,36.77768014369038,9.793479812458457,feuille1
401,1997,MANNOUBA,"O,Guattar",Oued Ellil,Oued Ellil,515000.0,393700.0,595259.5194,4077923.7597,88.0,48000,40000.0,141600.0,100,Protection,Pn,Non,Non,36.84241485129974,10.06840131623311,feuille1
402,1998,MANNOUBA,"O,Sidi Hmid",Mornaguia,Nfaiedh,500800.0,368900.0,581228.4273,4052979.6164,250.0,80000,25000.0,177800.0,100,Exploitation,Pn,Non,Oui,36.61888592387841,9.908399799564044,feuille1
403,1998,MANNOUBA,Ain Ressifa,Tebourba,Mallaha,474450.0,388850.0,554756.2762,4072602.7403,114.0,64000,0.0,129200.0,100,Exploitation,Pn,Non,Non,36.79766487088253,9.613778713627612,feuille1
404,1999,MANNOUBA,"O,Hallouf",Battan,Borj Toumi,479300.0,385050.0,559680.3046,4068875.7169,114.0,50000,35000.0,128900.0,100,Exploitation,Pn,Non,Non,36.76377130481806,9.668678357171581,feuille1
405,1999,MANNOUBA,"O,Sidi Ali",Tebourba,Dkhila,479800.0,395800.0,560081.3096,4079635.7812,93.0,47000,27000.0,143008.0,100,Exploitation,Pn,Non,Non,36.86073816425071,9.674020864591192,feuille1
406,2000,MANNOUBA,"O,Nakhla",Mornaguia,Ghdhaounia,512900.0,376450.0,593400.5017,4060656.6574,80.0,55000,45000.0,201000.0,100,Exploitation,Pn,Non,Oui,36.686967170652785,10.045439426517065,feuille1
407,2000,MANNOUBA,"O,Sidi Ghar",Tebourba,Aroussia,488650.0,391150.0,568920.1297,4075075.9689,190.0,60000,55000.0,202278.0,100,Exploitation,Pn,Non,Non,36.81903307870805,9.772757662240709,feuille1
408,2002,MANNOUBA,"O,Ain Moura",Mornaguia,Choubene,513700.0,375950.0,594133.5055,4059130.6481,100.0,50000,35000.0,137280.0,100,Exploitation,Pn,Non,Non,36.67314034395773,10.05345515778339,feuille1
409,2002,MANNOUBA,"Aff,O, Souf",Borj Amri,Edrijet,500450.0,370950.0,579765.4187,4053088.6176,50.0,40000,35000.0,119507.0,100,Exploitation,Pn,Non,Non,36.619992053018166,9.892051702963201,feuille1
410,2002,MANNOUBA,"O, Soufiene",Borj Amri,Enfith,579400.0,368350.0,580909.4261,4055039.6287,85.0,40000,30000.0,70000.0,100,Exploitation,Privé,Non,Non,36.6374817432615,9.905049831667409,feuille1
411,2003,MANNOUBA,"O, Bir El A",Tebourba,Mallaha,475675.0,390000.0,556011.284,4073820.7472,100.0,72000,40000.0,154000.0,100,Exploitation,Pn,Non,Non,36.80857078634375,9.62793533423396,feuille1
412,2003,MANNOUBA,"Aff, O, Keb",Battan,Arousia,489100.0,386650.0,569589.3638,4070207.7222,133.0,83000,75000.0,196428.0,100,Exploitation,Pn,Non,Non,36.775102188631436,9.779815748810133,feuille1
413,2007,MANNOUBA,"O,Boulastal",Borj Amri,Enfith,585250.0,372400.0,594032.5062,4062662.6691,130.0,59000,56000.0,178514.0,100,Exploitation,Pn,Non,Non,36.70498577340044,10.05275895177651,feuille1
414,2007,MANNOUBA,"O,Sofiène",Borj Amri,Enfith,500500.0,371200.0,581047.427,4055433.631,150.0,76000,70000.0,230122.0,100,Exploitation,Pn,Non,oui,36.64102148283134,9.906634947783513,feuille1
415,2008,MANNOUBA,"O,Ennagra",Tebourba,El Ansarin,484200.0,392300.0,564658.3361,4076364.7604,82.0,41000,35000.0,150698.0,100,Exploitation,Pn,Non,Non,36.83095112998191,9.725086065446845,feuille1
416,2008,MANNOUBA,"O,Elhawya",Tebourba,El Baouala,486650.0,397200.0,564571.337,4081675.7923,20.0,16000,16000.0,52428.0,100,Protection,Pn,Non,Non,36.87883033537298,9.724562257959601,feuille1
417,2008,MANNOUBA,"O, Bouchoucha",Oued Ellil,Oued Ellil,515950.0,394200.0,,,45.0,36000,256732.0,,100,Protection,Pn,Non,,,,feuille1
418,2010,MANNOUBA,Chikh Saad,Borj Amri,Borj Amri,501000.0,450350.0,,,75.0,32000,232480.0,,100,Protection,Pn,Non,,,,feuille1
419,1991,MONASTIR,Maacera,Beni  Hasse,Beni  Hasse,576150.0,247200.0,657636.7972,3931891.8941,50.0,68000,17000.0,66800.0,100,Recharge,Pn,Non,Non,35.51811306459738,10.738437926333404,feuille1
420,1992,MONASTIR,Chrarda,Beni  Hasse,Beni  Hasse,580620.0,253290.0,662390.8268,3937896.9233,150.0,66000,53000.0,80200.0,100,Recharge,CEE,Non,Non,35.57146477929115,10.792047405326281,feuille1
421,1993,MONASTIR,Hmar,Beni  Hasse,Amiret Hate,577000.0,245900.0,658560.8013,3930627.8866,100.0,50000,12000.0,119700.0,100,Recharge,CEE,Non,Oui,35.50657397222085,10.748376675646506,feuille1
422,1994,MONASTIR,Fitouri,Beni  Hasse,Jnaihia,579400.0,245820.0,660994.8143,3930560.8846,175.0,65000,47000.0,99000.0,100,Exploitation,Pn,Oui,Oui,35.505578244059265,10.775190714894931,feuille1
423,1994,MONASTIR,Maal 1,Zramdine,Zramdine su,572580.0,248130.0,654156.779,3932810.9013,306.0,50000,41000.0,146400.0,100,Protection,CEE,Non,Non,35.52694271184635,10.700249831956754,feuille1
424,1995,MONASTIR,Maal 2,Zramdine,Zramdine su,571450.0,247800.0,653176.7736,3932536.9004,100.0,50000,43000.0,96900.0,100,Recharge,CEE,Non,Non,35.524625083121734,10.689393438228898,feuille1
425,2001,MONASTIR,Maal 3,Zramdine,Zramdine su,570750.0,248000.0,652295.7689,3932675.9018,67.0,24000,20000.0,116000.0,100,Recharge,Pn,Non,Non,35.52601355756162,10.679706647104346,feuille1
426,2003,MONASTIR,Ghallam,Béni Hassan,Jnaihia,578300.0,248900.0,,,90.0,40000,98200.0,,100,Recharge,Pn,Non,,,,feuille1
427,1985,NABEUL,Sidi Salah,Grombalia,Khanguet El,543400.0,368200.0,623786.6771,4052678.5967,115.0,18000,0.0,50000.0,100,Recharge,Pn,Non,Non,36.611594913060614,10.384187873585994,feuille1
428,1985,NABEUL,Sidi Messou,Grombalia,Sidi Messao,550200.0,365300.0,630926.7175,4049676.5753,,20000,0.0,50000.0,100,Recharge,Pn,Non,Non,36.58358638579724,10.46349403843045,feuille1
429,1987,NABEUL,Sidi Mansou,Grombalia,Kharrouba,544400.0,365400.0,624965.6827,4050108.581,230.0,54000,0.0,50000.0,100,Recharge,Pn,Non,Non,36.58827917987093,10.396950308623603,feuille1
430,1989,NABEUL,boujnah,Grombalia,Boujnah,545500.0,366200.0,628364.7002,4045442.5518,40.0,50000,0.0,50000.0,100,Recharge,Pn,Non,Non,36.54577641242287,10.434158414841804,feuille1
431,1990,NABEUL,"O,Melah 4",Nabeul,Galaa,567500.0,351300.0,648091.81,4036271.487,87.0,52000,0.0,80000.0,100,Recharge,Pn,Non,Non,36.460278168870374,10.65272475452641,feuille1
432,1990,NABEUL,"O,Mankaa 1",Nabeul,Galaa,568500.0,351500.0,649461.8185,4037166.4913,38.0,12000,0.0,52500.0,100,Recharge,Pn,Non,Non,36.46813075344412,10.668181233337988,feuille1
433,1990,NABEUL,"O,Mankaa 2",Nabeul,Galaa,568500.0,351300.0,649255.8166,4036007.4846,18.0,16000,0.0,45000.0,100,Recharge,Pn,Non,Non,36.45771856425525,10.665659397512329,feuille1
434,1990,NABEUL,"O,Rbat 5",Nabeul,Henchir Mes,573000.0,353700.0,653567.8432,4038411.4961,70.0,20000,0.0,45000.0,100,Recharge,Pn,Non,Non,36.47870043236003,10.714238465658834,feuille1
435,1990,NABEUL,"O,Mankaa 3",Nabeul,Galaa,568450.0,351800.0,650392.8241,4037401.4921,38.0,10000,0.0,62000.0,100,Recharge,Pn,Non,Non,36.470102749395956,10.678614080568877,feuille1
436,1991,NABEUL,Routba 8,Beni Khiar,Ghardaya,573250.0,361550.0,653887.8499,4046073.5408,73.0,30000,0.0,50500.0,100,Recharge,CEE,Non,Non,36.547692540839456,10.719336139066039,feuille1
437,1991,NABEUL,Belyes 6,Dar Chaaban,Ghardaya,571400.0,359500.0,652336.8395,4044040.5298,130.0,62000,60000.0,136000.0,100,Recharge,CEE,Non,Non,36.52962135641517,10.701612592233666,feuille1
438,1991,NABEUL,Bir 7,Dar Chaaban,Dar Chaaban,575350.0,356200.0,655942.8586,4040901.5091,80.0,40000,0.0,128000.0,100,Recharge,CEE,Oui,Non,36.50075427679042,10.741241464551056,feuille1
439,1992,NABEUL,"O,Sidi Khla",Hammamet,Mrezga,567950.0,348350.0,648526.8102,4032498.4647,93.0,37000,0.0,139000.0,100,Recharge,CEE,Non,Non,36.42621028907444,10.65685434425368,feuille1
440,1992,NABEUL,"O,Sghir 11",Nabeul,Nabeul Oues,569100.0,355200.0,650756.8271,4038779.4999,300.0,198000,180000.0,234000.0,100,Exploitation,CEE,Non,Non,36.482463218941376,10.682943879791011,feuille1
441,1992,NABEUL,"O,Souhil 2",Nabeul,Ain Kmicha,569400.0,357650.0,650004.8249,4042419.5218,90.0,38000,72000.0,93000.0,100,Recharge,CEE,Non,Non,36.51538273832913,10.675258925122927,feuille1
442,1992,NABEUL,"O,Souhil 1",Nabeul,Ain Kmicha,568600.0,356680.0,649181.8197,4041614.5175,163.0,73000,37000.0,125000.0,100,Recharge,CEE,Non,Non,36.508257278088706,10.66591557966433,feuille1
443,1993,NABEUL,Saad,Hammamet,Khnouss,544240.0,349000.0,625023.6746,4033495.4837,98.0,25000,18000.0,115700.0,100,Exploitation,CEE,Non,Non,36.438546300673245,10.394908369025426,feuille1
444,1993,NABEUL,Ain Safsaf,Hammamet,Khnouss,542250.0,345950.0,623841.6664,4030969.4696,95.0,53000,52000.0,125000.0,100,Recharge,CEE,Non,Non,36.41593351601385,10.381320562390455,feuille1
445,1993,NABEUL,Tebbib,Haouaria,Tazoghrane,587400.0,399500.0,667556.956,4084349.7598,160.0,97000,81000.0,152000.0,100,Exploitation,CEE,Non,Non,36.89026238737932,10.880375404351954,feuille1
446,1993,NABEUL,Kamech,Haouaria,Bouhbib,587900.0,396850.0,666540.9482,4081769.7449,300.0,150000,150000.0,169100.0,100,Exploitation,CEE,Non,Non,36.8671968094639,10.868412420060103,feuille1
447,1993,NABEUL,Louhichi,Beni Khalle,Louhichi,568800.0,366100.0,649262.8257,4050773.5713,285.0,116000,110000.0,129000.0,100,Exploitation,CEE,Non,Non,36.590779484809964,10.668593473862844,feuille1
448,1993,NABEUL,Halfa 2,Beni Khiar,Halfa,570400.0,365180.0,650937.835,4049848.5648,198.0,98000,142000.0,166000.0,100,Exploitation,CEE,Non,Non,36.58218055268616,10.687129462229507,feuille1
449,1993,NABEUL,Halfa 1,Beni Khiar,Halfa,570340.0,364940.0,650852.8343,4049597.5634,220.0,145000,86000.0,176000.0,100,Exploitation,CEE,Non,Non,36.57993218292699,10.686130526350238,feuille1
450,1994,NABEUL,Ain Dhiba,Hammamet,Mziraa,546900.0,353100.0,627140.6891,4037802.5078,125.0,69000,58000.0,102000.0,100,Exploitation,CEE,Oui,Non,36.477084982355166,10.419229011322077,feuille1
451,1994,NABEUL,Zazzar,Kelibia,Azmour,601450.0,401350.0,681612.042,4086354.762,158.0,125000,99000.0,132000.0,100,Exploitation,CEE,Non,Non,36.90572504798519,11.038499375481337,feuille1
452,1994,NABEUL,Beni Khatta,Kelibia,Melloul,596900.0,400080.0,676704.011,4084350.7534,287.0,112000,91000.0,185000.0,100,Exploitation,CEE,Non,Non,36.888602913285325,10.982972346156913,feuille1
453,1994,NABEUL,Sidi Maaoui,Kelibia,Azmour,596940.0,403160.0,677098.016,4087980.7751,230.0,208000,185000.0,187000.0,100,Exploitation,CEE,Non,Non,36.92123241304505,10.988240185030936,feuille1
454,1994,NABEUL,Dir,Menzel Bouz,Rahma,573050.0,381400.0,652936.8569,4066160.6603,65.0,40000,30000.0,96000.0,100,Exploitation,CEE,Non,Non,36.72884927728715,10.712718379764514,feuille1
455,1994,NABEUL,Tissada,Menzel Bouz,Rahma,571130.0,377890.0,651535.8463,4062518.6394,130.0,43000,0.0,94500.0,100,Exploitation,CEE,Oui,Non,36.696256093450806,10.69631312488136,feuille1
456,1994,NABEUL,Torkhane,Menzel Bouz,Rahma,571320.0,377970.0,651761.8477,4062551.6395,220.0,70000,0.0,223500.0,100,Exploitation,CEE,Oui,Non,36.6965173878836,10.69884855440277,feuille1
457,1995,NABEUL,Kebaiel,Haouaria,Sidi Hassou,583740.0,395920.0,664167.9303,4076255.7134,325.0,170000,147000.0,176000.0,100,Exploitation,CEE,Non,Non,36.81793085238348,10.840610768690908,feuille1
458,1995,NABEUL,"O,Zitoun",Bou Argoub,Douar Maleh,557000.0,355540.0,637557.7509,4040088.5154,200.0,150000,135000.0,134000.0,100,Protection,CEE,Non,Non,36.496246998103715,10.535881624534968,feuille1
459,1995,NABEUL,Jrida 2,Korba,Bir drassen,572900.0,370480.0,653792.855,4055046.5937,406.0,170000,142000.0,211500.0,100,Exploitation,CEE,Non,Non,36.628563893037885,10.720068979398068,feuille1
460,1995,NABEUL,Ain Gsab,Grombalia,Khanguet El,544000.0,365600.0,624506.6801,4050253.5822,135.0,54000,50000.0,83000.0,100,Protection,CEE,Non,Non,36.589646006326916,10.391844109606753,feuille1
461,1995,NABEUL,"O,Bou Guiz",Grombalia,Beni Ayech,541540.0,364220.0,622142.6655,4048596.5736,460.0,200000,0.0,288300.0,100,Exploitation,CEE,Non,Non,36.575017860184694,10.365160925231388,feuille1
462,1996,NABEUL,Klaain,Haouaria,Tazoghrane,583750.0,395920.0,664088.9327,4080661.7399,95.0,115000,95000.0,171000.0,100,Exploitation,CEE,Non,Non,36.857642919402146,10.840676849949007,feuille1
463,1996,NABEUL,Hajla,Haouaria Mz,Chiabine,568440.0,394430.0,648204.8369,4079715.7443,53.0,100000,66000.0,119500.0,100,Exploitation,CEE,Non,Non,36.85174415030677,10.662383128702908,feuille1
464,1996,NABEUL,Ben Salem,Haouaria Mz,Chiabine,563670.0,394840.0,643754.8108,4080601.7523,70.0,75000,30000.0,135000.0,100,Exploitation,CEE,Non,Non,36.86041551888457,10.61265407335871,feuille1
465,1996,NABEUL,Ennar,Haouaria Mz,Tazoghrane,589080.0,396000.0,669339.9643,4080822.7374,170.0,127000,74000.0,144300.0,100,Exploitation,CEE,Non,Non,36.85816686850684,10.899587597172193,feuille1
466,1996,NABEUL,Bou Said,Kelibia,Melloul,593160.0,400620.0,673109.9903,4085609.7636,163.0,150000,125000.0,201000.0,100,Exploitation,CEE,Non,Non,36.90061193927989,10.942949099300572,feuille1
467,1998,NABEUL,Alia1,Korba,Ilba,573800.0,366130.0,654100.8543,4051145.5705,310.0,249000,173000.0,320100.0,100,Exploitation,DRI/GRN,Non,Non,36.59336225969579,10.722730062651621,feuille1
468,1998,NABEUL,kharrouba,Menzel Bouz,Rahma,571650.0,378620.0,651932.8494,4063585.6455,120.0,89000,70000.0,248000.0,100,Exploitation,DRI/GRN,Non,Non,36.70580738818404,10.700967358984066,feuille1
469,1998,NABEUL,Ben Slimane,Grombalia,Belhassen,542900.0,356100.0,623511.6694,4040561.5257,133.0,131000,112000.0,370300.0,100,Exploitation,DRI/GRN,Non,Non,36.50242573066758,10.37917105685389,feuille1
470,2002,NABEUL,Mrabet,Korba,Beni Ayech,576100.0,373700.0,656386.8723,4058352.6117,340.0,221000,172000.0,296500.0,95,Exploitation,DRI/GRN,Non,Non,36.65793130324577,10.749743034382151,feuille1
471,2002,NABEUL,Laziar,Hammamet,Gsab,542100.0,353800.0,620055.6462,4034313.4909,310.0,331000,267000.0,396800.0,100,Exploitation,DRI/GRN,Non,Non,36.44655357636832,10.339620012840578,feuille1
472,2006,NABEUL,El Alia2,Korba,Kobbet Lagh,573050.0,367399.0,653697.8526,4052098.5763,253.0,156000,149000.0,237700.0,100,Exploitation,DRI/GRN,Non,Non,36.60201479679901,10.718417127216018,feuille1
473,2006,NABEUL,Gsar Ellouz,Grombalia,Ain Tbornak,547200.0,358650.0,627828.6959,4043113.5385,400.0,174000,166000.0,309900.0,100,Exploitation,DRI/GRN,Non,Non,36.52485844633118,10.427785579873552,feuille1
474,2006,NABEUL,Ersifa,Grombalia,Henchir Jbi,545049.0,361582.0,625746.6853,4046231.5579,170.0,128000,95000.0,435800.0,100,Exploitation,DRI/GRN,Non,Non,36.55323541051587,10.405045319719871,feuille1
475,2006,NABEUL,Sidi Othmen,Grombalia,Dj Etrif,550499.0,360932.0,631116.7164,4045660.5516,110.0,140000,136000.0,306700.0,100,Exploitation,DRI/GRN,Non,Non,36.54736735189505,10.464933491916296,feuille1
476,2007,NABEUL,Ain Edokhan,Grombalia,Bni Ayech,542699.0,362752.0,622295.6657,4047375.5663,270.0,145000,137000.0,443900.0,100,Exploitation,DRI/GRN,Non,Non,36.56399392432329,10.366676603280876,feuille1
477,2007,NABEUL,Elgontas,Hammamet,Sidi Ejdidi,547749.0,349532.0,628532.6953,4034184.4859,120.0,90000,86000.0,358400.0,100,Exploitation,DRI/GRN,Non,Non,36.44429207445281,10.4341624262931,feuille1
478,2008,NABEUL,Erakb,Grombalia,Dj Etrif,547749.0,349532.0,630376.7073,4036573.4988,217.0,91000,90000.0,365800.0,100,Exploitation,Pn,Non,Non,36.46557373917686,10.455134121652716,feuille1
479,2009,NABEUL,Ain Ettaher,Hammamet,Sidi Ejdidi,547459.0,347658.0,627363.6875,4032224.4751,296.0,118000,100000.0,382600.0,100,Exploitation,Pn,Non,Non,36.42678344385509,10.42080025311791,feuille1
480,2011,NABEUL,Zgag,Haouaria,Zgag,581738.0,398378.0,661844.9207,4082876.7547,140.0,92000,92000.0,476000.0,100,Exploitation,Pn,Non,Non,36.877987491910865,10.815988501753761,feuille1
481,2011,NABEUL,Erguiba,Hammamet,Sidi Ejdidi,547290.0,349424.0,627844.6909,4033565.4826,308.0,236000,236000.0,397000.0,100,Exploitation,Pn,Non,Non,36.43880529407245,10.426385725608162,feuille1
482,2015,NABEUL,El Marja,Hammamet,hatous,,,622367.395,4034286.057,450.0,150000,536300.0,,95,Exploitation,Pn,Non,,36.44601408430508,10.365404378194613,feuille1
483,1994,SFAX,Gounna,Agareb,Gargour,559138.0,152468.0,637495.6323,3835393.4051,400.0,142000,110000.0,123100.0,100,Recharge,Pn,Non,Non,34.65125491116832,10.500375243000455,feuille1
484,1995,SFAX,Bouladhiab,Agareb,Bouladhiab,505410.0,162286.0,586816.3854,3847492.4903,250.0,41000,35000.0,104000.0,100,Recharge,Pn,Non,Non,34.76589873068207,9.948685992926276,feuille1
485,1998,SFAX,Mghathia1,Eskhira,Mghathia,510200.0,129600.0,592599.4014,3815158.3275,350.0,50000,40000.0,90000.0,100,Recharge,Pn,Non,Non,34.473845747229795,10.00833887617885,feuille1
486,2000,SFAX,Mghathia2,Eskhira,Mghathia,511500.0,129450.0,593750.4067,3814383.3232,300.0,50000,40000.0,80000.0,100,Recharge,Pn,Non,Non,34.466753657554854,10.020785635636424,feuille1
487,2000,SFAX,Kobroch,Sfax,Kobroch,565000.0,160000.0,649768.6994,3844814.4448,2700.0,200000,120000.0,135000.0,100,Protection,Pn,Non,Non,34.73445702525727,10.635925346154115,feuille1
488,2002,SFAX,Bir Chooba,El Hancha,Bir Chooba,575200.0,192900.0,657232.7587,3877423.6062,625.0,110000,80000.0,147470.0,100,Recharge,Pn,Non,Non,35.02725895070672,10.723550442744116,feuille1
489,2004,SFAX,Rouchena,Agareb,Agareb,552000.0,162100.0,633803.6206,3846885.4649,330.0,132000,100000.0,143000.0,100,Recharge,Pn,Non,Non,34.755344177296635,10.46192067996401,feuille1
490,2006,SFAX,Zaraa1,Agareb,Zaraa,548000.0,160700.0,630623.6037,3845204.4582,300.0,50000,40000.0,50000.0,100,Recharge,Pn,Non,Non,34.74060200997184,10.42692518445122,feuille1
491,2006,SFAX,Zaraa2,Agareb,Zaraa,549900.0,160800.0,631778.6096,3845401.4587,200.0,40000,35000.0,50000.0,100,Recharge,Pn,Non,Non,34.742229505395386,10.43956971370524,feuille1
492,2007,SFAX,Tarfaoui1,Bir Ali,Eltayef,530500.0,169000.0,611850.5138,3853664.5108,713.0,450000,400000.0,450000.0,100,Recharge,Pn,Non,Non,34.819105259480516,10.223018933017599,feuille1
493,2007,SFAX,Marzouk,Agareb,Bou Lthyeb,541250.0,158000.0,623524.5667,3842349.4479,400.0,200000,180000.0,350000.0,100,Recharge,GCP/TUN/028,Non,Non,34.715746924440616,10.34897693907076,feuille1
