unnamed_0,feuille,تطور_استغلال_البحيرات_الجبلية,unnamed_1,unnamed_2,unnamed_3,unnamed_4,unnamed_5,unnamed_6,unnamed_7,unnamed_8,unnamed_9,unnamed_10,تطور_استغلال_السدود_الكبرى_و_السدود_الجبلية,تطور_الموارد_المايية_حسب_المايدة_السطحية,تطور_الموارد_المايية_حسب_المايدة_العميقة,تطور_مساحة_الاراضي_الفلاحية_حسب_الموهلات,تطور_المساحات_المزروعة_حسب_الاستغلال_هك,تطور_المساحات_المزروعة_حسب_الاستغلال_هك_يتبع,تطور_تربية_الماشية_الصغرى,تطور_وتوزيع_الاستثمارات_المصادق_عليها_من_صنفي_ب_ج,unnamed_11,توزيع_المشاريع_الفلاحية_من_صنفي_ب_وج_حسب_القطاع,تطور_معاصر_زيت_الزيتون,مراكز_تجميع_الحليب_حسب_المعتمدية,موشرات_حول_البيية_وجودة_الحياة
المجموع,Agric16,,291,293.0,65000,58000.0,86.00000000000001,88.5,TOTAL,16,,,,,,,,,,,,,,,
المصدر: المندوبية الجهوية للتنمية الفلاحية,Agric16,,,,,,,,Source : Commissariat Régional au Développement Agricole,,,,,,,,,,,,,,,,
,Agric17,,,,,,,,,,,,,,,,,,,"Evolution  et répartition des investissements des catégories ""B"" et ""C"" agrées",,,,,
,Agric17,,عدد المشاريع,,حجم الاستثمار (م.د),,مواطن الشغل,,Délégation,Code géographique,,,,,,,,,,المعتمدية,,,,,
,Agric17,,Nbre de projets,,Investissements (M.D),,Emploi,,,,,,,,,,,,,,,,,,
,Agric17,,2018,2019.0,2018,2019.0,2018,2019*,,,,,,,,,,,,,,,,,
,Agric17,,40,29.0,4.898,4.642418,17,,Zaghouan,1651,,,,,,,,,,زغوان,,,,,
,Agric17,,4,2.0,0.606,0.257586,,,Zriba,1652,,,,,,,,,,الزريبة,,,,,
,Agric17,,28,28.0,3.822,31.381807,22,,Bir Mchergua,1653,,,,,,,,,,بئر مشارقة,,,,,
,Agric17,,22,34.0,13.367,8.630229,32,,Fahs,1654,,,,,,,,,,الفحص,,,,,
,Agric17,,2,6.0,2.186,0.351,12,,Nadhour,1655,,,,,,,,,,الناظور,,,,,
,Agric17,,2,4.0,0.155,0.266869,1,,Saouaf,1656,,,,,,,,,,صواف,,,,,
,Agric17,,98,103.0,25.034000000000002,45.529908999999996,84,,Total,16,,,,,,,,,,المجمـوع,,,,,
,Agric17,,,,,,,,Source: A.P.I.A/ Zaghouan,,,,,,,,,,,المصدر: وكالة النهوض بالإستثمارات الفلاحية بزغوان,,,,,
,Agric17,,,,,,,,,,,,,,,,,,,*: معطيات غير متوفرة,,,,,
"توزيع المشاريع الفلاحية من صنفي ""ب"" و""ج"" حسب المعتمدية",Agric18,,,,,,,,,,,,,,,,,,,,,,,,
"Répartition des projets agricoles des catégories ""B"" et ""C"" par délégation",Agric18,,,,,,,,,,,,,,,,,,,,,,,,
السنة: 2019,Agric18,,,,,,,,,,,Année: 2019,,,,,,,,,,,,,
المعتمدية,Agric18,,المشاريع المصرح بها,,,المشاريع المصادق عليها,,,*المشاريع المنجزة,,,Délégation,,,,,,,,,Code géographique,,,,
,Agric18,,Projets déclarés,,,Projets approuvés,,,Projets réalisés,,,,,,,,,,,,,,,,
,Agric18,,العدد,الاستثمار (م.د),*مواطن الشغل,العدد,الاستثمار (م.د),*مواطن الشغل,العدد,الاستثمار (م.د),مواطن الشغل,,,,,,,,,,,,,,
,Agric18,,Nombre,Investissement (mD),Emplois,Nombre,Investissement (mD),Emplois,Nombre,Investissement (mD),Emplois,,,,,,,,,,,,,,
زغوان,Agric18,,53,14.847779000000001,,29,4.642418,,,,,Zaghouan,,,,,,,,,1651,,,,
الزريبة,Agric18,,7,11.552564,,2,0.257586,,,,,Zriba,,,,,,,,,1652,,,,
بئر مشارقة,Agric18,,41,28.483907000000002,,28,31.381807,,,,,Bir Mchergua,,,,,,,,,1653,,,,
الفحص,Agric18,,60,13.836264,,34,8.630229,,,,,Fahs,,,,,,,,,1654,,,,
الناظور,Agric18,,21,7.223725,,6,0.351,,,,,Nadhour,,,,,,,,,1655,,,,
صواف,Agric18,,7,3.967575,,4,0.266869,,,,,Saouaf,,,,,,,,,1656,,,,
المجموع,Agric18,,189,79.911814,,103,45.529908999999996,,,,,Total,,,,,,,,,16,,,,
المصدر: وكالة النهوض بالإستثمارات الفلاحية بزغوان,Agric18,,,,,,,,,,,,,,,,,,,,Source: A.P.I.A/ Zaghouan,,,,
*: معطيات غير متوفرة,Agric18,,,,,,,,,,,,,,,,,,,,,,,,
,Agric19,,,,,,,,,,,,,,,,,,,,,"Répartition des projets agricoles des catégories ""B"" et ""C"" selon le secteur",,,
,Agric19,,,,,,,,,,,Année: 2019,,,,,,,,,,السنة:2019,,,
,Agric19,,المشاريع المصرح بها,,,المشاريع المصادق عليها,,,*المشاريع المنجزة,,,Secteur,,,,,,,,,,القطاع,,,
,Agric19,,Projets déclarés,,,Projets approuvés,,,Projets réalisés,,,,,,,,,,,,,,,,
,Agric19,,العدد,الاستثمار (م.د),*مواطن الشغل,العدد,الاستثمار (م.د),*مواطن الشغل,العدد,الاستثمار (م.د),مواطن الشغل,,,,,,,,,,,,,,
,Agric19,,Nombre,Investissement (mD),Emplois,Nombre,Investissement (mD),Emplois,Nombre,Investissement (mD),Emplois,,,,,,,,,,,,,,
,Agric19,,,,,,,,,,,Agriculture,,,,,,,,,,الفلاحة,,,
,Agric19,,,,,,,,,,,Pêche et aquaculture,,,,,,,,,,الصيد البحري وتربية الأحياء المائية,,,
,Agric19,,,,,,,,,,,,,,,,,,,,,التحويل الأولي,,,
,Agric19,,,,,,,,,,,Services agricoles,,,,,,,,,,الخدمات الفلاحية,,,
,Agric19,,189,79.911814,,103,45.529908999999996,,,,,Total,,,,,,,,,,المجموع,,,
,Agric19,,,,,,,,,,,Source: A.P.I.A/ Zaghouan,,,,,,,,,,المصدر: وكالة النهوض بالإستثمارات الفلاحية بزغوان,,,
,Agric19,,,,,,,,,,,,,,,,,,,,,*: معطيات غير متوفرة,,,
,Agric20,,,,,,,,,,,,,,,,,,,,,,Evolution du nombre des huileries,,
,Agric20,,عدد المعاصر,,طاقة التحويل طن/24س,,طاقة الخزن بالطن,,Délégation,Code géographique,,,,,,,,,,,,,المعتمدية,,
,Agric20,,Nbre de huileries,,Capacité de transformation T/24h,,Capacité de stockage en T,,,,,,,,,,,,,,,,,,
,Agric20,,2018,2019.0,2018,2019.0,2018,2019.0,,,,,,,,,,,,,,,,,
,Agric20,,10,10.0,550,550.0,1275,1275.0,Zaghouan,1651,,,,,,,,,,,,,زغوان,,
,Agric20,,5,5.0,660,660.0,1335,1335.0,Zriba,1652,,,,,,,,,,,,,الزريبة,,
,Agric20,,3,3.0,220,220.0,900,900.0,Bir Mchergua,1653,,,,,,,,,,,,,بئر مشارقة,,
,Agric20,,9,9.0,540,540.0,770,770.0,Fahs,1654,,,,,,,,,,,,,الفحص,,
,Agric20,,7,7.0,690,690.0,2360,2360.0,Nadhour,1655,,,,,,,,,,,,,الناظور,,
,Agric20,,0,0.0,0,0.0,0,0.0,Saouaf,1656,,,,,,,,,,,,,صواف,,
,Agric20,,34,34.0,2660,2660.0,6640,6640.0,Total,16,,,,,,,,,,,,,المجمـوع,,
,Agric20,,,,,,,,Source : Commissariat Régional au Développement Agricole,,,,,,,,,,,,,,المصدر: المندوبية الجهوية للتنمية الفلاحية,,
,Agric21,,,,,,,,,,,,,,,,,,,,,,,Evolution de la collecte du lait par délégation,
,Agric21,,مراكز التجميع,,طاقة التبريد لتر/يوم,,الكمية المجمعة (1000 لتر),,Délégation,Code géographique,,,,,,,,,,,,,,المعتمدية,
,Agric21,,Centres de collecte,,capacité de refroidissement (Litre /jour),,Quantité collectée (1000L),,,,,,,,,,,,,,,,,,
,Agric21,,2018,2019.0,2018,2019.0,2018,2019.0,,,,,,,,,,,,,,,,,
,Agric21,,,,,,,,Zaghouan,1651,,,,,,,,,,,,,,زغوان,
,Agric21,,,,,,,,Zriba,1652,,,,,,,,,,,,,,الزريبة,
,Agric21,,,,,,,,Bir Mchergua,1653,,,,,,,,,,,,,,بئر مشارقة,
,Agric21,,1,1.0,18000,18000.0,786,661.0,Fahs,1654,,,,,,,,,,,,,,الفحص,
,Agric21,,,,,,,,Nadhour,1655,,,,,,,,,,,,,,الناظور,
,Agric21,,,,,,,,Saouaf,1656,,,,,,,,,,,,,,صواف,
,Agric21,,1,1.0,18000,18000.0,786,661.0,Total,16,,,,,,,,,,,,,,المجمـوع,
,Agric21,,,,,,,,Source : Commissariat Régional au Développement Agricole,,,,,,,,,,,,,,,المصدر: المندوبية الجهوية للتنمية الفلاحية,
,Agric21,,,,,,,,,,,,,,,,,,,,,,,ملاحظة: مركز الخير  -الفحص: استأنف نشاطه بعد حصوله على المصادقة الصحية البيطرية (ماي 2018) ولكن بنسق بطئء (تجميع 300ل إلى 700 ل من الحليب يوميا) يقوم المتصرف بالمركز بتوجيهها لحسابه الخاص (وحدة لصنع الأجبان تابعة له),
,Agric21,,,,,,,,,,,,,,,,,,,,,,,- طاقة تجميع مركز الخير: 8000 ل / اليوم,
,S_Environ73,,,,,,,,,,,,,,,,,,,,,,,,
البيئة ونوعية الحياة,S_Environ73,,,,,,,,,,,,,,,,,,,,,,,,
"Environnement
et Qualité de la Vie",S_Environ73,,,,,,,,,,,,,,,,,,,,,,,,
,ENVIR,,,,,,,,,,,,,,,,,,,,,,,,INDICATEURS D'ENVIRONNEMENT ET QUALITE DE LA VIE
,ENVIR,,,,في طور الإنجاز,INDICATEURS,,,,,,,,,,,,,,,,,,,المؤشرات
,ENVIR,,,,en cours de réalisation,,,,,,,,,,,,,,,,,,,,
,ENVIR,,2018.0,2019.0,,,,,,,,,,,,,,,,,,,,,
,ENVIR,,,,,Gestion des déchets solides,,,,,,,,,,,,,,,,,,,التصرف في النفايات الصلبة
,ENVIR,,,,,Décharges contrôlés,,,,,,,,,,,,,,,,,,,عدد المصبات المراقبة
,ENVIR,,,,,Centres de transfert,,,,,,,,,,,,,,,,,,,عدد مراكز التحويل
,ENVIR,,,,,Quantité de déchets collectés par les sociétés de recyclage (en T),,,,,,,,,,,,,,,,,,,كمية النفايات المرفوعة من قبل شركات الرسكلة (طن)
,ENVIR,,,,,Assainissement des eaux usées,,,,,,,,,,,,,,,,,,,تطهير المياه المستعملة
,ENVIR,,,,,Stations d'épuration,,,,,,,,,,,,,,,,,,,عدد محطات التطهير
,ENVIR,,,,,Station de pompage,,,,,,,,,,,,,,,,,,,عدد محطات الضخ
,ENVIR,,,,,Taux de branchement au réseau ONAS (milieu communal),,,,,,,,,,,,,,,,,,,نسبة الربط بشبكة التطهير بالوسط البلدي (%)
,ENVIR,,,,,Quantités des eaux en Mm3,,,,,,,,,,,,,,,,,,,كمية المياه المجمعة (م م3)
,ENVIR,,,,,Quantités des eaux traitées en Mm3,,,,,,,,,,,,,,,,,,,كمية المياه المعالجة (م م3)
,ENVIR,,,,,,,,,,,,,,,,,,,,,,,,كمية المياه المعالجة المعاد استعمالها(م م3)
,ENVIR,,,,,Utilisation des eaux traitées en irrigation,,,,,,,,,,,,,,,,,,,المياه المعالجة المستغلة في الري الفلاحي
,ENVIR,,,,,Quantité  en Mm3,,,,,,,,,,,,,,,,,,,الكمية (م م3)
,ENVIR,,,,,Superficie irriguée (Ha),,,,,,,,,,,,,,,,,,,المساحة المروية (هك)
,ENVIR,,,,,terrains de golf,,,,,,,,,,,,,,,,,,,ملاعب صولجان
,ENVIR,,,,,Terres Agricoles,,,,,,,,,,,,,,,,,,,أراضي فلاحية
,ENVIR,,,,,"Autre,,,,,,,,,",,,,,,,,,,,,,,,,,,,أراضي أخرى
,ENVIR,,,,,Espaces verts,,,,,,,,,,,,,,,,,,,المساحات الخضراء
,ENVIR,,,,,Espaces verts par Habitant en milieu urbain en m2,,,,,,,,,,,,,,,,,,,مساحة المناطق الخضراء لكل ساكن في الوسط الحضري (م²/س)
,ENVIR,,,,,Parcs urbains,,,,,,,,,,,,,,,,,,,عدد المنتزهات الحضرية
,ENVIR,,,,,Superficie Globale en Ha,,,,,,,,,,,,,,,,,,,المساحة الجملية للمنتزهات (هك)
,ENVIR,,,,,Superficie Aménagée en Ha,,,,,,,,,,,,,,,,,,,المساحة المهيأة للمنتزهات (هك)
,ENVIR,,,,,Qualité de l'air,,,,,,,,,,,,,,,,,,,نوعية الهواء
,ENVIR,,,,,Station fixe de contrôle de la qualité de l'air,,,,,,,,,,,,,,,,,,,عدد المحطات الثابتة لمراقبة نوعية الهواء
,ENVIR,,,,,Forêts et diversification biologique,,,,,,,,,,,,,,,,,,,الغابات والتنوع البيولوجي
,ENVIR,,,,,Parcs nationaux en Ha,,,,,,,,,,,,,,,,,,,مساحة الحدائق الوطنية (جزيرتي زمبرة وزمبرة) (هك)
,ENVIR,,2024.0,2024.0,,Réserves naturelles en Ha,,,,,,,,,,,,,,,,,,,مساحة المحميات الطبيعية (هك)
,ENVIR,,116.5,99.5,,Plantation Forestière et Pâturages en Ha,,,,,,,,,,,,,,,,,,,الغراسات الغابية والرعوية (هك)
,ENVIR,,,,,Exploitation Agricole: Terres Agricoles irriguées par technique d'économie de l'eau,,,,,,,,,,,,,,,,,,,الاستغلال الزراعي : الأراضي الفلاحية المروية المجهزة بتقنيات الاقتصاد في الماء
,ENVIR,,11116.0,11401.0,,Superficies Agricoles en Ha,,,,,,,,,,,,,,,,,,,المساحة (هك)
,ENVIR,,0.78,0.78,,en %,,,,,,,,,,,,,,,,,,,النسبة (%)
,ENVIR,,36000.0,38000.0,,Superficie  des terres réservées à l'agriculture biologique en Ha,,,,,,,,,,,,,,,,,,,المساحة المخصصة للفلاحة البيولوجية (هك)
,ENVIR,,,,,"Source : CRDA, arrondissement municipalités , Gouvernorat , ONAS- district de Zaghouan",,,,,,,,,,,,,,,,,,,المصدر: المندوبية الجهوية للتنمية الفلاحية ، دائرة البلديات بمركز الولاية، الديوان الوطني للتطهير اقليم زغوان
