unnamed_0,unnamed_1,unnamed_2,unnamed_3,unnamed_4,unnamed_5,feuille
,,,,,,Feuil1
nom_du_centre,lieu_du_centre,,,les_centrales,,Feuil1
شركة الأمل علي الزعبوطي,قفصة-الشمالية,5716960.0,5582317.0,SORIL+ DELICE    + SIDI BOUALI   AGRO MED,134643.0,Feuil1
شركة  الصفاء,سيدي عيش,11311621.0,11176392.0,DELICE,135229.0,Feuil1
الأمل كاف دربي,قفصة الجنوبية,6992221.0,6898226.0,DELICE   SORIL+ DELICE    + SIDI BOUALI   AGRO MED,93995.0,Feuil1
شركة المراعي,قفصة الشمالية,5758707.0,5360360.0,DELICE,398347.0,Feuil1
شركة الواحة,قفصة الجنوبية,5552413.0,5280334.0,DELICE,272079.0,Feuil1
شركة أمان أقرو,السند,5200158.0,5023309.0,DELICE,176849.0,Feuil1
شركة المستقبل,سيدي عيش,2765811.0,2698431.0,DELICE,67380.0,Feuil1
