date,nom_ar,nom_fr,unite,valeur
2026-04-18 21:00:00,Pluie Totale,Pluie Totale,mm,1089.2
2026-04-18 21:00:00,Intensité de Pluie,Intensité de Pluie,mm/h,0.0
2026-04-18 21:00:00,Pluie quotidienne,Pluie quotidienne,mm,0.0
2026-04-18 19:00:00,Pluie quotidienne,Pluie quotidienne,mm,0.0
2026-04-18 19:00:00,Pluie Totale,Pluie Totale,mm,1089.2
2026-04-18 19:00:00,Intensité de Pluie,Intensité de Pluie,mm/h,0.0
2026-04-18 17:00:00,Intensité de Pluie,Intensité de Pluie,mm/h,0.0
2026-04-18 17:00:00,Pluie Totale,Pluie Totale,mm,1089.2
2026-04-18 17:00:00,Pluie quotidienne,Pluie quotidienne,mm,0.0
2026-04-18 15:00:00,Pluie Totale,Pluie Totale,mm,1089.2
2026-04-18 15:00:00,Intensité de Pluie,Intensité de Pluie,mm/h,0.0
2026-04-18 15:00:00,Pluie quotidienne,Pluie quotidienne,mm,0.0
2026-04-18 13:00:00,Pluie Totale,Pluie Totale,mm,1089.2
2026-04-18 13:00:00,Intensité de Pluie,Intensité de Pluie,mm/h,0.0
2026-04-18 13:00:00,Pluie quotidienne,Pluie quotidienne,mm,0.0
2026-04-18 11:00:00,Pluie quotidienne,Pluie quotidienne,mm,0.0
2026-04-18 11:00:00,Pluie Totale,Pluie Totale,mm,1089.2
2026-04-18 11:00:00,Intensité de Pluie,Intensité de Pluie,mm/h,0.0
2026-04-18 09:00:00,Pluie Totale,Pluie Totale,mm,1089.2
2026-04-18 09:00:00,Pluie quotidienne,Pluie quotidienne,mm,0.0
2026-04-18 09:00:00,Intensité de Pluie,Intensité de Pluie,mm/h,0.0
2026-04-18 07:00:00,Intensité de Pluie,Intensité de Pluie,mm/h,0.0
2026-04-18 07:00:00,Pluie quotidienne,Pluie quotidienne,mm,0.0
2026-04-18 07:00:00,Pluie Totale,Pluie Totale,mm,1089.2
2026-04-18 05:00:00,Pluie Totale,Pluie Totale,mm,1089.2
2026-04-18 05:00:00,Intensité de Pluie,Intensité de Pluie,mm/h,0.0
2026-04-18 05:00:00,Pluie quotidienne,Pluie quotidienne,mm,0.0
2026-04-18 03:00:00,Pluie quotidienne,Pluie quotidienne,mm,0.0
2026-04-18 03:00:00,Pluie Totale,Pluie Totale,mm,1089.2
2026-04-18 03:00:00,Intensité de Pluie,Intensité de Pluie,mm/h,0.0
2026-04-18 01:00:00,Intensité de Pluie,Intensité de Pluie,mm/h,0.0
2026-04-18 01:00:00,Pluie Totale,Pluie Totale,mm,1089.2
2026-04-18 01:00:00,Pluie quotidienne,Pluie quotidienne,mm,0.0
2026-04-17 23:00:00,Intensité de Pluie,Intensité de Pluie,mm/h,0.0
2026-04-17 23:00:00,Pluie Totale,Pluie Totale,mm,1089.2
2026-04-17 23:00:00,Pluie quotidienne,Pluie quotidienne,mm,0.2
2026-04-17 21:00:00,Intensité de Pluie,Intensité de Pluie,mm/h,0.0
2026-04-17 21:00:00,Pluie Totale,Pluie Totale,mm,1089.2
2026-04-17 21:00:00,Pluie quotidienne,Pluie quotidienne,mm,0.2
2026-04-17 19:00:00,Intensité de Pluie,Intensité de Pluie,mm/h,0.0
2026-04-17 19:00:00,Pluie Totale,Pluie Totale,mm,1089.2
2026-04-17 19:00:00,Pluie quotidienne,Pluie quotidienne,mm,0.2
2026-04-17 17:00:00,Pluie quotidienne,Pluie quotidienne,mm,0.2
2026-04-17 17:00:00,Pluie Totale,Pluie Totale,mm,1089.2
2026-04-17 17:00:00,Intensité de Pluie,Intensité de Pluie,mm/h,0.0
2026-04-15 06:00:00,Intensité de Pluie,Intensité de Pluie,mm/h,0.0
2026-04-15 06:00:00,Pluie Totale,Pluie Totale,mm,1085.8
2026-04-15 06:00:00,Pluie quotidienne,Pluie quotidienne,mm,0.0
2026-04-15 04:00:00,Intensité de Pluie,Intensité de Pluie,mm/h,0.0
2026-04-15 04:00:00,Pluie Totale,Pluie Totale,mm,1085.8
2026-04-15 04:00:00,Pluie quotidienne,Pluie quotidienne,mm,0.0
2026-04-15 02:00:00,Pluie Totale,Pluie Totale,mm,1085.8
2026-04-15 02:00:00,Intensité de Pluie,Intensité de Pluie,mm/h,0.0
2026-04-15 02:00:00,Pluie quotidienne,Pluie quotidienne,mm,0.0
2026-04-15 00:00:00,Pluie Totale,Pluie Totale,mm,1085.8
2026-04-15 00:00:00,Intensité de Pluie,Intensité de Pluie,mm/h,0.0
2026-04-15 00:00:00,Pluie quotidienne,Pluie quotidienne,mm,0.0
2026-04-14 22:00:00,Pluie Totale,Pluie Totale,mm,1085.8
2026-04-14 22:00:00,Intensité de Pluie,Intensité de Pluie,mm/h,0.0
2026-04-14 22:00:00,Pluie quotidienne,Pluie quotidienne,mm,9.2
2026-04-14 20:00:00,Pluie Totale,Pluie Totale,mm,1085.8
2026-04-14 20:00:00,Intensité de Pluie,Intensité de Pluie,mm/h,2.4
2026-04-14 20:00:00,Pluie quotidienne,Pluie quotidienne,mm,9.2
2026-04-14 18:00:00,Pluie Totale,Pluie Totale,mm,1085.6
2026-04-14 18:00:00,Intensité de Pluie,Intensité de Pluie,mm/h,0.0
2026-04-14 18:00:00,Pluie quotidienne,Pluie quotidienne,mm,9.0
2026-04-14 16:00:00,Pluie Totale,Pluie Totale,mm,1085.6
2026-04-14 16:00:00,Intensité de Pluie,Intensité de Pluie,mm/h,0.0
2026-04-14 16:00:00,Pluie quotidienne,Pluie quotidienne,mm,9.0
2026-04-14 14:00:00,Intensité de Pluie,Intensité de Pluie,mm/h,2.4
2026-04-14 14:00:00,Pluie Totale,Pluie Totale,mm,1085.6
2026-04-14 14:00:00,Pluie quotidienne,Pluie quotidienne,mm,9.0
2026-04-14 12:00:00,Intensité de Pluie,Intensité de Pluie,mm/h,0.0
2026-04-14 12:00:00,Pluie Totale,Pluie Totale,mm,1085.4
2026-04-14 12:00:00,Pluie quotidienne,Pluie quotidienne,mm,8.8
2026-04-14 10:00:00,Pluie Totale,Pluie Totale,mm,1085.4
2026-04-14 10:00:00,Intensité de Pluie,Intensité de Pluie,mm/h,0.0
2026-04-14 10:00:00,Pluie quotidienne,Pluie quotidienne,mm,8.8
2026-04-14 08:00:00,Pluie Totale,Pluie Totale,mm,1085.4
2026-04-14 08:00:00,Intensité de Pluie,Intensité de Pluie,mm/h,0.0
2026-04-14 08:00:00,Pluie quotidienne,Pluie quotidienne,mm,8.8
2026-04-14 06:00:00,Intensité de Pluie,Intensité de Pluie,mm/h,0.0
2026-04-14 06:00:00,Pluie Totale,Pluie Totale,mm,1085.4
2026-04-14 06:00:00,Pluie quotidienne,Pluie quotidienne,mm,8.8
2026-04-14 05:00:00,Pluie Totale,Pluie Totale,mm,1085.4
2026-04-14 05:00:00,Intensité de Pluie,Intensité de Pluie,mm/h,55.2
2026-04-14 05:00:00,Pluie quotidienne,Pluie quotidienne,mm,8.8
2026-04-14 04:00:00,Intensité de Pluie,Intensité de Pluie,mm/h,7.2
2026-04-14 04:00:00,Pluie quotidienne,Pluie quotidienne,mm,0.8
2026-04-14 04:00:00,Pluie Totale,Pluie Totale,mm,1077.4
2026-04-14 02:00:00,Pluie quotidienne,Pluie quotidienne,mm,0.0
2026-04-14 02:00:00,Pluie Totale,Pluie Totale,mm,1076.6
2026-04-14 02:00:00,Intensité de Pluie,Intensité de Pluie,mm/h,0.0
2026-04-14 00:00:00,Pluie quotidienne,Pluie quotidienne,mm,0.0
2026-04-14 00:00:00,Intensité de Pluie,Intensité de Pluie,mm/h,0.0
2026-04-14 00:00:00,Pluie Totale,Pluie Totale,mm,1076.6
2026-04-13 22:00:00,Pluie quotidienne,Pluie quotidienne,mm,0.0
2026-04-13 22:00:00,Intensité de Pluie,Intensité de Pluie,mm/h,0.0
2026-04-13 22:00:00,Pluie Totale,Pluie Totale,mm,1076.6
2026-04-13 20:00:00,Pluie Totale,Pluie Totale,mm,1076.6
2026-04-13 20:00:00,Pluie quotidienne,Pluie quotidienne,mm,0.0
2026-04-13 20:00:00,Intensité de Pluie,Intensité de Pluie,mm/h,0.0
2026-04-13 18:00:00,Pluie quotidienne,Pluie quotidienne,mm,0.0
2026-04-13 18:00:00,Pluie Totale,Pluie Totale,mm,1076.6
2026-04-13 18:00:00,Intensité de Pluie,Intensité de Pluie,mm/h,0.0
